id,census_geoid_14,validThrough
ocd-division/country:us/state:in/sldu:15,sldu-18015,
ocd-division/country:us/state:in/sldu:16,sldu-18016,
ocd-division/country:us/state:in/sldu:17,sldu-18017,
ocd-division/country:us/state:in/sldu:18,sldu-18018,
ocd-division/country:us/state:in/sldu:19,sldu-18019,
ocd-division/country:us/state:in/sldu:20,sldu-18020,
ocd-division/country:us/state:in/sldu:21,sldu-18021,
ocd-division/country:us/state:in/sldu:22,sldu-18022,
ocd-division/country:us/state:in/sldu:23,sldu-18023,
ocd-division/country:us/state:in/sldu:24,sldu-18024,
ocd-division/country:us/state:in/sldu:25,sldu-18025,
ocd-division/country:us/state:in/sldu:26,sldu-18026,
ocd-division/country:us/state:in/sldu:27,sldu-18027,
ocd-division/country:us/state:in/sldu:28,sldu-18028,
ocd-division/country:us/state:in/sldu:29,sldu-18029,
ocd-division/country:us/state:in/sldu:30,sldu-18030,
ocd-division/country:us/state:in/sldu:31,sldu-18031,
ocd-division/country:us/state:in/sldu:32,sldu-18032,
ocd-division/country:us/state:in/sldu:33,sldu-18033,
ocd-division/country:us/state:in/sldu:34,sldu-18034,
ocd-division/country:us/state:in/sldu:35,sldu-18035,
ocd-division/country:us/state:in/sldu:36,sldu-18036,
ocd-division/country:us/state:in/sldu:37,sldu-18037,
ocd-division/country:us/state:in/sldu:38,sldu-18038,
ocd-division/country:us/state:in/sldu:39,sldu-18039,
ocd-division/country:us/state:in/sldu:40,sldu-18040,
ocd-division/country:us/state:in/sldu:41,sldu-18041,
ocd-division/country:us/state:in/sldu:42,sldu-18042,
ocd-division/country:us/state:in/sldu:43,sldu-18043,
ocd-division/country:us/state:in/sldu:44,sldu-18044,
ocd-division/country:us/state:in/sldu:45,sldu-18045,
ocd-division/country:us/state:in/sldu:46,sldu-18046,
ocd-division/country:us/state:in/sldu:47,sldu-18047,
ocd-division/country:us/state:in/sldu:48,sldu-18048,
ocd-division/country:us/state:in/sldu:49,sldu-18049,
ocd-division/country:us/state:in/sldu:50,sldu-18050,
ocd-division/country:us/state:ia/sldu:1,sldu-19001,
ocd-division/country:us/state:ia/sldu:2,sldu-19002,
ocd-division/country:us/state:ia/sldu:3,sldu-19003,
ocd-division/country:us/state:ia/sldu:4,sldu-19004,
ocd-division/country:us/state:ia/sldu:5,sldu-19005,
ocd-division/country:us/state:ia/sldu:6,sldu-19006,
ocd-division/country:us/state:ia/sldu:7,sldu-19007,
ocd-division/country:us/state:ia/sldu:8,sldu-19008,
ocd-division/country:us/state:ia/sldu:9,sldu-19009,
ocd-division/country:us/state:ia/sldu:10,sldu-19010,
ocd-division/country:us/state:ia/sldu:11,sldu-19011,
ocd-division/country:us/state:ia/sldu:12,sldu-19012,
ocd-division/country:us/state:ia/sldu:13,sldu-19013,
ocd-division/country:us/state:ia/sldu:14,sldu-19014,
ocd-division/country:us/state:ia/sldu:15,sldu-19015,
ocd-division/country:us/state:ia/sldu:16,sldu-19016,
ocd-division/country:us/state:ia/sldu:17,sldu-19017,
ocd-division/country:us/state:ia/sldu:18,sldu-19018,
ocd-division/country:us/state:ia/sldu:19,sldu-19019,
ocd-division/country:us/state:ia/sldu:20,sldu-19020,
ocd-division/country:us/state:ia/sldu:21,sldu-19021,
ocd-division/country:us/state:ia/sldu:22,sldu-19022,
ocd-division/country:us/state:ia/sldu:23,sldu-19023,
ocd-division/country:us/state:ia/sldu:24,sldu-19024,
ocd-division/country:us/state:ia/sldu:25,sldu-19025,
ocd-division/country:us/state:ia/sldu:26,sldu-19026,
ocd-division/country:us/state:ia/sldu:27,sldu-19027,
ocd-division/country:us/state:ia/sldu:28,sldu-19028,
ocd-division/country:us/state:ia/sldu:29,sldu-19029,
ocd-division/country:us/state:ia/sldu:30,sldu-19030,
ocd-division/country:us/state:ia/sldu:31,sldu-19031,
ocd-division/country:us/state:ia/sldu:32,sldu-19032,
ocd-division/country:us/state:ia/sldu:33,sldu-19033,
ocd-division/country:us/state:ia/sldu:34,sldu-19034,
ocd-division/country:us/state:ia/sldu:35,sldu-19035,
ocd-division/country:us/state:ia/sldu:36,sldu-19036,
ocd-division/country:us/state:ia/sldu:37,sldu-19037,
ocd-division/country:us/state:ia/sldu:38,sldu-19038,
ocd-division/country:us/state:ia/sldu:39,sldu-19039,
ocd-division/country:us/state:ia/sldu:40,sldu-19040,
ocd-division/country:us/state:ia/sldu:41,sldu-19041,
ocd-division/country:us/state:ia/sldu:42,sldu-19042,
ocd-division/country:us/state:ia/sldu:43,sldu-19043,
ocd-division/country:us/state:ia/sldu:44,sldu-19044,
ocd-division/country:us/state:ia/sldu:45,sldu-19045,
ocd-division/country:us/state:ia/sldu:46,sldu-19046,
ocd-division/country:us/state:ia/sldu:47,sldu-19047,
ocd-division/country:us/state:ia/sldu:48,sldu-19048,
ocd-division/country:us/state:ia/sldu:49,sldu-19049,
ocd-division/country:us/state:ia/sldu:50,sldu-19050,
ocd-division/country:us/state:ks/sldu:1,sldu-20001,
ocd-division/country:us/state:ks/sldu:2,sldu-20002,
ocd-division/country:us/state:ks/sldu:3,sldu-20003,
ocd-division/country:us/state:ks/sldu:4,sldu-20004,
ocd-division/country:us/state:ks/sldu:5,sldu-20005,
ocd-division/country:us/state:ks/sldu:6,sldu-20006,
ocd-division/country:us/state:ks/sldu:7,sldu-20007,
ocd-division/country:us/state:ks/sldu:8,sldu-20008,
ocd-division/country:us/state:ks/sldu:9,sldu-20009,
ocd-division/country:us/state:ks/sldu:10,sldu-20010,
ocd-division/country:us/state:ks/sldu:11,sldu-20011,
ocd-division/country:us/state:ks/sldu:12,sldu-20012,
ocd-division/country:us/state:ks/sldu:13,sldu-20013,
ocd-division/country:us/state:ks/sldu:14,sldu-20014,
ocd-division/country:us/state:ks/sldu:15,sldu-20015,
ocd-division/country:us/state:ks/sldu:16,sldu-20016,
ocd-division/country:us/state:ks/sldu:17,sldu-20017,
ocd-division/country:us/state:ks/sldu:18,sldu-20018,
ocd-division/country:us/state:ks/sldu:19,sldu-20019,
ocd-division/country:us/state:ks/sldu:20,sldu-20020,
ocd-division/country:us/state:ks/sldu:21,sldu-20021,
ocd-division/country:us/state:ks/sldu:22,sldu-20022,
ocd-division/country:us/state:ks/sldu:23,sldu-20023,
ocd-division/country:us/state:ks/sldu:24,sldu-20024,
ocd-division/country:us/state:ks/sldu:25,sldu-20025,
ocd-division/country:us/state:ks/sldu:26,sldu-20026,
ocd-division/country:us/state:ks/sldu:27,sldu-20027,
ocd-division/country:us/state:ks/sldu:28,sldu-20028,
ocd-division/country:us/state:ks/sldu:29,sldu-20029,
ocd-division/country:us/state:ks/sldu:30,sldu-20030,
ocd-division/country:us/state:ks/sldu:31,sldu-20031,
ocd-division/country:us/state:ks/sldu:32,sldu-20032,
ocd-division/country:us/state:ks/sldu:33,sldu-20033,
ocd-division/country:us/state:ks/sldu:34,sldu-20034,
ocd-division/country:us/state:ks/sldu:35,sldu-20035,
ocd-division/country:us/state:ks/sldu:36,sldu-20036,
ocd-division/country:us/state:ks/sldu:37,sldu-20037,
ocd-division/country:us/state:ks/sldu:38,sldu-20038,
ocd-division/country:us/state:ks/sldu:39,sldu-20039,
ocd-division/country:us/state:ks/sldu:40,sldu-20040,
ocd-division/country:us/state:ky/sldu:1,sldu-21001,
ocd-division/country:us/state:ky/sldu:2,sldu-21002,
ocd-division/country:us/state:ky/sldu:3,sldu-21003,
ocd-division/country:us/state:ky/sldu:4,sldu-21004,
ocd-division/country:us/state:ky/sldu:5,sldu-21005,
ocd-division/country:us/state:ky/sldu:6,sldu-21006,
ocd-division/country:us/state:ky/sldu:7,sldu-21007,
ocd-division/country:us/state:ky/sldu:8,sldu-21008,
ocd-division/country:us/state:ky/sldu:9,sldu-21009,
ocd-division/country:us/state:ky/sldu:10,sldu-21010,
ocd-division/country:us/state:ky/sldu:11,sldu-21011,
ocd-division/country:us/state:ky/sldu:12,sldu-21012,
ocd-division/country:us/state:ky/sldu:13,sldu-21013,
ocd-division/country:us/state:ky/sldu:14,sldu-21014,
ocd-division/country:us/state:ky/sldu:15,sldu-21015,
ocd-division/country:us/state:ky/sldu:16,sldu-21016,
ocd-division/country:us/state:ky/sldu:17,sldu-21017,
ocd-division/country:us/state:ky/sldu:18,sldu-21018,
ocd-division/country:us/state:ky/sldu:19,sldu-21019,
ocd-division/country:us/state:ky/sldu:20,sldu-21020,
ocd-division/country:us/state:ky/sldu:21,sldu-21021,
ocd-division/country:us/state:ky/sldu:22,sldu-21022,
ocd-division/country:us/state:ky/sldu:23,sldu-21023,
ocd-division/country:us/state:ky/sldu:24,sldu-21024,
ocd-division/country:us/state:ky/sldu:25,sldu-21025,
ocd-division/country:us/state:ky/sldu:26,sldu-21026,
ocd-division/country:us/state:ky/sldu:27,sldu-21027,
ocd-division/country:us/state:ky/sldu:28,sldu-21028,
ocd-division/country:us/state:ky/sldu:29,sldu-21029,
ocd-division/country:us/state:ky/sldu:30,sldu-21030,
ocd-division/country:us/state:ky/sldu:31,sldu-21031,
ocd-division/country:us/state:ky/sldu:32,sldu-21032,
ocd-division/country:us/state:ky/sldu:33,sldu-21033,
ocd-division/country:us/state:ky/sldu:34,sldu-21034,
ocd-division/country:us/state:ky/sldu:35,sldu-21035,
ocd-division/country:us/state:ky/sldu:36,sldu-21036,
ocd-division/country:us/state:ky/sldu:37,sldu-21037,
ocd-division/country:us/state:ky/sldu:38,sldu-21038,
ocd-division/country:us/state:la/sldu:1,sldu-22001,
ocd-division/country:us/state:la/sldu:2,sldu-22002,
ocd-division/country:us/state:la/sldu:3,sldu-22003,
ocd-division/country:us/state:la/sldu:4,sldu-22004,
ocd-division/country:us/state:la/sldu:5,sldu-22005,
ocd-division/country:us/state:la/sldu:6,sldu-22006,
ocd-division/country:us/state:la/sldu:7,sldu-22007,
ocd-division/country:us/state:la/sldu:8,sldu-22008,
ocd-division/country:us/state:la/sldu:9,sldu-22009,
ocd-division/country:us/state:la/sldu:10,sldu-22010,
ocd-division/country:us/state:la/sldu:11,sldu-22011,
ocd-division/country:us/state:la/sldu:12,sldu-22012,
ocd-division/country:us/state:la/sldu:13,sldu-22013,
ocd-division/country:us/state:la/sldu:14,sldu-22014,
ocd-division/country:us/state:la/sldu:15,sldu-22015,
ocd-division/country:us/state:la/sldu:16,sldu-22016,
ocd-division/country:us/state:la/sldu:17,sldu-22017,
ocd-division/country:us/state:la/sldu:18,sldu-22018,
ocd-division/country:us/state:la/sldu:19,sldu-22019,
ocd-division/country:us/state:la/sldu:20,sldu-22020,
ocd-division/country:us/state:la/sldu:21,sldu-22021,
ocd-division/country:us/state:la/sldu:22,sldu-22022,
ocd-division/country:us/state:la/sldu:23,sldu-22023,
ocd-division/country:us/state:la/sldu:24,sldu-22024,
ocd-division/country:us/state:la/sldu:25,sldu-22025,
ocd-division/country:us/state:la/sldu:26,sldu-22026,
ocd-division/country:us/state:la/sldu:27,sldu-22027,
ocd-division/country:us/state:la/sldu:28,sldu-22028,
ocd-division/country:us/state:la/sldu:29,sldu-22029,
ocd-division/country:us/state:la/sldu:30,sldu-22030,
ocd-division/country:us/state:la/sldu:31,sldu-22031,
ocd-division/country:us/state:la/sldu:32,sldu-22032,
ocd-division/country:us/state:la/sldu:33,sldu-22033,
ocd-division/country:us/state:la/sldu:34,sldu-22034,
ocd-division/country:us/state:la/sldu:35,sldu-22035,
ocd-division/country:us/state:la/sldu:36,sldu-22036,
ocd-division/country:us/state:la/sldu:37,sldu-22037,
ocd-division/country:us/state:la/sldu:38,sldu-22038,
ocd-division/country:us/state:la/sldu:39,sldu-22039,
ocd-division/country:us/state:me/sldu:1,sldu-23001,
ocd-division/country:us/state:me/sldu:2,sldu-23002,
ocd-division/country:us/state:me/sldu:3,sldu-23003,
ocd-division/country:us/state:me/sldu:4,sldu-23004,
ocd-division/country:us/state:me/sldu:5,sldu-23005,
ocd-division/country:us/state:me/sldu:6,sldu-23006,
ocd-division/country:us/state:me/sldu:7,sldu-23007,
ocd-division/country:us/state:me/sldu:8,sldu-23008,
ocd-division/country:us/state:me/sldu:9,sldu-23009,
ocd-division/country:us/state:me/sldu:10,sldu-23010,
ocd-division/country:us/state:me/sldu:11,sldu-23011,
ocd-division/country:us/state:me/sldu:12,sldu-23012,
ocd-division/country:us/state:me/sldu:13,sldu-23013,
ocd-division/country:us/state:me/sldu:14,sldu-23014,
ocd-division/country:us/state:me/sldu:15,sldu-23015,
ocd-division/country:us/state:me/sldu:16,sldu-23016,
ocd-division/country:us/state:me/sldu:17,sldu-23017,
ocd-division/country:us/state:me/sldu:18,sldu-23018,
ocd-division/country:us/state:me/sldu:19,sldu-23019,
ocd-division/country:us/state:me/sldu:20,sldu-23020,
ocd-division/country:us/state:me/sldu:21,sldu-23021,
ocd-division/country:us/state:me/sldu:22,sldu-23022,
ocd-division/country:us/state:me/sldu:23,sldu-23023,
ocd-division/country:us/state:me/sldu:24,sldu-23024,
ocd-division/country:us/state:me/sldu:25,sldu-23025,
ocd-division/country:us/state:me/sldu:26,sldu-23026,
ocd-division/country:us/state:me/sldu:27,sldu-23027,
ocd-division/country:us/state:me/sldu:28,sldu-23028,
ocd-division/country:us/state:me/sldu:29,sldu-23029,
ocd-division/country:us/state:me/sldu:30,sldu-23030,
ocd-division/country:us/state:me/sldu:31,sldu-23031,
ocd-division/country:us/state:me/sldu:32,sldu-23032,
ocd-division/country:us/state:me/sldu:33,sldu-23033,
ocd-division/country:us/state:me/sldu:34,sldu-23034,
ocd-division/country:us/state:me/sldu:35,sldu-23035,
ocd-division/country:us/state:md/sldu:1,sldu-24001,
ocd-division/country:us/state:md/sldu:2,sldu-24002,
ocd-division/country:us/state:md/sldu:3,sldu-24003,
ocd-division/country:us/state:md/sldu:4,sldu-24004,
ocd-division/country:us/state:md/sldu:5,sldu-24005,
ocd-division/country:us/state:md/sldu:6,sldu-24006,
ocd-division/country:us/state:md/sldu:7,sldu-24007,
ocd-division/country:us/state:md/sldu:8,sldu-24008,
ocd-division/country:us/state:md/sldu:9,sldu-24009,
ocd-division/country:us/state:md/sldu:10,sldu-24010,
ocd-division/country:us/state:md/sldu:11,sldu-24011,
ocd-division/country:us/state:md/sldu:12,sldu-24012,
ocd-division/country:us/state:md/sldu:13,sldu-24013,
ocd-division/country:us/state:md/sldu:14,sldu-24014,
ocd-division/country:us/state:md/sldu:15,sldu-24015,
ocd-division/country:us/state:md/sldu:16,sldu-24016,
ocd-division/country:us/state:md/sldu:17,sldu-24017,
ocd-division/country:us/state:md/sldu:18,sldu-24018,
ocd-division/country:us/state:md/sldu:19,sldu-24019,
ocd-division/country:us/state:md/sldu:20,sldu-24020,
ocd-division/country:us/state:md/sldu:21,sldu-24021,
ocd-division/country:us/state:md/sldu:22,sldu-24022,
ocd-division/country:us/state:md/sldu:23,sldu-24023,
ocd-division/country:us/state:md/sldu:24,sldu-24024,
ocd-division/country:us/state:md/sldu:25,sldu-24025,
ocd-division/country:us/state:md/sldu:26,sldu-24026,
ocd-division/country:us/state:md/sldu:27,sldu-24027,
ocd-division/country:us/state:md/sldu:28,sldu-24028,
ocd-division/country:us/state:md/sldu:29,sldu-24029,
ocd-division/country:us/state:md/sldu:30,sldu-24030,
ocd-division/country:us/state:md/sldu:31,sldu-24031,
ocd-division/country:us/state:md/sldu:32,sldu-24032,
ocd-division/country:us/state:md/sldu:33,sldu-24033,
ocd-division/country:us/state:md/sldu:34,sldu-24034,
ocd-division/country:us/state:md/sldu:35,sldu-24035,
ocd-division/country:us/state:md/sldu:36,sldu-24036,
ocd-division/country:us/state:md/sldu:37,sldu-24037,
ocd-division/country:us/state:md/sldu:38,sldu-24038,
ocd-division/country:us/state:md/sldu:39,sldu-24039,
ocd-division/country:us/state:md/sldu:40,sldu-24040,
ocd-division/country:us/state:md/sldu:41,sldu-24041,
ocd-division/country:us/state:md/sldu:42,sldu-24042,
ocd-division/country:us/state:md/sldu:43,sldu-24043,
ocd-division/country:us/state:md/sldu:44,sldu-24044,
ocd-division/country:us/state:md/sldu:45,sldu-24045,
ocd-division/country:us/state:md/sldu:46,sldu-24046,
ocd-division/country:us/state:md/sldu:47,sldu-24047,
ocd-division/country:us/state:ma/sldu:1st_suffolk,sldu-25001,
ocd-division/country:us/state:ma/sldu:2nd_suffolk,sldu-25002,
ocd-division/country:us/state:ma/sldu:hampden,sldu-25003,
ocd-division/country:us/state:ma/sldu:berkshire_hampshire_franklin_and_hampden,sldu-25004,
ocd-division/country:us/state:ma/sldu:2nd_hampden_and_hampshire,sldu-25005,
ocd-division/country:us/state:ma/sldu:hampshire_franklin_and_worcester,sldu-25006,
ocd-division/country:us/state:ma/sldu:1st_hampden_and_hampshire,sldu-25007,
ocd-division/country:us/state:ma/sldu:worcester_hampden_hampshire_and_middlesex,sldu-25008,
ocd-division/country:us/state:ma/sldu:worcester_and_middlesex,sldu-25009,
ocd-division/country:us/state:ma/sldu:1st_worcester,sldu-25010,
ocd-division/country:us/state:ma/sldu:2nd_worcester,sldu-25011,
ocd-division/country:us/state:ma/sldu:worcester_and_norfolk,sldu-25012,
ocd-division/country:us/state:ma/sldu:1st_middlesex,sldu-25013,
ocd-division/country:us/state:ma/sldu:middlesex_and_worcester,sldu-25014,
ocd-division/country:us/state:ma/sldu:2nd_middlesex_and_norfolk,sldu-25015,
ocd-division/country:us/state:ma/sldu:3rd_middlesex,sldu-25016,
ocd-division/country:us/state:ma/sldu:norfolk_bristol_and_middlesex,sldu-25017,
ocd-division/country:us/state:ma/sldu:2nd_essex_and_middlesex,sldu-25018,
ocd-division/country:us/state:ma/sldu:1st_essex,sldu-25019,
ocd-division/country:us/state:ma/sldu:1st_essex_and_middlesex,sldu-25020,
ocd-division/country:us/state:ma/sldu:2nd_essex,sldu-25021,
ocd-division/country:us/state:ma/sldu:3rd_essex,sldu-25022,
ocd-division/country:us/state:ma/sldu:5th_middlesex,sldu-25023,
ocd-division/country:us/state:ma/sldu:4th_middlesex,sldu-25024,
ocd-division/country:us/state:ma/sldu:2nd_middlesex,sldu-25025,
ocd-division/country:us/state:ma/sldu:middlesex_and_suffolk,sldu-25026,
ocd-division/country:us/state:ma/sldu:1st_suffolk_and_middlesex,sldu-25027,
ocd-division/country:us/state:ma/sldu:2nd_suffolk_and_middlesex,sldu-25028,
ocd-division/country:us/state:ma/sldu:1st_middlesex_and_norfolk,sldu-25029,
ocd-division/country:us/state:ma/sldu:norfolk_and_suffolk,sldu-25030,
ocd-division/country:us/state:ma/sldu:bristol_and_norfolk,sldu-25031,
ocd-division/country:us/state:ma/sldu:norfolk_bristol_and_plymouth,sldu-25032,
ocd-division/country:us/state:ma/sldu:norfolk_and_plymouth,sldu-25033,
ocd-division/country:us/state:ma/sldu:plymouth_and_norfolk,sldu-25034,
ocd-division/country:us/state:ma/sldu:2nd_plymouth_and_bristol,sldu-25035,
ocd-division/country:us/state:ma/sldu:1st_plymouth_and_bristol,sldu-25036,
ocd-division/country:us/state:ma/sldu:1st_bristol_and_plymouth,sldu-25037,
ocd-division/country:us/state:ma/sldu:2nd_bristol_and_plymouth,sldu-25038,
ocd-division/country:us/state:ma/sldu:plymouth_and_barnstable,sldu-25039,
ocd-division/country:us/state:ma/sldu:cape_and_islands,sldu-25040,
ocd-division/country:us/state:mi/sldu:1,sldu-26001,
ocd-division/country:us/state:mi/sldu:2,sldu-26002,
ocd-division/country:us/state:mi/sldu:3,sldu-26003,
ocd-division/country:us/state:mi/sldu:4,sldu-26004,
ocd-division/country:us/state:mi/sldu:5,sldu-26005,
ocd-division/country:us/state:mi/sldu:6,sldu-26006,
ocd-division/country:us/state:mi/sldu:7,sldu-26007,
ocd-division/country:us/state:mi/sldu:8,sldu-26008,
ocd-division/country:us/state:mi/sldu:9,sldu-26009,
ocd-division/country:us/state:mi/sldu:10,sldu-26010,
ocd-division/country:us/state:mi/sldu:11,sldu-26011,
ocd-division/country:us/state:mi/sldu:12,sldu-26012,
ocd-division/country:us/state:mi/sldu:13,sldu-26013,
ocd-division/country:us/state:mi/sldu:14,sldu-26014,
ocd-division/country:us/state:mi/sldu:15,sldu-26015,
ocd-division/country:us/state:mi/sldu:16,sldu-26016,
ocd-division/country:us/state:mi/sldu:17,sldu-26017,
ocd-division/country:us/state:mi/sldu:18,sldu-26018,
ocd-division/country:us/state:mi/sldu:19,sldu-26019,
ocd-division/country:us/state:mi/sldu:20,sldu-26020,
ocd-division/country:us/state:mi/sldu:21,sldu-26021,
ocd-division/country:us/state:mi/sldu:22,sldu-26022,
ocd-division/country:us/state:mi/sldu:23,sldu-26023,
ocd-division/country:us/state:mi/sldu:24,sldu-26024,
ocd-division/country:us/state:mi/sldu:25,sldu-26025,
ocd-division/country:us/state:mi/sldu:26,sldu-26026,
ocd-division/country:us/state:mi/sldu:27,sldu-26027,
ocd-division/country:us/state:mi/sldu:28,sldu-26028,
ocd-division/country:us/state:mi/sldu:29,sldu-26029,
ocd-division/country:us/state:mi/sldu:30,sldu-26030,
ocd-division/country:us/state:mi/sldu:31,sldu-26031,
ocd-division/country:us/state:mi/sldu:32,sldu-26032,
ocd-division/country:us/state:mi/sldu:33,sldu-26033,
ocd-division/country:us/state:mi/sldu:34,sldu-26034,
ocd-division/country:us/state:mi/sldu:35,sldu-26035,
ocd-division/country:us/state:mi/sldu:36,sldu-26036,
ocd-division/country:us/state:mi/sldu:37,sldu-26037,
ocd-division/country:us/state:mi/sldu:38,sldu-26038,
ocd-division/country:us/state:mn/sldu:1,sldu-27001,
ocd-division/country:us/state:mn/sldu:2,sldu-27002,
ocd-division/country:us/state:mn/sldu:3,sldu-27003,
ocd-division/country:us/state:mn/sldu:4,sldu-27004,
ocd-division/country:us/state:mn/sldu:5,sldu-27005,
ocd-division/country:us/state:mn/sldu:6,sldu-27006,
ocd-division/country:us/state:mn/sldu:7,sldu-27007,
ocd-division/country:us/state:mn/sldu:8,sldu-27008,
ocd-division/country:us/state:mn/sldu:9,sldu-27009,
ocd-division/country:us/state:mn/sldu:10,sldu-27010,
ocd-division/country:us/state:mn/sldu:11,sldu-27011,
ocd-division/country:us/state:mn/sldu:12,sldu-27012,
ocd-division/country:us/state:mn/sldu:13,sldu-27013,
ocd-division/country:us/state:mn/sldu:14,sldu-27014,
ocd-division/country:us/state:mn/sldu:15,sldu-27015,
ocd-division/country:us/state:mn/sldu:16,sldu-27016,
ocd-division/country:us/state:mn/sldu:17,sldu-27017,
ocd-division/country:us/state:mn/sldu:18,sldu-27018,
ocd-division/country:us/state:mn/sldu:19,sldu-27019,
ocd-division/country:us/state:mn/sldu:20,sldu-27020,
ocd-division/country:us/state:mn/sldu:21,sldu-27021,
ocd-division/country:us/state:mn/sldu:22,sldu-27022,
ocd-division/country:us/state:mn/sldu:23,sldu-27023,
ocd-division/country:us/state:mn/sldu:24,sldu-27024,
ocd-division/country:us/state:mn/sldu:25,sldu-27025,
ocd-division/country:us/state:mn/sldu:26,sldu-27026,
ocd-division/country:us/state:mn/sldu:27,sldu-27027,
ocd-division/country:us/state:mn/sldu:28,sldu-27028,
ocd-division/country:us/state:mn/sldu:29,sldu-27029,
ocd-division/country:us/state:mn/sldu:30,sldu-27030,
ocd-division/country:us/state:mn/sldu:31,sldu-27031,
ocd-division/country:us/state:mn/sldu:32,sldu-27032,
ocd-division/country:us/state:mn/sldu:33,sldu-27033,
ocd-division/country:us/state:mn/sldu:34,sldu-27034,
ocd-division/country:us/state:mn/sldu:35,sldu-27035,
ocd-division/country:us/state:mn/sldu:36,sldu-27036,
ocd-division/country:us/state:mn/sldu:37,sldu-27037,
ocd-division/country:us/state:mn/sldu:38,sldu-27038,
ocd-division/country:us/state:mn/sldu:39,sldu-27039,
ocd-division/country:us/state:mn/sldu:40,sldu-27040,
ocd-division/country:us/state:mn/sldu:41,sldu-27041,
ocd-division/country:us/state:mn/sldu:42,sldu-27042,
ocd-division/country:us/state:mn/sldu:43,sldu-27043,
ocd-division/country:us/state:mn/sldu:44,sldu-27044,
ocd-division/country:us/state:mn/sldu:45,sldu-27045,
ocd-division/country:us/state:mn/sldu:46,sldu-27046,
ocd-division/country:us/state:mn/sldu:47,sldu-27047,
ocd-division/country:us/state:mn/sldu:48,sldu-27048,
ocd-division/country:us/state:mn/sldu:49,sldu-27049,
ocd-division/country:us/state:mn/sldu:50,sldu-27050,
ocd-division/country:us/state:mn/sldu:51,sldu-27051,
ocd-division/country:us/state:mn/sldu:52,sldu-27052,
ocd-division/country:us/state:mn/sldu:53,sldu-27053,
ocd-division/country:us/state:mn/sldu:54,sldu-27054,
ocd-division/country:us/state:mn/sldu:55,sldu-27055,
ocd-division/country:us/state:mn/sldu:56,sldu-27056,
ocd-division/country:us/state:mn/sldu:57,sldu-27057,
ocd-division/country:us/state:mn/sldu:58,sldu-27058,
ocd-division/country:us/state:mn/sldu:59,sldu-27059,
ocd-division/country:us/state:mn/sldu:60,sldu-27060,
ocd-division/country:us/state:mn/sldu:61,sldu-27061,
ocd-division/country:us/state:mn/sldu:62,sldu-27062,
ocd-division/country:us/state:mn/sldu:63,sldu-27063,
ocd-division/country:us/state:mn/sldu:64,sldu-27064,
ocd-division/country:us/state:mn/sldu:65,sldu-27065,
ocd-division/country:us/state:mn/sldu:66,sldu-27066,
ocd-division/country:us/state:mn/sldu:67,sldu-27067,
ocd-division/country:us/state:ms/sldu:1,sldu-28001,
ocd-division/country:us/state:ms/sldu:2,sldu-28002,
ocd-division/country:us/state:ms/sldu:3,sldu-28003,
ocd-division/country:us/state:ms/sldu:4,sldu-28004,
ocd-division/country:us/state:ms/sldu:5,sldu-28005,
ocd-division/country:us/state:ms/sldu:6,sldu-28006,
ocd-division/country:us/state:ms/sldu:7,sldu-28007,
ocd-division/country:us/state:ms/sldu:8,sldu-28008,
ocd-division/country:us/state:ms/sldu:9,sldu-28009,
ocd-division/country:us/state:ms/sldu:10,sldu-28010,
ocd-division/country:us/state:ms/sldu:11,sldu-28011,
ocd-division/country:us/state:ms/sldu:12,sldu-28012,
ocd-division/country:us/state:ms/sldu:13,sldu-28013,
ocd-division/country:us/state:ms/sldu:14,sldu-28014,
ocd-division/country:us/state:ms/sldu:15,sldu-28015,
ocd-division/country:us/state:ms/sldu:16,sldu-28016,
ocd-division/country:us/state:ms/sldu:17,sldu-28017,
ocd-division/country:us/state:ms/sldu:18,sldu-28018,
ocd-division/country:us/state:ms/sldu:19,sldu-28019,
ocd-division/country:us/state:ms/sldu:20,sldu-28020,
ocd-division/country:us/state:ms/sldu:21,sldu-28021,
ocd-division/country:us/state:ms/sldu:22,sldu-28022,
ocd-division/country:us/state:ms/sldu:23,sldu-28023,
ocd-division/country:us/state:ms/sldu:24,sldu-28024,
ocd-division/country:us/state:ms/sldu:25,sldu-28025,
ocd-division/country:us/state:ms/sldu:26,sldu-28026,
ocd-division/country:us/state:ms/sldu:27,sldu-28027,
ocd-division/country:us/state:ms/sldu:28,sldu-28028,
ocd-division/country:us/state:ms/sldu:29,sldu-28029,
ocd-division/country:us/state:ms/sldu:30,sldu-28030,
ocd-division/country:us/state:ms/sldu:31,sldu-28031,
ocd-division/country:us/state:ms/sldu:32,sldu-28032,
ocd-division/country:us/state:ms/sldu:33,sldu-28033,
ocd-division/country:us/state:ms/sldu:34,sldu-28034,
ocd-division/country:us/state:ms/sldu:35,sldu-28035,
ocd-division/country:us/state:ms/sldu:36,sldu-28036,
ocd-division/country:us/state:ms/sldu:37,sldu-28037,
ocd-division/country:us/state:ms/sldu:38,sldu-28038,
ocd-division/country:us/state:ms/sldu:39,sldu-28039,
ocd-division/country:us/state:ms/sldu:40,sldu-28040,
ocd-division/country:us/state:ms/sldu:41,sldu-28041,
ocd-division/country:us/state:ms/sldu:42,sldu-28042,
ocd-division/country:us/state:ms/sldu:43,sldu-28043,
ocd-division/country:us/state:ms/sldu:44,sldu-28044,
