id,census_geoid_12,validThrough
ocd-division/country:us/state:il/sldl:2,sldl-17002,
ocd-division/country:us/state:il/sldl:3,sldl-17003,
ocd-division/country:us/state:il/sldl:4,sldl-17004,
ocd-division/country:us/state:il/sldl:5,sldl-17005,
ocd-division/country:us/state:il/sldl:6,sldl-17006,
ocd-division/country:us/state:il/sldl:7,sldl-17007,
ocd-division/country:us/state:il/sldl:8,sldl-17008,
ocd-division/country:us/state:il/sldl:9,sldl-17009,
ocd-division/country:us/state:il/sldl:10,sldl-17010,
ocd-division/country:us/state:il/sldl:11,sldl-17011,
ocd-division/country:us/state:il/sldl:12,sldl-17012,
ocd-division/country:us/state:il/sldl:13,sldl-17013,
ocd-division/country:us/state:il/sldl:14,sldl-17014,
ocd-division/country:us/state:il/sldl:15,sldl-17015,
ocd-division/country:us/state:il/sldl:16,sldl-17016,
ocd-division/country:us/state:il/sldl:17,sldl-17017,
ocd-division/country:us/state:il/sldl:18,sldl-17018,
ocd-division/country:us/state:il/sldl:19,sldl-17019,
ocd-division/country:us/state:il/sldl:20,sldl-17020,
ocd-division/country:us/state:il/sldl:21,sldl-17021,
ocd-division/country:us/state:il/sldl:22,sldl-17022,
ocd-division/country:us/state:il/sldl:23,sldl-17023,
ocd-division/country:us/state:il/sldl:24,sldl-17024,
ocd-division/country:us/state:il/sldl:25,sldl-17025,
ocd-division/country:us/state:il/sldl:26,sldl-17026,
ocd-division/country:us/state:il/sldl:27,sldl-17027,
ocd-division/country:us/state:il/sldl:28,sldl-17028,
ocd-division/country:us/state:il/sldl:29,sldl-17029,
ocd-division/country:us/state:il/sldl:30,sldl-17030,
ocd-division/country:us/state:il/sldl:31,sldl-17031,
ocd-division/country:us/state:il/sldl:32,sldl-17032,
ocd-division/country:us/state:il/sldl:33,sldl-17033,
ocd-division/country:us/state:il/sldl:34,sldl-17034,
ocd-division/country:us/state:il/sldl:35,sldl-17035,
ocd-division/country:us/state:il/sldl:36,sldl-17036,
ocd-division/country:us/state:il/sldl:37,sldl-17037,
ocd-division/country:us/state:il/sldl:38,sldl-17038,
ocd-division/country:us/state:il/sldl:39,sldl-17039,
ocd-division/country:us/state:il/sldl:40,sldl-17040,
ocd-division/country:us/state:il/sldl:41,sldl-17041,
ocd-division/country:us/state:il/sldl:42,sldl-17042,
ocd-division/country:us/state:il/sldl:43,sldl-17043,
ocd-division/country:us/state:il/sldl:44,sldl-17044,
ocd-division/country:us/state:il/sldl:45,sldl-17045,
ocd-division/country:us/state:il/sldl:46,sldl-17046,
ocd-division/country:us/state:il/sldl:47,sldl-17047,
ocd-division/country:us/state:il/sldl:48,sldl-17048,
ocd-division/country:us/state:il/sldl:49,sldl-17049,
ocd-division/country:us/state:il/sldl:50,sldl-17050,
ocd-division/country:us/state:il/sldl:51,sldl-17051,
ocd-division/country:us/state:il/sldl:52,sldl-17052,
ocd-division/country:us/state:il/sldl:53,sldl-17053,
ocd-division/country:us/state:il/sldl:54,sldl-17054,
ocd-division/country:us/state:il/sldl:55,sldl-17055,
ocd-division/country:us/state:il/sldl:56,sldl-17056,
ocd-division/country:us/state:il/sldl:57,sldl-17057,
ocd-division/country:us/state:il/sldl:58,sldl-17058,
ocd-division/country:us/state:il/sldl:59,sldl-17059,
ocd-division/country:us/state:il/sldl:60,sldl-17060,
ocd-division/country:us/state:il/sldl:61,sldl-17061,
ocd-division/country:us/state:il/sldl:62,sldl-17062,
ocd-division/country:us/state:il/sldl:63,sldl-17063,
ocd-division/country:us/state:il/sldl:64,sldl-17064,
ocd-division/country:us/state:il/sldl:65,sldl-17065,
ocd-division/country:us/state:il/sldl:66,sldl-17066,
ocd-division/country:us/state:il/sldl:67,sldl-17067,
ocd-division/country:us/state:il/sldl:68,sldl-17068,
ocd-division/country:us/state:il/sldl:69,sldl-17069,
ocd-division/country:us/state:il/sldl:70,sldl-17070,
ocd-division/country:us/state:il/sldl:71,sldl-17071,
ocd-division/country:us/state:il/sldl:72,sldl-17072,
ocd-division/country:us/state:il/sldl:73,sldl-17073,
ocd-division/country:us/state:il/sldl:74,sldl-17074,
ocd-division/country:us/state:il/sldl:75,sldl-17075,
ocd-division/country:us/state:il/sldl:76,sldl-17076,
ocd-division/country:us/state:il/sldl:77,sldl-17077,
ocd-division/country:us/state:il/sldl:78,sldl-17078,
ocd-division/country:us/state:il/sldl:79,sldl-17079,
ocd-division/country:us/state:il/sldl:80,sldl-17080,
ocd-division/country:us/state:il/sldl:81,sldl-17081,
ocd-division/country:us/state:il/sldl:82,sldl-17082,
ocd-division/country:us/state:il/sldl:83,sldl-17083,
ocd-division/country:us/state:il/sldl:84,sldl-17084,
ocd-division/country:us/state:il/sldl:85,sldl-17085,
ocd-division/country:us/state:il/sldl:86,sldl-17086,
ocd-division/country:us/state:il/sldl:87,sldl-17087,
ocd-division/country:us/state:il/sldl:88,sldl-17088,
ocd-division/country:us/state:il/sldl:89,sldl-17089,
ocd-division/country:us/state:il/sldl:90,sldl-17090,
ocd-division/country:us/state:il/sldl:91,sldl-17091,
ocd-division/country:us/state:il/sldl:92,sldl-17092,
ocd-division/country:us/state:il/sldl:93,sldl-17093,
ocd-division/country:us/state:il/sldl:94,sldl-17094,
ocd-division/country:us/state:il/sldl:95,sldl-17095,
ocd-division/country:us/state:il/sldl:96,sldl-17096,
ocd-division/country:us/state:il/sldl:97,sldl-17097,
ocd-division/country:us/state:il/sldl:98,sldl-17098,
ocd-division/country:us/state:il/sldl:99,sldl-17099,
ocd-division/country:us/state:il/sldl:100,sldl-17100,
ocd-division/country:us/state:il/sldl:101,sldl-17101,
ocd-division/country:us/state:il/sldl:102,sldl-17102,
ocd-division/country:us/state:il/sldl:103,sldl-17103,
ocd-division/country:us/state:il/sldl:104,sldl-17104,
ocd-division/country:us/state:il/sldl:105,sldl-17105,
ocd-division/country:us/state:il/sldl:106,sldl-17106,
ocd-division/country:us/state:il/sldl:107,sldl-17107,
ocd-division/country:us/state:il/sldl:108,sldl-17108,
ocd-division/country:us/state:il/sldl:109,sldl-17109,
ocd-division/country:us/state:il/sldl:110,sldl-17110,
ocd-division/country:us/state:il/sldl:111,sldl-17111,
ocd-division/country:us/state:il/sldl:112,sldl-17112,
ocd-division/country:us/state:il/sldl:113,sldl-17113,
ocd-division/country:us/state:il/sldl:114,sldl-17114,
ocd-division/country:us/state:il/sldl:115,sldl-17115,
ocd-division/country:us/state:il/sldl:116,sldl-17116,
ocd-division/country:us/state:il/sldl:117,sldl-17117,
ocd-division/country:us/state:il/sldl:118,sldl-17118,
ocd-division/country:us/state:in/sldl:1,sldl-18001,
ocd-division/country:us/state:in/sldl:2,sldl-18002,
ocd-division/country:us/state:in/sldl:3,sldl-18003,
ocd-division/country:us/state:in/sldl:4,sldl-18004,
ocd-division/country:us/state:in/sldl:5,sldl-18005,
ocd-division/country:us/state:in/sldl:6,sldl-18006,
ocd-division/country:us/state:in/sldl:7,sldl-18007,
ocd-division/country:us/state:in/sldl:8,sldl-18008,
ocd-division/country:us/state:in/sldl:9,sldl-18009,
ocd-division/country:us/state:in/sldl:10,sldl-18010,
ocd-division/country:us/state:in/sldl:11,sldl-18011,
ocd-division/country:us/state:in/sldl:12,sldl-18012,
ocd-division/country:us/state:in/sldl:13,sldl-18013,
ocd-division/country:us/state:in/sldl:14,sldl-18014,
ocd-division/country:us/state:in/sldl:15,sldl-18015,
ocd-division/country:us/state:in/sldl:16,sldl-18016,
ocd-division/country:us/state:in/sldl:17,sldl-18017,
ocd-division/country:us/state:in/sldl:18,sldl-18018,
ocd-division/country:us/state:in/sldl:19,sldl-18019,
ocd-division/country:us/state:in/sldl:20,sldl-18020,
ocd-division/country:us/state:in/sldl:21,sldl-18021,
ocd-division/country:us/state:in/sldl:22,sldl-18022,
ocd-division/country:us/state:in/sldl:23,sldl-18023,
ocd-division/country:us/state:in/sldl:24,sldl-18024,
ocd-division/country:us/state:in/sldl:25,sldl-18025,
ocd-division/country:us/state:in/sldl:26,sldl-18026,
ocd-division/country:us/state:in/sldl:27,sldl-18027,
ocd-division/country:us/state:in/sldl:28,sldl-18028,
ocd-division/country:us/state:in/sldl:29,sldl-18029,
ocd-division/country:us/state:in/sldl:30,sldl-18030,
ocd-division/country:us/state:in/sldl:31,sldl-18031,
ocd-division/country:us/state:in/sldl:32,sldl-18032,
ocd-division/country:us/state:in/sldl:33,sldl-18033,
ocd-division/country:us/state:in/sldl:34,sldl-18034,
ocd-division/country:us/state:in/sldl:35,sldl-18035,
ocd-division/country:us/state:in/sldl:36,sldl-18036,
ocd-division/country:us/state:in/sldl:37,sldl-18037,
ocd-division/country:us/state:in/sldl:38,sldl-18038,
ocd-division/country:us/state:in/sldl:39,sldl-18039,
ocd-division/country:us/state:in/sldl:40,sldl-18040,
ocd-division/country:us/state:in/sldl:41,sldl-18041,
ocd-division/country:us/state:in/sldl:42,sldl-18042,
ocd-division/country:us/state:in/sldl:43,sldl-18043,
ocd-division/country:us/state:in/sldl:44,sldl-18044,
ocd-division/country:us/state:in/sldl:45,sldl-18045,
ocd-division/country:us/state:in/sldl:46,sldl-18046,
ocd-division/country:us/state:in/sldl:47,sldl-18047,
ocd-division/country:us/state:in/sldl:48,sldl-18048,
ocd-division/country:us/state:in/sldl:49,sldl-18049,
ocd-division/country:us/state:in/sldl:50,sldl-18050,
ocd-division/country:us/state:in/sldl:51,sldl-18051,
ocd-division/country:us/state:in/sldl:52,sldl-18052,
ocd-division/country:us/state:in/sldl:53,sldl-18053,
ocd-division/country:us/state:in/sldl:54,sldl-18054,
ocd-division/country:us/state:in/sldl:55,sldl-18055,
ocd-division/country:us/state:in/sldl:56,sldl-18056,
ocd-division/country:us/state:in/sldl:57,sldl-18057,
ocd-division/country:us/state:in/sldl:58,sldl-18058,
ocd-division/country:us/state:in/sldl:59,sldl-18059,
ocd-division/country:us/state:in/sldl:60,sldl-18060,
ocd-division/country:us/state:in/sldl:61,sldl-18061,
ocd-division/country:us/state:in/sldl:62,sldl-18062,
ocd-division/country:us/state:in/sldl:63,sldl-18063,
ocd-division/country:us/state:in/sldl:64,sldl-18064,
ocd-division/country:us/state:in/sldl:65,sldl-18065,
ocd-division/country:us/state:in/sldl:66,sldl-18066,
ocd-division/country:us/state:in/sldl:67,sldl-18067,
ocd-division/country:us/state:in/sldl:68,sldl-18068,
ocd-division/country:us/state:in/sldl:69,sldl-18069,
ocd-division/country:us/state:in/sldl:70,sldl-18070,
ocd-division/country:us/state:in/sldl:71,sldl-18071,
ocd-division/country:us/state:in/sldl:72,sldl-18072,
ocd-division/country:us/state:in/sldl:73,sldl-18073,
ocd-division/country:us/state:in/sldl:74,sldl-18074,
ocd-division/country:us/state:in/sldl:75,sldl-18075,
ocd-division/country:us/state:in/sldl:76,sldl-18076,
ocd-division/country:us/state:in/sldl:77,sldl-18077,
ocd-division/country:us/state:in/sldl:78,sldl-18078,
ocd-division/country:us/state:in/sldl:79,sldl-18079,
ocd-division/country:us/state:in/sldl:80,sldl-18080,
ocd-division/country:us/state:in/sldl:81,sldl-18081,
ocd-division/country:us/state:in/sldl:82,sldl-18082,
ocd-division/country:us/state:in/sldl:83,sldl-18083,
ocd-division/country:us/state:in/sldl:84,sldl-18084,
ocd-division/country:us/state:in/sldl:85,sldl-18085,
ocd-division/country:us/state:in/sldl:86,sldl-18086,
ocd-division/country:us/state:in/sldl:87,sldl-18087,
ocd-division/country:us/state:in/sldl:88,sldl-18088,
ocd-division/country:us/state:in/sldl:89,sldl-18089,
ocd-division/country:us/state:in/sldl:90,sldl-18090,
ocd-division/country:us/state:in/sldl:91,sldl-18091,
ocd-division/country:us/state:in/sldl:92,sldl-18092,
ocd-division/country:us/state:in/sldl:93,sldl-18093,
ocd-division/country:us/state:in/sldl:94,sldl-18094,
ocd-division/country:us/state:in/sldl:95,sldl-18095,
ocd-division/country:us/state:in/sldl:96,sldl-18096,
ocd-division/country:us/state:in/sldl:97,sldl-18097,
ocd-division/country:us/state:in/sldl:98,sldl-18098,
ocd-division/country:us/state:in/sldl:99,sldl-18099,
ocd-division/country:us/state:in/sldl:100,sldl-18100,
ocd-division/country:us/state:ia/sldl:1,sldl-19001,
ocd-division/country:us/state:ia/sldl:2,sldl-19002,
ocd-division/country:us/state:ia/sldl:3,sldl-19003,
ocd-division/country:us/state:ia/sldl:4,sldl-19004,
ocd-division/country:us/state:ia/sldl:5,sldl-19005,
ocd-division/country:us/state:ia/sldl:6,sldl-19006,
ocd-division/country:us/state:ia/sldl:7,sldl-19007,
ocd-division/country:us/state:ia/sldl:8,sldl-19008,
ocd-division/country:us/state:ia/sldl:9,sldl-19009,
ocd-division/country:us/state:ia/sldl:10,sldl-19010,
ocd-division/country:us/state:ia/sldl:11,sldl-19011,
ocd-division/country:us/state:ia/sldl:12,sldl-19012,
ocd-division/country:us/state:ia/sldl:13,sldl-19013,
ocd-division/country:us/state:ia/sldl:14,sldl-19014,
ocd-division/country:us/state:ia/sldl:15,sldl-19015,
ocd-division/country:us/state:ia/sldl:16,sldl-19016,
ocd-division/country:us/state:ia/sldl:17,sldl-19017,
ocd-division/country:us/state:ia/sldl:18,sldl-19018,
ocd-division/country:us/state:ia/sldl:19,sldl-19019,
ocd-division/country:us/state:ia/sldl:20,sldl-19020,
ocd-division/country:us/state:ia/sldl:21,sldl-19021,
ocd-division/country:us/state:ia/sldl:22,sldl-19022,
ocd-division/country:us/state:ia/sldl:23,sldl-19023,
ocd-division/country:us/state:ia/sldl:24,sldl-19024,
ocd-division/country:us/state:ia/sldl:25,sldl-19025,
ocd-division/country:us/state:ia/sldl:26,sldl-19026,
ocd-division/country:us/state:ia/sldl:27,sldl-19027,
ocd-division/country:us/state:ia/sldl:28,sldl-19028,
ocd-division/country:us/state:ia/sldl:29,sldl-19029,
ocd-division/country:us/state:ia/sldl:30,sldl-19030,
ocd-division/country:us/state:ia/sldl:31,sldl-19031,
ocd-division/country:us/state:ia/sldl:32,sldl-19032,
ocd-division/country:us/state:ia/sldl:33,sldl-19033,
ocd-division/country:us/state:ia/sldl:34,sldl-19034,
ocd-division/country:us/state:ia/sldl:35,sldl-19035,
ocd-division/country:us/state:ia/sldl:36,sldl-19036,
ocd-division/country:us/state:ia/sldl:37,sldl-19037,
ocd-division/country:us/state:ia/sldl:38,sldl-19038,
ocd-division/country:us/state:ia/sldl:39,sldl-19039,
ocd-division/country:us/state:ia/sldl:40,sldl-19040,
ocd-division/country:us/state:ia/sldl:41,sldl-19041,
ocd-division/country:us/state:ia/sldl:42,sldl-19042,
ocd-division/country:us/state:ia/sldl:43,sldl-19043,
ocd-division/country:us/state:ia/sldl:44,sldl-19044,
ocd-division/country:us/state:ia/sldl:45,sldl-19045,
ocd-division/country:us/state:ia/sldl:46,sldl-19046,
ocd-division/country:us/state:ia/sldl:47,sldl-19047,
ocd-division/country:us/state:ia/sldl:48,sldl-19048,
ocd-division/country:us/state:ia/sldl:49,sldl-19049,
ocd-division/country:us/state:ia/sldl:50,sldl-19050,
ocd-division/country:us/state:ia/sldl:51,sldl-19051,
ocd-division/country:us/state:ia/sldl:52,sldl-19052,
ocd-division/country:us/state:ia/sldl:53,sldl-19053,
ocd-division/country:us/state:ia/sldl:54,sldl-19054,
ocd-division/country:us/state:ia/sldl:55,sldl-19055,
ocd-division/country:us/state:ia/sldl:56,sldl-19056,
ocd-division/country:us/state:ia/sldl:57,sldl-19057,
ocd-division/country:us/state:ia/sldl:58,sldl-19058,
ocd-division/country:us/state:ia/sldl:59,sldl-19059,
ocd-division/country:us/state:ia/sldl:60,sldl-19060,
ocd-division/country:us/state:ia/sldl:61,sldl-19061,
ocd-division/country:us/state:ia/sldl:62,sldl-19062,
ocd-division/country:us/state:ia/sldl:63,sldl-19063,
ocd-division/country:us/state:ia/sldl:64,sldl-19064,
ocd-division/country:us/state:ia/sldl:65,sldl-19065,
ocd-division/country:us/state:ia/sldl:66,sldl-19066,
ocd-division/country:us/state:ia/sldl:67,sldl-19067,
ocd-division/country:us/state:ia/sldl:68,sldl-19068,
ocd-division/country:us/state:ia/sldl:69,sldl-19069,
ocd-division/country:us/state:ia/sldl:70,sldl-19070,
ocd-division/country:us/state:ia/sldl:71,sldl-19071,
ocd-division/country:us/state:ia/sldl:72,sldl-19072,
ocd-division/country:us/state:ia/sldl:73,sldl-19073,
ocd-division/country:us/state:ia/sldl:74,sldl-19074,
ocd-division/country:us/state:ia/sldl:75,sldl-19075,
ocd-division/country:us/state:ia/sldl:76,sldl-19076,
ocd-division/country:us/state:ia/sldl:77,sldl-19077,
ocd-division/country:us/state:ia/sldl:78,sldl-19078,
ocd-division/country:us/state:ia/sldl:79,sldl-19079,
ocd-division/country:us/state:ia/sldl:80,sldl-19080,
ocd-division/country:us/state:ia/sldl:81,sldl-19081,
ocd-division/country:us/state:ia/sldl:82,sldl-19082,
ocd-division/country:us/state:ia/sldl:83,sldl-19083,
ocd-division/country:us/state:ia/sldl:84,sldl-19084,
ocd-division/country:us/state:ia/sldl:85,sldl-19085,
ocd-division/country:us/state:ia/sldl:86,sldl-19086,
ocd-division/country:us/state:ia/sldl:87,sldl-19087,
ocd-division/country:us/state:ia/sldl:88,sldl-19088,
ocd-division/country:us/state:ia/sldl:89,sldl-19089,
ocd-division/country:us/state:ia/sldl:90,sldl-19090,
ocd-division/country:us/state:ia/sldl:91,sldl-19091,
ocd-division/country:us/state:ia/sldl:92,sldl-19092,
ocd-division/country:us/state:ia/sldl:93,sldl-19093,
ocd-division/country:us/state:ia/sldl:94,sldl-19094,
ocd-division/country:us/state:ia/sldl:95,sldl-19095,
ocd-division/country:us/state:ia/sldl:96,sldl-19096,
ocd-division/country:us/state:ia/sldl:97,sldl-19097,
ocd-division/country:us/state:ia/sldl:98,sldl-19098,
ocd-division/country:us/state:ia/sldl:99,sldl-19099,
ocd-division/country:us/state:ia/sldl:100,sldl-19100,
ocd-division/country:us/state:ks/sldl:1,sldl-20001,
ocd-division/country:us/state:ks/sldl:2,sldl-20002,
ocd-division/country:us/state:ks/sldl:3,sldl-20003,
ocd-division/country:us/state:ks/sldl:4,sldl-20004,
ocd-division/country:us/state:ks/sldl:5,sldl-20005,
ocd-division/country:us/state:ks/sldl:6,sldl-20006,
ocd-division/country:us/state:ks/sldl:7,sldl-20007,
ocd-division/country:us/state:ks/sldl:8,sldl-20008,
ocd-division/country:us/state:ks/sldl:9,sldl-20009,
ocd-division/country:us/state:ks/sldl:10,sldl-20010,
ocd-division/country:us/state:ks/sldl:11,sldl-20011,
ocd-division/country:us/state:ks/sldl:12,sldl-20012,
ocd-division/country:us/state:ks/sldl:13,sldl-20013,
ocd-division/country:us/state:ks/sldl:14,sldl-20014,
ocd-division/country:us/state:ks/sldl:15,sldl-20015,
ocd-division/country:us/state:ks/sldl:16,sldl-20016,
ocd-division/country:us/state:ks/sldl:17,sldl-20017,
ocd-division/country:us/state:ks/sldl:18,sldl-20018,
ocd-division/country:us/state:ks/sldl:19,sldl-20019,
ocd-division/country:us/state:ks/sldl:20,sldl-20020,
ocd-division/country:us/state:ks/sldl:21,sldl-20021,
ocd-division/country:us/state:ks/sldl:22,sldl-20022,
ocd-division/country:us/state:ks/sldl:23,sldl-20023,
ocd-division/country:us/state:ks/sldl:24,sldl-20024,
ocd-division/country:us/state:ks/sldl:25,sldl-20025,
ocd-division/country:us/state:ks/sldl:26,sldl-20026,
ocd-division/country:us/state:ks/sldl:27,sldl-20027,
ocd-division/country:us/state:ks/sldl:28,sldl-20028,
ocd-division/country:us/state:ks/sldl:29,sldl-20029,
ocd-division/country:us/state:ks/sldl:30,sldl-20030,
ocd-division/country:us/state:ks/sldl:31,sldl-20031,
ocd-division/country:us/state:ks/sldl:32,sldl-20032,
ocd-division/country:us/state:ks/sldl:33,sldl-20033,
ocd-division/country:us/state:ks/sldl:34,sldl-20034,
ocd-division/country:us/state:ks/sldl:35,sldl-20035,
ocd-division/country:us/state:ks/sldl:36,sldl-20036,
ocd-division/country:us/state:ks/sldl:37,sldl-20037,
ocd-division/country:us/state:ks/sldl:38,sldl-20038,
ocd-division/country:us/state:ks/sldl:39,sldl-20039,
ocd-division/country:us/state:ks/sldl:40,sldl-20040,
ocd-division/country:us/state:ks/sldl:41,sldl-20041,
ocd-division/country:us/state:ks/sldl:42,sldl-20042,
ocd-division/country:us/state:ks/sldl:43,sldl-20043,
ocd-division/country:us/state:ks/sldl:44,sldl-20044,
ocd-division/country:us/state:ks/sldl:45,sldl-20045,
ocd-division/country:us/state:ks/sldl:46,sldl-20046,
ocd-division/country:us/state:ks/sldl:47,sldl-20047,
ocd-division/country:us/state:ks/sldl:48,sldl-20048,
ocd-division/country:us/state:ks/sldl:49,sldl-20049,
ocd-division/country:us/state:ks/sldl:50,sldl-20050,
ocd-division/country:us/state:ks/sldl:51,sldl-20051,
ocd-division/country:us/state:ks/sldl:52,sldl-20052,
ocd-division/country:us/state:ks/sldl:53,sldl-20053,
ocd-division/country:us/state:ks/sldl:54,sldl-20054,
ocd-division/country:us/state:ks/sldl:55,sldl-20055,
ocd-division/country:us/state:ks/sldl:56,sldl-20056,
ocd-division/country:us/state:ks/sldl:57,sldl-20057,
ocd-division/country:us/state:ks/sldl:58,sldl-20058,
ocd-division/country:us/state:ks/sldl:59,sldl-20059,
ocd-division/country:us/state:ks/sldl:60,sldl-20060,
ocd-division/country:us/state:ks/sldl:61,sldl-20061,
ocd-division/country:us/state:ks/sldl:62,sldl-20062,
ocd-division/country:us/state:ks/sldl:63,sldl-20063,
ocd-division/country:us/state:ks/sldl:64,sldl-20064,
ocd-division/country:us/state:ks/sldl:65,sldl-20065,
ocd-division/country:us/state:ks/sldl:66,sldl-20066,
ocd-division/country:us/state:ks/sldl:67,sldl-20067,
ocd-division/country:us/state:ks/sldl:68,sldl-20068,
ocd-division/country:us/state:ks/sldl:69,sldl-20069,
ocd-division/country:us/state:ks/sldl:70,sldl-20070,
ocd-division/country:us/state:ks/sldl:71,sldl-20071,
ocd-division/country:us/state:ks/sldl:72,sldl-20072,
ocd-division/country:us/state:ks/sldl:73,sldl-20073,
ocd-division/country:us/state:ks/sldl:74,sldl-20074,
ocd-division/country:us/state:ks/sldl:75,sldl-20075,
ocd-division/country:us/state:ks/sldl:76,sldl-20076,
ocd-division/country:us/state:ks/sldl:77,sldl-20077,
ocd-division/country:us/state:ks/sldl:78,sldl-20078,
ocd-division/country:us/state:ks/sldl:79,sldl-20079,
ocd-division/country:us/state:ks/sldl:80,sldl-20080,
ocd-division/country:us/state:ks/sldl:81,sldl-20081,
ocd-division/country:us/state:ks/sldl:82,sldl-20082,
ocd-division/country:us/state:ks/sldl:83,sldl-20083,
ocd-division/country:us/state:ks/sldl:84,sldl-20084,
ocd-division/country:us/state:ks/sldl:85,sldl-20085,
ocd-division/country:us/state:ks/sldl:86,sldl-20086,
ocd-division/country:us/state:ks/sldl:87,sldl-20087,
ocd-division/country:us/state:ks/sldl:88,sldl-20088,
ocd-division/country:us/state:ks/sldl:89,sldl-20089,
ocd-division/country:us/state:ks/sldl:90,sldl-20090,
ocd-division/country:us/state:ks/sldl:91,sldl-20091,
ocd-division/country:us/state:ks/sldl:92,sldl-20092,
ocd-division/country:us/state:ks/sldl:93,sldl-20093,
ocd-division/country:us/state:ks/sldl:94,sldl-20094,
ocd-division/country:us/state:ks/sldl:95,sldl-20095,
ocd-division/country:us/state:ks/sldl:96,sldl-20096,
ocd-division/country:us/state:ks/sldl:97,sldl-20097,
ocd-division/country:us/state:ks/sldl:98,sldl-20098,
ocd-division/country:us/state:ks/sldl:99,sldl-20099,
ocd-division/country:us/state:ks/sldl:100,sldl-20100,
ocd-division/country:us/state:ks/sldl:101,sldl-20101,
ocd-division/country:us/state:ks/sldl:102,sldl-20102,
ocd-division/country:us/state:ks/sldl:103,sldl-20103,
ocd-division/country:us/state:ks/sldl:104,sldl-20104,
ocd-division/country:us/state:ks/sldl:105,sldl-20105,
ocd-division/country:us/state:ks/sldl:106,sldl-20106,
ocd-division/country:us/state:ks/sldl:107,sldl-20107,
ocd-division/country:us/state:ks/sldl:108,sldl-20108,
ocd-division/country:us/state:ks/sldl:109,sldl-20109,
ocd-division/country:us/state:ks/sldl:110,sldl-20110,
ocd-division/country:us/state:ks/sldl:111,sldl-20111,
ocd-division/country:us/state:ks/sldl:112,sldl-20112,
ocd-division/country:us/state:ks/sldl:113,sldl-20113,
ocd-division/country:us/state:ks/sldl:114,sldl-20114,
ocd-division/country:us/state:ks/sldl:115,sldl-20115,
ocd-division/country:us/state:ks/sldl:116,sldl-20116,
ocd-division/country:us/state:ks/sldl:117,sldl-20117,
ocd-division/country:us/state:ks/sldl:118,sldl-20118,
ocd-division/country:us/state:ks/sldl:119,sldl-20119,
ocd-division/country:us/state:ks/sldl:120,sldl-20120,
ocd-division/country:us/state:ks/sldl:121,sldl-20121,
ocd-division/country:us/state:ks/sldl:122,sldl-20122,
ocd-division/country:us/state:ks/sldl:123,sldl-20123,
ocd-division/country:us/state:ks/sldl:124,sldl-20124,
ocd-division/country:us/state:ks/sldl:125,sldl-20125,
ocd-division/country:us/state:ky/sldl:1,sldl-21001,
ocd-division/country:us/state:ky/sldl:2,sldl-21002,
ocd-division/country:us/state:ky/sldl:3,sldl-21003,
ocd-division/country:us/state:ky/sldl:4,sldl-21004,
ocd-division/country:us/state:ky/sldl:5,sldl-21005,
ocd-division/country:us/state:ky/sldl:6,sldl-21006,
ocd-division/country:us/state:ky/sldl:7,sldl-21007,
ocd-division/country:us/state:ky/sldl:8,sldl-21008,
ocd-division/country:us/state:ky/sldl:9,sldl-21009,
ocd-division/country:us/state:ky/sldl:10,sldl-21010,
ocd-division/country:us/state:ky/sldl:11,sldl-21011,
ocd-division/country:us/state:ky/sldl:12,sldl-21012,
ocd-division/country:us/state:ky/sldl:13,sldl-21013,
ocd-division/country:us/state:ky/sldl:14,sldl-21014,
ocd-division/country:us/state:ky/sldl:15,sldl-21015,
ocd-division/country:us/state:ky/sldl:16,sldl-21016,
ocd-division/country:us/state:ky/sldl:17,sldl-21017,
ocd-division/country:us/state:ky/sldl:18,sldl-21018,
ocd-division/country:us/state:ky/sldl:19,sldl-21019,
ocd-division/country:us/state:ky/sldl:20,sldl-21020,
ocd-division/country:us/state:ky/sldl:21,sldl-21021,
ocd-division/country:us/state:ky/sldl:22,sldl-21022,
ocd-division/country:us/state:ky/sldl:23,sldl-21023,
ocd-division/country:us/state:ky/sldl:24,sldl-21024,
ocd-division/country:us/state:ky/sldl:25,sldl-21025,
ocd-division/country:us/state:ky/sldl:26,sldl-21026,
ocd-division/country:us/state:ky/sldl:27,sldl-21027,
ocd-division/country:us/state:ky/sldl:28,sldl-21028,
ocd-division/country:us/state:ky/sldl:29,sldl-21029,
ocd-division/country:us/state:ky/sldl:30,sldl-21030,
ocd-division/country:us/state:ky/sldl:31,sldl-21031,
ocd-division/country:us/state:ky/sldl:32,sldl-21032,
ocd-division/country:us/state:ky/sldl:33,sldl-21033,
ocd-division/country:us/state:ky/sldl:34,sldl-21034,
ocd-division/country:us/state:ky/sldl:35,sldl-21035,
ocd-division/country:us/state:ky/sldl:36,sldl-21036,
ocd-division/country:us/state:ky/sldl:37,sldl-21037,
ocd-division/country:us/state:ky/sldl:38,sldl-21038,
ocd-division/country:us/state:ky/sldl:39,sldl-21039,
ocd-division/country:us/state:ky/sldl:40,sldl-21040,
ocd-division/country:us/state:ky/sldl:41,sldl-21041,
ocd-division/country:us/state:ky/sldl:42,sldl-21042,
ocd-division/country:us/state:ky/sldl:43,sldl-21043,
ocd-division/country:us/state:ky/sldl:44,sldl-21044,
ocd-division/country:us/state:ky/sldl:45,sldl-21045,
ocd-division/country:us/state:ky/sldl:46,sldl-21046,
ocd-division/country:us/state:ky/sldl:47,sldl-21047,
