id,name
ocd-division/country:in/state:gj/district:sa/cd:idar,Idar (SC); Sabarkantha
ocd-division/country:in/state:gj/district:sa/cd:khedbrahma,Khedbrahma (ST); Sabarkantha
ocd-division/country:in/state:gj/district:sa/cd:prantij,Prantij; Sabarkantha
ocd-division/country:in/state:gj/district:sr/cd:chotila,Chotila; Surendranagar
ocd-division/country:in/state:gj/district:sr/cd:dasada,Dasada (SC); Surendranagar
ocd-division/country:in/state:gj/district:sr/cd:dhrangadhra,Dhrangadhra; Surendranagar
ocd-division/country:in/state:gj/district:sr/cd:limbdi,Limbdi; Surendranagar
ocd-division/country:in/state:gj/district:sr/cd:wadhwan,Wadhwan; Surendranagar
ocd-division/country:in/state:gj/district:su/cd:bardoli,Bardoli (SC); Surat
ocd-division/country:in/state:gj/district:su/cd:choryasi,Choryasi; Surat
ocd-division/country:in/state:gj/district:su/cd:kamrej,Kamrej; Surat
ocd-division/country:in/state:gj/district:su/cd:karanj,Karanj; Surat
ocd-division/country:in/state:gj/district:su/cd:katargam,Katargam; Surat
ocd-division/country:in/state:gj/district:su/cd:limbayat,Limbayat; Surat
ocd-division/country:in/state:gj/district:su/cd:mahuva,Mahuva (ST); Surat
ocd-division/country:in/state:gj/district:su/cd:majura,Majura; Surat
ocd-division/country:in/state:gj/district:su/cd:mandvi,Mandvi (ST); Surat
ocd-division/country:in/state:gj/district:su/cd:mangrol,Mangrol (ST); Surat
ocd-division/country:in/state:gj/district:su/cd:olpad,Olpad; Surat
ocd-division/country:in/state:gj/district:su/cd:surat_east,Surat East; Surat
ocd-division/country:in/state:gj/district:su/cd:surat_north,Surat North; Surat
ocd-division/country:in/state:gj/district:su/cd:surat_west,Surat West; Surat
ocd-division/country:in/state:gj/district:su/cd:udhna,Udhna; Surat
ocd-division/country:in/state:gj/district:su/cd:varachha_road,Varachha Road; Surat
ocd-division/country:in/state:gj/district:ta/cd:nizar,Nizar (ST); Tapi
ocd-division/country:in/state:gj/district:ta/cd:vyara,Vyara (ST); Tapi
ocd-division/country:in/state:gj/district:va/cd:dharampur,Dharampur (ST); Valsad
ocd-division/country:in/state:gj/district:va/cd:kaprada,Kaprada (ST); Valsad
ocd-division/country:in/state:gj/district:va/cd:pardi,Pardi; Valsad
ocd-division/country:in/state:gj/district:va/cd:umbergaon,Umbergaon (ST); Valsad
ocd-division/country:in/state:gj/district:va/cd:valsad,Valsad; Valsad
ocd-division/country:in/state:gj/district:vd/cd:akota,Akota; Vadodara
ocd-division/country:in/state:gj/district:vd/cd:dabhoi,Dabhoi; Vadodara
ocd-division/country:in/state:gj/district:vd/cd:karjan,Karjan; Vadodara
ocd-division/country:in/state:gj/district:vd/cd:manjalpur,Manjalpur; Vadodara
ocd-division/country:in/state:gj/district:vd/cd:padra,Padra; Vadodara
ocd-division/country:in/state:gj/district:vd/cd:raopura,Raopura; Vadodara
ocd-division/country:in/state:gj/district:vd/cd:savli,Savli; Vadodara
ocd-division/country:in/state:gj/district:vd/cd:sayajigunj,Sayajigunj; Vadodara
ocd-division/country:in/state:gj/district:vd/cd:vadodara_city,Vadodara City (Sc) (SC); Vadodara
ocd-division/country:in/state:gj/district:vd/cd:vaghodia,Vaghodia; Vadodara
ocd-division/country:in/state:hp/district:bi/cd:bilaspur,Bilaspur; Bilaspur
ocd-division/country:in/state:hp/district:bi/cd:ghumarwin,Ghumarwin; Bilaspur
ocd-division/country:in/state:hp/district:bi/cd:jhanduta,Jhanduta (SC); Bilaspur
ocd-division/country:in/state:hp/district:bi/cd:sri_naina_deviji,Sri Naina Deviji; Bilaspur
ocd-division/country:in/state:hp/district:ch/cd:bharmour,Bharmour (ST); Chamba
ocd-division/country:in/state:hp/district:ch/cd:bhattiyat,Bhattiyat; Chamba
ocd-division/country:in/state:hp/district:ch/cd:chamba,Chamba; Chamba
ocd-division/country:in/state:hp/district:ch/cd:churah,Churah (SC); Chamba
ocd-division/country:in/state:hp/district:ch/cd:dalhousie,Dalhousie; Chamba
ocd-division/country:in/state:hp/district:ha/cd:barsar,Barsar; Hamirpur
ocd-division/country:in/state:hp/district:ha/cd:bhoranj,Bhoranj (SC); Hamirpur
ocd-division/country:in/state:hp/district:ha/cd:hamirpur,Hamirpur; Hamirpur
ocd-division/country:in/state:hp/district:ha/cd:nadaun,Nadaun; Hamirpur
ocd-division/country:in/state:hp/district:ha/cd:sujanpur,Sujanpur; Hamirpur
ocd-division/country:in/state:hp/district:ka/cd:baijnath,Baijnath (SC); Kangra
ocd-division/country:in/state:hp/district:ka/cd:dehra,Dehra; Kangra
ocd-division/country:in/state:hp/district:ka/cd:dharamshala,Dharamshala; Kangra
ocd-division/country:in/state:hp/district:ka/cd:fatehpur,Fatehpur; Kangra
ocd-division/country:in/state:hp/district:ka/cd:indora,Indora (SC); Kangra
ocd-division/country:in/state:hp/district:ka/cd:jaisinghpur,Jaisinghpur (SC); Kangra
ocd-division/country:in/state:hp/district:ka/cd:jaswan-pragpur,Jaswan-Pragpur; Kangra
ocd-division/country:in/state:hp/district:ka/cd:jawalamukhi,Jawalamukhi; Kangra
ocd-division/country:in/state:hp/district:ka/cd:jawali,Jawali; Kangra
ocd-division/country:in/state:hp/district:ka/cd:kangra,Kangra; Kangra
ocd-division/country:in/state:hp/district:ka/cd:nagrota,Nagrota; Kangra
ocd-division/country:in/state:hp/district:ka/cd:nurpur,Nurpur; Kangra
ocd-division/country:in/state:hp/district:ka/cd:palampur,Palampur; Kangra
ocd-division/country:in/state:hp/district:ka/cd:shahpur,Shahpur; Kangra
ocd-division/country:in/state:hp/district:ka/cd:sullah,Sullah; Kangra
ocd-division/country:in/state:hp/district:ki/cd:kinnaur,Kinnaur (ST); Kinnaur
ocd-division/country:in/state:hp/district:ku/cd:anni,Anni (SC); Kullu
ocd-division/country:in/state:hp/district:ku/cd:banjar,Banjar; Kullu
ocd-division/country:in/state:hp/district:ku/cd:kullu,Kullu; Kullu
ocd-division/country:in/state:hp/district:ku/cd:manali,Manali; Kullu
ocd-division/country:in/state:hp/district:la/cd:lahaul_and_spiti,Lahaul & Spiti (ST); LAHAUL & SPITI
ocd-division/country:in/state:hp/district:ma/cd:balh,Balh (SC); Mandi
ocd-division/country:in/state:hp/district:ma/cd:darang,Darang; Mandi
ocd-division/country:in/state:hp/district:ma/cd:dharampur,Dharampur; Mandi
ocd-division/country:in/state:hp/district:ma/cd:jogindernagar,Jogindernagar; Mandi
ocd-division/country:in/state:hp/district:ma/cd:karsog,Karsog (SC); Mandi
ocd-division/country:in/state:hp/district:ma/cd:mandi,Mandi; Mandi
ocd-division/country:in/state:hp/district:ma/cd:nachan,Nachan (SC); Mandi
ocd-division/country:in/state:hp/district:ma/cd:sarkaghat,Sarkaghat; Mandi
ocd-division/country:in/state:hp/district:ma/cd:seraj,Seraj; Mandi
ocd-division/country:in/state:hp/district:ma/cd:sundernagar,Sundernagar; Mandi
ocd-division/country:in/state:hp/district:sh/cd:chopal,Chopal; Shimla
ocd-division/country:in/state:hp/district:sh/cd:jubbal-kotkhai,Jubbal-Kotkhai; Shimla
ocd-division/country:in/state:hp/district:sh/cd:kasumpti,Kasumpti; Shimla
ocd-division/country:in/state:hp/district:sh/cd:rampur,Rampur (SC); Shimla
ocd-division/country:in/state:hp/district:sh/cd:rohru,Rohru (SC); Shimla
ocd-division/country:in/state:hp/district:sh/cd:shimla,Shimla; Shimla
ocd-division/country:in/state:hp/district:sh/cd:shimla_rural,Shimla Rural; Shimla
ocd-division/country:in/state:hp/district:sh/cd:theog,Theog; Shimla
ocd-division/country:in/state:hp/district:si/cd:nahan,Nahan; Sirmour
ocd-division/country:in/state:hp/district:si/cd:pachhad,Pachhad (SC); Sirmour
ocd-division/country:in/state:hp/district:si/cd:paonta_sahib,Paonta Sahib; Sirmour
ocd-division/country:in/state:hp/district:si/cd:shillai,Shillai; Sirmour
ocd-division/country:in/state:hp/district:si/cd:sri_renukaji,Sri Renukaji (SC); Sirmour
ocd-division/country:in/state:hp/district:so/cd:arki,Arki; Solan
ocd-division/country:in/state:hp/district:so/cd:doon,Doon; Solan
ocd-division/country:in/state:hp/district:so/cd:kasauli,Kasauli (SC); Solan
ocd-division/country:in/state:hp/district:so/cd:nalagarh,Nalagarh; Solan
ocd-division/country:in/state:hp/district:so/cd:solan,Solan (SC); Solan
ocd-division/country:in/state:hp/district:un/cd:chintpurni,Chintpurni (SC); Una
ocd-division/country:in/state:hp/district:un/cd:gagret,Gagret; Una
ocd-division/country:in/state:hp/district:un/cd:haroli,Haroli; Una
ocd-division/country:in/state:hp/district:un/cd:kutlehar,Kutlehar; Una
ocd-division/country:in/state:hp/district:un/cd:una,Una; Una
ocd-division/country:in/state:hr/district:am/cd:ambala_cantt.,Ambala Cantt.; Ambala
ocd-division/country:in/state:hr/district:am/cd:ambala_city,Ambala City; Ambala
ocd-division/country:in/state:hr/district:am/cd:mulana,Mulana; Ambala
ocd-division/country:in/state:hr/district:am/cd:naraingarh,Naraingarh; Ambala
ocd-division/country:in/state:hr/district:bh/cd:bawani_khera,Bawani Khera; Bhiwani
ocd-division/country:in/state:hr/district:bh/cd:bhiwani,Bhiwani; Bhiwani
ocd-division/country:in/state:hr/district:bh/cd:loharu,Loharu; Bhiwani
ocd-division/country:in/state:hr/district:bh/cd:tosham,Tosham; Bhiwani
ocd-division/country:in/state:hr/district:cd/cd:badhra,Badhra; Charkhi Dadri
ocd-division/country:in/state:hr/district:cd/cd:dadri,Dadri; Charkhi Dadri
ocd-division/country:in/state:hr/district:fr/cd:badkhal,Badkhal; Faridabad
ocd-division/country:in/state:hr/district:fr/cd:ballabhgarh,Ballabhgarh; Faridabad
ocd-division/country:in/state:hr/district:fr/cd:faridabad,Faridabad; Faridabad
ocd-division/country:in/state:hr/district:fr/cd:faridabad_nit,Faridabad Nit; Faridabad
ocd-division/country:in/state:hr/district:fr/cd:prithla,Prithla; Faridabad
ocd-division/country:in/state:hr/district:fr/cd:tigaon,Tigaon; Faridabad
ocd-division/country:in/state:hr/district:ft/cd:fatehabad,Fatehabad; Fatehabad
ocd-division/country:in/state:hr/district:ft/cd:ratia,Ratia; Fatehabad
ocd-division/country:in/state:hr/district:ft/cd:tohana,Tohana; Fatehabad
ocd-division/country:in/state:hr/district:gu/cd:badshahpur,Badshahpur; Gurgaon
ocd-division/country:in/state:hr/district:gu/cd:gurgaon,Gurgaon; Gurgaon
ocd-division/country:in/state:hr/district:gu/cd:pataudi,Pataudi; Gurgaon
ocd-division/country:in/state:hr/district:gu/cd:sohna,Sohna; Gurgaon
ocd-division/country:in/state:hr/district:hi/cd:adampur,Adampur; Hisar
ocd-division/country:in/state:hr/district:hi/cd:barwala,Barwala; Hisar
ocd-division/country:in/state:hr/district:hi/cd:hansi,Hansi; Hisar
ocd-division/country:in/state:hr/district:hi/cd:hisar,Hisar; Hisar
ocd-division/country:in/state:hr/district:hi/cd:nalwa,Nalwa; Hisar
ocd-division/country:in/state:hr/district:hi/cd:narnaund,Narnaund; Hisar
ocd-division/country:in/state:hr/district:hi/cd:uklana,Uklana; Hisar
ocd-division/country:in/state:hr/district:jh/cd:badli,Badli; Jhajjar
ocd-division/country:in/state:hr/district:jh/cd:bahadurgarh,Bahadurgarh; Jhajjar
ocd-division/country:in/state:hr/district:jh/cd:beri,Beri; Jhajjar
ocd-division/country:in/state:hr/district:jh/cd:jhajjar,Jhajjar; Jhajjar
ocd-division/country:in/state:hr/district:ji/cd:jind,Jind; Jind
ocd-division/country:in/state:hr/district:ji/cd:julana,Julana; Jind
ocd-division/country:in/state:hr/district:ji/cd:narwana,Narwana; Jind
ocd-division/country:in/state:hr/district:ji/cd:safidon,Safidon; Jind
ocd-division/country:in/state:hr/district:ji/cd:uchana_kalan,Uchana Kalan; Jind
ocd-division/country:in/state:hr/district:kr/cd:assandh,Assandh; Karnal
ocd-division/country:in/state:hr/district:kr/cd:gharaunda,Gharaunda; Karnal
ocd-division/country:in/state:hr/district:kr/cd:indri,Indri; Karnal
ocd-division/country:in/state:hr/district:kr/cd:karnal,Karnal; Karnal
ocd-division/country:in/state:hr/district:kr/cd:nilokheri,Nilokheri; Karnal
ocd-division/country:in/state:hr/district:kt/cd:guhla,Guhla; Kaithal
ocd-division/country:in/state:hr/district:kt/cd:kaithal,Kaithal; Kaithal
ocd-division/country:in/state:hr/district:kt/cd:kalayat,Kalayat; Kaithal
ocd-division/country:in/state:hr/district:kt/cd:pundri,Pundri; Kaithal
ocd-division/country:in/state:hr/district:ku/cd:ladwa,Ladwa; Kurukshetra
ocd-division/country:in/state:hr/district:ku/cd:pehowa,Pehowa; Kurukshetra
ocd-division/country:in/state:hr/district:ku/cd:shahbad,Shahbad; Kurukshetra
ocd-division/country:in/state:hr/district:ku/cd:thanesar,Thanesar; Kurukshetra
ocd-division/country:in/state:hr/district:mh/cd:ateli,Ateli; Mahendragarh
ocd-division/country:in/state:hr/district:mh/cd:mahendragarh,Mahendragarh; Mahendragarh
ocd-division/country:in/state:hr/district:mh/cd:nangal_chaudhry,Nangal Chaudhry; Mahendragarh
ocd-division/country:in/state:hr/district:mh/cd:narnaul,Narnaul; Mahendragarh
ocd-division/country:in/state:hr/district:nh/cd:ferozepur_jhirka,Ferozepur Jhirka; Nuh
ocd-division/country:in/state:hr/district:nh/cd:nuh,Nuh; Nuh
ocd-division/country:in/state:hr/district:nh/cd:punahana,Punahana; Nuh
ocd-division/country:in/state:hr/district:pk/cd:kalka,Kalka; Panchkula
ocd-division/country:in/state:hr/district:pk/cd:panchkula,Panchkula; Panchkula
ocd-division/country:in/state:hr/district:pl/cd:hathin,Hathin; Palwal
ocd-division/country:in/state:hr/district:pl/cd:hodal,Hodal; Palwal
ocd-division/country:in/state:hr/district:pl/cd:palwal,Palwal; Palwal
ocd-division/country:in/state:hr/district:pp/cd:israna,Israna; Panipat
ocd-division/country:in/state:hr/district:pp/cd:panipat_city,Panipat City; Panipat
ocd-division/country:in/state:hr/district:pp/cd:panipat_rural,Panipat Rural; Panipat
ocd-division/country:in/state:hr/district:pp/cd:samalkha,Samalkha; Panipat
ocd-division/country:in/state:hr/district:re/cd:bawal,Bawal; Rewari
ocd-division/country:in/state:hr/district:re/cd:kosli,Kosli; Rewari
ocd-division/country:in/state:hr/district:re/cd:rewari,Rewari; Rewari
ocd-division/country:in/state:hr/district:ro/cd:garhi_samplakiloi,Garhi Samplakiloi; Rohtak
ocd-division/country:in/state:hr/district:ro/cd:kalanaur,Kalanaur; Rohtak
ocd-division/country:in/state:hr/district:ro/cd:meham,Meham; Rohtak
ocd-division/country:in/state:hr/district:ro/cd:rohtak,Rohtak; Rohtak
ocd-division/country:in/state:hr/district:si/cd:dabwali,Dabwali; Sirsa
ocd-division/country:in/state:hr/district:si/cd:ellenabad,Ellenabad; Sirsa
ocd-division/country:in/state:hr/district:si/cd:kalawali,Kalawali; Sirsa
ocd-division/country:in/state:hr/district:si/cd:rania,Rania; Sirsa
ocd-division/country:in/state:hr/district:si/cd:sirsa,Sirsa; Sirsa
ocd-division/country:in/state:hr/district:so/cd:baroda,Baroda; Sonipat
ocd-division/country:in/state:hr/district:so/cd:ganaur,Ganaur; Sonipat
ocd-division/country:in/state:hr/district:so/cd:gohana,Gohana; Sonipat
ocd-division/country:in/state:hr/district:so/cd:kharkhauda,Kharkhauda; Sonipat
ocd-division/country:in/state:hr/district:so/cd:rai,Rai; Sonipat
ocd-division/country:in/state:hr/district:so/cd:sonipat,Sonipat; Sonipat
ocd-division/country:in/state:hr/district:yn/cd:jagadhri,Jagadhri; Yamunanagar
ocd-division/country:in/state:hr/district:yn/cd:radaur,Radaur; Yamunanagar
ocd-division/country:in/state:hr/district:yn/cd:sadhaura,Sadhaura; Yamunanagar
ocd-division/country:in/state:hr/district:yn/cd:yamunanagar,Yamunanagar; Yamunanagar
ocd-division/country:in/state:jh/district:bo/cd:bermo,Bermo; Bokaro
ocd-division/country:in/state:jh/district:bo/cd:bokaro,Bokaro; Bokaro
ocd-division/country:in/state:jh/district:bo/cd:chandankyari,Chandankyari; Bokaro
ocd-division/country:in/state:jh/district:bo/cd:gomia,Gomia; Bokaro
ocd-division/country:in/state:jh/district:ch/cd:chatra,Chatra; Chatra
ocd-division/country:in/state:jh/district:ch/cd:simaria,Simaria; Chatra
ocd-division/country:in/state:jh/district:de/cd:deoghar,Deoghar; Deoghar
ocd-division/country:in/state:jh/district:de/cd:madhupur,Madhupur; Deoghar
ocd-division/country:in/state:jh/district:de/cd:sarath,Sarath; Deoghar
ocd-division/country:in/state:jh/district:dh/cd:baghmara,Baghmara; Dhanbad
ocd-division/country:in/state:jh/district:dh/cd:dhanbad,Dhanbad; Dhanbad
ocd-division/country:in/state:jh/district:dh/cd:jharia,Jharia; Dhanbad
ocd-division/country:in/state:jh/district:dh/cd:nirsa,Nirsa; Dhanbad
ocd-division/country:in/state:jh/district:dh/cd:sindri,Sindri; Dhanbad
ocd-division/country:in/state:jh/district:dh/cd:tundi,Tundi; Dhanbad
ocd-division/country:in/state:jh/district:du/cd:dumka,Dumka; Dumka
ocd-division/country:in/state:jh/district:du/cd:jama,Jama; Dumka
ocd-division/country:in/state:jh/district:du/cd:jarmundi,Jarmundi; Dumka
ocd-division/country:in/state:jh/district:du/cd:shikaripara,Shikaripara; Dumka
ocd-division/country:in/state:jh/district:es/cd:baharagora,Baharagora; East Singhbhum
ocd-division/country:in/state:jh/district:es/cd:ghatshila,Ghatshila; East Singhbhum
ocd-division/country:in/state:jh/district:es/cd:jamshedpur__east,Jamshedpur East; East Singhbhum
ocd-division/country:in/state:jh/district:es/cd:jamshedpur__west,Jamshedpur West; East Singhbhum
ocd-division/country:in/state:jh/district:es/cd:jugsalai,Jugsalai; East Singhbhum
ocd-division/country:in/state:jh/district:es/cd:potka,Potka; East Singhbhum
ocd-division/country:in/state:jh/district:ga/cd:bhawanathpur,Bhawanathpur; Garhwa
ocd-division/country:in/state:jh/district:ga/cd:garhwa,Garhwa; Garhwa
ocd-division/country:in/state:jh/district:gi/cd:bagodar,Bagodar; Giridih
ocd-division/country:in/state:jh/district:gi/cd:dhanwar,Dhanwar; Giridih
ocd-division/country:in/state:jh/district:gi/cd:dumri,Dumri; Giridih
ocd-division/country:in/state:jh/district:gi/cd:gandey,Gandey; Giridih
ocd-division/country:in/state:jh/district:gi/cd:giridih,Giridih; Giridih
ocd-division/country:in/state:jh/district:gi/cd:jamua,Jamua; Giridih
ocd-division/country:in/state:jh/district:go/cd:godda,Godda; Godda
ocd-division/country:in/state:jh/district:go/cd:mahagama,Mahagama; Godda
ocd-division/country:in/state:jh/district:go/cd:poreyahat,Poreyahat; Godda
ocd-division/country:in/state:jh/district:gu/cd:bishunpur,Bishunpur; Gumla
ocd-division/country:in/state:jh/district:gu/cd:gumla,Gumla; Gumla
ocd-division/country:in/state:jh/district:gu/cd:sisai,Sisai; Gumla
ocd-division/country:in/state:jh/district:ha/cd:barhi,Barhi; Hazaribagh
ocd-division/country:in/state:jh/district:ha/cd:barkattha,Barkattha; Hazaribagh
ocd-division/country:in/state:jh/district:ha/cd:hazaribagh,Hazaribagh; Hazaribagh
ocd-division/country:in/state:jh/district:ha/cd:mandhu,Mandhu; Hazaribagh
ocd-division/country:in/state:jh/district:ja/cd:jamtara,Jamtara; Jamtara
ocd-division/country:in/state:jh/district:ja/cd:nala,Nala; Jamtara
ocd-division/country:in/state:jh/district:kh/cd:khunti,Khunti; Khunti
ocd-division/country:in/state:jh/district:kh/cd:torpa,Torpa; Khunti
ocd-division/country:in/state:jh/district:ko/cd:kodarma,Kodarma; Kodarma
ocd-division/country:in/state:jh/district:la/cd:latehar,Latehar; Latehar
ocd-division/country:in/state:jh/district:la/cd:manika,Manika; Latehar
ocd-division/country:in/state:jh/district:lo/cd:lohardaga,Lohardaga; Lohardaga
ocd-division/country:in/state:jh/district:pk/cd:littipara,Littipara; Pakur
ocd-division/country:in/state:jh/district:pk/cd:maheshpur,Maheshpur; Pakur
ocd-division/country:in/state:jh/district:pk/cd:pakur,Pakur; Pakur
ocd-division/country:in/state:jh/district:pl/cd:bishrampur,Bishrampur; Palamu
ocd-division/country:in/state:jh/district:pl/cd:chattarpur,Chattarpur; Palamu
ocd-division/country:in/state:jh/district:pl/cd:daltonganj,Daltonganj; Palamu
ocd-division/country:in/state:jh/district:pl/cd:hussainabad,Hussainabad; Palamu
ocd-division/country:in/state:jh/district:pl/cd:panki,Panki; Palamu
ocd-division/country:in/state:jh/district:ra/cd:hatia,Hatia; Ranchi
ocd-division/country:in/state:jh/district:ra/cd:kanke,Kanke; Ranchi
ocd-division/country:in/state:jh/district:ra/cd:khijri,Khijri; Ranchi
ocd-division/country:in/state:jh/district:ra/cd:mandar,Mandar; Ranchi
ocd-division/country:in/state:jh/district:ra/cd:ranchi,Ranchi; Ranchi
ocd-division/country:in/state:jh/district:ra/cd:silli,Silli; Ranchi
ocd-division/country:in/state:jh/district:ra/cd:tamar,Tamar; Ranchi
ocd-division/country:in/state:jh/district:rm/cd:barkagaon,Barkagaon; Ramgarh
ocd-division/country:in/state:jh/district:rm/cd:ramgarh,Ramgarh; Ramgarh
ocd-division/country:in/state:jh/district:sa/cd:barhait,Barhait; Sahebganj
ocd-division/country:in/state:jh/district:sa/cd:borio,Borio; Sahebganj
ocd-division/country:in/state:jh/district:sa/cd:rajmahal,Rajmahal; Sahebganj
ocd-division/country:in/state:jh/district:si/cd:kolebira,Kolebira; Simdega
ocd-division/country:in/state:jh/district:si/cd:simdega,Simdega; Simdega
ocd-division/country:in/state:jh/district:sk/cd:ichagarh,Ichagarh; Saraikela Kharswan
ocd-division/country:in/state:jh/district:sk/cd:kharasawan,Kharasawan; Saraikela Kharswan
ocd-division/country:in/state:jh/district:sk/cd:saraikella,Saraikella; Saraikela Kharswan
ocd-division/country:in/state:jh/district:ws/cd:chaibasa,Chaibasa; West Singhbhum
ocd-division/country:in/state:jh/district:ws/cd:chakradharpur,Chakradharpur; West Singhbhum
ocd-division/country:in/state:jh/district:ws/cd:jaganathpur,Jaganathpur; West Singhbhum
ocd-division/country:in/state:jh/district:ws/cd:majhganon,Majhganon; West Singhbhum
ocd-division/country:in/state:jh/district:ws/cd:manoharpur,Manoharpur; West Singhbhum
ocd-division/country:in/state:ka/district:be/cd:arabhavi,Arabhavi; Belgaum
ocd-division/country:in/state:ka/district:be/cd:athani,Athani; Belgaum
ocd-division/country:in/state:ka/district:be/cd:bailhongal,Bailhongal; Belgaum
ocd-division/country:in/state:ka/district:be/cd:belgaum_dakshin,Belgaum Dakshin; Belgaum
ocd-division/country:in/state:ka/district:be/cd:belgaum_rural,Belgaum Rural; Belgaum
ocd-division/country:in/state:ka/district:be/cd:belgaum_uttar,Belgaum Uttar; Belgaum
ocd-division/country:in/state:ka/district:be/cd:chikkodi-sadalga,Chikkodi-Sadalga; Belgaum
ocd-division/country:in/state:ka/district:be/cd:gokak,Gokak; Belgaum
ocd-division/country:in/state:ka/district:be/cd:hukkeri,Hukkeri; Belgaum
ocd-division/country:in/state:ka/district:be/cd:kagwad,Kagwad; Belgaum
ocd-division/country:in/state:ka/district:be/cd:khanapur,Khanapur; Belgaum
ocd-division/country:in/state:ka/district:be/cd:kittur,Kittur; Belgaum
ocd-division/country:in/state:ka/district:be/cd:kudachi,Kudachi (SC); Belgaum
ocd-division/country:in/state:ka/district:be/cd:nippani,Nippani; Belgaum
ocd-division/country:in/state:ka/district:be/cd:ramdurg,Ramdurg; Belgaum
ocd-division/country:in/state:ka/district:be/cd:raybag,Raybag (SC); Belgaum
ocd-division/country:in/state:ka/district:be/cd:saundatti_yellamma,Saundatti Yellamma; Belgaum
ocd-division/country:in/state:ka/district:be/cd:yemkanmardi,Yemkanmardi (ST); Belgaum
ocd-division/country:in/state:ka/district:bg/cd:badami,Badami; Bagalkot
ocd-division/country:in/state:ka/district:bg/cd:bagalkot,Bagalkot; Bagalkot
ocd-division/country:in/state:ka/district:bg/cd:bilgi,Bilgi; Bagalkot
ocd-division/country:in/state:ka/district:bg/cd:hungund,Hungund; Bagalkot
ocd-division/country:in/state:ka/district:bg/cd:jamkhandi,Jamkhandi; Bagalkot
ocd-division/country:in/state:ka/district:bg/cd:mudhol,Mudhol (SC); Bagalkot
ocd-division/country:in/state:ka/district:bg/cd:terdal,Terdal; Bagalkot
ocd-division/country:in/state:ka/district:bi/cd:aurad,Aurad (SC); Bidar
ocd-division/country:in/state:ka/district:bi/cd:basavakalyan,Basavakalyan; Bidar
ocd-division/country:in/state:ka/district:bi/cd:bhalki,Bhalki; Bidar
ocd-division/country:in/state:ka/district:bi/cd:bidar,Bidar; Bidar
ocd-division/country:in/state:ka/district:bi/cd:bidar_south,Bidar South; Bidar
ocd-division/country:in/state:ka/district:bi/cd:humnabad,Humnabad; Bidar
ocd-division/country:in/state:ka/district:bj/cd:babaleshwar,Babaleshwar; Bijapur
ocd-division/country:in/state:ka/district:bj/cd:basavana_bagevadi,Basavana Bagevadi; Bijapur
ocd-division/country:in/state:ka/district:bj/cd:bijapur_city,Bijapur City; Bijapur
ocd-division/country:in/state:ka/district:bj/cd:devar_hippargi,Devar Hippargi; Bijapur
ocd-division/country:in/state:ka/district:bj/cd:indi,Indi; Bijapur
ocd-division/country:in/state:ka/district:bj/cd:muddebihal,Muddebihal; Bijapur
ocd-division/country:in/state:ka/district:bj/cd:nagthan,Nagthan (SC); Bijapur
ocd-division/country:in/state:ka/district:bj/cd:sindgi,Sindgi; Bijapur
ocd-division/country:in/state:ka/district:bl/cd:bellary,Bellary (ST); Bellary
ocd-division/country:in/state:ka/district:bl/cd:bellary_city,Bellary City; Bellary
ocd-division/country:in/state:ka/district:bl/cd:hadagalli,Hadagalli (SC); Bellary
ocd-division/country:in/state:ka/district:bl/cd:hagaribommanahalli,Hagaribommanahalli (SC); Bellary
ocd-division/country:in/state:ka/district:bl/cd:kampli,Kampli (ST); Bellary
ocd-division/country:in/state:ka/district:bl/cd:kudligi,Kudligi (ST); Bellary
ocd-division/country:in/state:ka/district:bl/cd:sandur,Sandur (ST); Bellary
ocd-division/country:in/state:ka/district:bl/cd:siruguppa,Siruguppa (ST); Bellary
ocd-division/country:in/state:ka/district:bl/cd:vijayanagara,Vijayanagara; Bellary
ocd-division/country:in/state:ka/district:bn/cd:anekal,Anekal (SC); Bangalore
ocd-division/country:in/state:ka/district:bn/cd:bangalore_south,Bangalore South; Bangalore
ocd-division/country:in/state:ka/district:bn/cd:basavanagudi,Basavanagudi; Bangalore
ocd-division/country:in/state:ka/district:bn/cd:bommanahalli,Bommanahalli; Bangalore
ocd-division/country:in/state:ka/district:bn/cd:btmlayout,B.T.M.Layout; Bangalore
ocd-division/country:in/state:ka/district:bn/cd:byatarayanapura,Byatarayanapura; Bangalore
ocd-division/country:in/state:ka/district:bn/cd:chamrajpet,Chamrajpet; Bangalore
ocd-division/country:in/state:ka/district:bn/cd:chickpet,Chickpet; Bangalore
ocd-division/country:in/state:ka/district:bn/cd:cv_raman_nagar,C.V. Raman Nagar (SC); Bangalore
ocd-division/country:in/state:ka/district:bn/cd:dasarahalli,Dasarahalli; Bangalore
ocd-division/country:in/state:ka/district:bn/cd:gandhi_nagar,Gandhi Nagar; Bangalore
ocd-division/country:in/state:ka/district:bn/cd:govindraj_nagar,Govindraj Nagar; Bangalore
ocd-division/country:in/state:ka/district:bn/cd:hebbal,Hebbal; Bangalore
ocd-division/country:in/state:ka/district:bn/cd:jayanagar,Jayanagar; Bangalore
ocd-division/country:in/state:ka/district:bn/cd:krpura,K.R.Pura; Bangalore
ocd-division/country:in/state:ka/district:bn/cd:mahadevapura,Mahadevapura (SC); Bangalore
ocd-division/country:in/state:ka/district:bn/cd:mahalakshmi_layout,Mahalakshmi Layout; Bangalore
