id,name
ocd-division/country:in/state:nl/district:no/cd:noklak,Noklak (ST); Noklak
ocd-division/country:in/state:nl/district:no/cd:thonoknyu,Thonoknyu (ST); Noklak
ocd-division/country:in/state:nl/district:pe/cd:peren,Peren (ST); Peren
ocd-division/country:in/state:nl/district:pe/cd:tenning,Tenning (ST); Peren
ocd-division/country:in/state:nl/district:ph/cd:chizami,Chizami (ST); Phek
ocd-division/country:in/state:nl/district:ph/cd:chozuba,Chozuba (ST); Phek
ocd-division/country:in/state:nl/district:ph/cd:meluri,Meluri (ST); Phek
ocd-division/country:in/state:nl/district:ph/cd:pfutsero,Pfutsero (ST); Phek
ocd-division/country:in/state:nl/district:ph/cd:phek,Phek (ST); Phek
ocd-division/country:in/state:nl/district:pu/cd:southern_angami-ii,Southern Angami-Ii (ST); Pughoboto
ocd-division/country:in/state:nl/district:tu/cd:longkhim_chare,Longkhim Chare (ST); Tuensang
ocd-division/country:in/state:nl/district:tu/cd:noksen,Noksen (ST); Tuensang
ocd-division/country:in/state:nl/district:tu/cd:shamator_chessore,Shamator Chessore (ST); Tuensang
ocd-division/country:in/state:nl/district:tu/cd:tuensang_sadar-i,Tuensang Sadar-I (ST); Tuensang
ocd-division/country:in/state:nl/district:tu/cd:tuensang_sadar-ii,Tuensang Sadar-Ii (ST); Tuensang
ocd-division/country:in/state:nl/district:wo/cd:bhandari,Bhandari (ST); Wokha
ocd-division/country:in/state:nl/district:wo/cd:sanis,Sanis (ST); Wokha
ocd-division/country:in/state:nl/district:wo/cd:tyui,Tyui (ST); Wokha
ocd-division/country:in/state:nl/district:wo/cd:wokha,Wokha (ST); Wokha
ocd-division/country:in/state:nl/district:zu/cd:aghunato,Aghunato (ST); Zunheboto
ocd-division/country:in/state:nl/district:zu/cd:akuluto,Akuluto (ST); Zunheboto
ocd-division/country:in/state:nl/district:zu/cd:atoizu,Atoizu (ST); Zunheboto
ocd-division/country:in/state:nl/district:zu/cd:satakha,Satakha (ST); Zunheboto
ocd-division/country:in/state:nl/district:zu/cd:suruhoto,Suruhoto (ST); Zunheboto
ocd-division/country:in/state:nl/district:zu/cd:zunheboto,Zunheboto (ST); Zunheboto
ocd-division/country:in/state:or/district:an/cd:angul,Angul; Angul
ocd-division/country:in/state:or/district:an/cd:athamallik,Athamallik; Angul
ocd-division/country:in/state:or/district:an/cd:chhendipada,Chhendipada (SC); Angul
ocd-division/country:in/state:or/district:an/cd:pallahara,Pallahara; Angul
ocd-division/country:in/state:or/district:an/cd:talcher,Talcher; Angul
ocd-division/country:in/state:or/district:ba/cd:attabira,Attabira (SC); Bargarh
ocd-division/country:in/state:or/district:ba/cd:bargarh,Bargarh; Bargarh
ocd-division/country:in/state:or/district:ba/cd:bhatli,Bhatli; Bargarh
ocd-division/country:in/state:or/district:ba/cd:bijepur,Bijepur; Bargarh
ocd-division/country:in/state:or/district:ba/cd:padampur,Padampur; Bargarh
ocd-division/country:in/state:or/district:bg/cd:bolangir,Bolangir; Balangir
ocd-division/country:in/state:or/district:bg/cd:kantabanji,Kantabanji; Balangir
ocd-division/country:in/state:or/district:bg/cd:loisingha,Loisingha (SC); Balangir
ocd-division/country:in/state:or/district:bg/cd:patnagarh,Patnagarh; Balangir
ocd-division/country:in/state:or/district:bg/cd:titlagarh,Titlagarh; Balangir
ocd-division/country:in/state:or/district:bh/cd:basudevpur,Basudevpur; Bhadrak
ocd-division/country:in/state:or/district:bh/cd:bhadrak,Bhadrak; Bhadrak
ocd-division/country:in/state:or/district:bh/cd:bhandaripokhari,Bhandaripokhari; Bhadrak
ocd-division/country:in/state:or/district:bh/cd:chandabali,Chandabali; Bhadrak
ocd-division/country:in/state:or/district:bh/cd:dhamnagar,Dhamnagar (SC); Bhadrak
ocd-division/country:in/state:or/district:bl/cd:balasore,Balasore; Balasore
ocd-division/country:in/state:or/district:bl/cd:basta,Basta; Balasore
ocd-division/country:in/state:or/district:bl/cd:bhograi,Bhograi; Balasore
ocd-division/country:in/state:or/district:bl/cd:jaleswar,Jaleswar; Balasore
ocd-division/country:in/state:or/district:bl/cd:nilgiri,Nilgiri; Balasore
ocd-division/country:in/state:or/district:bl/cd:remuna,Remuna (SC); Balasore
ocd-division/country:in/state:or/district:bl/cd:simulia,Simulia; Balasore
ocd-division/country:in/state:or/district:bl/cd:soro,Soro (SC); Balasore
ocd-division/country:in/state:or/district:bo/cd:boudh,Boudh; Boudh
ocd-division/country:in/state:or/district:bo/cd:kantamal,Kantamal; Boudh
ocd-division/country:in/state:or/district:cu/cd:athagarh,Athagarh; Cuttack
ocd-division/country:in/state:or/district:cu/cd:banki,Banki; Cuttack
ocd-division/country:in/state:or/district:cu/cd:barabati-cuttack,Barabati-Cuttack; Cuttack
ocd-division/country:in/state:or/district:cu/cd:baramba,Baramba; Cuttack
ocd-division/country:in/state:or/district:cu/cd:choudwar-cuttack,Choudwar-Cuttack; Cuttack
ocd-division/country:in/state:or/district:cu/cd:cuttack_sadar,Cuttack Sadar (SC); Cuttack
ocd-division/country:in/state:or/district:cu/cd:mahanga,Mahanga; Cuttack
ocd-division/country:in/state:or/district:cu/cd:niali,Niali (SC); Cuttack
ocd-division/country:in/state:or/district:cu/cd:salipur,Salipur; Cuttack
ocd-division/country:in/state:or/district:de/cd:deogarh,Deogarh; Deogarh
ocd-division/country:in/state:or/district:dh/cd:dhenkanal,Dhenkanal; Dhenkanal
ocd-division/country:in/state:or/district:dh/cd:hindol,Hindol (SC); Dhenkanal
ocd-division/country:in/state:or/district:dh/cd:kamakhyanagar,Kamakhyanagar; Dhenkanal
ocd-division/country:in/state:or/district:dh/cd:parjanga,Parjanga; Dhenkanal
ocd-division/country:in/state:or/district:ga/cd:aska,Aska; Ganjam
ocd-division/country:in/state:or/district:ga/cd:berhampur,Berhampur; Ganjam
ocd-division/country:in/state:or/district:ga/cd:bhanjanagar,Bhanjanagar; Ganjam
ocd-division/country:in/state:or/district:ga/cd:chhatrapur,Chhatrapur (SC); Ganjam
ocd-division/country:in/state:or/district:ga/cd:chikiti,Chikiti; Ganjam
ocd-division/country:in/state:or/district:ga/cd:digapahandi,Digapahandi; Ganjam
ocd-division/country:in/state:or/district:ga/cd:gopalpur,Gopalpur; Ganjam
ocd-division/country:in/state:or/district:ga/cd:hinjili,Hinjili; Ganjam
ocd-division/country:in/state:or/district:ga/cd:kabisuryanagar,Kabisuryanagar; Ganjam
ocd-division/country:in/state:or/district:ga/cd:khalikote,Khalikote (SC); Ganjam
ocd-division/country:in/state:or/district:ga/cd:polasara,Polasara; Ganjam
ocd-division/country:in/state:or/district:ga/cd:sanakhemundi,Sanakhemundi; Ganjam
ocd-division/country:in/state:or/district:ga/cd:surada,Surada; Ganjam
ocd-division/country:in/state:or/district:gj/cd:mohana,Mohana (ST); Gajapati
ocd-division/country:in/state:or/district:gj/cd:paralakhemundi,Paralakhemundi; Gajapati
ocd-division/country:in/state:or/district:ja/cd:barachana,Barachana; Jajpur
ocd-division/country:in/state:or/district:ja/cd:bari,Bari; Jajpur
ocd-division/country:in/state:or/district:ja/cd:binjharpur,Binjharpur (SC); Jajpur
ocd-division/country:in/state:or/district:ja/cd:dharmasala,Dharmasala; Jajpur
ocd-division/country:in/state:or/district:ja/cd:jajpur,Jajpur; Jajpur
ocd-division/country:in/state:or/district:ja/cd:korei,Korei; Jajpur
ocd-division/country:in/state:or/district:ja/cd:sukinda,Sukinda; Jajpur
ocd-division/country:in/state:or/district:jg/cd:balikuda-erasama,Balikuda-Erasama; Jagatsinghpur
ocd-division/country:in/state:or/district:jg/cd:jagatsinghpur,Jagatsinghpur; Jagatsinghpur
ocd-division/country:in/state:or/district:jg/cd:paradeep,Paradeep; Jagatsinghpur
ocd-division/country:in/state:or/district:jg/cd:tirtol,Tirtol (SC); Jagatsinghpur
ocd-division/country:in/state:or/district:jh/cd:brajarajnagar,Brajarajnagar; Jharsuguda
ocd-division/country:in/state:or/district:jh/cd:jharsuguda,Jharsuguda; Jharsuguda
ocd-division/country:in/state:or/district:ka/cd:bhawanipatna,Bhawanipatna (SC); Kalahandi
ocd-division/country:in/state:or/district:ka/cd:dharamgarh,Dharamgarh; Kalahandi
ocd-division/country:in/state:or/district:ka/cd:junagarh,Junagarh; Kalahandi
ocd-division/country:in/state:or/district:ka/cd:lanjigarh,Lanjigarh (ST); Kalahandi
ocd-division/country:in/state:or/district:ka/cd:narla,Narla; Kalahandi
ocd-division/country:in/state:or/district:kd/cd:aul,Aul; Kendrapara
ocd-division/country:in/state:or/district:kd/cd:kendrapara,Kendrapara (SC); Kendrapara
ocd-division/country:in/state:or/district:kd/cd:mahakalapada,Mahakalapada; Kendrapara
ocd-division/country:in/state:or/district:kd/cd:patkura,Patkura; Kendrapara
ocd-division/country:in/state:or/district:kd/cd:rajanagar,Rajanagar; Kendrapara
ocd-division/country:in/state:or/district:ke/cd:anandapur,Anandapur (SC); Keonjhar
ocd-division/country:in/state:or/district:ke/cd:champua,Champua; Keonjhar
ocd-division/country:in/state:or/district:ke/cd:ghasipura,Ghasipura; Keonjhar
ocd-division/country:in/state:or/district:ke/cd:keonjhar,Keonjhar (ST); Keonjhar
ocd-division/country:in/state:or/district:ke/cd:patna,Patna (ST); Keonjhar
ocd-division/country:in/state:or/district:ke/cd:telkoi,Telkoi (ST); Keonjhar
ocd-division/country:in/state:or/district:kh/cd:begunia,Begunia; Khurda
ocd-division/country:in/state:or/district:kh/cd:bhubaneswar_central,Bhubaneswar Central; Khurda
ocd-division/country:in/state:or/district:kh/cd:bhubaneswar_north,Bhubaneswar North; Khurda
ocd-division/country:in/state:or/district:kh/cd:chilika,Chilika; Khurda
ocd-division/country:in/state:or/district:kh/cd:ekamra-bhubaneswar,Ekamra-Bhubaneswar; Khurda
ocd-division/country:in/state:or/district:kh/cd:jatani,Jatani; Khurda
ocd-division/country:in/state:or/district:kh/cd:jayadev,Jayadev (SC); Khurda
ocd-division/country:in/state:or/district:kh/cd:khurda,Khurda; Khurda
ocd-division/country:in/state:or/district:kn/cd:baliguda,Baliguda (ST); Kandhamal
ocd-division/country:in/state:or/district:kn/cd:gudayagiri,G.Udayagiri (ST); Kandhamal
ocd-division/country:in/state:or/district:kn/cd:phulbani,Phulbani (ST); Kandhamal
ocd-division/country:in/state:or/district:ko/cd:jeypore,Jeypore; Koraput
ocd-division/country:in/state:or/district:ko/cd:koraput,Koraput (SC); Koraput
ocd-division/country:in/state:or/district:ko/cd:kotpad,Kotpad (ST); Koraput
ocd-division/country:in/state:or/district:ko/cd:lakshmipur,Lakshmipur (ST); Koraput
ocd-division/country:in/state:or/district:ko/cd:pottangi,Pottangi (ST); Koraput
ocd-division/country:in/state:or/district:ma/cd:badasahi,Badasahi (SC); Mayurbhanj
ocd-division/country:in/state:or/district:ma/cd:bangriposi,Bangriposi (ST); Mayurbhanj
ocd-division/country:in/state:or/district:ma/cd:baripada,Baripada (ST); Mayurbhanj
ocd-division/country:in/state:or/district:ma/cd:jashipur,Jashipur (ST); Mayurbhanj
ocd-division/country:in/state:or/district:ma/cd:karanjia,Karanjia (ST); Mayurbhanj
ocd-division/country:in/state:or/district:ma/cd:morada,Morada; Mayurbhanj
ocd-division/country:in/state:or/district:ma/cd:rairangpur,Rairangpur (ST); Mayurbhanj
ocd-division/country:in/state:or/district:ma/cd:saraskana,Saraskana (ST); Mayurbhanj
ocd-division/country:in/state:or/district:ma/cd:udala,Udala (ST); Mayurbhanj
ocd-division/country:in/state:or/district:ml/cd:chitrakonda,Chitrakonda (ST); Malkangiri
ocd-division/country:in/state:or/district:ml/cd:malkangiri,Malkangiri (ST); Malkangiri
ocd-division/country:in/state:or/district:na/cd:daspalla,Daspalla (SC); Nayagarh
ocd-division/country:in/state:or/district:na/cd:khandapada,Khandapada; Nayagarh
ocd-division/country:in/state:or/district:na/cd:nayagarh,Nayagarh; Nayagarh
ocd-division/country:in/state:or/district:na/cd:ranpur,Ranpur; Nayagarh
ocd-division/country:in/state:or/district:nb/cd:dabugam,Dabugam (ST); Nabarangpur
ocd-division/country:in/state:or/district:nb/cd:jharigam,Jharigam (ST); Nabarangpur
ocd-division/country:in/state:or/district:nb/cd:nabarangpur,Nabarangpur (ST); Nabarangpur
ocd-division/country:in/state:or/district:nb/cd:umerkote,Umerkote (ST); Nabarangpur
ocd-division/country:in/state:or/district:nu/cd:khariar,Khariar; Nuapada
ocd-division/country:in/state:or/district:nu/cd:nuapada,Nuapada; Nuapada
ocd-division/country:in/state:or/district:pu/cd:brahmagiri,Brahmagiri; Puri
ocd-division/country:in/state:or/district:pu/cd:kakatpur,Kakatpur (SC); Puri
ocd-division/country:in/state:or/district:pu/cd:nimapara,Nimapara; Puri
ocd-division/country:in/state:or/district:pu/cd:pipili,Pipili; Puri
ocd-division/country:in/state:or/district:pu/cd:puri,Puri; Puri
ocd-division/country:in/state:or/district:pu/cd:satyabadi,Satyabadi; Puri
ocd-division/country:in/state:or/district:ra/cd:bissam_cuttack,Bissam Cuttack (ST); Rayagada
ocd-division/country:in/state:or/district:ra/cd:gunupur,Gunupur (ST); Rayagada
ocd-division/country:in/state:or/district:ra/cd:rayagada,Rayagada (ST); Rayagada
ocd-division/country:in/state:or/district:sa/cd:kuchinda,Kuchinda (ST); Sambalpur
ocd-division/country:in/state:or/district:sa/cd:rairakhol,Rairakhol; Sambalpur
ocd-division/country:in/state:or/district:sa/cd:rengali,Rengali (SC); Sambalpur
ocd-division/country:in/state:or/district:sa/cd:sambalpur,Sambalpur; Sambalpur
ocd-division/country:in/state:or/district:sb/cd:birmaharajpur,Birmaharajpur (SC); Subarnapur
ocd-division/country:in/state:or/district:sb/cd:sonepur,Sonepur; Subarnapur
ocd-division/country:in/state:or/district:su/cd:biramitrapur,Biramitrapur (ST); Sundargarh
ocd-division/country:in/state:or/district:su/cd:bonai,Bonai (ST); Sundargarh
ocd-division/country:in/state:or/district:su/cd:raghunathpali,Raghunathpali (SC); Sundargarh
ocd-division/country:in/state:or/district:su/cd:rajgangpur,Rajgangpur (ST); Sundargarh
ocd-division/country:in/state:or/district:su/cd:rourkela,Rourkela; Sundargarh
ocd-division/country:in/state:or/district:su/cd:sundargarh,Sundargarh (ST); Sundargarh
ocd-division/country:in/state:or/district:su/cd:talsara,Talsara (ST); Sundargarh
ocd-division/country:in/state:pb/district:am/cd:ajnala,Ajnala; Amritsar
ocd-division/country:in/state:pb/district:am/cd:amritsar_central,Amritsar Central; Amritsar
ocd-division/country:in/state:pb/district:am/cd:amritsar_east,Amritsar East; Amritsar
ocd-division/country:in/state:pb/district:am/cd:amritsar_north,Amritsar North; Amritsar
ocd-division/country:in/state:pb/district:am/cd:amritsar_south,Amritsar South; Amritsar
ocd-division/country:in/state:pb/district:am/cd:amritsar_west,Amritsar West (SC); Amritsar
ocd-division/country:in/state:pb/district:am/cd:attari,Attari (SC); Amritsar
ocd-division/country:in/state:pb/district:am/cd:baba_bakala,Baba Bakala (SC); Amritsar
ocd-division/country:in/state:pb/district:am/cd:jandiala,Jandiala (SC); Amritsar
ocd-division/country:in/state:pb/district:am/cd:majitha,Majitha; Amritsar
ocd-division/country:in/state:pb/district:am/cd:raja_sansi,Raja Sansi; Amritsar
ocd-division/country:in/state:pb/district:ba/cd:barnala,Barnala; Barnala
ocd-division/country:in/state:pb/district:ba/cd:bhadaur,Bhadaur (SC); Barnala
ocd-division/country:in/state:pb/district:ba/cd:mehal_kalan,Mehal Kalan (SC); Barnala
ocd-division/country:in/state:pb/district:bt/cd:bathinda_rural,Bathinda Rural (SC); Bathinda
ocd-division/country:in/state:pb/district:bt/cd:bathinda_urban,Bathinda Urban; Bathinda
ocd-division/country:in/state:pb/district:bt/cd:bhucho_mandi,Bhucho Mandi (SC); Bathinda
ocd-division/country:in/state:pb/district:bt/cd:maur,Maur; Bathinda
ocd-division/country:in/state:pb/district:bt/cd:rampura_phul,Rampura Phul; Bathinda
ocd-division/country:in/state:pb/district:bt/cd:talwandi_sabo,Talwandi Sabo; Bathinda
ocd-division/country:in/state:pb/district:fa/cd:abohar,Abohar; Fazilka
ocd-division/country:in/state:pb/district:fa/cd:balluana,Balluana (SC); Fazilka
ocd-division/country:in/state:pb/district:fa/cd:fazilka,Fazilka; Fazilka
ocd-division/country:in/state:pb/district:fa/cd:jalalabad,Jalalabad; Fazilka
ocd-division/country:in/state:pb/district:fo/cd:ferozepur_city,Ferozepur City; Firozepur
ocd-division/country:in/state:pb/district:fo/cd:ferozepur_rural,Ferozepur Rural (SC); Firozepur
ocd-division/country:in/state:pb/district:fo/cd:guru_har_sahai,Guru Har Sahai; Firozepur
ocd-division/country:in/state:pb/district:fo/cd:zira,Zira; Firozepur
ocd-division/country:in/state:pb/district:fr/cd:faridkot,Faridkot; Faridkot
ocd-division/country:in/state:pb/district:fr/cd:jaitu,Jaitu (SC); Faridkot
ocd-division/country:in/state:pb/district:fr/cd:kotkapura,Kotkapura; Faridkot
ocd-division/country:in/state:pb/district:fs/cd:amloh,Amloh; Fatehgarh Sahib
ocd-division/country:in/state:pb/district:fs/cd:bassi_pathana,Bassi Pathana (SC); Fatehgarh Sahib
ocd-division/country:in/state:pb/district:fs/cd:fatehgarh_sahib,Fatehgarh Sahib; Fatehgarh Sahib
ocd-division/country:in/state:pb/district:gu/cd:batala,Batala; Gurdaspur
ocd-division/country:in/state:pb/district:gu/cd:dera_baba_nanak,Dera Baba Nanak; Gurdaspur
ocd-division/country:in/state:pb/district:gu/cd:dina_nagar,Dina Nagar (SC); Gurdaspur
ocd-division/country:in/state:pb/district:gu/cd:fatehgarh_churian,Fatehgarh Churian; Gurdaspur
ocd-division/country:in/state:pb/district:gu/cd:gurdaspur,Gurdaspur; Gurdaspur
ocd-division/country:in/state:pb/district:gu/cd:qadian,Qadian; Gurdaspur
ocd-division/country:in/state:pb/district:gu/cd:sri_hargobindpur,Sri Hargobindpur (SC); Gurdaspur
ocd-division/country:in/state:pb/district:ho/cd:chabbewal,Chabbewal (SC); Hoshiarpur
ocd-division/country:in/state:pb/district:ho/cd:dasuya,Dasuya; Hoshiarpur
ocd-division/country:in/state:pb/district:ho/cd:garhshankar,Garhshankar; Hoshiarpur
ocd-division/country:in/state:pb/district:ho/cd:hoshiarpur,Hoshiarpur; Hoshiarpur
ocd-division/country:in/state:pb/district:ho/cd:mukerian,Mukerian; Hoshiarpur
ocd-division/country:in/state:pb/district:ho/cd:sham_chaurasi,Sham Chaurasi (SC); Hoshiarpur
ocd-division/country:in/state:pb/district:ho/cd:urmar,Urmar; Hoshiarpur
ocd-division/country:in/state:pb/district:ja/cd:adampur,Adampur (SC); Jalandhar
ocd-division/country:in/state:pb/district:ja/cd:jalandhar_cantt,Jalandhar Cantt.; Jalandhar
ocd-division/country:in/state:pb/district:ja/cd:jalandhar_central,Jalandhar Central; Jalandhar
ocd-division/country:in/state:pb/district:ja/cd:jalandhar_north,Jalandhar North; Jalandhar
ocd-division/country:in/state:pb/district:ja/cd:jalandhar_west,Jalandhar West (SC); Jalandhar
ocd-division/country:in/state:pb/district:ja/cd:kartarpur,Kartarpur (SC); Jalandhar
ocd-division/country:in/state:pb/district:ja/cd:nakodar,Nakodar; Jalandhar
ocd-division/country:in/state:pb/district:ja/cd:phillaur,Phillaur (SC); Jalandhar
ocd-division/country:in/state:pb/district:ja/cd:shahkot,Shahkot; Jalandhar
ocd-division/country:in/state:pb/district:ka/cd:bholath,Bholath; Kapurthala
ocd-division/country:in/state:pb/district:ka/cd:kapurthala,Kapurthala; Kapurthala
ocd-division/country:in/state:pb/district:ka/cd:phagwara,Phagwara (SC); Kapurthala
ocd-division/country:in/state:pb/district:ka/cd:sultanpur_lodhi,Sultanpur Lodhi; Kapurthala
ocd-division/country:in/state:pb/district:lu/cd:atam_nagar,Atam Nagar; Ludhiana
ocd-division/country:in/state:pb/district:lu/cd:dakha,Dakha; Ludhiana
ocd-division/country:in/state:pb/district:lu/cd:gill,Gill (SC); Ludhiana
ocd-division/country:in/state:pb/district:lu/cd:jagraon,Jagraon (SC); Ludhiana
ocd-division/country:in/state:pb/district:lu/cd:khanna,Khanna; Ludhiana
ocd-division/country:in/state:pb/district:lu/cd:ludhiana_central,Ludhiana Central; Ludhiana
ocd-division/country:in/state:pb/district:lu/cd:ludhiana_east,Ludhiana East; Ludhiana
ocd-division/country:in/state:pb/district:lu/cd:ludhiana_north,Ludhiana North; Ludhiana
ocd-division/country:in/state:pb/district:lu/cd:ludhiana_south,Ludhiana South; Ludhiana
ocd-division/country:in/state:pb/district:lu/cd:ludhiana_west,Ludhiana West; Ludhiana
ocd-division/country:in/state:pb/district:lu/cd:payal,Payal (SC); Ludhiana
ocd-division/country:in/state:pb/district:lu/cd:raikot,Raikot (SC); Ludhiana
ocd-division/country:in/state:pb/district:lu/cd:sahnewal,Sahnewal; Ludhiana
ocd-division/country:in/state:pb/district:lu/cd:samrala,Samrala; Ludhiana
ocd-division/country:in/state:pb/district:ma/cd:budhalada,Budhalada (SC); Mansa
ocd-division/country:in/state:pb/district:ma/cd:mansa,Mansa; Mansa
ocd-division/country:in/state:pb/district:ma/cd:sardulgarh,Sardulgarh; Mansa
ocd-division/country:in/state:pb/district:mo/cd:bhagha_purana_tehsil,Bhagha Purana Tehsil; Moga
ocd-division/country:in/state:pb/district:mo/cd:dharamkot,Dharamkot; Moga
ocd-division/country:in/state:pb/district:mo/cd:moga,Moga; Moga
ocd-division/country:in/state:pb/district:mo/cd:nihal_singh_wala,Nihal Singh Wala (SC); Moga
ocd-division/country:in/state:pb/district:mu/cd:gidderbaha,Gidderbaha; Muktsar
ocd-division/country:in/state:pb/district:mu/cd:lambi,Lambi; Muktsar
ocd-division/country:in/state:pb/district:mu/cd:malout,Malout (SC); Muktsar
ocd-division/country:in/state:pb/district:mu/cd:muktsar,Muktsar; Muktsar
ocd-division/country:in/state:pb/district:ns/cd:balachaur,Balachaur; Nawan Shahr
ocd-division/country:in/state:pb/district:ns/cd:banga,Banga (SC); Nawan Shahr
ocd-division/country:in/state:pb/district:ns/cd:nawan_shahr,Nawan Shahr; Nawan Shahr
ocd-division/country:in/state:pb/district:pa/cd:ghanaur,Ghanaur; Patiala
ocd-division/country:in/state:pb/district:pa/cd:nabha,Nabha (SC); Patiala
ocd-division/country:in/state:pb/district:pa/cd:patiala,Patiala; Patiala
ocd-division/country:in/state:pb/district:pa/cd:patiala_rural,Patiala Rural; Patiala
ocd-division/country:in/state:pb/district:pa/cd:rajpura,Rajpura; Patiala
ocd-division/country:in/state:pb/district:pa/cd:samana,Samana; Patiala
ocd-division/country:in/state:pb/district:pa/cd:sanour,Sanour; Patiala
ocd-division/country:in/state:pb/district:pa/cd:shutrana,Shutrana (SC); Patiala
ocd-division/country:in/state:pb/district:pt/cd:bhoa,Bhoa (SC); Pathankot
ocd-division/country:in/state:pb/district:pt/cd:pathankot,Pathankot; Pathankot
ocd-division/country:in/state:pb/district:pt/cd:sujanpur,Sujanpur; Pathankot
ocd-division/country:in/state:pb/district:ru/cd:anadpur_sahib,Anadpur Sahib; Rupnagar
ocd-division/country:in/state:pb/district:ru/cd:chamkaur_sahib,Chamkaur Sahib (SC); Rupnagar
ocd-division/country:in/state:pb/district:ru/cd:rupnagar,Rupnagar; Rupnagar
ocd-division/country:in/state:pb/district:sa/cd:amargarh,Amargarh; Sangrur
ocd-division/country:in/state:pb/district:sa/cd:dhuri,Dhuri; Sangrur
ocd-division/country:in/state:pb/district:sa/cd:dirba,Dirba (SC); Sangrur
ocd-division/country:in/state:pb/district:sa/cd:lehra,Lehra; Sangrur
ocd-division/country:in/state:pb/district:sa/cd:malerkotla,Malerkotla; Sangrur
ocd-division/country:in/state:pb/district:sa/cd:sangrur,Sangrur; Sangrur
ocd-division/country:in/state:pb/district:sa/cd:sunam,Sunam; Sangrur
ocd-division/country:in/state:pb/district:sn/cd:dera_bassi,Dera Bassi; SAS Nagar
ocd-division/country:in/state:pb/district:sn/cd:kharar,Kharar; SAS Nagar
ocd-division/country:in/state:pb/district:sn/cd:sas_nagar,S.A.S. Nagar; SAS Nagar
ocd-division/country:in/state:pb/district:tt/cd:khadoor_sahib,Khadoor Sahib; Tarn Taran
ocd-division/country:in/state:pb/district:tt/cd:khemkaran,Khemkaran; Tarn Taran
ocd-division/country:in/state:pb/district:tt/cd:patti,Patti; Tarn Taran
ocd-division/country:in/state:pb/district:tt/cd:tarntaran,TarnTaran; Tarn Taran
ocd-division/country:in/state:rj/district:aj/cd:anupgarh,Anupgarh (SC); Ajmer
ocd-division/country:in/state:rj/district:aj/cd:ganganagar,Ganganagar; Ajmer
ocd-division/country:in/state:rj/district:aj/cd:hanumangarh,Hanumangarh; Ajmer
ocd-division/country:in/state:rj/district:aj/cd:karanpur,Karanpur; Ajmer
ocd-division/country:in/state:rj/district:aj/cd:raisingh_nagar,Raisingh Nagar (SC); Ajmer
ocd-division/country:in/state:rj/district:aj/cd:sadulshahar,Sadulshahar; Ajmer
ocd-division/country:in/state:rj/district:aj/cd:sangaria,Sangaria; Ajmer
ocd-division/country:in/state:rj/district:aj/cd:suratgarh,Suratgarh; Ajmer
ocd-division/country:in/state:rj/district:al/cd:bhadra,Bhadra; Alwar
ocd-division/country:in/state:rj/district:al/cd:bikaner_east,Bikaner East; Alwar
ocd-division/country:in/state:rj/district:al/cd:bikaner_west,Bikaner West; Alwar
ocd-division/country:in/state:rj/district:al/cd:khajuwala,Khajuwala (SC); Alwar
ocd-division/country:in/state:rj/district:al/cd:kolayat,Kolayat; Alwar
ocd-division/country:in/state:rj/district:al/cd:lunkaransar,Lunkaransar; Alwar
ocd-division/country:in/state:rj/district:al/cd:nohar,Nohar; Alwar
ocd-division/country:in/state:rj/district:al/cd:nokha,Nokha; Alwar
ocd-division/country:in/state:rj/district:al/cd:pilibanga,Pilibanga (SC); Alwar
ocd-division/country:in/state:rj/district:al/cd:sadulpur,Sadulpur; Alwar
ocd-division/country:in/state:rj/district:al/cd:shree_dungargarh,Shree Dungargarh; Alwar
ocd-division/country:in/state:rj/district:ba/cd:jhunjhunu,Jhunjhunu; Baran
ocd-division/country:in/state:rj/district:ba/cd:mandawa,Mandawa; Baran
ocd-division/country:in/state:rj/district:ba/cd:pilani,Pilani (SC); Baran
ocd-division/country:in/state:rj/district:ba/cd:surajgarh,Surajgarh; Baran
ocd-division/country:in/state:rj/district:bi/cd:amber,Amber; Bhilwara
ocd-division/country:in/state:rj/district:bi/cd:chomu,Chomu; Bhilwara
ocd-division/country:in/state:rj/district:bi/cd:dudu,Dudu (SC); Bhilwara
ocd-division/country:in/state:rj/district:bi/cd:hawa_mahal,Hawa Mahal; Bhilwara
ocd-division/country:in/state:rj/district:bi/cd:jamwa_ramgarh,Jamwa Ramgarh (ST); Bhilwara
ocd-division/country:in/state:rj/district:bi/cd:jhotwara,Jhotwara; Bhilwara
ocd-division/country:in/state:rj/district:bi/cd:phulera,Phulera; Bhilwara
ocd-division/country:in/state:rj/district:bk/cd:adarsh_nagar,Adarsh Nagar; Bikaner
ocd-division/country:in/state:rj/district:bk/cd:bagru,Bagru (SC); Bikaner
ocd-division/country:in/state:rj/district:bk/cd:civil_lines,Civil Lines; Bikaner
ocd-division/country:in/state:rj/district:bk/cd:kishan_pole,Kishan Pole; Bikaner
ocd-division/country:in/state:rj/district:bk/cd:malviya_nagar,Malviya Nagar; Bikaner
ocd-division/country:in/state:rj/district:bk/cd:sanganer,Sanganer; Bikaner
ocd-division/country:in/state:rj/district:bk/cd:vidhyadhar_nagar,Vidhyadhar Nagar; Bikaner
ocd-division/country:in/state:rj/district:bn/cd:churu,Churu; Banswara
ocd-division/country:in/state:rj/district:bn/cd:ratangarh,Ratangarh; Banswara
ocd-division/country:in/state:rj/district:bn/cd:sardarshahar,Sardarshahar; Banswara
