id,sameAs,sameAsNote
ocd-division/country:in/state:kl/lok_sabha:ernakulam,ocd-division/country:in/state:kl/cd:ernakulam,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:kl/lok_sabha:idukki,ocd-division/country:in/state:kl/cd:idukki,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:kl/lok_sabha:kottayam,ocd-division/country:in/state:kl/cd:kottayam,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:kl/lok_sabha:alappuzha,ocd-division/country:in/state:kl/cd:alappuzha,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:kl/lok_sabha:mavelikara,ocd-division/country:in/state:kl/cd:mavelikara,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:kl/lok_sabha:pathanamthitta,ocd-division/country:in/state:kl/cd:pathanamthitta,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:kl/lok_sabha:kollam,ocd-division/country:in/state:kl/cd:kollam,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:kl/lok_sabha:attingal,ocd-division/country:in/state:kl/cd:attingal,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:kl/lok_sabha:thiruvananthapuram,ocd-division/country:in/state:kl/cd:thiruvananthapuram,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:morena,ocd-division/country:in/state:mp/cd:morena,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:bhind,ocd-division/country:in/state:mp/cd:bhind,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:gwalior,ocd-division/country:in/state:mp/cd:gwalior,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:guna,ocd-division/country:in/state:mp/cd:guna,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:sagar,ocd-division/country:in/state:mp/cd:sagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:tikamgarh,ocd-division/country:in/state:mp/cd:tikamgarh,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:damoh,ocd-division/country:in/state:mp/cd:damoh,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:khajuraho,ocd-division/country:in/state:mp/cd:khajuraho,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:satna,ocd-division/country:in/state:mp/cd:satna,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:rewa,ocd-division/country:in/state:mp/cd:rewa,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:sidhi,ocd-division/country:in/state:mp/cd:sidhi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:shahdol,ocd-division/country:in/state:mp/cd:shahdol,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:jabalpur,ocd-division/country:in/state:mp/cd:jabalpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:mandla,ocd-division/country:in/state:mp/cd:mandla,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:balaghat,ocd-division/country:in/state:mp/cd:balaghat,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:chhindwara,ocd-division/country:in/state:mp/cd:chhindwara,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:hoshangabad,ocd-division/country:in/state:mp/cd:hoshangabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:vidisha,ocd-division/country:in/state:mp/cd:vidisha,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:bhopal,ocd-division/country:in/state:mp/cd:bhopal,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:rajgarh,ocd-division/country:in/state:mp/cd:rajgarh,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:dewas,ocd-division/country:in/state:mp/cd:dewas,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:ujjain,ocd-division/country:in/state:mp/cd:ujjain,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:mandsaur,ocd-division/country:in/state:mp/cd:mandsaur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:ratlam,ocd-division/country:in/state:mp/cd:ratlam,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:dhar,ocd-division/country:in/state:mp/cd:dhar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:indore,ocd-division/country:in/state:mp/cd:indore,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:khargone,ocd-division/country:in/state:mp/cd:khargone,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:khandwa,ocd-division/country:in/state:mp/cd:khandwa,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mp/lok_sabha:betul,ocd-division/country:in/state:mp/cd:betul,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:nandurbar,ocd-division/country:in/state:mh/cd:nandurbar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:dhule,ocd-division/country:in/state:mh/cd:dhule,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:jalgaon,ocd-division/country:in/state:mh/cd:jalgaon,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:raver,ocd-division/country:in/state:mh/cd:raver,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:buldhana,ocd-division/country:in/state:mh/cd:buldhana,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:akola,ocd-division/country:in/state:mh/cd:akola,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:amravati,ocd-division/country:in/state:mh/cd:amravati,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:wardha,ocd-division/country:in/state:mh/cd:wardha,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:ramtek,ocd-division/country:in/state:mh/cd:ramtek,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:nagpur,ocd-division/country:in/state:mh/cd:nagpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:bhandara-gondiya,ocd-division/country:in/state:mh/cd:bhandara-gondiya,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:gadchiroli-chimur,ocd-division/country:in/state:mh/cd:gadchiroli-chimur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:chandrapur,ocd-division/country:in/state:mh/cd:chandrapur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:yavatmal-washim,ocd-division/country:in/state:mh/cd:yavatmal-washim,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:hingoli,ocd-division/country:in/state:mh/cd:hingoli,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:nanded,ocd-division/country:in/state:mh/cd:nanded,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:parbhani,ocd-division/country:in/state:mh/cd:parbhani,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:jalna,ocd-division/country:in/state:mh/cd:jalna,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:aurangabad,ocd-division/country:in/state:mh/cd:aurangabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:dindori,ocd-division/country:in/state:mh/cd:dindori,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:nashik,ocd-division/country:in/state:mh/cd:nashik,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:palghar,ocd-division/country:in/state:mh/cd:palghar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:bhiwandi,ocd-division/country:in/state:mh/cd:bhiwandi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:kalyan,ocd-division/country:in/state:mh/cd:kalyan,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:thane,ocd-division/country:in/state:mh/cd:thane,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:mumbai_north,ocd-division/country:in/state:mh/cd:mumbai_north,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:mumbai_north_west,ocd-division/country:in/state:mh/cd:mumbai_north_west,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:mumbai_north_east,ocd-division/country:in/state:mh/cd:mumbai_north_east,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:mumbai_north_central,ocd-division/country:in/state:mh/cd:mumbai_north_central,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:mumbai_south_central,ocd-division/country:in/state:mh/cd:mumbai_south_central,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:mumbai_south,ocd-division/country:in/state:mh/cd:mumbai_south,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:raigad,ocd-division/country:in/state:mh/cd:raigad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:maval,ocd-division/country:in/state:mh/cd:maval,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:pune,ocd-division/country:in/state:mh/cd:pune,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:baramati,ocd-division/country:in/state:mh/cd:baramati,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:shirur,ocd-division/country:in/state:mh/cd:shirur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:ahmednagar,ocd-division/country:in/state:mh/cd:ahmednagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:shirdi,ocd-division/country:in/state:mh/cd:shirdi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:beed,ocd-division/country:in/state:mh/cd:beed,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:osmanabad,ocd-division/country:in/state:mh/cd:osmanabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:latur,ocd-division/country:in/state:mh/cd:latur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:solapur,ocd-division/country:in/state:mh/cd:solapur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:madha,ocd-division/country:in/state:mh/cd:madha,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:sangli,ocd-division/country:in/state:mh/cd:sangli,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:satara,ocd-division/country:in/state:mh/cd:satara,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:ratnagiri-sindhudurg,ocd-division/country:in/state:mh/cd:ratnagiri-sindhudurg,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:kolhapur,ocd-division/country:in/state:mh/cd:kolhapur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mh/lok_sabha:hatkanangle,ocd-division/country:in/state:mh/cd:hatkanangle,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mn/lok_sabha:inner_manipur,ocd-division/country:in/state:mn/cd:inner_manipur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mn/lok_sabha:outer_manipur,ocd-division/country:in/state:mn/cd:outer_manipur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:ml/lok_sabha:shillong,ocd-division/country:in/state:ml/cd:shillong,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:ml/lok_sabha:tura,ocd-division/country:in/state:ml/cd:tura,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:mz/lok_sabha:mizoram,ocd-division/country:in/state:mz/cd:mizoram,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:nl/lok_sabha:nagaland,ocd-division/country:in/state:nl/cd:nagaland,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:bargarh,ocd-division/country:in/state:or/cd:bargarh,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:sundargarh,ocd-division/country:in/state:or/cd:sundargarh,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:sambalpur,ocd-division/country:in/state:or/cd:sambalpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:keonjhar,ocd-division/country:in/state:or/cd:keonjhar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:mayurbhanj,ocd-division/country:in/state:or/cd:mayurbhanj,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:balasore,ocd-division/country:in/state:or/cd:balasore,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:bhadrak,ocd-division/country:in/state:or/cd:bhadrak,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:jajpur,ocd-division/country:in/state:or/cd:jajpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:dhenkanal,ocd-division/country:in/state:or/cd:dhenkanal,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:bolangir,ocd-division/country:in/state:or/cd:bolangir,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:kalahandi,ocd-division/country:in/state:or/cd:kalahandi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:nabarangpur,ocd-division/country:in/state:or/cd:nabarangpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:kandhamal,ocd-division/country:in/state:or/cd:kandhamal,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:cuttack,ocd-division/country:in/state:or/cd:cuttack,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:kendrapara,ocd-division/country:in/state:or/cd:kendrapara,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:jagatsinghpur,ocd-division/country:in/state:or/cd:jagatsinghpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:puri,ocd-division/country:in/state:or/cd:puri,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:bhubaneswar,ocd-division/country:in/state:or/cd:bhubaneswar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:aska,ocd-division/country:in/state:or/cd:aska,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:berhampur,ocd-division/country:in/state:or/cd:berhampur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:or/lok_sabha:koraput,ocd-division/country:in/state:or/cd:koraput,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:pb/lok_sabha:gurdaspur,ocd-division/country:in/state:pb/cd:gurdaspur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:pb/lok_sabha:amritsar,ocd-division/country:in/state:pb/cd:amritsar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:pb/lok_sabha:khadoor_sahib,ocd-division/country:in/state:pb/cd:khadoor_sahib,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:pb/lok_sabha:jalandhar,ocd-division/country:in/state:pb/cd:jalandhar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:pb/lok_sabha:hoshiarpur,ocd-division/country:in/state:pb/cd:hoshiarpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:pb/lok_sabha:anandpur_sahib,ocd-division/country:in/state:pb/cd:anandpur_sahib,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:pb/lok_sabha:ludhiana,ocd-division/country:in/state:pb/cd:ludhiana,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:pb/lok_sabha:fatehgarh_sahib,ocd-division/country:in/state:pb/cd:fatehgarh_sahib,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:pb/lok_sabha:faridkot,ocd-division/country:in/state:pb/cd:faridkot,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:pb/lok_sabha:firozpur,ocd-division/country:in/state:pb/cd:firozpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:pb/lok_sabha:bathinda,ocd-division/country:in/state:pb/cd:bathinda,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:pb/lok_sabha:sangrur,ocd-division/country:in/state:pb/cd:sangrur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:pb/lok_sabha:patiala,ocd-division/country:in/state:pb/cd:patiala,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:ganganagar,ocd-division/country:in/state:rj/cd:ganganagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:bikaner,ocd-division/country:in/state:rj/cd:bikaner,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:churu,ocd-division/country:in/state:rj/cd:churu,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:jhunjhunu,ocd-division/country:in/state:rj/cd:jhunjhunu,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:sikar,ocd-division/country:in/state:rj/cd:sikar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:jaipur_rural,ocd-division/country:in/state:rj/cd:jaipur_rural,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:jaipur,ocd-division/country:in/state:rj/cd:jaipur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:alwar,ocd-division/country:in/state:rj/cd:alwar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:bharatpur,ocd-division/country:in/state:rj/cd:bharatpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:karauli-dholpur,ocd-division/country:in/state:rj/cd:karauli-dholpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:dausa,ocd-division/country:in/state:rj/cd:dausa,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:tonk-sawai_madhopur,ocd-division/country:in/state:rj/cd:tonk-sawai_madhopur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:ajmer,ocd-division/country:in/state:rj/cd:ajmer,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:nagaur,ocd-division/country:in/state:rj/cd:nagaur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:pali,ocd-division/country:in/state:rj/cd:pali,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:jodhpur,ocd-division/country:in/state:rj/cd:jodhpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:barmer,ocd-division/country:in/state:rj/cd:barmer,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:jalore,ocd-division/country:in/state:rj/cd:jalore,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:udaipur,ocd-division/country:in/state:rj/cd:udaipur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:banswara,ocd-division/country:in/state:rj/cd:banswara,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:chittorgarh,ocd-division/country:in/state:rj/cd:chittorgarh,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:rajsamand,ocd-division/country:in/state:rj/cd:rajsamand,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:bhilwara,ocd-division/country:in/state:rj/cd:bhilwara,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:kota,ocd-division/country:in/state:rj/cd:kota,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:rj/lok_sabha:jhalawar-baran,ocd-division/country:in/state:rj/cd:jhalawar-baran,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:sk/lok_sabha:sikkim,ocd-division/country:in/state:sk/cd:sikkim,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:thiruvallur,ocd-division/country:in/state:tn/cd:thiruvallur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:chennai_north,ocd-division/country:in/state:tn/cd:chennai_north,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:chennai_south,ocd-division/country:in/state:tn/cd:chennai_south,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:chennai_central,ocd-division/country:in/state:tn/cd:chennai_central,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:sriperumbudur,ocd-division/country:in/state:tn/cd:sriperumbudur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:kancheepuram,ocd-division/country:in/state:tn/cd:kancheepuram,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:arakkonam,ocd-division/country:in/state:tn/cd:arakkonam,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:vellore,ocd-division/country:in/state:tn/cd:vellore,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:krishnagiri,ocd-division/country:in/state:tn/cd:krishnagiri,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:dharmapuri,ocd-division/country:in/state:tn/cd:dharmapuri,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:tiruvannamalai,ocd-division/country:in/state:tn/cd:tiruvannamalai,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:arani,ocd-division/country:in/state:tn/cd:arani,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:villupuram,ocd-division/country:in/state:tn/cd:villupuram,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:kallakurichi,ocd-division/country:in/state:tn/cd:kallakurichi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:salem,ocd-division/country:in/state:tn/cd:salem,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:namakkal,ocd-division/country:in/state:tn/cd:namakkal,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:erode,ocd-division/country:in/state:tn/cd:erode,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:tiruppur,ocd-division/country:in/state:tn/cd:tiruppur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:nilgiris,ocd-division/country:in/state:tn/cd:nilgiris,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:coimbatore,ocd-division/country:in/state:tn/cd:coimbatore,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:pollachi,ocd-division/country:in/state:tn/cd:pollachi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:dindigul,ocd-division/country:in/state:tn/cd:dindigul,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:karur,ocd-division/country:in/state:tn/cd:karur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:tiruchirappalli,ocd-division/country:in/state:tn/cd:tiruchirappalli,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:perambalur,ocd-division/country:in/state:tn/cd:perambalur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:cuddalore,ocd-division/country:in/state:tn/cd:cuddalore,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:chidambaram,ocd-division/country:in/state:tn/cd:chidambaram,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:mayiladuturai,ocd-division/country:in/state:tn/cd:mayiladuturai,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:nagapattinam,ocd-division/country:in/state:tn/cd:nagapattinam,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:thanjavur,ocd-division/country:in/state:tn/cd:thanjavur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:sivaganga,ocd-division/country:in/state:tn/cd:sivaganga,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:madurai,ocd-division/country:in/state:tn/cd:madurai,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:theni,ocd-division/country:in/state:tn/cd:theni,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:virudhunagar,ocd-division/country:in/state:tn/cd:virudhunagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:ramanathapuram,ocd-division/country:in/state:tn/cd:ramanathapuram,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:thoothukudi,ocd-division/country:in/state:tn/cd:thoothukudi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:tenkasi,ocd-division/country:in/state:tn/cd:tenkasi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:tirunelveli,ocd-division/country:in/state:tn/cd:tirunelveli,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tn/lok_sabha:kanyakumari,ocd-division/country:in/state:tn/cd:kanyakumari,Added for backwards compatibility with lok_sabha identifiers
