id,sameAs,sameAsNote
ocd-division/country:my/state:02/ed:p017,ocd-division/country:my/state:02/ed:padang_serai,Added for backwards compatability
ocd-division/country:my/state:02/ed:p018,ocd-division/country:my/state:02/ed:kulim-bandar_baharu,Added for backwards compatability
ocd-division/country:my/state:03/ed:p019,ocd-division/country:my/state:03/ed:tumpat,Added for backwards compatability
ocd-division/country:my/state:03/ed:p020,ocd-division/country:my/state:03/ed:pengkalan_chepa,Added for backwards compatability
ocd-division/country:my/state:03/ed:p021,ocd-division/country:my/state:03/ed:kota_bharu,Added for backwards compatability
ocd-division/country:my/state:03/ed:p022,ocd-division/country:my/state:03/ed:pasir_mas,Added for backwards compatability
ocd-division/country:my/state:03/ed:p023,ocd-division/country:my/state:03/ed:rantau_panjang,Added for backwards compatability
ocd-division/country:my/state:03/ed:p024,ocd-division/country:my/state:03/ed:kubang_kerian,Added for backwards compatability
ocd-division/country:my/state:03/ed:p025,ocd-division/country:my/state:03/ed:bachok,Added for backwards compatability
ocd-division/country:my/state:03/ed:p026,ocd-division/country:my/state:03/ed:ketereh,Added for backwards compatability
ocd-division/country:my/state:03/ed:p027,ocd-division/country:my/state:03/ed:tanah_merah,Added for backwards compatability
ocd-division/country:my/state:03/ed:p028,ocd-division/country:my/state:03/ed:pasir_puteh,Added for backwards compatability
ocd-division/country:my/state:03/ed:p029,ocd-division/country:my/state:03/ed:machang,Added for backwards compatability
ocd-division/country:my/state:03/ed:p030,ocd-division/country:my/state:03/ed:jeli,Added for backwards compatability
ocd-division/country:my/state:03/ed:p031,ocd-division/country:my/state:03/ed:kuala_krai,Added for backwards compatability
ocd-division/country:my/state:03/ed:p032,ocd-division/country:my/state:03/ed:gua_musang,Added for backwards compatability
ocd-division/country:my/state:04/ed:p134,ocd-division/country:my/state:04/ed:masjid_tanah,Added for backwards compatability
ocd-division/country:my/state:04/ed:p135,ocd-division/country:my/state:04/ed:alor_gajah,Added for backwards compatability
ocd-division/country:my/state:04/ed:p136,ocd-division/country:my/state:04/ed:tangga_batu,Added for backwards compatability
ocd-division/country:my/state:04/ed:p137,ocd-division/country:my/state:04/ed:bukit_katil,Added for backwards compatability
ocd-division/country:my/state:04/ed:p138,ocd-division/country:my/state:04/ed:kota_melaka,Added for backwards compatability
ocd-division/country:my/state:04/ed:p139,ocd-division/country:my/state:04/ed:jasin,Added for backwards compatability
ocd-division/country:my/state:05/ed:p126,ocd-division/country:my/state:05/ed:jelebu,Added for backwards compatability
ocd-division/country:my/state:05/ed:p127,ocd-division/country:my/state:05/ed:jempol,Added for backwards compatability
ocd-division/country:my/state:05/ed:p128,ocd-division/country:my/state:05/ed:seremban,Added for backwards compatability
ocd-division/country:my/state:05/ed:p129,ocd-division/country:my/state:05/ed:kuala_pilah,Added for backwards compatability
ocd-division/country:my/state:05/ed:p130,ocd-division/country:my/state:05/ed:rasah,Added for backwards compatability
ocd-division/country:my/state:05/ed:p131,ocd-division/country:my/state:05/ed:rembau,Added for backwards compatability
ocd-division/country:my/state:05/ed:p132,ocd-division/country:my/state:05/ed:telok_kemang,Added for backwards compatability
ocd-division/country:my/state:05/ed:p133,ocd-division/country:my/state:05/ed:tampin,Added for backwards compatability
ocd-division/country:my/state:06/ed:p078,ocd-division/country:my/state:06/ed:cameron_highlands,Added for backwards compatability
ocd-division/country:my/state:06/ed:p079,ocd-division/country:my/state:06/ed:lipis,Added for backwards compatability
ocd-division/country:my/state:06/ed:p080,ocd-division/country:my/state:06/ed:raub,Added for backwards compatability
ocd-division/country:my/state:06/ed:p081,ocd-division/country:my/state:06/ed:jerantut,Added for backwards compatability
ocd-division/country:my/state:06/ed:p082,ocd-division/country:my/state:06/ed:indera_mahkota,Added for backwards compatability
ocd-division/country:my/state:06/ed:p083,ocd-division/country:my/state:06/ed:kuantan,Added for backwards compatability
ocd-division/country:my/state:06/ed:p084,ocd-division/country:my/state:06/ed:paya_besar,Added for backwards compatability
ocd-division/country:my/state:06/ed:p085,ocd-division/country:my/state:06/ed:pekan,Added for backwards compatability
ocd-division/country:my/state:06/ed:p086,ocd-division/country:my/state:06/ed:maran,Added for backwards compatability
ocd-division/country:my/state:06/ed:p087,ocd-division/country:my/state:06/ed:kuala_krau,Added for backwards compatability
ocd-division/country:my/state:06/ed:p088,ocd-division/country:my/state:06/ed:temerloh,Added for backwards compatability
ocd-division/country:my/state:06/ed:p089,ocd-division/country:my/state:06/ed:bentong,Added for backwards compatability
ocd-division/country:my/state:06/ed:p090,ocd-division/country:my/state:06/ed:bera,Added for backwards compatability
ocd-division/country:my/state:06/ed:p091,ocd-division/country:my/state:06/ed:rompin,Added for backwards compatability
ocd-division/country:my/state:07/ed:p041,ocd-division/country:my/state:07/ed:kepala_batas,Added for backwards compatability
ocd-division/country:my/state:07/ed:p042,ocd-division/country:my/state:07/ed:tasek_gelugor,Added for backwards compatability
ocd-division/country:my/state:07/ed:p043,ocd-division/country:my/state:07/ed:bagan,Added for backwards compatability
ocd-division/country:my/state:07/ed:p044,ocd-division/country:my/state:07/ed:permatang_pauh,Added for backwards compatability
ocd-division/country:my/state:07/ed:p045,ocd-division/country:my/state:07/ed:bukit_mertajam,Added for backwards compatability
ocd-division/country:my/state:07/ed:p046,ocd-division/country:my/state:07/ed:batu_kawan,Added for backwards compatability
ocd-division/country:my/state:07/ed:p047,ocd-division/country:my/state:07/ed:nibong_tebal,Added for backwards compatability
ocd-division/country:my/state:07/ed:p048,ocd-division/country:my/state:07/ed:bukit_bendera,Added for backwards compatability
ocd-division/country:my/state:07/ed:p049,ocd-division/country:my/state:07/ed:tanjong,Added for backwards compatability
ocd-division/country:my/state:07/ed:p050,ocd-division/country:my/state:07/ed:jelutong,Added for backwards compatability
ocd-division/country:my/state:07/ed:p051,ocd-division/country:my/state:07/ed:bukit_gelugor,Added for backwards compatability
ocd-division/country:my/state:07/ed:p052,ocd-division/country:my/state:07/ed:bayan_baru,Added for backwards compatability
ocd-division/country:my/state:07/ed:p053,ocd-division/country:my/state:07/ed:balik_pulau,Added for backwards compatability
ocd-division/country:my/state:08/ed:p054,ocd-division/country:my/state:08/ed:gerik,Added for backwards compatability
ocd-division/country:my/state:08/ed:p055,ocd-division/country:my/state:08/ed:lenggong,Added for backwards compatability
ocd-division/country:my/state:08/ed:p056,ocd-division/country:my/state:08/ed:larut,Added for backwards compatability
ocd-division/country:my/state:08/ed:p057,ocd-division/country:my/state:08/ed:parit_buntar,Added for backwards compatability
ocd-division/country:my/state:08/ed:p058,ocd-division/country:my/state:08/ed:bagan_serai,Added for backwards compatability
ocd-division/country:my/state:08/ed:p059,ocd-division/country:my/state:08/ed:bukit_gantang,Added for backwards compatability
ocd-division/country:my/state:08/ed:p060,ocd-division/country:my/state:08/ed:taiping,Added for backwards compatability
ocd-division/country:my/state:08/ed:p061,ocd-division/country:my/state:08/ed:padang_rengas,Added for backwards compatability
ocd-division/country:my/state:08/ed:p062,ocd-division/country:my/state:08/ed:sungai_siput,Added for backwards compatability
ocd-division/country:my/state:08/ed:p063,ocd-division/country:my/state:08/ed:tambun,Added for backwards compatability
ocd-division/country:my/state:08/ed:p064,ocd-division/country:my/state:08/ed:ipoh_timor,Added for backwards compatability
ocd-division/country:my/state:08/ed:p065,ocd-division/country:my/state:08/ed:ipoh_barat,Added for backwards compatability
ocd-division/country:my/state:08/ed:p066,ocd-division/country:my/state:08/ed:batu_gajah,Added for backwards compatability
ocd-division/country:my/state:08/ed:p067,ocd-division/country:my/state:08/ed:kuala_kangsar,Added for backwards compatability
ocd-division/country:my/state:08/ed:p068,ocd-division/country:my/state:08/ed:beruas,Added for backwards compatability
ocd-division/country:my/state:08/ed:p069,ocd-division/country:my/state:08/ed:parit,Added for backwards compatability
ocd-division/country:my/state:08/ed:p070,ocd-division/country:my/state:08/ed:kampar,Added for backwards compatability
ocd-division/country:my/state:08/ed:p071,ocd-division/country:my/state:08/ed:gopeng,Added for backwards compatability
ocd-division/country:my/state:08/ed:p072,ocd-division/country:my/state:08/ed:tapah,Added for backwards compatability
ocd-division/country:my/state:08/ed:p073,ocd-division/country:my/state:08/ed:pasir_salak,Added for backwards compatability
ocd-division/country:my/state:08/ed:p074,ocd-division/country:my/state:08/ed:lumut,Added for backwards compatability
ocd-division/country:my/state:08/ed:p075,ocd-division/country:my/state:08/ed:bagan_datok,Added for backwards compatability
ocd-division/country:my/state:08/ed:p076,ocd-division/country:my/state:08/ed:telok_intan,Added for backwards compatability
ocd-division/country:my/state:08/ed:p077,ocd-division/country:my/state:08/ed:tanjong_malim,Added for backwards compatability
ocd-division/country:my/state:09/ed:p001,ocd-division/country:my/state:09/ed:padang_besar,Added for backwards compatability
ocd-division/country:my/state:09/ed:p002,ocd-division/country:my/state:09/ed:kangar,Added for backwards compatability
ocd-division/country:my/state:09/ed:p003,ocd-division/country:my/state:09/ed:arau,Added for backwards compatability
ocd-division/country:my/state:10/ed:p092,ocd-division/country:my/state:10/ed:sabak_bernam,Added for backwards compatability
ocd-division/country:my/state:10/ed:p093,ocd-division/country:my/state:10/ed:sungai_besar,Added for backwards compatability
ocd-division/country:my/state:10/ed:p094,ocd-division/country:my/state:10/ed:hulu_selangor,Added for backwards compatability
ocd-division/country:my/state:10/ed:p095,ocd-division/country:my/state:10/ed:tanjong_karang,Added for backwards compatability
ocd-division/country:my/state:10/ed:p096,ocd-division/country:my/state:10/ed:kuala_selangor,Added for backwards compatability
ocd-division/country:my/state:10/ed:p097,ocd-division/country:my/state:10/ed:selayang,Added for backwards compatability
ocd-division/country:my/state:10/ed:p098,ocd-division/country:my/state:10/ed:gombak,Added for backwards compatability
ocd-division/country:my/state:10/ed:p099,ocd-division/country:my/state:10/ed:ampang,Added for backwards compatability
ocd-division/country:my/state:10/ed:p100,ocd-division/country:my/state:10/ed:pandan,Added for backwards compatability
ocd-division/country:my/state:10/ed:p101,ocd-division/country:my/state:10/ed:hulu_langat,Added for backwards compatability
ocd-division/country:my/state:10/ed:p102,ocd-division/country:my/state:10/ed:serdang,Added for backwards compatability
ocd-division/country:my/state:10/ed:p103,ocd-division/country:my/state:10/ed:puchong,Added for backwards compatability
ocd-division/country:my/state:10/ed:p104,ocd-division/country:my/state:10/ed:kelana_jaya,Added for backwards compatability
ocd-division/country:my/state:10/ed:p105,ocd-division/country:my/state:10/ed:petaling_jaya_selatan,Added for backwards compatability
ocd-division/country:my/state:10/ed:p106,ocd-division/country:my/state:10/ed:petaling_jaya_utara,Added for backwards compatability
ocd-division/country:my/state:10/ed:p107,ocd-division/country:my/state:10/ed:subang,Added for backwards compatability
ocd-division/country:my/state:10/ed:p108,ocd-division/country:my/state:10/ed:shah_alam,Added for backwards compatability
ocd-division/country:my/state:10/ed:p109,ocd-division/country:my/state:10/ed:kapar,Added for backwards compatability
ocd-division/country:my/state:10/ed:p110,ocd-division/country:my/state:10/ed:klang,Added for backwards compatability
ocd-division/country:my/state:10/ed:p111,ocd-division/country:my/state:10/ed:kota_raja,Added for backwards compatability
ocd-division/country:my/state:10/ed:p112,ocd-division/country:my/state:10/ed:kuala_langat,Added for backwards compatability
ocd-division/country:my/state:10/ed:p113,ocd-division/country:my/state:10/ed:sepang,Added for backwards compatability
ocd-division/country:my/state:11/ed:p033,ocd-division/country:my/state:11/ed:besut,Added for backwards compatability
ocd-division/country:my/state:11/ed:p034,ocd-division/country:my/state:11/ed:setiu,Added for backwards compatability
ocd-division/country:my/state:11/ed:p035,ocd-division/country:my/state:11/ed:kuala_nerus,Added for backwards compatability
ocd-division/country:my/state:11/ed:p036,ocd-division/country:my/state:11/ed:kuala_terengganu,Added for backwards compatability
ocd-division/country:my/state:11/ed:p037,ocd-division/country:my/state:11/ed:marang,Added for backwards compatability
ocd-division/country:my/state:11/ed:p038,ocd-division/country:my/state:11/ed:hulu_terengganu,Added for backwards compatability
ocd-division/country:my/state:11/ed:p039,ocd-division/country:my/state:11/ed:dungun,Added for backwards compatability
ocd-division/country:my/state:11/ed:p040,ocd-division/country:my/state:11/ed:kemaman,Added for backwards compatability
ocd-division/country:my/state:12/ed:p167,ocd-division/country:my/state:12/ed:kudat,Added for backwards compatability
ocd-division/country:my/state:12/ed:p168,ocd-division/country:my/state:12/ed:kota_marudu,Added for backwards compatability
ocd-division/country:my/state:12/ed:p169,ocd-division/country:my/state:12/ed:kota_belud,Added for backwards compatability
ocd-division/country:my/state:12/ed:p170,ocd-division/country:my/state:12/ed:tuaran,Added for backwards compatability
ocd-division/country:my/state:12/ed:p171,ocd-division/country:my/state:12/ed:sepanggar,Added for backwards compatability
ocd-division/country:my/state:12/ed:p172,ocd-division/country:my/state:12/ed:kota_kinabalu,Added for backwards compatability
ocd-division/country:my/state:12/ed:p173,ocd-division/country:my/state:12/ed:putatan,Added for backwards compatability
ocd-division/country:my/state:12/ed:p174,ocd-division/country:my/state:12/ed:penampang,Added for backwards compatability
ocd-division/country:my/state:12/ed:p175,ocd-division/country:my/state:12/ed:papar,Added for backwards compatability
ocd-division/country:my/state:12/ed:p176,ocd-division/country:my/state:12/ed:kimanis,Added for backwards compatability
ocd-division/country:my/state:12/ed:p177,ocd-division/country:my/state:12/ed:beaufort,Added for backwards compatability
ocd-division/country:my/state:12/ed:p178,ocd-division/country:my/state:12/ed:sipitang,Added for backwards compatability
ocd-division/country:my/state:12/ed:p179,ocd-division/country:my/state:12/ed:ranau,Added for backwards compatability
ocd-division/country:my/state:12/ed:p180,ocd-division/country:my/state:12/ed:keningau,Added for backwards compatability
ocd-division/country:my/state:12/ed:p181,ocd-division/country:my/state:12/ed:tenom,Added for backwards compatability
ocd-division/country:my/state:12/ed:p182,ocd-division/country:my/state:12/ed:pensiangan,Added for backwards compatability
ocd-division/country:my/state:12/ed:p183,ocd-division/country:my/state:12/ed:beluran,Added for backwards compatability
ocd-division/country:my/state:12/ed:p184,ocd-division/country:my/state:12/ed:libaran,Added for backwards compatability
ocd-division/country:my/state:12/ed:p185,ocd-division/country:my/state:12/ed:batu_sapi,Added for backwards compatability
ocd-division/country:my/state:12/ed:p186,ocd-division/country:my/state:12/ed:sandakan,Added for backwards compatability
ocd-division/country:my/state:12/ed:p187,ocd-division/country:my/state:12/ed:kinabatangan,Added for backwards compatability
ocd-division/country:my/state:12/ed:p188,ocd-division/country:my/state:12/ed:silam,Added for backwards compatability
ocd-division/country:my/state:12/ed:p189,ocd-division/country:my/state:12/ed:semporna,Added for backwards compatability
ocd-division/country:my/state:12/ed:p190,ocd-division/country:my/state:12/ed:tawau,Added for backwards compatability
ocd-division/country:my/state:12/ed:p191,ocd-division/country:my/state:12/ed:kalabakan,Added for backwards compatability
ocd-division/country:my/state:13/ed:p192,ocd-division/country:my/state:13/ed:mas_gading,Added for backwards compatability
ocd-division/country:my/state:13/ed:p193,ocd-division/country:my/state:13/ed:santubong,Added for backwards compatability
ocd-division/country:my/state:13/ed:p194,ocd-division/country:my/state:13/ed:petra_jaya,Added for backwards compatability
ocd-division/country:my/state:13/ed:p195,ocd-division/country:my/state:13/ed:bandar_kuching,Added for backwards compatability
ocd-division/country:my/state:13/ed:p196,ocd-division/country:my/state:13/ed:stampin,Added for backwards compatability
ocd-division/country:my/state:13/ed:p197,ocd-division/country:my/state:13/ed:kota_samarahan,Added for backwards compatability
ocd-division/country:my/state:13/ed:p198,ocd-division/country:my/state:13/ed:mambong,Added for backwards compatability
ocd-division/country:my/state:13/ed:p199,ocd-division/country:my/state:13/ed:serian,Added for backwards compatability
ocd-division/country:my/state:13/ed:p200,ocd-division/country:my/state:13/ed:batang_sadong,Added for backwards compatability
ocd-division/country:my/state:13/ed:p201,ocd-division/country:my/state:13/ed:batang_lupar,Added for backwards compatability
ocd-division/country:my/state:13/ed:p202,ocd-division/country:my/state:13/ed:sri_aman,Added for backwards compatability
ocd-division/country:my/state:13/ed:p203,ocd-division/country:my/state:13/ed:lubok_antu,Added for backwards compatability
ocd-division/country:my/state:13/ed:p204,ocd-division/country:my/state:13/ed:betong,Added for backwards compatability
ocd-division/country:my/state:13/ed:p205,ocd-division/country:my/state:13/ed:saratok,Added for backwards compatability
ocd-division/country:my/state:13/ed:p206,ocd-division/country:my/state:13/ed:tanjong_manis,Added for backwards compatability
ocd-division/country:my/state:13/ed:p207,ocd-division/country:my/state:13/ed:igan,Added for backwards compatability
ocd-division/country:my/state:13/ed:p208,ocd-division/country:my/state:13/ed:sarikei,Added for backwards compatability
ocd-division/country:my/state:13/ed:p209,ocd-division/country:my/state:13/ed:julau,Added for backwards compatability
ocd-division/country:my/state:13/ed:p210,ocd-division/country:my/state:13/ed:kanowit,Added for backwards compatability
ocd-division/country:my/state:13/ed:p211,ocd-division/country:my/state:13/ed:lanang,Added for backwards compatability
ocd-division/country:my/state:13/ed:p212,ocd-division/country:my/state:13/ed:sibu,Added for backwards compatability
ocd-division/country:my/state:13/ed:p213,ocd-division/country:my/state:13/ed:mukah,Added for backwards compatability
ocd-division/country:my/state:13/ed:p214,ocd-division/country:my/state:13/ed:selangau,Added for backwards compatability
ocd-division/country:my/state:13/ed:p215,ocd-division/country:my/state:13/ed:kapit,Added for backwards compatability
ocd-division/country:my/state:13/ed:p216,ocd-division/country:my/state:13/ed:hulu_rajang,Added for backwards compatability
ocd-division/country:my/state:13/ed:p217,ocd-division/country:my/state:13/ed:bintulu,Added for backwards compatability
ocd-division/country:my/state:13/ed:p218,ocd-division/country:my/state:13/ed:sibuti,Added for backwards compatability
ocd-division/country:my/state:13/ed:p219,ocd-division/country:my/state:13/ed:miri,Added for backwards compatability
ocd-division/country:my/state:13/ed:p220,ocd-division/country:my/state:13/ed:baram,Added for backwards compatability
ocd-division/country:my/state:13/ed:p221,ocd-division/country:my/state:13/ed:limbang,Added for backwards compatability
ocd-division/country:my/state:13/ed:p222,ocd-division/country:my/state:13/ed:lawas,Added for backwards compatability
ocd-division/country:my/territory:14/ed:p114,ocd-division/country:my/territory:14/ed:kepong,Added for backwards compatability
ocd-division/country:my/territory:14/ed:p115,ocd-division/country:my/territory:14/ed:batu,Added for backwards compatability
ocd-division/country:my/territory:14/ed:p116,ocd-division/country:my/territory:14/ed:wangsa_maju,Added for backwards compatability
ocd-division/country:my/territory:14/ed:p117,ocd-division/country:my/territory:14/ed:segambut,Added for backwards compatability
ocd-division/country:my/territory:14/ed:p118,ocd-division/country:my/territory:14/ed:setiawangsa,Added for backwards compatability
ocd-division/country:my/territory:14/ed:p119,ocd-division/country:my/territory:14/ed:titiwangsa,Added for backwards compatability
ocd-division/country:my/territory:14/ed:p120,ocd-division/country:my/territory:14/ed:bukit_bintang,Added for backwards compatability
ocd-division/country:my/territory:14/ed:p121,ocd-division/country:my/territory:14/ed:lembah_pantai,Added for backwards compatability
ocd-division/country:my/territory:14/ed:p122,ocd-division/country:my/territory:14/ed:seputeh,Added for backwards compatability
ocd-division/country:my/territory:14/ed:p123,ocd-division/country:my/territory:14/ed:cheras,Added for backwards compatability
ocd-division/country:my/territory:14/ed:p124,ocd-division/country:my/territory:14/ed:bandar_tun_razak,Added for backwards compatability
ocd-division/country:my/territory:15/ed:p166,ocd-division/country:my/territory:15/ed:labuan,Added for backwards compatability
ocd-division/country:my/territory:16/ed:p125,ocd-division/country:my/territory:16/ed:putrajaya,Added for backwards compatability
