id,name,gss_code
ocd-division/country:gb/part:eng/pcon:blaydon,Blaydon,E14000574
ocd-division/country:gb/part:eng/pcon:blyth_valley,Blyth Valley,E14000575
ocd-division/country:gb/part:eng/pcon:bognor_regis_and_littlehampton,Bognor Regis and Littlehampton,E14000576
ocd-division/country:gb/part:eng/pcon:bolsover,Bolsover,E14000577
ocd-division/country:gb/part:eng/pcon:bolton_north_east,Bolton North East,E14000578
ocd-division/country:gb/part:eng/pcon:bolton_south_east,Bolton South East,E14000579
ocd-division/country:gb/part:eng/pcon:bolton_west,Bolton West,E14000580
ocd-division/country:gb/part:eng/pcon:yeovil,Yeovil,E14001060
ocd-division/country:gb/part:eng/pcon:york_central,York Central,E14001061
ocd-division/country:gb/part:eng/pcon:york_outer,York Outer,E14001062
ocd-division/country:gb/part:nir/pcon:belfast_east,Belfast East,N06000001
ocd-division/country:gb/part:nir/pcon:belfast_north,Belfast North,N06000002
ocd-division/country:gb/part:nir/pcon:belfast_south,Belfast South,N06000003
ocd-division/country:gb/part:nir/pcon:belfast_west,Belfast West,N06000004
ocd-division/country:gb/part:nir/pcon:east_antrim,East Antrim,N06000005
ocd-division/country:gb/part:nir/pcon:east_londonderry,East Londonderry,N06000006
ocd-division/country:gb/part:nir/pcon:fermanagh_and_south_tyrone,Fermanagh and South Tyrone,N06000007
ocd-division/country:gb/part:nir/pcon:foyle,Foyle,N06000008
ocd-division/country:gb/part:nir/pcon:lagan_valley,Lagan Valley,N06000009
ocd-division/country:gb/part:nir/pcon:mid_ulster,Mid Ulster,N06000010
ocd-division/country:gb/part:nir/pcon:newry_and_armagh,Newry and Armagh,N06000011
ocd-division/country:gb/part:nir/pcon:north_antrim,North Antrim,N06000012
ocd-division/country:gb/part:nir/pcon:north_down,North Down,N06000013
ocd-division/country:gb/part:nir/pcon:south_antrim,South Antrim,N06000014
ocd-division/country:gb/part:nir/pcon:south_down,South Down,N06000015
ocd-division/country:gb/part:nir/pcon:strangford,Strangford,N06000016
ocd-division/country:gb/part:nir/pcon:upper_bann,Upper Bann,N06000017
ocd-division/country:gb/part:nir/pcon:west_tyrone,West Tyrone,N06000018
ocd-division/country:gb/part:eng/pcon:bournemouth_west,Bournemouth West,E14000585
ocd-division/country:gb/part:eng/pcon:bracknell,Bracknell,E14000586
ocd-division/country:gb/part:eng/pcon:brent_central,Brent Central,E14000591
ocd-division/country:gb/part:sct/pcon:dumfriesshire_clydesdale_and_tweeddale,"Dumfriesshire, Clydesdale and Tweeddale",S14000014
ocd-division/country:gb/part:sct/pcon:dundee_east,Dundee East,S14000015
ocd-division/country:gb/part:sct/pcon:dundee_west,Dundee West,S14000016
ocd-division/country:gb/part:sct/pcon:dunfermline_and_west_fife,Dunfermline and West Fife,S14000017
ocd-division/country:gb/part:sct/pcon:east_dunbartonshire,East Dunbartonshire,S14000018
ocd-division/country:gb/part:sct/pcon:east_kilbride_strathaven_and_lesmahagow,"East Kilbride, Strathaven and Lesmahagow",S14000019
ocd-division/country:gb/part:sct/pcon:east_lothian,East Lothian,S14000020
ocd-division/country:gb/part:sct/pcon:east_renfrewshire,East Renfrewshire,S14000021
ocd-division/country:gb/part:eng/pcon:brent_north,Brent North,E14000592
ocd-division/country:gb/part:eng/pcon:brentford_and_isleworth,Brentford and Isleworth,E14000593
ocd-division/country:gb/part:eng/pcon:brentwood_and_ongar,Brentwood and Ongar,E14000594
ocd-division/country:gb/part:eng/pcon:bridgwater_and_west_somerset,Bridgwater and West Somerset,E14000595
ocd-division/country:gb/part:eng/pcon:brigg_and_goole,Brigg and Goole,E14000596
ocd-division/country:gb/part:eng/pcon:brighton_kemptown,"Brighton, Kemptown",E14000597
ocd-division/country:gb/part:eng/pcon:brighton_pavilion,"Brighton, Pavilion",E14000598
ocd-division/country:gb/part:eng/pcon:bristol_east,Bristol East,E14000599
ocd-division/country:gb/part:eng/pcon:bristol_north_west,Bristol North West,E14000600
ocd-division/country:gb/part:eng/pcon:bristol_south,Bristol South,E14000601
ocd-division/country:gb/part:eng/pcon:bristol_west,Bristol West,E14000602
ocd-division/country:gb/part:eng/pcon:broadland,Broadland,E14000603
ocd-division/country:gb/part:eng/pcon:bromley_and_chislehurst,Bromley and Chislehurst,E14000604
ocd-division/country:gb/part:eng/pcon:bromsgrove,Bromsgrove,E14000605
ocd-division/country:gb/part:eng/pcon:broxbourne,Broxbourne,E14000606
ocd-division/country:gb/part:eng/pcon:broxtowe,Broxtowe,E14000607
ocd-division/country:gb/part:eng/pcon:buckingham,Buckingham,E14000608
ocd-division/country:gb/part:eng/pcon:burnley,Burnley,E14000609
ocd-division/country:gb/part:eng/pcon:burton,Burton,E14000610
ocd-division/country:gb/part:eng/pcon:bury_north,Bury North,E14000611
ocd-division/country:gb/part:eng/pcon:camberwell_and_peckham,Camberwell and Peckham,E14000615
ocd-division/country:gb/part:eng/pcon:camborne_and_redruth,Camborne and Redruth,E14000616
ocd-division/country:gb/part:eng/pcon:harrow_east,Harrow East,E14000731
ocd-division/country:gb/part:eng/pcon:cambridge,Cambridge,E14000617
ocd-division/country:gb/part:eng/pcon:cannock_chase,Cannock Chase,E14000618
ocd-division/country:gb/part:eng/pcon:canterbury,Canterbury,E14000619
ocd-division/country:gb/part:eng/pcon:carlisle,Carlisle,E14000620
ocd-division/country:gb/part:eng/pcon:heywood_and_middleton,Heywood and Middleton,E14000747
ocd-division/country:gb/part:eng/pcon:high_peak,High Peak,E14000748
ocd-division/country:gb/part:eng/pcon:hitchin_and_harpenden,Hitchin and Harpenden,E14000749
ocd-division/country:gb/part:eng/pcon:carshalton_and_wallington,Carshalton and Wallington,E14000621
ocd-division/country:gb/part:eng/pcon:castle_point,Castle Point,E14000622
ocd-division/country:gb/part:eng/pcon:central_devon,Central Devon,E14000623
ocd-division/country:gb/part:eng/pcon:central_suffolk_and_north_ipswich,Central Suffolk and North Ipswich,E14000624
ocd-division/country:gb/part:eng/pcon:charnwood,Charnwood,E14000625
ocd-division/country:gb/part:eng/pcon:chatham_and_aylesford,Chatham and Aylesford,E14000626
ocd-division/country:gb/part:eng/pcon:cheadle,Cheadle,E14000627
ocd-division/country:gb/part:eng/pcon:chelmsford,Chelmsford,E14000628
ocd-division/country:gb/part:eng/pcon:chingford_and_woodford_green,Chingford and Woodford Green,E14000634
ocd-division/country:gb/part:eng/pcon:chippenham,Chippenham,E14000635
ocd-division/country:gb/part:eng/pcon:chipping_barnet,Chipping Barnet,E14000636
ocd-division/country:gb/part:eng/pcon:chorley,Chorley,E14000637
ocd-division/country:gb/part:eng/pcon:christchurch,Christchurch,E14000638
ocd-division/country:gb/part:eng/pcon:islington_north,Islington North,E14000763
ocd-division/country:gb/part:eng/pcon:cities_of_london_and_westminster,Cities of London and Westminster,E14000639
ocd-division/country:gb/part:eng/pcon:city_of_chester,City of Chester,E14000640
ocd-division/country:gb/part:eng/pcon:city_of_durham,City of Durham,E14000641
ocd-division/country:gb/part:eng/pcon:clacton,Clacton,E14000642
ocd-division/country:gb/part:eng/pcon:cleethorpes,Cleethorpes,E14000643
ocd-division/country:gb/part:eng/pcon:islington_south_and_finsbury,Islington South and Finsbury,E14000764
ocd-division/country:gb/part:eng/pcon:jarrow,Jarrow,E14000765
ocd-division/country:gb/part:eng/pcon:keighley,Keighley,E14000766
ocd-division/country:gb/part:eng/pcon:kenilworth_and_southam,Kenilworth and Southam,E14000767
ocd-division/country:gb/part:eng/pcon:colchester,Colchester,E14000644
ocd-division/country:gb/part:eng/pcon:colne_valley,Colne Valley,E14000645
ocd-division/country:gb/part:eng/pcon:congleton,Congleton,E14000646
ocd-division/country:gb/part:eng/pcon:copeland,Copeland,E14000647
ocd-division/country:gb/part:eng/pcon:corby,Corby,E14000648
ocd-division/country:gb/part:eng/pcon:coventry_north_east,Coventry North East,E14000649
ocd-division/country:gb/part:eng/pcon:coventry_north_west,Coventry North West,E14000650
ocd-division/country:gb/part:eng/pcon:coventry_south,Coventry South,E14000651
ocd-division/country:gb/part:eng/pcon:crawley,Crawley,E14000652
ocd-division/country:gb/part:eng/pcon:croydon_central,Croydon Central,E14000654
ocd-division/country:gb/part:eng/pcon:croydon_north,Croydon North,E14000655
ocd-division/country:gb/part:eng/pcon:kensington,Kensington,E14000768
ocd-division/country:gb/part:eng/pcon:kettering,Kettering,E14000769
ocd-division/country:gb/part:eng/pcon:croydon_south,Croydon South,E14000656
ocd-division/country:gb/part:eng/pcon:dagenham_and_rainham,Dagenham and Rainham,E14000657
ocd-division/country:gb/part:eng/pcon:darlington,Darlington,E14000658
ocd-division/country:gb/part:eng/pcon:dartford,Dartford,E14000659
ocd-division/country:gb/part:eng/pcon:daventry,Daventry,E14000660
ocd-division/country:gb/part:eng/pcon:denton_and_reddish,Denton and Reddish,E14000661
ocd-division/country:gb/part:eng/pcon:derby_north,Derby North,E14000662
ocd-division/country:gb/part:eng/pcon:derby_south,Derby South,E14000663
ocd-division/country:gb/part:eng/pcon:derbyshire_dales,Derbyshire Dales,E14000664
ocd-division/country:gb/part:eng/pcon:dulwich_and_west_norwood,Dulwich and West Norwood,E14000673
ocd-division/country:gb/part:eng/pcon:luton_north,Luton North,E14000800
ocd-division/country:gb/part:eng/pcon:ealing_central_and_acton,Ealing Central and Acton,E14000674
ocd-division/country:gb/part:eng/pcon:north_west_cambridgeshire,North West Cambridgeshire,E14000855
ocd-division/country:gb/part:eng/pcon:north_west_durham,North West Durham,E14000856
ocd-division/country:gb/part:eng/pcon:north_west_hampshire,North West Hampshire,E14000857
ocd-division/country:gb/part:eng/pcon:north_west_leicestershire,North West Leicestershire,E14000858
ocd-division/country:gb/part:eng/pcon:north_west_norfolk,North West Norfolk,E14000859
ocd-division/country:gb/part:eng/pcon:north_wiltshire,North Wiltshire,E14000860
ocd-division/country:gb/part:eng/pcon:ealing_north,Ealing North,E14000675
ocd-division/country:gb/part:eng/pcon:ealing_southall,"Ealing, Southall",E14000676
ocd-division/country:gb/part:eng/pcon:easington,Easington,E14000677
ocd-division/country:gb/part:eng/pcon:east_devon,East Devon,E14000678
ocd-division/country:gb/part:eng/pcon:east_ham,East Ham,E14000679
ocd-division/country:gb/part:eng/pcon:east_hampshire,East Hampshire,E14000680
ocd-division/country:gb/part:eng/pcon:east_surrey,East Surrey,E14000681
ocd-division/country:gb/part:eng/pcon:east_worthing_and_shoreham,East Worthing and Shoreham,E14000682
ocd-division/country:gb/part:eng/pcon:east_yorkshire,East Yorkshire,E14000683
ocd-division/country:gb/part:eng/pcon:eastbourne,Eastbourne,E14000684
ocd-division/country:gb/part:eng/pcon:edmonton,Edmonton,E14000687
ocd-division/country:gb/part:eng/pcon:ellesmere_port_and_neston,Ellesmere Port and Neston,E14000688
ocd-division/country:gb/part:eng/pcon:elmet_and_rothwell,Elmet and Rothwell,E14000689
ocd-division/country:gb/part:eng/pcon:eltham,Eltham,E14000690
ocd-division/country:gb/part:eng/pcon:enfield_north,Enfield North,E14000691
ocd-division/country:gb/part:eng/pcon:enfield_southgate,"Enfield, Southgate",E14000692
ocd-division/country:gb/part:eng/pcon:epping_forest,Epping Forest,E14000693
ocd-division/country:gb/part:eng/pcon:epsom_and_ewell,Epsom and Ewell,E14000694
ocd-division/country:gb/part:eng/pcon:erewash,Erewash,E14000695
ocd-division/country:gb/part:eng/pcon:erith_and_thamesmead,Erith and Thamesmead,E14000696
ocd-division/country:gb/part:eng/pcon:esher_and_walton,Esher and Walton,E14000697
ocd-division/country:gb/part:eng/pcon:exeter,Exeter,E14000698
ocd-division/country:gb/part:eng/pcon:fareham,Fareham,E14000699
ocd-division/country:gb/part:eng/pcon:faversham_and_mid_kent,Faversham and Mid Kent,E14000700
ocd-division/country:gb/part:eng/pcon:feltham_and_heston,Feltham and Heston,E14000701
ocd-division/country:gb/part:eng/pcon:filton_and_bradley_stoke,Filton and Bradley Stoke,E14000702
ocd-division/country:gb/part:eng/pcon:finchley_and_golders_green,Finchley and Golders Green,E14000703
ocd-division/country:gb/part:eng/pcon:folkestone_and_hythe,Folkestone and Hythe,E14000704
ocd-division/country:gb/part:eng/pcon:forest_of_dean,Forest of Dean,E14000705
ocd-division/country:gb/part:eng/pcon:fylde,Fylde,E14000706
ocd-division/country:gb/part:eng/pcon:gainsborough,Gainsborough,E14000707
ocd-division/country:gb/part:eng/pcon:garston_and_halewood,Garston and Halewood,E14000708
ocd-division/country:gb/part:eng/pcon:gateshead,Gateshead,E14000709
ocd-division/country:gb/part:eng/pcon:gedling,Gedling,E14000710
ocd-division/country:gb/part:eng/pcon:gillingham_and_rainham,Gillingham and Rainham,E14000711
ocd-division/country:gb/part:eng/pcon:gloucester,Gloucester,E14000712
ocd-division/country:gb/part:eng/pcon:gosport,Gosport,E14000713
ocd-division/country:gb/part:eng/pcon:grantham_and_stamford,Grantham and Stamford,E14000714
ocd-division/country:gb/part:eng/pcon:gravesham,Gravesham,E14000715
ocd-division/country:gb/part:eng/pcon:great_grimsby,Great Grimsby,E14000716
ocd-division/country:gb/part:eng/pcon:great_yarmouth,Great Yarmouth,E14000717
ocd-division/country:gb/part:eng/pcon:greenwich_and_woolwich,Greenwich and Woolwich,E14000718
ocd-division/country:gb/part:eng/pcon:guildford,Guildford,E14000719
ocd-division/country:gb/part:eng/pcon:hackney_north_and_stoke_newington,Hackney North and Stoke Newington,E14000720
ocd-division/country:gb/part:eng/pcon:portsmouth_south,Portsmouth South,E14000884
ocd-division/country:gb/part:eng/pcon:preston,Preston,E14000885
ocd-division/country:gb/part:eng/pcon:hackney_south_and_shoreditch,Hackney South and Shoreditch,E14000721
ocd-division/country:gb/part:eng/pcon:halesowen_and_rowley_regis,Halesowen and Rowley Regis,E14000722
ocd-division/country:gb/part:eng/pcon:halifax,Halifax,E14000723
ocd-division/country:gb/part:eng/pcon:haltemprice_and_howden,Haltemprice and Howden,E14000724
ocd-division/country:gb/part:eng/pcon:halton,Halton,E14000725
ocd-division/country:gb/part:eng/pcon:pudsey,Pudsey,E14000886
ocd-division/country:gb/part:eng/pcon:hammersmith,Hammersmith,E14000726
ocd-division/country:gb/part:eng/pcon:putney,Putney,E14000887
ocd-division/country:gb/part:eng/pcon:rayleigh_and_wickford,Rayleigh and Wickford,E14000888
ocd-division/country:gb/part:eng/pcon:reading_east,Reading East,E14000889
ocd-division/country:gb/part:eng/pcon:reading_west,Reading West,E14000890
ocd-division/country:gb/part:eng/pcon:redcar,Redcar,E14000891
ocd-division/country:gb/part:eng/pcon:redditch,Redditch,E14000892
ocd-division/country:gb/part:eng/pcon:reigate,Reigate,E14000893
ocd-division/country:gb/part:eng/pcon:ribble_valley,Ribble Valley,E14000894
ocd-division/country:gb/part:eng/pcon:hampstead_and_kilburn,Hampstead and Kilburn,E14000727
ocd-division/country:gb/part:eng/pcon:harborough,Harborough,E14000728
ocd-division/country:gb/part:eng/pcon:harlow,Harlow,E14000729
ocd-division/country:gb/part:eng/pcon:harrogate_and_knaresborough,Harrogate and Knaresborough,E14000730
ocd-division/country:gb/part:eng/pcon:richmond_~yorks~,Richmond (Yorks),E14000895
ocd-division/country:gb/part:eng/pcon:harrow_west,Harrow West,E14000732
ocd-division/country:gb/part:eng/pcon:hartlepool,Hartlepool,E14000733
ocd-division/country:gb/part:eng/pcon:harwich_and_north_essex,Harwich and North Essex,E14000734
ocd-division/country:gb/part:eng/pcon:hastings_and_rye,Hastings and Rye,E14000735
ocd-division/country:gb/part:eng/pcon:havant,Havant,E14000736
ocd-division/country:gb/part:eng/pcon:hayes_and_harlington,Hayes and Harlington,E14000737
ocd-division/country:gb/part:eng/pcon:hazel_grove,Hazel Grove,E14000738
ocd-division/country:gb/part:eng/pcon:hemel_hempstead,Hemel Hempstead,E14000739
ocd-division/country:gb/part:eng/pcon:hemsworth,Hemsworth,E14000740
ocd-division/country:gb/part:eng/pcon:hendon,Hendon,E14000741
ocd-division/country:gb/part:eng/pcon:henley,Henley,E14000742
ocd-division/country:gb/part:eng/pcon:hereford_and_south_herefordshire,Hereford and South Herefordshire,E14000743
ocd-division/country:gb/part:eng/pcon:hertford_and_stortford,Hertford and Stortford,E14000744
ocd-division/country:gb/part:eng/pcon:hertsmere,Hertsmere,E14000745
ocd-division/country:gb/part:eng/pcon:hexham,Hexham,E14000746
ocd-division/country:gb/part:eng/pcon:holborn_and_st_pancras,Holborn and St Pancras,E14000750
ocd-division/country:gb/part:eng/pcon:hornchurch_and_upminster,Hornchurch and Upminster,E14000751
ocd-division/country:gb/part:eng/pcon:sheffield_brightside_and_hillsborough,"Sheffield, Brightside and Hillsborough",E14000921
ocd-division/country:gb/part:eng/pcon:sheffield_hallam,"Sheffield, Hallam",E14000922
ocd-division/country:gb/part:eng/pcon:sheffield_heeley,"Sheffield, Heeley",E14000923
ocd-division/country:gb/part:eng/pcon:sherwood,Sherwood,E14000924
ocd-division/country:gb/part:eng/pcon:shipley,Shipley,E14000925
ocd-division/country:gb/part:eng/pcon:shrewsbury_and_atcham,Shrewsbury and Atcham,E14000926
ocd-division/country:gb/part:eng/pcon:sittingbourne_and_sheppey,Sittingbourne and Sheppey,E14000927
ocd-division/country:gb/part:eng/pcon:skipton_and_ripon,Skipton and Ripon,E14000928
ocd-division/country:gb/part:eng/pcon:sleaford_and_north_hykeham,Sleaford and North Hykeham,E14000929
ocd-division/country:gb/part:eng/pcon:hornsey_and_wood_green,Hornsey and Wood Green,E14000752
ocd-division/country:gb/part:eng/pcon:horsham,Horsham,E14000753
ocd-division/country:gb/part:eng/pcon:houghton_and_sunderland_south,Houghton and Sunderland South,E14000754
ocd-division/country:gb/part:eng/pcon:south_northamptonshire,South Northamptonshire,E14000942
ocd-division/country:gb/part:eng/pcon:south_ribble,South Ribble,E14000943
ocd-division/country:gb/part:eng/pcon:south_shields,South Shields,E14000944
ocd-division/country:gb/part:eng/pcon:south_staffordshire,South Staffordshire,E14000945
ocd-division/country:gb/part:eng/pcon:south_suffolk,South Suffolk,E14000946
ocd-division/country:gb/part:eng/pcon:south_swindon,South Swindon,E14000947
ocd-division/country:gb/part:eng/pcon:south_thanet,South Thanet,E14000948
ocd-division/country:gb/part:eng/pcon:south_west_bedfordshire,South West Bedfordshire,E14000949
ocd-division/country:gb/part:eng/pcon:south_west_devon,South West Devon,E14000950
ocd-division/country:gb/part:eng/pcon:south_west_hertfordshire,South West Hertfordshire,E14000951
ocd-division/country:gb/part:eng/pcon:south_west_norfolk,South West Norfolk,E14000952
ocd-division/country:gb/part:eng/pcon:south_west_surrey,South West Surrey,E14000953
ocd-division/country:gb/part:eng/pcon:south_west_wiltshire,South West Wiltshire,E14000954
ocd-division/country:gb/part:eng/pcon:hove,Hove,E14000755
ocd-division/country:gb/part:eng/pcon:huddersfield,Huddersfield,E14000756
ocd-division/country:gb/part:eng/pcon:huntingdon,Huntingdon,E14000757
ocd-division/country:gb/part:eng/pcon:hyndburn,Hyndburn,E14000758
ocd-division/country:gb/part:eng/pcon:ilford_north,Ilford North,E14000759
ocd-division/country:gb/part:eng/pcon:ilford_south,Ilford South,E14000760
ocd-division/country:gb/part:eng/pcon:ipswich,Ipswich,E14000761
ocd-division/country:gb/part:eng/pcon:isle_of_wight,Isle of Wight,E14000762
ocd-division/country:gb/part:eng/pcon:kingston_and_surbiton,Kingston and Surbiton,E14000770
ocd-division/country:gb/part:eng/pcon:kingston_upon_hull_east,Kingston upon Hull East,E14000771
ocd-division/country:gb/part:eng/pcon:kingston_upon_hull_north,Kingston upon Hull North,E14000772
ocd-division/country:gb/part:eng/pcon:kingston_upon_hull_west_and_hessle,Kingston upon Hull West and Hessle,E14000773
ocd-division/country:gb/part:eng/pcon:kingswood,Kingswood,E14000774
ocd-division/country:gb/part:eng/pcon:knowsley,Knowsley,E14000775
ocd-division/country:gb/part:eng/pcon:lancaster_and_fleetwood,Lancaster and Fleetwood,E14000776
ocd-division/country:gb/part:eng/pcon:leeds_central,Leeds Central,E14000777
ocd-division/country:gb/part:eng/pcon:leeds_east,Leeds East,E14000778
ocd-division/country:gb/part:eng/pcon:leeds_north_east,Leeds North East,E14000779
ocd-division/country:gb/part:eng/pcon:leeds_north_west,Leeds North West,E14000780
ocd-division/country:gb/part:eng/pcon:leeds_west,Leeds West,E14000781
ocd-division/country:gb/part:eng/pcon:leicester_east,Leicester East,E14000782
ocd-division/country:gb/part:eng/pcon:leicester_south,Leicester South,E14000783
ocd-division/country:gb/part:eng/pcon:leicester_west,Leicester West,E14000784
ocd-division/country:gb/part:eng/pcon:leigh,Leigh,E14000785
ocd-division/country:gb/part:eng/pcon:lewes,Lewes,E14000786
ocd-division/country:gb/part:eng/pcon:lewisham_east,Lewisham East,E14000787
ocd-division/country:gb/part:eng/pcon:lewisham_west_and_penge,Lewisham West and Penge,E14000788
ocd-division/country:gb/part:eng/pcon:lewisham_deptford,"Lewisham, Deptford",E14000789
ocd-division/country:gb/part:eng/pcon:leyton_and_wanstead,Leyton and Wanstead,E14000790
ocd-division/country:gb/part:eng/pcon:lichfield,Lichfield,E14000791
ocd-division/country:gb/part:eng/pcon:lincoln,Lincoln,E14000792
ocd-division/country:gb/part:eng/pcon:liverpool_riverside,"Liverpool, Riverside",E14000793
