id,name,gss_code
ocd-division/country:gb/cauth:greater_manchester,Greater Manchester,E47000001
ocd-division/country:gb/cauth:sheffield_city_region,Sheffield City Region,E47000002
ocd-division/country:gb/cauth:west_yorkshire,West Yorkshire,E47000003
ocd-division/country:gb/cauth:liverpool_city_region,Liverpool City Region,E47000004
ocd-division/country:gb/cauth:north_east,North East,E47000005
ocd-division/country:gb/cauth:tees_valley,Tees Valley,E47000006
ocd-division/country:gb/cauth:west_midlands,West Midlands,E47000007
ocd-division/country:gb/cauth:cambridgeshire_and_peterborough,Cambridgeshire and Peterborough,E47000008
ocd-division/country:gb/cauth:west_of_england,West of England,E47000009
