id,openstates_district
ocd-division/country:us/state:ut/sldl:10,ut-lower-10
ocd-division/country:us/state:ut/sldl:11,ut-lower-11
ocd-division/country:us/state:ut/sldl:1,ut-lower-1
ocd-division/country:us/state:ut/sldl:12,ut-lower-12
ocd-division/country:us/state:ut/sldl:13,ut-lower-13
ocd-division/country:us/state:ut/sldl:14,ut-lower-14
ocd-division/country:us/state:ut/sldl:15,ut-lower-15
ocd-division/country:us/state:ut/sldl:16,ut-lower-16
ocd-division/country:us/state:ut/sldl:17,ut-lower-17
ocd-division/country:us/state:ut/sldl:18,ut-lower-18
ocd-division/country:us/state:ut/sldl:19,ut-lower-19
ocd-division/country:us/state:ut/sldl:20,ut-lower-20
ocd-division/country:us/state:ut/sldl:21,ut-lower-21
ocd-division/country:us/state:ut/sldl:2,ut-lower-2
ocd-division/country:us/state:ut/sldl:22,ut-lower-22
ocd-division/country:us/state:ut/sldl:23,ut-lower-23
ocd-division/country:us/state:ut/sldl:24,ut-lower-24
ocd-division/country:us/state:ut/sldl:25,ut-lower-25
ocd-division/country:us/state:ut/sldl:26,ut-lower-26
ocd-division/country:us/state:ut/sldl:27,ut-lower-27
ocd-division/country:us/state:ut/sldl:28,ut-lower-28
ocd-division/country:us/state:ut/sldl:29,ut-lower-29
ocd-division/country:us/state:ut/sldl:30,ut-lower-30
ocd-division/country:us/state:ut/sldl:31,ut-lower-31
ocd-division/country:us/state:ut/sldl:3,ut-lower-3
ocd-division/country:us/state:ut/sldl:32,ut-lower-32
ocd-division/country:us/state:ut/sldl:33,ut-lower-33
ocd-division/country:us/state:ut/sldl:34,ut-lower-34
ocd-division/country:us/state:ut/sldl:35,ut-lower-35
ocd-division/country:us/state:ut/sldl:36,ut-lower-36
ocd-division/country:us/state:ut/sldl:37,ut-lower-37
ocd-division/country:us/state:ut/sldl:38,ut-lower-38
ocd-division/country:us/state:ut/sldl:39,ut-lower-39
ocd-division/country:us/state:ut/sldl:40,ut-lower-40
ocd-division/country:us/state:ut/sldl:41,ut-lower-41
ocd-division/country:us/state:ut/sldl:4,ut-lower-4
ocd-division/country:us/state:ut/sldl:42,ut-lower-42
ocd-division/country:us/state:ut/sldl:43,ut-lower-43
ocd-division/country:us/state:ut/sldl:44,ut-lower-44
ocd-division/country:us/state:ut/sldl:45,ut-lower-45
ocd-division/country:us/state:ut/sldl:46,ut-lower-46
ocd-division/country:us/state:ut/sldl:47,ut-lower-47
ocd-division/country:us/state:ut/sldl:48,ut-lower-48
ocd-division/country:us/state:ut/sldl:49,ut-lower-49
ocd-division/country:us/state:ut/sldl:50,ut-lower-50
ocd-division/country:us/state:ut/sldl:51,ut-lower-51
ocd-division/country:us/state:ut/sldl:5,ut-lower-5
ocd-division/country:us/state:ut/sldl:52,ut-lower-52
ocd-division/country:us/state:ut/sldl:53,ut-lower-53
ocd-division/country:us/state:ut/sldl:54,ut-lower-54
ocd-division/country:us/state:ut/sldl:55,ut-lower-55
ocd-division/country:us/state:ut/sldl:56,ut-lower-56
ocd-division/country:us/state:ut/sldl:57,ut-lower-57
ocd-division/country:us/state:ut/sldl:58,ut-lower-58
ocd-division/country:us/state:ut/sldl:59,ut-lower-59
ocd-division/country:us/state:ut/sldl:60,ut-lower-60
ocd-division/country:us/state:ut/sldl:61,ut-lower-61
ocd-division/country:us/state:ut/sldl:6,ut-lower-6
ocd-division/country:us/state:ut/sldl:62,ut-lower-62
ocd-division/country:us/state:ut/sldl:63,ut-lower-63
ocd-division/country:us/state:ut/sldl:64,ut-lower-64
ocd-division/country:us/state:ut/sldl:65,ut-lower-65
ocd-division/country:us/state:ut/sldl:66,ut-lower-66
ocd-division/country:us/state:ut/sldl:67,ut-lower-67
ocd-division/country:us/state:ut/sldl:68,ut-lower-68
ocd-division/country:us/state:ut/sldl:69,ut-lower-69
ocd-division/country:us/state:ut/sldl:70,ut-lower-70
ocd-division/country:us/state:ut/sldl:71,ut-lower-71
ocd-division/country:us/state:ut/sldl:7,ut-lower-7
ocd-division/country:us/state:ut/sldl:72,ut-lower-72
ocd-division/country:us/state:ut/sldl:73,ut-lower-73
ocd-division/country:us/state:ut/sldl:74,ut-lower-74
ocd-division/country:us/state:ut/sldl:75,ut-lower-75
ocd-division/country:us/state:ut/sldl:8,ut-lower-8
