id,openstates_district
ocd-division/country:us/state:tx/sldl:100,tx-lower-100
ocd-division/country:us/state:tx/sldl:101,tx-lower-101
ocd-division/country:us/state:tx/sldl:10,tx-lower-10
ocd-division/country:us/state:tx/sldl:102,tx-lower-102
ocd-division/country:us/state:tx/sldl:103,tx-lower-103
ocd-division/country:us/state:tx/sldl:104,tx-lower-104
ocd-division/country:us/state:tx/sldl:105,tx-lower-105
ocd-division/country:us/state:tx/sldl:106,tx-lower-106
ocd-division/country:us/state:tx/sldl:107,tx-lower-107
ocd-division/country:us/state:tx/sldl:108,tx-lower-108
ocd-division/country:us/state:tx/sldl:109,tx-lower-109
ocd-division/country:us/state:tx/sldl:110,tx-lower-110
ocd-division/country:us/state:tx/sldl:111,tx-lower-111
ocd-division/country:us/state:tx/sldl:11,tx-lower-11
ocd-division/country:us/state:tx/sldl:112,tx-lower-112
ocd-division/country:us/state:tx/sldl:113,tx-lower-113
ocd-division/country:us/state:tx/sldl:114,tx-lower-114
ocd-division/country:us/state:tx/sldl:115,tx-lower-115
ocd-division/country:us/state:tx/sldl:116,tx-lower-116
ocd-division/country:us/state:tx/sldl:117,tx-lower-117
ocd-division/country:us/state:tx/sldl:118,tx-lower-118
ocd-division/country:us/state:tx/sldl:119,tx-lower-119
ocd-division/country:us/state:tx/sldl:1,tx-lower-1
ocd-division/country:us/state:tx/sldl:120,tx-lower-120
ocd-division/country:us/state:tx/sldl:121,tx-lower-121
ocd-division/country:us/state:tx/sldl:12,tx-lower-12
ocd-division/country:us/state:tx/sldl:122,tx-lower-122
ocd-division/country:us/state:tx/sldl:123,tx-lower-123
ocd-division/country:us/state:tx/sldl:124,tx-lower-124
ocd-division/country:us/state:tx/sldl:125,tx-lower-125
ocd-division/country:us/state:tx/sldl:126,tx-lower-126
ocd-division/country:us/state:tx/sldl:127,tx-lower-127
ocd-division/country:us/state:tx/sldl:128,tx-lower-128
ocd-division/country:us/state:tx/sldl:129,tx-lower-129
ocd-division/country:us/state:tx/sldl:130,tx-lower-130
ocd-division/country:us/state:tx/sldl:131,tx-lower-131
ocd-division/country:us/state:tx/sldl:13,tx-lower-13
ocd-division/country:us/state:tx/sldl:132,tx-lower-132
ocd-division/country:us/state:tx/sldl:133,tx-lower-133
ocd-division/country:us/state:tx/sldl:134,tx-lower-134
ocd-division/country:us/state:tx/sldl:135,tx-lower-135
ocd-division/country:us/state:tx/sldl:136,tx-lower-136
ocd-division/country:us/state:tx/sldl:137,tx-lower-137
