id,openstates_district
ocd-division/country:us/state:pa/sldl:100,pa-lower-100
ocd-division/country:us/state:pa/sldl:101,pa-lower-101
ocd-division/country:us/state:pa/sldl:10,pa-lower-10
ocd-division/country:us/state:pa/sldl:102,pa-lower-102
ocd-division/country:us/state:pa/sldl:103,pa-lower-103
ocd-division/country:us/state:pa/sldl:104,pa-lower-104
ocd-division/country:us/state:pa/sldl:105,pa-lower-105
ocd-division/country:us/state:pa/sldl:106,pa-lower-106
ocd-division/country:us/state:pa/sldl:107,pa-lower-107
ocd-division/country:us/state:pa/sldl:108,pa-lower-108
ocd-division/country:us/state:pa/sldl:109,pa-lower-109
ocd-division/country:us/state:pa/sldl:110,pa-lower-110
ocd-division/country:us/state:pa/sldl:111,pa-lower-111
ocd-division/country:us/state:pa/sldl:11,pa-lower-11
ocd-division/country:us/state:pa/sldl:112,pa-lower-112
ocd-division/country:us/state:pa/sldl:113,pa-lower-113
ocd-division/country:us/state:pa/sldl:114,pa-lower-114
ocd-division/country:us/state:pa/sldl:115,pa-lower-115
ocd-division/country:us/state:pa/sldl:116,pa-lower-116
ocd-division/country:us/state:pa/sldl:117,pa-lower-117
ocd-division/country:us/state:pa/sldl:118,pa-lower-118
ocd-division/country:us/state:pa/sldl:119,pa-lower-119
ocd-division/country:us/state:pa/sldl:1,pa-lower-1
ocd-division/country:us/state:pa/sldl:120,pa-lower-120
ocd-division/country:us/state:pa/sldl:121,pa-lower-121
ocd-division/country:us/state:pa/sldl:12,pa-lower-12
ocd-division/country:us/state:pa/sldl:122,pa-lower-122
ocd-division/country:us/state:pa/sldl:123,pa-lower-123
ocd-division/country:us/state:pa/sldl:124,pa-lower-124
ocd-division/country:us/state:pa/sldl:125,pa-lower-125
ocd-division/country:us/state:pa/sldl:126,pa-lower-126
ocd-division/country:us/state:pa/sldl:127,pa-lower-127
ocd-division/country:us/state:pa/sldl:128,pa-lower-128
ocd-division/country:us/state:pa/sldl:129,pa-lower-129
ocd-division/country:us/state:pa/sldl:130,pa-lower-130
ocd-division/country:us/state:pa/sldl:131,pa-lower-131
ocd-division/country:us/state:pa/sldl:13,pa-lower-13
ocd-division/country:us/state:pa/sldl:132,pa-lower-132
ocd-division/country:us/state:pa/sldl:133,pa-lower-133
ocd-division/country:us/state:pa/sldl:134,pa-lower-134
ocd-division/country:us/state:pa/sldl:135,pa-lower-135
ocd-division/country:us/state:pa/sldl:136,pa-lower-136
ocd-division/country:us/state:pa/sldl:137,pa-lower-137
ocd-division/country:us/state:pa/sldl:138,pa-lower-138
ocd-division/country:us/state:pa/sldl:139,pa-lower-139
ocd-division/country:us/state:pa/sldl:140,pa-lower-140
ocd-division/country:us/state:pa/sldl:141,pa-lower-141
ocd-division/country:us/state:pa/sldl:14,pa-lower-14
ocd-division/country:us/state:pa/sldl:142,pa-lower-142
ocd-division/country:us/state:pa/sldl:143,pa-lower-143
ocd-division/country:us/state:pa/sldl:144,pa-lower-144
ocd-division/country:us/state:pa/sldl:145,pa-lower-145
ocd-division/country:us/state:pa/sldl:146,pa-lower-146
ocd-division/country:us/state:pa/sldl:147,pa-lower-147
ocd-division/country:us/state:pa/sldl:148,pa-lower-148
ocd-division/country:us/state:pa/sldl:149,pa-lower-149
ocd-division/country:us/state:pa/sldl:150,pa-lower-150
ocd-division/country:us/state:pa/sldl:151,pa-lower-151
ocd-division/country:us/state:pa/sldl:15,pa-lower-15
ocd-division/country:us/state:pa/sldl:152,pa-lower-152
ocd-division/country:us/state:pa/sldl:153,pa-lower-153
ocd-division/country:us/state:pa/sldl:154,pa-lower-154
ocd-division/country:us/state:pa/sldl:155,pa-lower-155
ocd-division/country:us/state:pa/sldl:156,pa-lower-156
