id,openstates_district
ocd-division/country:us/state:or/sldl:10,or-lower-10
ocd-division/country:us/state:or/sldl:11,or-lower-11
ocd-division/country:us/state:or/sldl:1,or-lower-1
ocd-division/country:us/state:or/sldl:12,or-lower-12
ocd-division/country:us/state:or/sldl:13,or-lower-13
ocd-division/country:us/state:or/sldl:14,or-lower-14
ocd-division/country:us/state:or/sldl:15,or-lower-15
ocd-division/country:us/state:or/sldl:16,or-lower-16
ocd-division/country:us/state:or/sldl:17,or-lower-17
ocd-division/country:us/state:or/sldl:18,or-lower-18
ocd-division/country:us/state:or/sldl:19,or-lower-19
ocd-division/country:us/state:or/sldl:20,or-lower-20
ocd-division/country:us/state:or/sldl:21,or-lower-21
ocd-division/country:us/state:or/sldl:2,or-lower-2
ocd-division/country:us/state:or/sldl:22,or-lower-22
ocd-division/country:us/state:or/sldl:23,or-lower-23
ocd-division/country:us/state:or/sldl:24,or-lower-24
ocd-division/country:us/state:or/sldl:25,or-lower-25
ocd-division/country:us/state:or/sldl:26,or-lower-26
ocd-division/country:us/state:or/sldl:27,or-lower-27
ocd-division/country:us/state:or/sldl:28,or-lower-28
ocd-division/country:us/state:or/sldl:29,or-lower-29
ocd-division/country:us/state:or/sldl:30,or-lower-30
ocd-division/country:us/state:or/sldl:31,or-lower-31
ocd-division/country:us/state:or/sldl:3,or-lower-3
ocd-division/country:us/state:or/sldl:32,or-lower-32
ocd-division/country:us/state:or/sldl:33,or-lower-33
ocd-division/country:us/state:or/sldl:34,or-lower-34
ocd-division/country:us/state:or/sldl:35,or-lower-35
ocd-division/country:us/state:or/sldl:36,or-lower-36
ocd-division/country:us/state:or/sldl:37,or-lower-37
ocd-division/country:us/state:or/sldl:38,or-lower-38
ocd-division/country:us/state:or/sldl:39,or-lower-39
ocd-division/country:us/state:or/sldl:40,or-lower-40
ocd-division/country:us/state:or/sldl:41,or-lower-41
ocd-division/country:us/state:or/sldl:4,or-lower-4
ocd-division/country:us/state:or/sldl:42,or-lower-42
ocd-division/country:us/state:or/sldl:43,or-lower-43
ocd-division/country:us/state:or/sldl:44,or-lower-44
ocd-division/country:us/state:or/sldl:45,or-lower-45
ocd-division/country:us/state:or/sldl:46,or-lower-46
ocd-division/country:us/state:or/sldl:47,or-lower-47
ocd-division/country:us/state:or/sldl:48,or-lower-48
ocd-division/country:us/state:or/sldl:49,or-lower-49
ocd-division/country:us/state:or/sldl:50,or-lower-50
ocd-division/country:us/state:or/sldl:51,or-lower-51
ocd-division/country:us/state:or/sldl:5,or-lower-5
ocd-division/country:us/state:or/sldl:52,or-lower-52
ocd-division/country:us/state:or/sldl:53,or-lower-53
ocd-division/country:us/state:or/sldl:54,or-lower-54
ocd-division/country:us/state:or/sldl:55,or-lower-55
ocd-division/country:us/state:or/sldl:56,or-lower-56
ocd-division/country:us/state:or/sldl:57,or-lower-57
ocd-division/country:us/state:or/sldl:58,or-lower-58
ocd-division/country:us/state:or/sldl:59,or-lower-59
ocd-division/country:us/state:or/sldl:60,or-lower-60
ocd-division/country:us/state:or/sldl:6,or-lower-6
ocd-division/country:us/state:or/sldl:7,or-lower-7
ocd-division/country:us/state:or/sldl:8,or-lower-8
ocd-division/country:us/state:or/sldl:9,or-lower-9
ocd-division/country:us/state:or/sldu:10,or-upper-10
ocd-division/country:us/state:or/sldu:11,or-upper-11
ocd-division/country:us/state:or/sldu:1,or-upper-1
ocd-division/country:us/state:or/sldu:12,or-upper-12
ocd-division/country:us/state:or/sldu:13,or-upper-13
ocd-division/country:us/state:or/sldu:14,or-upper-14
ocd-division/country:us/state:or/sldu:15,or-upper-15
ocd-division/country:us/state:or/sldu:16,or-upper-16
ocd-division/country:us/state:or/sldu:17,or-upper-17
ocd-division/country:us/state:or/sldu:18,or-upper-18
ocd-division/country:us/state:or/sldu:19,or-upper-19
ocd-division/country:us/state:or/sldu:20,or-upper-20
ocd-division/country:us/state:or/sldu:21,or-upper-21
ocd-division/country:us/state:or/sldu:2,or-upper-2
ocd-division/country:us/state:or/sldu:22,or-upper-22
ocd-division/country:us/state:or/sldu:23,or-upper-23
ocd-division/country:us/state:or/sldu:24,or-upper-24
ocd-division/country:us/state:or/sldu:25,or-upper-25
ocd-division/country:us/state:or/sldu:26,or-upper-26
ocd-division/country:us/state:or/sldu:27,or-upper-27
ocd-division/country:us/state:or/sldu:28,or-upper-28
ocd-division/country:us/state:or/sldu:29,or-upper-29
ocd-division/country:us/state:or/sldu:30,or-upper-30
ocd-division/country:us/state:or/sldu:3,or-upper-3
ocd-division/country:us/state:or/sldu:4,or-upper-4
ocd-division/country:us/state:or/sldu:5,or-upper-5
ocd-division/country:us/state:or/sldu:6,or-upper-6
ocd-division/country:us/state:or/sldu:7,or-upper-7
ocd-division/country:us/state:or/sldu:8,or-upper-8
ocd-division/country:us/state:or/sldu:9,or-upper-9
