id,openstates_district
ocd-division/country:us/state:ny/sldl:100,ny-lower-100
ocd-division/country:us/state:ny/sldl:101,ny-lower-101
ocd-division/country:us/state:ny/sldl:10,ny-lower-10
ocd-division/country:us/state:ny/sldl:102,ny-lower-102
ocd-division/country:us/state:ny/sldl:103,ny-lower-103
ocd-division/country:us/state:ny/sldl:104,ny-lower-104
ocd-division/country:us/state:ny/sldl:105,ny-lower-105
ocd-division/country:us/state:ny/sldl:106,ny-lower-106
ocd-division/country:us/state:ny/sldl:107,ny-lower-107
ocd-division/country:us/state:ny/sldl:108,ny-lower-108
ocd-division/country:us/state:ny/sldl:109,ny-lower-109
ocd-division/country:us/state:ny/sldl:110,ny-lower-110
ocd-division/country:us/state:ny/sldl:111,ny-lower-111
ocd-division/country:us/state:ny/sldl:11,ny-lower-11
ocd-division/country:us/state:ny/sldl:112,ny-lower-112
ocd-division/country:us/state:ny/sldl:113,ny-lower-113
ocd-division/country:us/state:ny/sldl:114,ny-lower-114
ocd-division/country:us/state:ny/sldl:115,ny-lower-115
ocd-division/country:us/state:ny/sldl:116,ny-lower-116
ocd-division/country:us/state:ny/sldl:117,ny-lower-117
ocd-division/country:us/state:ny/sldl:118,ny-lower-118
ocd-division/country:us/state:ny/sldl:119,ny-lower-119
ocd-division/country:us/state:ny/sldl:1,ny-lower-1
ocd-division/country:us/state:ny/sldl:120,ny-lower-120
ocd-division/country:us/state:ny/sldl:121,ny-lower-121
ocd-division/country:us/state:ny/sldl:12,ny-lower-12
ocd-division/country:us/state:ny/sldl:122,ny-lower-122
ocd-division/country:us/state:ny/sldl:123,ny-lower-123
ocd-division/country:us/state:ny/sldl:124,ny-lower-124
ocd-division/country:us/state:ny/sldl:125,ny-lower-125
ocd-division/country:us/state:ny/sldl:126,ny-lower-126
ocd-division/country:us/state:ny/sldl:127,ny-lower-127
ocd-division/country:us/state:ny/sldl:128,ny-lower-128
ocd-division/country:us/state:ny/sldl:129,ny-lower-129
ocd-division/country:us/state:ny/sldl:130,ny-lower-130
ocd-division/country:us/state:ny/sldl:131,ny-lower-131
ocd-division/country:us/state:ny/sldl:13,ny-lower-13
ocd-division/country:us/state:ny/sldl:132,ny-lower-132
ocd-division/country:us/state:ny/sldl:133,ny-lower-133
ocd-division/country:us/state:ny/sldl:134,ny-lower-134
ocd-division/country:us/state:ny/sldl:135,ny-lower-135
ocd-division/country:us/state:ny/sldl:136,ny-lower-136
ocd-division/country:us/state:ny/sldl:137,ny-lower-137
ocd-division/country:us/state:ny/sldl:138,ny-lower-138
ocd-division/country:us/state:ny/sldl:139,ny-lower-139
ocd-division/country:us/state:ny/sldl:140,ny-lower-140
ocd-division/country:us/state:ny/sldl:141,ny-lower-141
ocd-division/country:us/state:ny/sldl:14,ny-lower-14
ocd-division/country:us/state:ny/sldl:142,ny-lower-142
ocd-division/country:us/state:ny/sldl:143,ny-lower-143
ocd-division/country:us/state:ny/sldl:144,ny-lower-144
ocd-division/country:us/state:ny/sldl:145,ny-lower-145
ocd-division/country:us/state:ny/sldl:146,ny-lower-146
ocd-division/country:us/state:ny/sldl:147,ny-lower-147
ocd-division/country:us/state:ny/sldl:148,ny-lower-148
ocd-division/country:us/state:ny/sldl:149,ny-lower-149
ocd-division/country:us/state:ny/sldl:150,ny-lower-150
ocd-division/country:us/state:ny/sldl:15,ny-lower-15
ocd-division/country:us/state:ny/sldl:16,ny-lower-16
ocd-division/country:us/state:ny/sldl:17,ny-lower-17
ocd-division/country:us/state:ny/sldl:18,ny-lower-18
ocd-division/country:us/state:ny/sldl:19,ny-lower-19
ocd-division/country:us/state:ny/sldl:20,ny-lower-20
ocd-division/country:us/state:ny/sldl:21,ny-lower-21
ocd-division/country:us/state:ny/sldl:2,ny-lower-2
ocd-division/country:us/state:ny/sldl:22,ny-lower-22
ocd-division/country:us/state:ny/sldl:23,ny-lower-23
ocd-division/country:us/state:ny/sldl:24,ny-lower-24
ocd-division/country:us/state:ny/sldl:25,ny-lower-25
ocd-division/country:us/state:ny/sldl:26,ny-lower-26
ocd-division/country:us/state:ny/sldl:27,ny-lower-27
ocd-division/country:us/state:ny/sldl:28,ny-lower-28
ocd-division/country:us/state:ny/sldl:29,ny-lower-29
ocd-division/country:us/state:ny/sldl:30,ny-lower-30
ocd-division/country:us/state:ny/sldl:31,ny-lower-31
ocd-division/country:us/state:ny/sldl:3,ny-lower-3
ocd-division/country:us/state:ny/sldl:32,ny-lower-32
ocd-division/country:us/state:ny/sldl:33,ny-lower-33
ocd-division/country:us/state:ny/sldl:34,ny-lower-34
ocd-division/country:us/state:ny/sldl:35,ny-lower-35
ocd-division/country:us/state:ny/sldl:36,ny-lower-36
ocd-division/country:us/state:ny/sldl:37,ny-lower-37
ocd-division/country:us/state:ny/sldl:38,ny-lower-38
ocd-division/country:us/state:ny/sldl:39,ny-lower-39
ocd-division/country:us/state:ny/sldl:40,ny-lower-40
ocd-division/country:us/state:ny/sldl:41,ny-lower-41
ocd-division/country:us/state:ny/sldl:4,ny-lower-4
ocd-division/country:us/state:ny/sldl:42,ny-lower-42
ocd-division/country:us/state:ny/sldl:43,ny-lower-43
ocd-division/country:us/state:ny/sldl:44,ny-lower-44
ocd-division/country:us/state:ny/sldl:45,ny-lower-45
ocd-division/country:us/state:ny/sldl:46,ny-lower-46
