id,openstates_district
ocd-division/country:us/state:oh/sldl:10,oh-lower-10
ocd-division/country:us/state:oh/sldl:11,oh-lower-11
ocd-division/country:us/state:oh/sldl:1,oh-lower-1
ocd-division/country:us/state:oh/sldl:12,oh-lower-12
ocd-division/country:us/state:oh/sldl:13,oh-lower-13
ocd-division/country:us/state:oh/sldl:14,oh-lower-14
ocd-division/country:us/state:oh/sldl:15,oh-lower-15
ocd-division/country:us/state:oh/sldl:16,oh-lower-16
ocd-division/country:us/state:oh/sldl:17,oh-lower-17
ocd-division/country:us/state:oh/sldl:18,oh-lower-18
ocd-division/country:us/state:oh/sldl:19,oh-lower-19
ocd-division/country:us/state:oh/sldl:20,oh-lower-20
ocd-division/country:us/state:oh/sldl:21,oh-lower-21
ocd-division/country:us/state:oh/sldl:2,oh-lower-2
ocd-division/country:us/state:oh/sldl:22,oh-lower-22
ocd-division/country:us/state:oh/sldl:23,oh-lower-23
ocd-division/country:us/state:oh/sldl:24,oh-lower-24
ocd-division/country:us/state:oh/sldl:25,oh-lower-25
ocd-division/country:us/state:oh/sldl:26,oh-lower-26
ocd-division/country:us/state:oh/sldl:27,oh-lower-27
ocd-division/country:us/state:oh/sldl:28,oh-lower-28
ocd-division/country:us/state:oh/sldl:29,oh-lower-29
ocd-division/country:us/state:oh/sldl:30,oh-lower-30
ocd-division/country:us/state:oh/sldl:31,oh-lower-31
ocd-division/country:us/state:oh/sldl:3,oh-lower-3
ocd-division/country:us/state:oh/sldl:32,oh-lower-32
ocd-division/country:us/state:oh/sldl:33,oh-lower-33
ocd-division/country:us/state:oh/sldl:34,oh-lower-34
ocd-division/country:us/state:oh/sldl:35,oh-lower-35
ocd-division/country:us/state:oh/sldl:36,oh-lower-36
ocd-division/country:us/state:oh/sldl:37,oh-lower-37
ocd-division/country:us/state:oh/sldl:38,oh-lower-38
ocd-division/country:us/state:oh/sldl:39,oh-lower-39
ocd-division/country:us/state:oh/sldl:40,oh-lower-40
ocd-division/country:us/state:oh/sldl:41,oh-lower-41
ocd-division/country:us/state:oh/sldl:4,oh-lower-4
ocd-division/country:us/state:oh/sldl:42,oh-lower-42
ocd-division/country:us/state:oh/sldl:43,oh-lower-43
ocd-division/country:us/state:oh/sldl:44,oh-lower-44
ocd-division/country:us/state:oh/sldl:45,oh-lower-45
ocd-division/country:us/state:oh/sldl:46,oh-lower-46
ocd-division/country:us/state:oh/sldl:47,oh-lower-47
ocd-division/country:us/state:oh/sldl:48,oh-lower-48
ocd-division/country:us/state:oh/sldl:49,oh-lower-49
ocd-division/country:us/state:oh/sldl:50,oh-lower-50
ocd-division/country:us/state:oh/sldl:51,oh-lower-51
ocd-division/country:us/state:oh/sldl:5,oh-lower-5
ocd-division/country:us/state:oh/sldl:52,oh-lower-52
ocd-division/country:us/state:oh/sldl:53,oh-lower-53
ocd-division/country:us/state:oh/sldl:54,oh-lower-54
ocd-division/country:us/state:oh/sldl:55,oh-lower-55
ocd-division/country:us/state:oh/sldl:56,oh-lower-56
ocd-division/country:us/state:oh/sldl:57,oh-lower-57
ocd-division/country:us/state:oh/sldl:58,oh-lower-58
ocd-division/country:us/state:oh/sldl:59,oh-lower-59
ocd-division/country:us/state:oh/sldl:60,oh-lower-60
ocd-division/country:us/state:oh/sldl:61,oh-lower-61
ocd-division/country:us/state:oh/sldl:6,oh-lower-6
ocd-division/country:us/state:oh/sldl:62,oh-lower-62
ocd-division/country:us/state:oh/sldl:63,oh-lower-63
ocd-division/country:us/state:oh/sldl:64,oh-lower-64
ocd-division/country:us/state:oh/sldl:65,oh-lower-65
ocd-division/country:us/state:oh/sldl:66,oh-lower-66
ocd-division/country:us/state:oh/sldl:67,oh-lower-67
ocd-division/country:us/state:oh/sldl:68,oh-lower-68
ocd-division/country:us/state:oh/sldl:69,oh-lower-69
ocd-division/country:us/state:oh/sldl:70,oh-lower-70
ocd-division/country:us/state:oh/sldl:71,oh-lower-71
ocd-division/country:us/state:oh/sldl:7,oh-lower-7
ocd-division/country:us/state:oh/sldl:72,oh-lower-72
ocd-division/country:us/state:oh/sldl:73,oh-lower-73
ocd-division/country:us/state:oh/sldl:74,oh-lower-74
ocd-division/country:us/state:oh/sldl:75,oh-lower-75
ocd-division/country:us/state:oh/sldl:76,oh-lower-76
ocd-division/country:us/state:oh/sldl:77,oh-lower-77
ocd-division/country:us/state:oh/sldl:78,oh-lower-78
ocd-division/country:us/state:oh/sldl:79,oh-lower-79
ocd-division/country:us/state:oh/sldl:80,oh-lower-80
ocd-division/country:us/state:oh/sldl:81,oh-lower-81
ocd-division/country:us/state:oh/sldl:8,oh-lower-8
ocd-division/country:us/state:oh/sldl:82,oh-lower-82
ocd-division/country:us/state:oh/sldl:83,oh-lower-83
ocd-division/country:us/state:oh/sldl:84,oh-lower-84
ocd-division/country:us/state:oh/sldl:85,oh-lower-85
ocd-division/country:us/state:oh/sldl:86,oh-lower-86
ocd-division/country:us/state:oh/sldl:87,oh-lower-87
ocd-division/country:us/state:oh/sldl:88,oh-lower-88
ocd-division/country:us/state:oh/sldl:89,oh-lower-89
ocd-division/country:us/state:oh/sldl:90,oh-lower-90
ocd-division/country:us/state:oh/sldl:91,oh-lower-91
ocd-division/country:us/state:oh/sldl:9,oh-lower-9
ocd-division/country:us/state:oh/sldl:92,oh-lower-92
ocd-division/country:us/state:oh/sldl:93,oh-lower-93
ocd-division/country:us/state:oh/sldl:94,oh-lower-94
ocd-division/country:us/state:oh/sldl:95,oh-lower-95
ocd-division/country:us/state:oh/sldl:96,oh-lower-96
ocd-division/country:us/state:oh/sldl:97,oh-lower-97
ocd-division/country:us/state:oh/sldl:98,oh-lower-98
ocd-division/country:us/state:oh/sldl:99,oh-lower-99
ocd-division/country:us/state:oh/sldu:10,oh-upper-10
ocd-division/country:us/state:oh/sldu:11,oh-upper-11
ocd-division/country:us/state:oh/sldu:1,oh-upper-1
