id,openstates_district
ocd-division/country:us/state:al/sldl:100,al-lower-100
ocd-division/country:us/state:al/sldl:101,al-lower-101
ocd-division/country:us/state:al/sldl:10,al-lower-10
ocd-division/country:us/state:al/sldl:102,al-lower-102
ocd-division/country:us/state:al/sldl:103,al-lower-103
ocd-division/country:us/state:al/sldl:104,al-lower-104
ocd-division/country:us/state:al/sldl:105,al-lower-105
ocd-division/country:us/state:al/sldl:11,al-lower-11
ocd-division/country:us/state:al/sldl:1,al-lower-1
ocd-division/country:us/state:al/sldl:12,al-lower-12
ocd-division/country:us/state:al/sldl:13,al-lower-13
ocd-division/country:us/state:al/sldl:14,al-lower-14
ocd-division/country:us/state:al/sldl:15,al-lower-15
ocd-division/country:us/state:al/sldl:16,al-lower-16
ocd-division/country:us/state:al/sldl:17,al-lower-17
ocd-division/country:us/state:al/sldl:18,al-lower-18
ocd-division/country:us/state:al/sldl:19,al-lower-19
ocd-division/country:us/state:al/sldl:20,al-lower-20
ocd-division/country:us/state:al/sldl:21,al-lower-21
ocd-division/country:us/state:al/sldl:2,al-lower-2
ocd-division/country:us/state:al/sldl:22,al-lower-22
ocd-division/country:us/state:al/sldl:23,al-lower-23
ocd-division/country:us/state:al/sldl:24,al-lower-24
ocd-division/country:us/state:al/sldl:25,al-lower-25
ocd-division/country:us/state:al/sldl:26,al-lower-26
ocd-division/country:us/state:al/sldl:27,al-lower-27
ocd-division/country:us/state:al/sldl:28,al-lower-28
ocd-division/country:us/state:al/sldl:29,al-lower-29
ocd-division/country:us/state:al/sldl:30,al-lower-30
ocd-division/country:us/state:al/sldl:31,al-lower-31
ocd-division/country:us/state:al/sldl:3,al-lower-3
ocd-division/country:us/state:al/sldl:32,al-lower-32
ocd-division/country:us/state:al/sldl:33,al-lower-33
ocd-division/country:us/state:al/sldl:34,al-lower-34
ocd-division/country:us/state:al/sldl:35,al-lower-35
ocd-division/country:us/state:al/sldl:36,al-lower-36
ocd-division/country:us/state:al/sldl:37,al-lower-37
ocd-division/country:us/state:al/sldl:38,al-lower-38
ocd-division/country:us/state:al/sldl:39,al-lower-39
ocd-division/country:us/state:al/sldl:40,al-lower-40
ocd-division/country:us/state:al/sldl:41,al-lower-41
ocd-division/country:us/state:al/sldl:4,al-lower-4
ocd-division/country:us/state:al/sldl:42,al-lower-42
ocd-division/country:us/state:al/sldl:43,al-lower-43
ocd-division/country:us/state:al/sldl:44,al-lower-44
ocd-division/country:us/state:al/sldl:45,al-lower-45
ocd-division/country:us/state:al/sldl:46,al-lower-46
ocd-division/country:us/state:al/sldl:47,al-lower-47
ocd-division/country:us/state:al/sldl:48,al-lower-48
ocd-division/country:us/state:al/sldl:49,al-lower-49
ocd-division/country:us/state:al/sldl:50,al-lower-50
ocd-division/country:us/state:al/sldl:51,al-lower-51
ocd-division/country:us/state:al/sldl:5,al-lower-5
ocd-division/country:us/state:al/sldl:52,al-lower-52
ocd-division/country:us/state:al/sldl:53,al-lower-53
ocd-division/country:us/state:al/sldl:54,al-lower-54
ocd-division/country:us/state:al/sldl:55,al-lower-55
ocd-division/country:us/state:al/sldl:56,al-lower-56
ocd-division/country:us/state:al/sldl:57,al-lower-57
ocd-division/country:us/state:al/sldl:58,al-lower-58
ocd-division/country:us/state:al/sldl:59,al-lower-59
ocd-division/country:us/state:al/sldl:60,al-lower-60
ocd-division/country:us/state:al/sldl:61,al-lower-61
ocd-division/country:us/state:al/sldl:6,al-lower-6
ocd-division/country:us/state:al/sldl:62,al-lower-62
ocd-division/country:us/state:al/sldl:63,al-lower-63
ocd-division/country:us/state:al/sldl:64,al-lower-64
ocd-division/country:us/state:al/sldl:65,al-lower-65
ocd-division/country:us/state:al/sldl:66,al-lower-66
ocd-division/country:us/state:al/sldl:67,al-lower-67
ocd-division/country:us/state:al/sldl:68,al-lower-68
ocd-division/country:us/state:al/sldl:69,al-lower-69
ocd-division/country:us/state:al/sldl:70,al-lower-70
ocd-division/country:us/state:al/sldl:71,al-lower-71
ocd-division/country:us/state:al/sldl:7,al-lower-7
ocd-division/country:us/state:al/sldl:72,al-lower-72
ocd-division/country:us/state:al/sldl:73,al-lower-73
ocd-division/country:us/state:al/sldl:74,al-lower-74
ocd-division/country:us/state:al/sldl:75,al-lower-75
ocd-division/country:us/state:al/sldl:76,al-lower-76
ocd-division/country:us/state:al/sldl:77,al-lower-77
ocd-division/country:us/state:al/sldl:78,al-lower-78
ocd-division/country:us/state:al/sldl:79,al-lower-79
ocd-division/country:us/state:al/sldl:80,al-lower-80
ocd-division/country:us/state:al/sldl:81,al-lower-81
ocd-division/country:us/state:al/sldl:8,al-lower-8
ocd-division/country:us/state:al/sldl:82,al-lower-82
ocd-division/country:us/state:al/sldl:83,al-lower-83
ocd-division/country:us/state:al/sldl:84,al-lower-84
ocd-division/country:us/state:al/sldl:85,al-lower-85
ocd-division/country:us/state:al/sldl:86,al-lower-86
ocd-division/country:us/state:al/sldl:87,al-lower-87
ocd-division/country:us/state:al/sldl:88,al-lower-88
ocd-division/country:us/state:al/sldl:89,al-lower-89
ocd-division/country:us/state:al/sldl:90,al-lower-90
ocd-division/country:us/state:al/sldl:91,al-lower-91
ocd-division/country:us/state:al/sldl:9,al-lower-9
ocd-division/country:us/state:al/sldl:92,al-lower-92
ocd-division/country:us/state:al/sldl:93,al-lower-93
ocd-division/country:us/state:al/sldl:94,al-lower-94
