id,openstates_district
ocd-division/country:us/state:ky/sldl:100,ky-lower-100
ocd-division/country:us/state:ky/sldl:10,ky-lower-10
ocd-division/country:us/state:ky/sldl:11,ky-lower-11
ocd-division/country:us/state:ky/sldl:1,ky-lower-1
ocd-division/country:us/state:ky/sldl:12,ky-lower-12
ocd-division/country:us/state:ky/sldl:13,ky-lower-13
ocd-division/country:us/state:ky/sldl:14,ky-lower-14
ocd-division/country:us/state:ky/sldl:15,ky-lower-15
ocd-division/country:us/state:ky/sldl:16,ky-lower-16
ocd-division/country:us/state:ky/sldl:17,ky-lower-17
ocd-division/country:us/state:ky/sldl:18,ky-lower-18
ocd-division/country:us/state:ky/sldl:19,ky-lower-19
ocd-division/country:us/state:ky/sldl:20,ky-lower-20
ocd-division/country:us/state:ky/sldl:21,ky-lower-21
ocd-division/country:us/state:ky/sldl:2,ky-lower-2
ocd-division/country:us/state:ky/sldl:22,ky-lower-22
ocd-division/country:us/state:ky/sldl:23,ky-lower-23
ocd-division/country:us/state:ky/sldl:24,ky-lower-24
ocd-division/country:us/state:ky/sldl:25,ky-lower-25
ocd-division/country:us/state:ky/sldl:26,ky-lower-26
ocd-division/country:us/state:ky/sldl:27,ky-lower-27
ocd-division/country:us/state:ky/sldl:28,ky-lower-28
ocd-division/country:us/state:ky/sldl:29,ky-lower-29
ocd-division/country:us/state:ky/sldl:30,ky-lower-30
ocd-division/country:us/state:ky/sldl:31,ky-lower-31
ocd-division/country:us/state:ky/sldl:3,ky-lower-3
ocd-division/country:us/state:ky/sldl:32,ky-lower-32
ocd-division/country:us/state:ky/sldl:33,ky-lower-33
ocd-division/country:us/state:ky/sldl:34,ky-lower-34
ocd-division/country:us/state:ky/sldl:35,ky-lower-35
ocd-division/country:us/state:ky/sldl:36,ky-lower-36
ocd-division/country:us/state:ky/sldl:37,ky-lower-37
ocd-division/country:us/state:ky/sldl:38,ky-lower-38
ocd-division/country:us/state:ky/sldl:39,ky-lower-39
ocd-division/country:us/state:ky/sldl:40,ky-lower-40
ocd-division/country:us/state:ky/sldl:41,ky-lower-41
ocd-division/country:us/state:ky/sldl:4,ky-lower-4
ocd-division/country:us/state:ky/sldl:42,ky-lower-42
ocd-division/country:us/state:ky/sldl:43,ky-lower-43
ocd-division/country:us/state:ky/sldl:44,ky-lower-44
ocd-division/country:us/state:ky/sldl:45,ky-lower-45
ocd-division/country:us/state:ky/sldl:46,ky-lower-46
ocd-division/country:us/state:ky/sldl:47,ky-lower-47
ocd-division/country:us/state:ky/sldl:48,ky-lower-48
ocd-division/country:us/state:ky/sldl:49,ky-lower-49
ocd-division/country:us/state:ky/sldl:50,ky-lower-50
ocd-division/country:us/state:ky/sldl:51,ky-lower-51
ocd-division/country:us/state:ky/sldl:5,ky-lower-5
ocd-division/country:us/state:ky/sldl:52,ky-lower-52
ocd-division/country:us/state:ky/sldl:53,ky-lower-53
ocd-division/country:us/state:ky/sldl:54,ky-lower-54
ocd-division/country:us/state:ky/sldl:55,ky-lower-55
ocd-division/country:us/state:ky/sldl:56,ky-lower-56
ocd-division/country:us/state:ky/sldl:57,ky-lower-57
ocd-division/country:us/state:ky/sldl:58,ky-lower-58
ocd-division/country:us/state:ky/sldl:59,ky-lower-59
ocd-division/country:us/state:ky/sldl:60,ky-lower-60
ocd-division/country:us/state:ky/sldl:61,ky-lower-61
ocd-division/country:us/state:ky/sldl:6,ky-lower-6
ocd-division/country:us/state:ky/sldl:62,ky-lower-62
ocd-division/country:us/state:ky/sldl:63,ky-lower-63
ocd-division/country:us/state:ky/sldl:64,ky-lower-64
ocd-division/country:us/state:ky/sldl:65,ky-lower-65
ocd-division/country:us/state:ky/sldl:66,ky-lower-66
ocd-division/country:us/state:ky/sldl:67,ky-lower-67
ocd-division/country:us/state:ky/sldl:68,ky-lower-68
ocd-division/country:us/state:ky/sldl:69,ky-lower-69
ocd-division/country:us/state:ky/sldl:70,ky-lower-70
ocd-division/country:us/state:ky/sldl:71,ky-lower-71
ocd-division/country:us/state:ky/sldl:7,ky-lower-7
ocd-division/country:us/state:ky/sldl:72,ky-lower-72
ocd-division/country:us/state:ky/sldl:73,ky-lower-73
ocd-division/country:us/state:ky/sldl:74,ky-lower-74
ocd-division/country:us/state:ky/sldl:75,ky-lower-75
ocd-division/country:us/state:ky/sldl:76,ky-lower-76
ocd-division/country:us/state:ky/sldl:77,ky-lower-77
ocd-division/country:us/state:ky/sldl:78,ky-lower-78
ocd-division/country:us/state:ky/sldl:79,ky-lower-79
ocd-division/country:us/state:ky/sldl:80,ky-lower-80
ocd-division/country:us/state:ky/sldl:81,ky-lower-81
ocd-division/country:us/state:ky/sldl:8,ky-lower-8
ocd-division/country:us/state:ky/sldl:82,ky-lower-82
ocd-division/country:us/state:ky/sldl:83,ky-lower-83
ocd-division/country:us/state:ky/sldl:84,ky-lower-84
ocd-division/country:us/state:ky/sldl:85,ky-lower-85
ocd-division/country:us/state:ky/sldl:86,ky-lower-86
ocd-division/country:us/state:ky/sldl:87,ky-lower-87
ocd-division/country:us/state:ky/sldl:88,ky-lower-88
ocd-division/country:us/state:ky/sldl:89,ky-lower-89
ocd-division/country:us/state:ky/sldl:90,ky-lower-90
ocd-division/country:us/state:ky/sldl:91,ky-lower-91
ocd-division/country:us/state:ky/sldl:9,ky-lower-9
ocd-division/country:us/state:ky/sldl:92,ky-lower-92
