id,openstates_district
ocd-division/country:us/state:mn/sldl:1a,mn-lower-01a
ocd-division/country:us/state:mn/sldl:1b,mn-lower-01b
ocd-division/country:us/state:mn/sldl:2a,mn-lower-02a
ocd-division/country:us/state:mn/sldl:2b,mn-lower-02b
ocd-division/country:us/state:mn/sldl:3a,mn-lower-03a
ocd-division/country:us/state:mn/sldl:3b,mn-lower-03b
ocd-division/country:us/state:mn/sldl:4a,mn-lower-04a
ocd-division/country:us/state:mn/sldl:4b,mn-lower-04b
ocd-division/country:us/state:mn/sldl:5a,mn-lower-05a
ocd-division/country:us/state:mn/sldl:5b,mn-lower-05b
ocd-division/country:us/state:mn/sldl:6a,mn-lower-06a
ocd-division/country:us/state:mn/sldl:6b,mn-lower-06b
ocd-division/country:us/state:mn/sldl:7a,mn-lower-07a
ocd-division/country:us/state:mn/sldl:7b,mn-lower-07b
ocd-division/country:us/state:mn/sldl:8a,mn-lower-08a
ocd-division/country:us/state:mn/sldl:8b,mn-lower-08b
ocd-division/country:us/state:mn/sldl:9a,mn-lower-09a
ocd-division/country:us/state:mn/sldl:9b,mn-lower-09b
ocd-division/country:us/state:mn/sldl:10a,mn-lower-10a
ocd-division/country:us/state:mn/sldl:10b,mn-lower-10b
ocd-division/country:us/state:mn/sldl:11a,mn-lower-11a
ocd-division/country:us/state:mn/sldl:11b,mn-lower-11b
ocd-division/country:us/state:mn/sldl:12a,mn-lower-12a
ocd-division/country:us/state:mn/sldl:12b,mn-lower-12b
ocd-division/country:us/state:mn/sldl:13a,mn-lower-13a
ocd-division/country:us/state:mn/sldl:13b,mn-lower-13b
ocd-division/country:us/state:mn/sldl:14a,mn-lower-14a
ocd-division/country:us/state:mn/sldl:14b,mn-lower-14b
ocd-division/country:us/state:mn/sldl:15a,mn-lower-15a
ocd-division/country:us/state:mn/sldl:15b,mn-lower-15b
ocd-division/country:us/state:mn/sldl:16a,mn-lower-16a
ocd-division/country:us/state:mn/sldl:16b,mn-lower-16b
ocd-division/country:us/state:mn/sldl:17a,mn-lower-17a
ocd-division/country:us/state:mn/sldl:17b,mn-lower-17b
ocd-division/country:us/state:mn/sldl:18a,mn-lower-18a
ocd-division/country:us/state:mn/sldl:18b,mn-lower-18b
ocd-division/country:us/state:mn/sldl:19a,mn-lower-19a
ocd-division/country:us/state:mn/sldl:19b,mn-lower-19b
ocd-division/country:us/state:mn/sldl:20a,mn-lower-20a
ocd-division/country:us/state:mn/sldl:20b,mn-lower-20b
ocd-division/country:us/state:mn/sldl:21a,mn-lower-21a
ocd-division/country:us/state:mn/sldl:21b,mn-lower-21b
ocd-division/country:us/state:mn/sldl:22a,mn-lower-22a
ocd-division/country:us/state:mn/sldl:22b,mn-lower-22b
ocd-division/country:us/state:mn/sldl:23a,mn-lower-23a
ocd-division/country:us/state:mn/sldl:23b,mn-lower-23b
ocd-division/country:us/state:mn/sldl:24a,mn-lower-24a
ocd-division/country:us/state:mn/sldl:24b,mn-lower-24b
ocd-division/country:us/state:mn/sldl:25a,mn-lower-25a
ocd-division/country:us/state:mn/sldl:25b,mn-lower-25b
ocd-division/country:us/state:mn/sldl:26a,mn-lower-26a
ocd-division/country:us/state:mn/sldl:26b,mn-lower-26b
ocd-division/country:us/state:mn/sldl:27a,mn-lower-27a
ocd-division/country:us/state:mn/sldl:27b,mn-lower-27b
ocd-division/country:us/state:mn/sldl:28a,mn-lower-28a
ocd-division/country:us/state:mn/sldl:28b,mn-lower-28b
ocd-division/country:us/state:mn/sldl:29a,mn-lower-29a
ocd-division/country:us/state:mn/sldl:29b,mn-lower-29b
ocd-division/country:us/state:mn/sldl:30a,mn-lower-30a
ocd-division/country:us/state:mn/sldl:30b,mn-lower-30b
ocd-division/country:us/state:mn/sldl:31a,mn-lower-31a
ocd-division/country:us/state:mn/sldl:31b,mn-lower-31b
ocd-division/country:us/state:mn/sldl:32a,mn-lower-32a
ocd-division/country:us/state:mn/sldl:32b,mn-lower-32b
ocd-division/country:us/state:mn/sldl:33a,mn-lower-33a
ocd-division/country:us/state:mn/sldl:33b,mn-lower-33b
ocd-division/country:us/state:mn/sldl:34a,mn-lower-34a
ocd-division/country:us/state:mn/sldl:34b,mn-lower-34b
ocd-division/country:us/state:mn/sldl:35a,mn-lower-35a
ocd-division/country:us/state:mn/sldl:35b,mn-lower-35b
ocd-division/country:us/state:mn/sldl:36a,mn-lower-36a
ocd-division/country:us/state:mn/sldl:36b,mn-lower-36b
ocd-division/country:us/state:mn/sldl:37a,mn-lower-37a
ocd-division/country:us/state:mn/sldl:37b,mn-lower-37b
ocd-division/country:us/state:mn/sldl:38a,mn-lower-38a
ocd-division/country:us/state:mn/sldl:38b,mn-lower-38b
ocd-division/country:us/state:mn/sldl:39a,mn-lower-39a
ocd-division/country:us/state:mn/sldl:39b,mn-lower-39b
ocd-division/country:us/state:mn/sldl:40a,mn-lower-40a
ocd-division/country:us/state:mn/sldl:40b,mn-lower-40b
ocd-division/country:us/state:mn/sldl:41a,mn-lower-41a
ocd-division/country:us/state:mn/sldl:41b,mn-lower-41b
ocd-division/country:us/state:mn/sldl:42a,mn-lower-42a
ocd-division/country:us/state:mn/sldl:42b,mn-lower-42b
ocd-division/country:us/state:mn/sldl:43a,mn-lower-43a
ocd-division/country:us/state:mn/sldl:43b,mn-lower-43b
