id,openstates_district
ocd-division/country:us/state:wi/sldl:10,wi-lower-10
ocd-division/country:us/state:wi/sldl:11,wi-lower-11
ocd-division/country:us/state:wi/sldl:1,wi-lower-1
ocd-division/country:us/state:wi/sldl:12,wi-lower-12
ocd-division/country:us/state:wi/sldl:13,wi-lower-13
ocd-division/country:us/state:wi/sldl:14,wi-lower-14
ocd-division/country:us/state:wi/sldl:15,wi-lower-15
ocd-division/country:us/state:wi/sldl:16,wi-lower-16
ocd-division/country:us/state:wi/sldl:17,wi-lower-17
ocd-division/country:us/state:wi/sldl:18,wi-lower-18
ocd-division/country:us/state:wi/sldl:19,wi-lower-19
ocd-division/country:us/state:wi/sldl:20,wi-lower-20
ocd-division/country:us/state:wi/sldl:21,wi-lower-21
ocd-division/country:us/state:wi/sldl:2,wi-lower-2
ocd-division/country:us/state:wi/sldl:22,wi-lower-22
ocd-division/country:us/state:wi/sldl:23,wi-lower-23
ocd-division/country:us/state:wi/sldl:24,wi-lower-24
ocd-division/country:us/state:wi/sldl:25,wi-lower-25
ocd-division/country:us/state:wi/sldl:26,wi-lower-26
ocd-division/country:us/state:wi/sldl:27,wi-lower-27
ocd-division/country:us/state:wi/sldl:28,wi-lower-28
ocd-division/country:us/state:wi/sldl:29,wi-lower-29
ocd-division/country:us/state:wi/sldl:30,wi-lower-30
ocd-division/country:us/state:wi/sldl:31,wi-lower-31
ocd-division/country:us/state:wi/sldl:3,wi-lower-3
ocd-division/country:us/state:wi/sldl:32,wi-lower-32
ocd-division/country:us/state:wi/sldl:33,wi-lower-33
ocd-division/country:us/state:wi/sldl:34,wi-lower-34
ocd-division/country:us/state:wi/sldl:35,wi-lower-35
ocd-division/country:us/state:wi/sldl:36,wi-lower-36
ocd-division/country:us/state:wi/sldl:37,wi-lower-37
ocd-division/country:us/state:wi/sldl:38,wi-lower-38
ocd-division/country:us/state:wi/sldl:39,wi-lower-39
ocd-division/country:us/state:wi/sldl:40,wi-lower-40
ocd-division/country:us/state:wi/sldl:41,wi-lower-41
ocd-division/country:us/state:wi/sldl:4,wi-lower-4
ocd-division/country:us/state:wi/sldl:42,wi-lower-42
ocd-division/country:us/state:wi/sldl:43,wi-lower-43
