id,openstates_district
ocd-division/country:us/state:fl/sldl:100,fl-lower-100
ocd-division/country:us/state:fl/sldl:101,fl-lower-101
ocd-division/country:us/state:fl/sldl:10,fl-lower-10
ocd-division/country:us/state:fl/sldl:102,fl-lower-102
ocd-division/country:us/state:fl/sldl:103,fl-lower-103
ocd-division/country:us/state:fl/sldl:104,fl-lower-104
ocd-division/country:us/state:fl/sldl:105,fl-lower-105
ocd-division/country:us/state:fl/sldl:106,fl-lower-106
ocd-division/country:us/state:fl/sldl:107,fl-lower-107
ocd-division/country:us/state:fl/sldl:108,fl-lower-108
ocd-division/country:us/state:fl/sldl:109,fl-lower-109
ocd-division/country:us/state:fl/sldl:110,fl-lower-110
ocd-division/country:us/state:fl/sldl:111,fl-lower-111
ocd-division/country:us/state:fl/sldl:11,fl-lower-11
ocd-division/country:us/state:fl/sldl:112,fl-lower-112
ocd-division/country:us/state:fl/sldl:113,fl-lower-113
ocd-division/country:us/state:fl/sldl:114,fl-lower-114
ocd-division/country:us/state:fl/sldl:115,fl-lower-115
ocd-division/country:us/state:fl/sldl:116,fl-lower-116
ocd-division/country:us/state:fl/sldl:117,fl-lower-117
ocd-division/country:us/state:fl/sldl:118,fl-lower-118
ocd-division/country:us/state:fl/sldl:119,fl-lower-119
ocd-division/country:us/state:fl/sldl:1,fl-lower-1
ocd-division/country:us/state:fl/sldl:120,fl-lower-120
ocd-division/country:us/state:fl/sldl:12,fl-lower-12
ocd-division/country:us/state:fl/sldl:13,fl-lower-13
ocd-division/country:us/state:fl/sldl:14,fl-lower-14
ocd-division/country:us/state:fl/sldl:15,fl-lower-15
ocd-division/country:us/state:fl/sldl:16,fl-lower-16
ocd-division/country:us/state:fl/sldl:17,fl-lower-17
ocd-division/country:us/state:fl/sldl:18,fl-lower-18
ocd-division/country:us/state:fl/sldl:19,fl-lower-19
ocd-division/country:us/state:fl/sldl:20,fl-lower-20
ocd-division/country:us/state:fl/sldl:21,fl-lower-21
ocd-division/country:us/state:fl/sldl:2,fl-lower-2
ocd-division/country:us/state:fl/sldl:22,fl-lower-22
ocd-division/country:us/state:fl/sldl:23,fl-lower-23
ocd-division/country:us/state:fl/sldl:24,fl-lower-24
ocd-division/country:us/state:fl/sldl:25,fl-lower-25
ocd-division/country:us/state:fl/sldl:26,fl-lower-26
ocd-division/country:us/state:fl/sldl:27,fl-lower-27
ocd-division/country:us/state:fl/sldl:28,fl-lower-28
ocd-division/country:us/state:fl/sldl:29,fl-lower-29
ocd-division/country:us/state:fl/sldl:30,fl-lower-30
ocd-division/country:us/state:fl/sldl:31,fl-lower-31
ocd-division/country:us/state:fl/sldl:3,fl-lower-3
ocd-division/country:us/state:fl/sldl:32,fl-lower-32
ocd-division/country:us/state:fl/sldl:33,fl-lower-33
ocd-division/country:us/state:fl/sldl:34,fl-lower-34
ocd-division/country:us/state:fl/sldl:35,fl-lower-35
ocd-division/country:us/state:fl/sldl:36,fl-lower-36
ocd-division/country:us/state:fl/sldl:37,fl-lower-37
ocd-division/country:us/state:fl/sldl:38,fl-lower-38
ocd-division/country:us/state:fl/sldl:39,fl-lower-39
ocd-division/country:us/state:fl/sldl:40,fl-lower-40
ocd-division/country:us/state:fl/sldl:41,fl-lower-41
ocd-division/country:us/state:fl/sldl:4,fl-lower-4
ocd-division/country:us/state:fl/sldl:42,fl-lower-42
ocd-division/country:us/state:fl/sldl:43,fl-lower-43
ocd-division/country:us/state:fl/sldl:44,fl-lower-44
ocd-division/country:us/state:fl/sldl:45,fl-lower-45
