id,openstates_district
ocd-division/country:us/state:md/sldl:1a,md-lower-1a
ocd-division/country:us/state:md/sldl:1b,md-lower-1b
ocd-division/country:us/state:md/sldl:1c,md-lower-1c
ocd-division/country:us/state:md/sldl:2a,md-lower-2a
ocd-division/country:us/state:md/sldl:2b,md-lower-2b
ocd-division/country:us/state:md/sldl:2c,md-lower-2c
ocd-division/country:us/state:md/sldl:3a,md-lower-3a
ocd-division/country:us/state:md/sldl:3b,md-lower-3b
ocd-division/country:us/state:md/sldl:4a,md-lower-4a
ocd-division/country:us/state:md/sldl:4b,md-lower-4b
ocd-division/country:us/state:md/sldl:5,md-lower-5
ocd-division/country:us/state:md/sldl:5,md-lower-5
ocd-division/country:us/state:md/sldl:6,md-lower-6
ocd-division/country:us/state:md/sldl:7,md-lower-7
ocd-division/country:us/state:md/sldl:8,md-lower-8
ocd-division/country:us/state:md/sldl:9a,md-lower-9a
ocd-division/country:us/state:md/sldl:9b,md-lower-9b
ocd-division/country:us/state:md/sldl:10,md-lower-10
ocd-division/country:us/state:md/sldl:11,md-lower-11
ocd-division/country:us/state:md/sldl:12,md-lower-12
ocd-division/country:us/state:md/sldl:12,md-lower-12
ocd-division/country:us/state:md/sldl:13,md-lower-13
ocd-division/country:us/state:md/sldl:14,md-lower-14
ocd-division/country:us/state:md/sldl:15,md-lower-15
ocd-division/country:us/state:md/sldl:16,md-lower-16
ocd-division/country:us/state:md/sldl:17,md-lower-17
ocd-division/country:us/state:md/sldl:18,md-lower-18
ocd-division/country:us/state:md/sldl:19,md-lower-19
ocd-division/country:us/state:md/sldl:20,md-lower-20
ocd-division/country:us/state:md/sldl:21,md-lower-21
ocd-division/country:us/state:md/sldl:22,md-lower-22
ocd-division/country:us/state:md/sldl:23a,md-lower-23a
ocd-division/country:us/state:md/sldl:23b,md-lower-23b
ocd-division/country:us/state:md/sldl:24,md-lower-24
ocd-division/country:us/state:md/sldl:25,md-lower-25
ocd-division/country:us/state:md/sldl:26,md-lower-26
ocd-division/country:us/state:md/sldl:27a,md-lower-27a
ocd-division/country:us/state:md/sldl:27b,md-lower-27b
ocd-division/country:us/state:md/sldl:28,md-lower-28
ocd-division/country:us/state:md/sldl:29a,md-lower-29a
ocd-division/country:us/state:md/sldl:29b,md-lower-29b
ocd-division/country:us/state:md/sldl:29c,md-lower-29c
ocd-division/country:us/state:md/sldl:30,md-lower-30
ocd-division/country:us/state:md/sldl:31,md-lower-31
ocd-division/country:us/state:md/sldl:32,md-lower-32
ocd-division/country:us/state:md/sldl:33a,md-lower-33a
ocd-division/country:us/state:md/sldl:33b,md-lower-33b
ocd-division/country:us/state:md/sldl:34a,md-lower-34a
