id,sameAs,sameAsNote,validFrom,validThrough
ocd-division/country:de/land:ni/wahlkreis:lüchow-dannenberg_~_lüneburg,ocd-division/country:de/ed:lüchow-dannenberg_-_lüneburg,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:ni/wahlkreis:mittelems,ocd-division/country:de/ed:mittelems,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:ni/wahlkreis:nienburg_ii_~_schaumburg,ocd-division/country:de/ed:nienburg_ii_-_schaumburg,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:ni/wahlkreis:oldenburg_~_ammerland,ocd-division/country:de/ed:oldenburg_-_ammerland,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:ni/wahlkreis:osnabrück-land,ocd-division/country:de/ed:osnabrück-land,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:ni/wahlkreis:osterholz_~_verden,ocd-division/country:de/ed:osterholz_-_verden,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:ni/wahlkreis:rotenburg_i_~_heidekreis,ocd-division/country:de/ed:rotenburg_i_-_heidekreis,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:ni/wahlkreis:salzgitter_~_wolfenbüttel,ocd-division/country:de/ed:salzgitter_-_wolfenbüttel,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:ni/wahlkreis:stade_i_~_rotenburg_ii,ocd-division/country:de/ed:stade_i_-_rotenburg_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:ni/wahlkreis:stadt_hannover_ii,ocd-division/country:de/ed:stadt_hannover_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:ni/wahlkreis:stadt_hannover_i,ocd-division/country:de/ed:stadt_hannover_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:ni/wahlkreis:stadt_osnabrück,ocd-division/country:de/ed:stadt_osnabrück,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:ni/wahlkreis:unterems,ocd-division/country:de/ed:unterems,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:aachen_ii,ocd-division/country:de/ed:aachen_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:aachen_i,ocd-division/country:de/ed:aachen_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:bielefeld_~_gütersloh_ii,ocd-division/country:de/ed:bielefeld_-_gütersloh_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:bochum_i,ocd-division/country:de/ed:bochum_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:bonn,ocd-division/country:de/ed:bonn,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:borken_ii,ocd-division/country:de/ed:borken_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:bottrop_~_recklinghausen_iii,ocd-division/country:de/ed:bottrop_-_recklinghausen_iii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:coesfeld_~_steinfurt_ii,ocd-division/country:de/ed:coesfeld_-_steinfurt_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:dortmund_ii,ocd-division/country:de/ed:dortmund_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:dortmund_i,ocd-division/country:de/ed:dortmund_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:duisburg_ii,ocd-division/country:de/ed:duisburg_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:duisburg_i,ocd-division/country:de/ed:duisburg_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:düren,ocd-division/country:de/ed:düren,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:düsseldorf_ii,ocd-division/country:de/ed:düsseldorf_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:düsseldorf_i,ocd-division/country:de/ed:düsseldorf_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:ennepe-ruhr-kreis_ii,ocd-division/country:de/ed:ennepe-ruhr-kreis_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:essen_iii,ocd-division/country:de/ed:essen_iii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:essen_ii,ocd-division/country:de/ed:essen_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:euskirchen_~_rhein-erft-kreis_ii,ocd-division/country:de/ed:euskirchen_-_rhein-erft-kreis_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:gelsenkirchen,ocd-division/country:de/ed:gelsenkirchen,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:gütersloh_i,ocd-division/country:de/ed:gütersloh_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:hagen_~_ennepe-ruhr-kreis_i,ocd-division/country:de/ed:hagen_-_ennepe-ruhr-kreis_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:hamm_~_unna_ii,ocd-division/country:de/ed:hamm_-_unna_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:heinsberg,ocd-division/country:de/ed:heinsberg,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:herford_~_minden-lübbecke_ii,ocd-division/country:de/ed:herford_-_minden-lübbecke_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:herne_~_bochum_ii,ocd-division/country:de/ed:herne_-_bochum_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:hochsauerlandkreis,ocd-division/country:de/ed:hochsauerlandkreis,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:höxter_~_lippe_ii,ocd-division/country:de/ed:höxter_-_gütersloh_iii_-_lippe_ii,Added for backwards compatibility with land/wahlkreis identifiers,,2021-09-25
ocd-division/country:de/land:nw/wahlkreis:höxter_~_gütersloh_iii_~_lippe_ii,ocd-division/country:de/ed:höxter_-_gütersloh_iii_-_lippe_ii,Added for backwards compatibility with land/wahlkreis identifiers,2021-09-26,
ocd-division/country:de/land:nw/wahlkreis:kleve,ocd-division/country:de/ed:kleve,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:köln_iii,ocd-division/country:de/ed:köln_iii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:köln_ii,ocd-division/country:de/ed:köln_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:köln_i,ocd-division/country:de/ed:köln_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:krefeld_ii_~_wesel_ii,ocd-division/country:de/ed:krefeld_ii_-_wesel_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:krefeld_i_~_neuss_ii,ocd-division/country:de/ed:krefeld_i_-_neuss_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:leverkusen_~_köln_iv,ocd-division/country:de/ed:leverkusen_-_köln_iv,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:lippe_i,ocd-division/country:de/ed:lippe_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:märkischer_kreis_ii,ocd-division/country:de/ed:märkischer_kreis_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:mettmann_ii,ocd-division/country:de/ed:mettmann_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:mettmann_i,ocd-division/country:de/ed:mettmann_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:minden-lübbecke_i,ocd-division/country:de/ed:minden-lübbecke_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:mönchengladbach,ocd-division/country:de/ed:mönchengladbach,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:mülheim_~_essen_i,ocd-division/country:de/ed:mülheim_-_essen_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:münster,ocd-division/country:de/ed:münster,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:neuss_i,ocd-division/country:de/ed:neuss_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:oberbergischer_kreis,ocd-division/country:de/ed:oberbergischer_kreis,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:oberhausen_~_wesel_iii,ocd-division/country:de/ed:oberhausen_-_wesel_iii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:olpe_~_märkischer_kreis_i,ocd-division/country:de/ed:olpe_-_märkischer_kreis_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:paderborn_~_gütersloh_iii,ocd-division/country:de/ed:paderborn,Added for backwards compatibility with land/wahlkreis identifiers,,2021-09-25
ocd-division/country:de/land:nw/wahlkreis:paderborn,ocd-division/country:de/ed:paderborn,Added for backwards compatibility with land/wahlkreis identifiers,2021-09-26,
ocd-division/country:de/land:nw/wahlkreis:recklinghausen_ii,ocd-division/country:de/ed:recklinghausen_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:recklinghausen_i,ocd-division/country:de/ed:recklinghausen_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:rhein-erft-kreis_i,ocd-division/country:de/ed:rhein-erft-kreis_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:rheinisch-bergischer_kreis,ocd-division/country:de/ed:rheinisch-bergischer_kreis,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:rhein-sieg-kreis_ii,ocd-division/country:de/ed:rhein-sieg-kreis_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:rhein-sieg-kreis_i,ocd-division/country:de/ed:rhein-sieg-kreis_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:siegen-wittgenstein,ocd-division/country:de/ed:siegen-wittgenstein,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:soest,ocd-division/country:de/ed:soest,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:solingen_~_remscheid_~_wuppertal_ii,ocd-division/country:de/ed:solingen_-_remscheid_-_wuppertal_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:steinfurt_i_~_borken_i,ocd-division/country:de/ed:steinfurt_i_-_borken_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:steinfurt_iii,ocd-division/country:de/ed:steinfurt_iii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:unna_i,ocd-division/country:de/ed:unna_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:viersen,ocd-division/country:de/ed:viersen,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:warendorf,ocd-division/country:de/ed:warendorf,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:wesel_i,ocd-division/country:de/ed:wesel_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:nw/wahlkreis:wuppertal_i,ocd-division/country:de/ed:wuppertal_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:ahrweiler,ocd-division/country:de/ed:ahrweiler,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:bitburg,ocd-division/country:de/ed:bitburg,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:kaiserslautern,ocd-division/country:de/ed:kaiserslautern,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:koblenz,ocd-division/country:de/ed:koblenz,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:kreuznach,ocd-division/country:de/ed:kreuznach,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:ludwigshafen~frankenthal,ocd-division/country:de/ed:ludwigshafen~frankenthal,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:mainz,ocd-division/country:de/ed:mainz,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:montabaur,ocd-division/country:de/ed:montabaur,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:mosel~rhein-hunsrück,ocd-division/country:de/ed:mosel~rhein-hunsrück,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:neustadt_~_speyer,ocd-division/country:de/ed:neustadt_-_speyer,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:neuwied,ocd-division/country:de/ed:neuwied,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:pirmasens,ocd-division/country:de/ed:pirmasens,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:südpfalz,ocd-division/country:de/ed:südpfalz,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:trier,ocd-division/country:de/ed:trier,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:rp/wahlkreis:worms,ocd-division/country:de/ed:worms,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sh/wahlkreis:flensburg_~_schleswig,ocd-division/country:de/ed:flensburg_-_schleswig,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sh/wahlkreis:herzogtum_lauenburg_~_stormarn-süd,ocd-division/country:de/ed:herzogtum_lauenburg_-_stormarn-süd,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sh/wahlkreis:kiel,ocd-division/country:de/ed:kiel,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sh/wahlkreis:lübeck,ocd-division/country:de/ed:lübeck,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sh/wahlkreis:nordfriesland_~_dithmarschen_nord,ocd-division/country:de/ed:nordfriesland_-_dithmarschen_nord,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sh/wahlkreis:ostholstein_~_stormarn-nord,ocd-division/country:de/ed:ostholstein_-_stormarn-nord,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sh/wahlkreis:pinneberg,ocd-division/country:de/ed:pinneberg,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sh/wahlkreis:plön_~_neumünster,ocd-division/country:de/ed:plön_-_neumünster,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sh/wahlkreis:rendsburg-eckernförde,ocd-division/country:de/ed:rendsburg-eckernförde,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sh/wahlkreis:segeberg_~_stormarn-mitte,ocd-division/country:de/ed:segeberg_-_stormarn-mitte,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sh/wahlkreis:steinburg_~_dithmarschen_süd,ocd-division/country:de/ed:steinburg_-_dithmarschen_süd,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sl/wahlkreis:homburg,ocd-division/country:de/ed:homburg,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sl/wahlkreis:saarbrücken,ocd-division/country:de/ed:saarbrücken,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sl/wahlkreis:saarlouis,ocd-division/country:de/ed:saarlouis,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sl/wahlkreis:st._wendel,ocd-division/country:de/ed:st._wendel,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:bautzen_i,ocd-division/country:de/ed:bautzen_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:chemnitzer_umland_~_erzgebirgskreis_ii,ocd-division/country:de/ed:chemnitzer_umland_-_erzgebirgskreis_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:chemnitz,ocd-division/country:de/ed:chemnitz,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:dresden_ii_~_bautzen_ii,ocd-division/country:de/ed:dresden_ii_-_bautzen_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:dresden_i,ocd-division/country:de/ed:dresden_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:erzgebirgskreis_i,ocd-division/country:de/ed:erzgebirgskreis_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:görlitz,ocd-division/country:de/ed:görlitz,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:leipzig_ii,ocd-division/country:de/ed:leipzig_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:leipzig_i,ocd-division/country:de/ed:leipzig_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:leipzig-land,ocd-division/country:de/ed:leipzig-land,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:meißen,ocd-division/country:de/ed:meißen,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:mittelsachsen,ocd-division/country:de/ed:mittelsachsen,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:nordsachsen,ocd-division/country:de/ed:nordsachsen,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:sächsische_schweiz-osterzgebirge,ocd-division/country:de/ed:sächsische_schweiz-osterzgebirge,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:vogtlandkreis,ocd-division/country:de/ed:vogtlandkreis,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:sn/wahlkreis:zwickau,ocd-division/country:de/ed:zwickau,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:st/wahlkreis:altmark,ocd-division/country:de/ed:altmark,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:st/wahlkreis:anhalt,ocd-division/country:de/ed:anhalt,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:st/wahlkreis:börde_~_jerichower_land,ocd-division/country:de/ed:börde_-_jerichower_land,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:st/wahlkreis:burgenland_~_saalekreis,ocd-division/country:de/ed:burgenland_-_saalekreis,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:st/wahlkreis:dessau_~_wittenberg,ocd-division/country:de/ed:dessau_-_wittenberg,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:st/wahlkreis:halle,ocd-division/country:de/ed:halle,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:st/wahlkreis:harz,ocd-division/country:de/ed:harz,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:st/wahlkreis:magdeburg,ocd-division/country:de/ed:magdeburg,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:st/wahlkreis:mansfeld,ocd-division/country:de/ed:mansfeld,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:th/wahlkreis:eichsfeld_~_nordhausen_~_kyffhäuserkreis,ocd-division/country:de/ed:eichsfeld_-_nordhausen_-_kyffhäuserkreis,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:th/wahlkreis:eisenach_~_wartburgkreis_~_unstrut-hainich-kreis,ocd-division/country:de/ed:eisenach_-_wartburgkreis_-_unstrut-hainich-kreis,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:th/wahlkreis:erfurt_~_weimar_~_weimarer_land_ii,ocd-division/country:de/ed:erfurt_-_weimar_-_weimarer_land_ii,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:th/wahlkreis:gera_~_greiz_~_altenburger_land,ocd-division/country:de/ed:gera_-_greiz_-_altenburger_land,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:th/wahlkreis:gotha_~_ilm-kreis,ocd-division/country:de/ed:gotha_-_ilm-kreis,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:th/wahlkreis:jena_~_sömmerda_~_weimarer_land_i,ocd-division/country:de/ed:jena_-_sömmerda_-_weimarer_land_i,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:th/wahlkreis:saalfeld-rudolstadt_~_saale-holzland-kreis_~_saale-orla-kreis,ocd-division/country:de/ed:saalfeld-rudolstadt_-_saale-holzland-kreis_-_saale-orla-kreis,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/land:th/wahlkreis:suhl_~_schmalkalden-meiningen_~_hildburghausen_~_sonneberg,ocd-division/country:de/ed:suhl_-_schmalkalden-meiningen_-_hildburghausen_-_sonneberg,Added for backwards compatibility with land/wahlkreis identifiers,,
ocd-division/country:de/state:bb/cd:56,ocd-division/country:de/ed:prignitz_-_ostprignitz-ruppin_-_havelland_i,Prignitz - Ostprignitz-Ruppin - Havelland I,,
ocd-division/country:de/state:bb/cd:57,ocd-division/country:de/ed:uckermark_-_barnim_i,Uckermark - Barnim I,,
ocd-division/country:de/state:bb/cd:58,ocd-division/country:de/ed:oberhavel_-_havelland_ii,Oberhavel - Havelland II,,
ocd-division/country:de/state:bb/cd:59,ocd-division/country:de/ed:märkisch-oderland_-_barnim_ii,Märkisch-Oderland - Barnim II,,
ocd-division/country:de/state:bb/cd:60,ocd-division/country:de/ed:brandenburg_an_der_havel_-_potsdam-mittelmark_i_-_havelland_iii_-_teltow-fläming_i,Brandenburg an der Havel - Potsdam-Mittelmark I - Havelland III - Teltow-Fläming I,,
ocd-division/country:de/state:bb/cd:61,ocd-division/country:de/ed:potsdam_-_potsdam-mittelmark_ii_-_teltow-fläming_ii,Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II,,
ocd-division/country:de/state:bb/cd:62,ocd-division/country:de/ed:dahme-spreewald_-_teltow-fläming_iii_-_oberspreewald-lausitz_i,Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I,,
ocd-division/country:de/state:bb/cd:63,ocd-division/country:de/ed:frankfurt_~oder~_-_oder-spree,Frankfurt (Oder) - Oder-Spree,,
ocd-division/country:de/state:bb/cd:64,ocd-division/country:de/ed:cottbus_-_spree-neiße,Cottbus - Spree-Neiße,,
ocd-division/country:de/state:bb/cd:65,ocd-division/country:de/ed:elbe-elster_-_oberspreewald-lausitz_ii,Elbe-Elster - Oberspreewald-Lausitz II,,
ocd-division/country:de/state:be/cd:75,ocd-division/country:de/ed:berlin-mitte,Berlin-Mitte,,
ocd-division/country:de/state:be/cd:76,ocd-division/country:de/ed:berlin-pankow,Berlin-Pankow,,
ocd-division/country:de/state:be/cd:77,ocd-division/country:de/ed:berlin-reinickendorf,Berlin-Reinickendorf,,
ocd-division/country:de/state:be/cd:78,ocd-division/country:de/ed:berlin-spandau_-_charlottenburg_nord,Berlin-Spandau - Charlottenburg Nord,,
ocd-division/country:de/state:be/cd:79,ocd-division/country:de/ed:berlin-steglitz-zehlendorf,Berlin-Steglitz-Zehlendorf,,
ocd-division/country:de/state:be/cd:80,ocd-division/country:de/ed:berlin-charlottenburg-wilmersdorf,Berlin-Charlottenburg-Wilmersdorf,,
ocd-division/country:de/state:be/cd:81,ocd-division/country:de/ed:berlin-tempelhof-schöneberg,Berlin-Tempelhof-Schöneberg,,
ocd-division/country:de/state:be/cd:82,ocd-division/country:de/ed:berlin-neukölln,Berlin-Neukölln,,
ocd-division/country:de/state:be/cd:83,ocd-division/country:de/ed:berlin-friedrichshain-kreuzberg_-_prenzlauer_berg_ost,Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost,,
ocd-division/country:de/state:be/cd:84,ocd-division/country:de/ed:berlin-treptow-köpenick,Berlin-Treptow-Köpenick,,
ocd-division/country:de/state:be/cd:85,ocd-division/country:de/ed:berlin-marzahn-hellersdorf,Berlin-Marzahn-Hellersdorf,,
ocd-division/country:de/state:be/cd:86,ocd-division/country:de/ed:berlin-lichtenberg,Berlin-Lichtenberg,,
ocd-division/country:de/state:bw/cd:258,ocd-division/country:de/ed:stuttgart_i,Stuttgart I,,
ocd-division/country:de/state:bw/cd:259,ocd-division/country:de/ed:stuttgart_ii,Stuttgart II,,
ocd-division/country:de/state:bw/cd:260,ocd-division/country:de/ed:böblingen,Böblingen,,
ocd-division/country:de/state:bw/cd:261,ocd-division/country:de/ed:esslingen,Esslingen,,
ocd-division/country:de/state:bw/cd:262,ocd-division/country:de/ed:nürtingen,Nürtingen,,
ocd-division/country:de/state:bw/cd:263,ocd-division/country:de/ed:göppingen,Göppingen,,
ocd-division/country:de/state:bw/cd:264,ocd-division/country:de/ed:waiblingen,Waiblingen,,
ocd-division/country:de/state:bw/cd:265,ocd-division/country:de/ed:ludwigsburg,Ludwigsburg,,
ocd-division/country:de/state:bw/cd:266,ocd-division/country:de/ed:neckar-zaber,Neckar-Zaber,,
ocd-division/country:de/state:bw/cd:267,ocd-division/country:de/ed:heilbronn,Heilbronn,,
ocd-division/country:de/state:bw/cd:268,ocd-division/country:de/ed:schwäbisch_hall_-_hohenlohe,Schwäbisch Hall - Hohenlohe,,
