id,name,ordnance_id
ocd-division/country:uk/cty:dorset_county/diw:lytchett_minster_and_upton_west_ward,Lytchett Minster and Upton West Ward,E05009538
ocd-division/country:uk/cty:dorset_county/diw:lytchett_matravers_ward,Lytchett Matravers Ward,E05009536
ocd-division/country:uk/cty:dorset_county/diw:langton_ward,Langton Ward,E05010752
ocd-division/country:uk/cty:dorset_county/diw:lytchett_minster_and_upton_east_ward,Lytchett Minster and Upton East Ward,E05009537
ocd-division/country:uk/cty:dorset_county/diw:swanage_south_ward,Swanage South Ward,E05009541
ocd-division/country:uk/cty:dorset_county/diw:swanage_north_ward,Swanage North Ward,E05009540
ocd-division/country:uk/cty:dorset_county/diw:st_catherines_and_hurn_ward,St. Catherine's and Hurn Ward,E05003668
ocd-division/country:uk/cty:dorset_county/diw:burton_and_winkton_ward,Burton and Winkton Ward,E05003660
ocd-division/country:uk/cty:dorset_county/diw:north_highcliffe_and_walkford_ward,North Highcliffe and Walkford Ward,E05003665
ocd-division/country:uk/cty:dorset_county/diw:purewell_and_stanpit_ward,Purewell and Stanpit Ward,E05003667
ocd-division/country:uk/cty:dorset_county/diw:portfield_ward,Portfield Ward,E05003666
ocd-division/country:uk/cty:dorset_county/diw:jumpers_ward,Jumpers Ward,E05003663
ocd-division/country:uk/cty:dorset_county/diw:west_highcliffe_ward,West Highcliffe Ward,E05003670
ocd-division/country:uk/cty:dorset_county/diw:highcliffe_ward,Highcliffe Ward,E05003662
ocd-division/country:uk/cty:dorset_county/diw:town_centre_ward,Town Centre Ward,E05003669
ocd-division/country:uk/cty:dorset_county/diw:mudeford_and_friars_cliff_ward,Mudeford and Friars Cliff Ward,E05003664
ocd-division/country:uk/cty:dorset_county/diw:grange_ward,Grange Ward,E05003661
ocd-division/country:uk/cty:dorset_county/diw:netherbury_ward,Netherbury Ward,E05010596
ocd-division/country:uk/cty:dorset_county/diw:queen_thorne_ward,Queen Thorne Ward,E05010599
ocd-division/country:uk/cty:dorset_county/diw:chideock_symondsbury_ward,Chideock & Symondsbury Ward,E05010588
ocd-division/country:uk/cty:dorset_county/diw:chickerell_chesil_bank_ward,Chickerell & Chesil Bank Ward,E05010587
ocd-division/country:uk/cty:dorset_county/diw:burton_bradstock_ward,Burton Bradstock Ward,E05010585
ocd-division/country:uk/cty:dorset_county/diw:winterborne_st_martin_ward,Winterborne St. Martin Ward,E05010602
ocd-division/country:uk/cty:dorset_county/diw:broadmayne_crossways_ward,Broadmayne & Crossways Ward,E05010583
ocd-division/country:uk/cty:dorset_county/diw:puddletown_ward,Puddletown Ward,E05010598
ocd-division/country:uk/cty:dorset_county/diw:broadwindsor_ward,Broadwindsor Ward,E05010584
ocd-division/country:uk/cty:dorset_county/diw:maiden_newton_ward,Maiden Newton Ward,E05010595
ocd-division/country:uk/cty:dorset_county/diw:beaminster_ward,Beaminster Ward,E05010580
ocd-division/country:uk/cty:dorset_county/diw:cerne_valley_ward,Cerne Valley Ward,E05010586
ocd-division/country:uk/cty:dorset_county/diw:frome_valley_ward,Frome Valley Ward,E05010593
ocd-division/country:uk/cty:dorset_county/diw:yetminster_cam_vale_ward,Yetminster & Cam Vale Ward,E05010603
ocd-division/country:uk/cty:dorset_county/diw:piddle_valley_ward,Piddle Valley Ward,E05010597
ocd-division/country:uk/cty:dorset_county/diw:lyme_regis_charmouth_ward,Lyme Regis & Charmouth Ward,E05010594
ocd-division/country:uk/cty:dorset_county/diw:bridport_south_ward,Bridport South Ward,E05010582
ocd-division/country:uk/cty:dorset_county/diw:bridport_north_ward,Bridport North Ward,E05010581
ocd-division/country:uk/cty:dorset_county/diw:dorchester_west_ward,Dorchester West Ward,E05010592
ocd-division/country:uk/cty:dorset_county/diw:dorchester_north_ward,Dorchester North Ward,E05010590
ocd-division/country:uk/cty:dorset_county/diw:sherborne_west_ward,Sherborne West Ward,E05010601
ocd-division/country:uk/cty:dorset_county/diw:sherborne_east_ward,Sherborne East Ward,E05010600
ocd-division/country:uk/cty:dorset_county/diw:dorchester_south_ward,Dorchester South Ward,E05010591
ocd-division/country:uk/cty:dorset_county/diw:dorchester_east_ward,Dorchester East Ward,E05010589
ocd-division/country:uk/cty:dorset_county/diw:stour_ward,Stour Ward,E05009526
ocd-division/country:uk/cty:dorset_county/diw:st_leonards_ward,St. Leonards Ward,E05009525
ocd-division/country:uk/cty:dorset_county/diw:handley_vale_ward,Handley Vale Ward,E05009523
ocd-division/country:uk/cty:dorset_county/diw:crane_ward,Crane Ward,E05009520
ocd-division/country:uk/cty:dorset_county/diw:corfe_mullen_ward,Corfe Mullen Ward,E05009519
ocd-division/country:uk/cty:dorset_county/diw:colehill_west_ward,Colehill West Ward,E05009518
ocd-division/country:uk/cty:dorset_county/diw:parley_ward,Parley Ward,E05009524
ocd-division/country:uk/cty:dorset_county/diw:hampreston_longham_ward,Hampreston & Longham Ward,E05009522
ocd-division/country:uk/cty:dorset_county/diw:west_moors_holt_ward,West Moors & Holt Ward,E05009529
ocd-division/country:uk/cty:dorset_county/diw:alderholt_ward,Alderholt Ward,E05009515
ocd-division/country:uk/cty:dorset_county/diw:colehill_east_ward,Colehill East Ward,E05009517
ocd-division/country:uk/cty:dorset_county/diw:ferndown_central_ward,Ferndown Central Ward,E05009521
ocd-division/country:uk/cty:dorset_county/diw:verwood_west_ward,Verwood West Ward,E05009528
ocd-division/country:uk/cty:dorset_county/diw:verwood_east_ward,Verwood East Ward,E05009527
ocd-division/country:uk/cty:dorset_county/diw:wimborne_minster_ward,Wimborne Minster Ward,E05009530
ocd-division/country:uk/cty:dorset_county/diw:ameysford_ward,Ameysford Ward,E05009516
ocd-division/country:uk/cty:dorset_county/diw:abbey_ward,Abbey Ward,E05009996
ocd-division/country:uk/cty:dorset_county/diw:lydden_vale_ward,Lydden Vale Ward,E05010007
ocd-division/country:uk/cty:dorset_county/diw:bulbarrow_ward,Bulbarrow Ward,E05010002
ocd-division/country:uk/cty:dorset_county/diw:blackmore_ward,Blackmore Ward,E05009997
ocd-division/country:uk/cty:dorset_county/diw:lower_tarrants_ward,Lower Tarrants Ward,E05010006
ocd-division/country:uk/cty:dorset_county/diw:hill_forts_ward,Hill Forts Ward,E05010005
ocd-division/country:uk/cty:dorset_county/diw:the_stours_marnhull_ward,The Stours & Marnhull Ward,E05010014
ocd-division/country:uk/cty:dorset_county/diw:gillingham_rural_ward,Gillingham Rural Ward,E05010003
ocd-division/country:uk/cty:dorset_county/diw:the_beacon_ward,The Beacon Ward,E05010013
ocd-division/country:uk/cty:dorset_county/diw:motcombe_bourton_ward,Motcombe & Bourton Ward,E05010008
ocd-division/country:uk/cty:dorset_county/diw:riversdale_portman_ward,Riversdale & Portman Ward,E05010009
ocd-division/country:uk/cty:dorset_county/diw:sturminster_newton_ward,Sturminster Newton Ward,E05010012
ocd-division/country:uk/cty:dorset_county/diw:blandford_hilltop_ward,Blandford Hilltop Ward,E05009999
ocd-division/country:uk/cty:dorset_county/diw:gillingham_town_ward,Gillingham Town Ward,E05010004
ocd-division/country:uk/cty:dorset_county/diw:shaftesbury_west_ward,Shaftesbury West Ward,E05010011
ocd-division/country:uk/cty:dorset_county/diw:shaftesbury_east_ward,Shaftesbury East Ward,E05010010
ocd-division/country:uk/cty:dorset_county/diw:blandford_old_town_ward,Blandford Old Town Ward,E05010001
ocd-division/country:uk/cty:dorset_county/diw:blandford_central_ward,Blandford Central Ward,E05009998
ocd-division/country:uk/cty:dorset_county/diw:blandford_langton_st_leonards_ward,Blandford Langton St. Leonards Ward,E05010000
ocd-division/country:uk/cty:dorset_county/diw:tophill_west_ward,Tophill West Ward,E05003775
ocd-division/country:uk/cty:dorset_county/diw:underhill_ward,Underhill Ward,E05003776
ocd-division/country:uk/cty:dorset_county/diw:tophill_east_ward,Tophill East Ward,E05003774
ocd-division/country:uk/cty:dorset_county/diw:weymouth_west_ward,Weymouth West Ward,E05003783
ocd-division/country:uk/cty:dorset_county/diw:weymouth_east_ward,Weymouth East Ward,E05003782
ocd-division/country:uk/cty:dorset_county/diw:westham_north_ward,Westham North Ward,E05003779
ocd-division/country:uk/cty:dorset_county/diw:wey_valley_ward,Wey Valley Ward,E05003781
ocd-division/country:uk/cty:dorset_county/diw:preston_ward,Preston Ward,E05003772
ocd-division/country:uk/cty:dorset_county/diw:upwey_and_broadwey_ward,Upwey and Broadwey Ward,E05003777
ocd-division/country:uk/cty:dorset_county/diw:wyke_regis_ward,Wyke Regis Ward,E05003784
ocd-division/country:uk/cty:dorset_county/diw:westham_west_ward,Westham West Ward,E05003780
ocd-division/country:uk/cty:dorset_county/diw:westham_east_ward,Westham East Ward,E05003778
ocd-division/country:uk/cty:dorset_county/diw:melcombe_regis_ward,Melcombe Regis Ward,E05003771
ocd-division/country:uk/cty:dorset_county/diw:radipole_ward,Radipole Ward,E05003773
ocd-division/country:uk/cty:dorset_county/diw:littlemoor_ward,Littlemoor Ward,E05003770
ocd-division/country:uk/cty:east_sussex_county/diw:kingston_ward,Kingston Ward,E05003949
ocd-division/country:uk/cty:east_sussex_county/diw:ouse_valley_and_ringmer_ward,Ouse Valley and Ringmer Ward,E05003956
ocd-division/country:uk/cty:east_sussex_county/diw:ditchling_and_westmeston_ward,Ditchling and Westmeston Ward,E05003947
ocd-division/country:uk/cty:east_sussex_county/diw:plumpton_streat_east_chiltington_and_st_john_without_ward,"Plumpton, Streat, East Chiltington and St. John (Without) Ward",E05003960
ocd-division/country:uk/cty:east_sussex_county/diw:barcombe_and_hamsey_ward,Barcombe and Hamsey Ward,E05003945
ocd-division/country:uk/cty:east_sussex_county/diw:chailey_and_wivelsfield_ward,Chailey and Wivelsfield Ward,E05003946
ocd-division/country:uk/cty:east_sussex_county/diw:newhaven_denton_and_meeching_ward,Newhaven Denton and Meeching Ward,E05003953
ocd-division/country:uk/cty:east_sussex_county/diw:lewes_priory_ward,Lewes Priory Ward,E05003952
ocd-division/country:uk/cty:east_sussex_county/diw:seaford_west_ward,Seaford West Ward,E05003965
ocd-division/country:uk/cty:east_sussex_county/diw:seaford_north_ward,Seaford North Ward,E05003963
ocd-division/country:uk/cty:east_sussex_county/diw:seaford_east_ward,Seaford East Ward,E05003962
ocd-division/country:uk/cty:east_sussex_county/diw:newick_ward,Newick Ward,E05003955
ocd-division/country:uk/cty:east_sussex_county/diw:seaford_central_ward,Seaford Central Ward,E05003961
ocd-division/country:uk/cty:east_sussex_county/diw:seaford_south_ward,Seaford South Ward,E05003964
ocd-division/country:uk/cty:east_sussex_county/diw:peacehaven_east_ward,Peacehaven East Ward,E05003957
ocd-division/country:uk/cty:east_sussex_county/diw:east_saltdean_and_telscombe_cliffs_ward,East Saltdean and Telscombe Cliffs Ward,E05003948
ocd-division/country:uk/cty:east_sussex_county/diw:newhaven_valley_ward,Newhaven Valley Ward,E05003954
ocd-division/country:uk/cty:east_sussex_county/diw:lewes_castle_ward,Lewes Castle Ward,E05003951
ocd-division/country:uk/cty:east_sussex_county/diw:lewes_bridge_ward,Lewes Bridge Ward,E05003950
ocd-division/country:uk/cty:east_sussex_county/diw:peacehaven_west_ward,Peacehaven West Ward,E05003959
ocd-division/country:uk/cty:east_sussex_county/diw:peacehaven_north_ward,Peacehaven North Ward,E05003958
ocd-division/country:uk/cty:east_sussex_county/diw:eastern_rother_ward,Eastern Rother Ward,E05003972
ocd-division/country:uk/cty:east_sussex_county/diw:crowhurst_ward,Crowhurst Ward,E05003970
ocd-division/country:uk/cty:east_sussex_county/diw:darwell_ward,Darwell Ward,E05003971
ocd-division/country:uk/cty:east_sussex_county/diw:marsham_ward,Marsham Ward,E05003975
ocd-division/country:uk/cty:east_sussex_county/diw:battle_town_ward,Battle Town Ward,E05003966
ocd-division/country:uk/cty:east_sussex_county/diw:ewhurst_and_sedlescombe_ward,Ewhurst and Sedlescombe Ward,E05003973
ocd-division/country:uk/cty:east_sussex_county/diw:ticehurst_and_etchingham_ward,Ticehurst and Etchingham Ward,E05003985
ocd-division/country:uk/cty:east_sussex_county/diw:salehurst_ward,Salehurst Ward,E05003983
ocd-division/country:uk/cty:east_sussex_county/diw:brede_valley_ward,Brede Valley Ward,E05003967
ocd-division/country:uk/cty:east_sussex_county/diw:rother_levels_ward,Rother Levels Ward,E05003977
ocd-division/country:uk/cty:east_sussex_county/diw:st_marksward,St. MarksWard,E05003980
ocd-division/country:uk/cty:east_sussex_county/diw:sidley_ward,Sidley Ward,E05003984
ocd-division/country:uk/cty:east_sussex_county/diw:st_michaels_ward,St. Michaels Ward,E05003981
ocd-division/country:uk/cty:east_sussex_county/diw:rye_ward,Rye Ward,E05003978
ocd-division/country:uk/cty:east_sussex_county/diw:collington_ward,Collington Ward,E05003969
ocd-division/country:uk/cty:east_sussex_county/diw:kewhurst_ward,Kewhurst Ward,E05003974
ocd-division/country:uk/cty:east_sussex_county/diw:central_ward,Central Ward,E05003968
ocd-division/country:uk/cty:east_sussex_county/diw:sackville_ward,Sackville Ward,E05003979
ocd-division/country:uk/cty:east_sussex_county/diw:st_stephens_ward,St. Stephens Ward,E05003982
ocd-division/country:uk/cty:east_sussex_county/diw:old_town_ward,Old Town Ward,E05003976
ocd-division/country:uk/cty:east_sussex_county/diw:chiddingly_and_east_hoathly_ward,Chiddingly and East Hoathly Ward,E05003988
ocd-division/country:uk/cty:east_sussex_county/diw:danehill~fletching~nutley_ward,Danehill/Fletching/Nutley Ward,E05003995
ocd-division/country:uk/cty:east_sussex_county/diw:hartfield_ward,Hartfield Ward,E05004003
ocd-division/country:uk/cty:east_sussex_county/diw:frant~withyham_ward,Frant/Withyham Ward,E05003999
ocd-division/country:uk/cty:east_sussex_county/diw:wadhurst_ward,Wadhurst Ward,E05004019
ocd-division/country:uk/cty:east_sussex_county/diw:east_dean_ward,East Dean Ward,E05003996
ocd-division/country:uk/cty:east_sussex_county/diw:alfriston_ward,Alfriston Ward,E05003986
ocd-division/country:uk/cty:east_sussex_county/diw:hellingly_ward,Hellingly Ward,E05004006
ocd-division/country:uk/cty:east_sussex_county/diw:pevensey_and_westham_ward,Pevensey and Westham Ward,E05004011
ocd-division/country:uk/cty:east_sussex_county/diw:herstmonceux_ward,Herstmonceux Ward,E05004007
ocd-division/country:uk/cty:east_sussex_county/diw:ninfield_and_hooe_with_wartling_ward,Ninfield and Hooe with Wartling Ward,E05004010
ocd-division/country:uk/cty:east_sussex_county/diw:framfield_ward,Framfield Ward,E05003998
ocd-division/country:uk/cty:east_sussex_county/diw:heathfield_east_ward,Heathfield East Ward,E05004004
ocd-division/country:uk/cty:east_sussex_county/diw:buxted_and_maresfield_ward,Buxted and Maresfield Ward,E05003987
ocd-division/country:uk/cty:east_sussex_county/diw:cross_in_hand~five_ashes_ward,Cross in Hand/Five Ashes Ward,E05003989
ocd-division/country:uk/cty:east_sussex_county/diw:mayfield_ward,Mayfield Ward,E05004009
ocd-division/country:uk/cty:east_sussex_county/diw:rotherfield_ward,Rotherfield Ward,E05004014
ocd-division/country:uk/cty:east_sussex_county/diw:forest_row_ward,Forest Row Ward,E05003997
ocd-division/country:uk/cty:east_sussex_county/diw:willingdon_ward,Willingdon Ward,E05004020
ocd-division/country:uk/cty:east_sussex_county/diw:polegate_north_ward,Polegate North Ward,E05004012
ocd-division/country:uk/cty:east_sussex_county/diw:hailsham_south_and_west_ward,Hailsham South and West Ward,E05004002
ocd-division/country:uk/cty:east_sussex_county/diw:hailsham_east_ward,Hailsham East Ward,E05004001
ocd-division/country:uk/cty:east_sussex_county/diw:hailsham_central_and_north_ward,Hailsham Central and North Ward,E05004000
ocd-division/country:uk/cty:east_sussex_county/diw:uckfield_north_ward,Uckfield North Ward,E05004017
ocd-division/country:uk/cty:east_sussex_county/diw:horam_ward,Horam Ward,E05004008
ocd-division/country:uk/cty:east_sussex_county/diw:heathfield_north_and_central_ward,Heathfield North and Central Ward,E05004005
ocd-division/country:uk/cty:east_sussex_county/diw:crowborough_st_johns_ward,Crowborough St. Johns Ward,E05003993
ocd-division/country:uk/cty:east_sussex_county/diw:crowborough_west_ward,Crowborough West Ward,E05003994
ocd-division/country:uk/cty:east_sussex_county/diw:polegate_south_ward,Polegate South Ward,E05004013
ocd-division/country:uk/cty:east_sussex_county/diw:uckfield_ridgewood_ward,Uckfield Ridgewood Ward,E05004018
ocd-division/country:uk/cty:east_sussex_county/diw:uckfield_new_town_ward,Uckfield New Town Ward,E05004016
ocd-division/country:uk/cty:east_sussex_county/diw:uckfield_central_ward,Uckfield Central Ward,E05004015
ocd-division/country:uk/cty:east_sussex_county/diw:crowborough_east_ward,Crowborough East Ward,E05003990
ocd-division/country:uk/cty:east_sussex_county/diw:crowborough_north_ward,Crowborough North Ward,E05003992
ocd-division/country:uk/cty:east_sussex_county/diw:crowborough_jarvis_brook_ward,Crowborough Jarvis Brook Ward,E05003991
ocd-division/country:uk/cty:east_sussex_county/diw:meads_ward,Meads Ward,E05003923
ocd-division/country:uk/cty:east_sussex_county/diw:ratton_ward,Ratton Ward,E05003925
ocd-division/country:uk/cty:east_sussex_county/diw:st_anthonys_ward,St. Anthony's Ward,E05003926
ocd-division/country:uk/cty:east_sussex_county/diw:upperton_ward,Upperton Ward,E05003928
ocd-division/country:uk/cty:east_sussex_county/diw:hampden_park_ward,Hampden Park Ward,E05003921
ocd-division/country:uk/cty:east_sussex_county/diw:devonshire_ward,Devonshire Ward,E05003920
ocd-division/country:uk/cty:east_sussex_county/diw:langney_ward,Langney Ward,E05003922
ocd-division/country:uk/cty:east_sussex_county/diw:sovereign_ward,Sovereign Ward,E05003927
ocd-division/country:uk/cty:east_sussex_county/diw:ashdown_ward,Ashdown Ward,E05003929
ocd-division/country:uk/cty:east_sussex_county/diw:ore_ward,Ore Ward,E05003939
ocd-division/country:uk/cty:east_sussex_county/diw:west_st_leonards_ward,West St. Leonards Ward,E05003943
ocd-division/country:uk/cty:east_sussex_county/diw:central_st_leonards_ward,Central St. Leonards Ward,E05003933
ocd-division/country:uk/cty:east_sussex_county/diw:maze_hill_ward,Maze Hill Ward,E05003937
ocd-division/country:uk/cty:east_sussex_county/diw:castle_ward,Castle Ward,E05003932
ocd-division/country:uk/cty:east_sussex_county/diw:wishing_tree_ward,Wishing Tree Ward,E05003944
ocd-division/country:uk/cty:east_sussex_county/diw:gensing_ward,Gensing Ward,E05003935
ocd-division/country:uk/cty:east_sussex_county/diw:silverhill_ward,Silverhill Ward,E05003941
ocd-division/country:uk/cty:east_sussex_county/diw:hollington_ward,Hollington Ward,E05003936
ocd-division/country:uk/cty:east_sussex_county/diw:braybrooke_ward,Braybrooke Ward,E05003931
ocd-division/country:uk/cty:east_sussex_county/diw:tressell_ward,Tressell Ward,E05003942
ocd-division/country:uk/cty:east_sussex_county/diw:st_helens_ward,St. Helens Ward,E05003940
ocd-division/country:uk/cty:east_sussex_county/diw:conquest_ward,Conquest Ward,E05003934
ocd-division/country:uk/cty:east_sussex_county/diw:baird_ward,Baird Ward,E05003930
ocd-division/country:uk/cty:east_sussex_county/diw:old_hastings_ward,Old Hastings Ward,E05003938
ocd-division/country:uk/cty:essex_county/diw:brizes_and_doddinghurst_ward,Brizes and Doddinghurst Ward,E05004070
ocd-division/country:uk/cty:essex_county/diw:ingatestone_fryerning_and_mountnessing_ward,"Ingatestone, Fryerning and Mountnessing Ward",E05004076
ocd-division/country:uk/cty:essex_county/diw:warley_ward,Warley Ward,E05004081
ocd-division/country:uk/cty:essex_county/diw:herongate_ingrave_and_west_horndon_ward,"Herongate, Ingrave and West Horndon Ward",E05004071
ocd-division/country:uk/cty:essex_county/diw:shenfield_ward,Shenfield Ward,E05004078
ocd-division/country:uk/cty:essex_county/diw:tipps_cross_ward,Tipps Cross Ward,E05004080
ocd-division/country:uk/cty:essex_county/diw:south_weald_ward,South Weald Ward,E05004079
ocd-division/country:uk/cty:essex_county/diw:brentwood_south_ward,Brentwood South Ward,E05004068
ocd-division/country:uk/cty:essex_county/diw:hutton_east_ward,Hutton East Ward,E05004073
ocd-division/country:uk/cty:essex_county/diw:pilgrims_hatch_ward,Pilgrims Hatch Ward,E05004077
ocd-division/country:uk/cty:essex_county/diw:brentwood_west_ward,Brentwood West Ward,E05004069
ocd-division/country:uk/cty:essex_county/diw:brentwood_north_ward,Brentwood North Ward,E05004067
ocd-division/country:uk/cty:essex_county/diw:hutton_south_ward,Hutton South Ward,E05004075
ocd-division/country:uk/cty:essex_county/diw:hutton_central_ward,Hutton Central Ward,E05004072
ocd-division/country:uk/cty:essex_county/diw:hutton_north_ward,Hutton North Ward,E05004074
ocd-division/country:uk/cty:essex_county/diw:foulness_the_wakerings_ward,Foulness & The Wakerings Ward,E05010845
ocd-division/country:uk/cty:essex_county/diw:roche_south_ward,Roche South Ward,E05010853
ocd-division/country:uk/cty:essex_county/diw:roche_north_rural_ward,Roche North & Rural Ward,E05010852
ocd-division/country:uk/cty:essex_county/diw:downhall_rawreth_ward,Downhall & Rawreth Ward,E05010844
ocd-division/country:uk/cty:essex_county/diw:hockley_ward,Hockley Ward,E05010848
ocd-division/country:uk/cty:essex_county/diw:hockley_ashingdon_ward,Hockley & Ashingdon Ward,E05010849
ocd-division/country:uk/cty:essex_county/diw:wheatley_ward,Wheatley Ward,E05010856
ocd-division/country:uk/cty:essex_county/diw:sweyne_park_grange_ward,Sweyne Park & Grange Ward,E05010854
ocd-division/country:uk/cty:essex_county/diw:lodge_ward,Lodge Ward,E05010851
ocd-division/country:uk/cty:essex_county/diw:trinity_ward,Trinity Ward,E05010855
ocd-division/country:uk/cty:essex_county/diw:hawkwell_west_ward,Hawkwell West Ward,E05010847
ocd-division/country:uk/cty:essex_county/diw:hawkwell_east_ward,Hawkwell East Ward,E05010846
ocd-division/country:uk/cty:essex_county/diw:hullbridge_ward,Hullbridge Ward,E05010850
ocd-division/country:uk/cty:essex_county/diw:waltham_abbey_high_beach_ward,Waltham Abbey High Beach Ward,E05004174
ocd-division/country:uk/cty:essex_county/diw:passingford_ward,Passingford Ward,E05004170
ocd-division/country:uk/cty:essex_county/diw:broadley_common_epping_upland_and_nazeing_ward,"Broadley Common, Epping Upland and Nazeing Ward",E05004147
ocd-division/country:uk/cty:essex_county/diw:high_ongar_willingale_and_the_rodings_ward,"High Ongar, Willingale and The Rodings Ward",E05004157
ocd-division/country:uk/cty:essex_county/diw:hastingwood_matching_and_sheering_village_ward,"Hastingwood, Matching and Sheering Village Ward",E05008940
ocd-division/country:uk/cty:essex_county/diw:chigwell_village_ward,Chigwell Village Ward,E05004151
ocd-division/country:uk/cty:essex_county/diw:theydon_bois_ward,Theydon Bois Ward,E05004173
ocd-division/country:uk/cty:essex_county/diw:lambourne_ward,Lambourne Ward,E05004158
ocd-division/country:uk/cty:essex_county/diw:waltham_abbey_south_west_ward,Waltham Abbey South West Ward,E05004178
ocd-division/country:uk/cty:essex_county/diw:epping_lindsey_and_thornwood_common_ward,Epping Lindsey and Thornwood Common Ward,E05004154
ocd-division/country:uk/cty:essex_county/diw:north_weald_bassett_ward,North Weald Bassett Ward,E05004169
ocd-division/country:uk/cty:essex_county/diw:moreton_and_fyfield_ward,Moreton and Fyfield Ward,E05008941
ocd-division/country:uk/cty:essex_county/diw:buckhurst_hill_west_ward,Buckhurst Hill West Ward,E05004149
ocd-division/country:uk/cty:essex_county/diw:buckhurst_hill_east_ward,Buckhurst Hill East Ward,E05004148
ocd-division/country:uk/cty:essex_county/diw:loughton_alderton_ward,Loughton Alderton Ward,E05004159
ocd-division/country:uk/cty:essex_county/diw:grange_hill_ward,Grange Hill Ward,E05004155
ocd-division/country:uk/cty:essex_county/diw:chigwell_row_ward,Chigwell Row Ward,E05004150
ocd-division/country:uk/cty:essex_county/diw:loughton_forest_ward,Loughton Forest Ward,E05004162
ocd-division/country:uk/cty:essex_county/diw:loughton_st_marys_ward,Loughton St. Mary's Ward,E05004165
ocd-division/country:uk/cty:essex_county/diw:loughton_st_johns_ward,Loughton St. John's Ward,E05004164
ocd-division/country:uk/cty:essex_county/diw:loughton_broadway_ward,Loughton Broadway Ward,E05004160
ocd-division/country:uk/cty:essex_county/diw:waltham_abbey_north_east_ward,Waltham Abbey North East Ward,E05004176
ocd-division/country:uk/cty:essex_county/diw:lower_nazeing_ward,Lower Nazeing Ward,E05004166
ocd-division/country:uk/cty:essex_county/diw:epping_hemnall_ward,Epping Hemnall Ward,E05004153
ocd-division/country:uk/cty:essex_county/diw:roydon_ward,Roydon Ward,E05004171
ocd-division/country:uk/cty:essex_county/diw:chipping_ongar_greensted_and_marden_ash_ward,"Chipping Ongar, Greensted and Marden Ash Ward",E05004152
ocd-division/country:uk/cty:essex_county/diw:shelley_ward,Shelley Ward,E05004172
ocd-division/country:uk/cty:essex_county/diw:lower_sheering_ward,Lower Sheering Ward,E05004167
ocd-division/country:uk/cty:essex_county/diw:loughton_roding_ward,Loughton Roding Ward,E05004163
ocd-division/country:uk/cty:essex_county/diw:waltham_abbey_honey_lane_ward,Waltham Abbey Honey Lane Ward,E05004175
ocd-division/country:uk/cty:essex_county/diw:waltham_abbey_paternoster_ward,Waltham Abbey Paternoster Ward,E05004177
ocd-division/country:uk/cty:essex_county/diw:loughton_fairmead_ward,Loughton Fairmead Ward,E05004161
ocd-division/country:uk/cty:essex_county/diw:st_osyth_and_point_clear_ward,St. Osyth and Point Clear Ward,E05004257
ocd-division/country:uk/cty:essex_county/diw:thorrington_frating_elmstead_and_great_bromley_ward,"Thorrington, Frating, Elmstead and Great Bromley Ward",E05004259
ocd-division/country:uk/cty:essex_county/diw:ardleigh_and_little_bromley_ward,Ardleigh and Little Bromley Ward,E05004228
ocd-division/country:uk/cty:essex_county/diw:beaumont_and_thorpe_ward,Beaumont and Thorpe Ward,E05004229
ocd-division/country:uk/cty:essex_county/diw:manningtree_mistley_little_bentley_and_tendring_ward,"Manningtree, Mistley, Little Bentley and Tendring Ward",E05004248
ocd-division/country:uk/cty:essex_county/diw:great_and_little_oakley_ward,Great and Little Oakley Ward,E05004236
ocd-division/country:uk/cty:essex_county/diw:walton_ward,Walton Ward,E05004260
ocd-division/country:uk/cty:essex_county/diw:brightlingsea_ward,Brightlingsea Ward,E05004232
ocd-division/country:uk/cty:essex_county/diw:alresford_ward,Alresford Ward,E05004226
ocd-division/country:uk/cty:essex_county/diw:great_bentley_ward,Great Bentley Ward,E05004237
ocd-division/country:uk/cty:essex_county/diw:little_clacton_and_weeley_ward,Little Clacton and Weeley Ward,E05004247
ocd-division/country:uk/cty:essex_county/diw:holland_and_kirby_ward,Holland and Kirby Ward,E05004244
ocd-division/country:uk/cty:essex_county/diw:lawford_ward,Lawford Ward,E05004246
ocd-division/country:uk/cty:essex_county/diw:bradfield_wrabness_and_wix_ward,"Bradfield, Wrabness and Wix Ward",E05004231
ocd-division/country:uk/cty:essex_county/diw:ramsey_and_parkeston_ward,Ramsey and Parkeston Ward,E05004251
ocd-division/country:uk/cty:essex_county/diw:golf_green_ward,Golf Green Ward,E05004235
ocd-division/country:uk/cty:essex_county/diw:st_james_ward,St. James Ward,E05004254
ocd-division/country:uk/cty:essex_county/diw:bockings_elm_ward,Bockings Elm Ward,E05004230
ocd-division/country:uk/cty:essex_county/diw:st_pauls_ward,St. Pauls Ward,E05004258
ocd-division/country:uk/cty:essex_county/diw:st_johns_ward,St. Johns Ward,E05004255
ocd-division/country:uk/cty:essex_county/diw:burrsville_ward,Burrsville Ward,E05004233
ocd-division/country:uk/cty:essex_county/diw:haven_ward,Haven Ward,E05004243
ocd-division/country:uk/cty:essex_county/diw:frinton_ward,Frinton Ward,E05004234
ocd-division/country:uk/cty:essex_county/diw:hamford_ward,Hamford Ward,E05004238
ocd-division/country:uk/cty:essex_county/diw:homelands_ward,Homelands Ward,E05004245
ocd-division/country:uk/cty:essex_county/diw:harwich_west_ward,Harwich West Ward,E05004241
