id,name,ordnance_id,sameAs
ocd-division/country:uk/cty:somerset/cpc:thornfalcon,Thornfalcon,E04008816,
ocd-division/country:uk/cty:somerset/cpc:creech_st_michael,Creech St. Michael,E04008792,
ocd-division/country:uk/cty:somerset/cpc:durston,Durston,E04008794,
ocd-division/country:uk/cty:somerset/cpc:tolland,Tolland,E04008817,
ocd-division/country:uk/cty:somerset/cpc:lydeard_st_lawrence,Lydeard St. Lawrence,E04008800,
ocd-division/country:uk/cty:somerset/cpc:combe_florey,Combe Florey,E04008788,
ocd-division/country:uk/cty:somerset/cpc:west_bagborough,West Bagborough,E04008821,
ocd-division/country:uk/cty:somerset/cpc:cothelstone,Cothelstone,E04008791,
ocd-division/country:uk/cty:somerset/cpc:cotford_st_luke,Cotford St. Luke,E04012126,
ocd-division/country:uk/cty:somerset/cpc:ruishton,Ruishton,E04008809,
ocd-division/country:uk/cty:somerset/cpc:tatworth_and_forton,Tatworth and Forton,E04008760,
ocd-division/country:uk/cty:somerset/cpc:wambrook,Wambrook,E04008762,
ocd-division/country:uk/cty:somerset/cpc:buckland_st_mary,Buckland St. Mary,E04008672,
ocd-division/country:uk/cty:somerset/cpc:combe_st_nicholas,Combe St. Nicholas,E04008684,
ocd-division/country:uk/cty:somerset/cpc:west_crewkerne,West Crewkerne,E04008767,
ocd-division/country:uk/cty:somerset/cpc:merriott,Merriott,E04008730,
ocd-division/country:uk/cty:somerset/cpc:ashill,Ashill,E04008661,
ocd-division/country:uk/cty:somerset/cpc:whitelackington,Whitelackington,E04008768,
ocd-division/country:uk/cty:somerset/cpc:fivehead,Fivehead,E04008700,
ocd-division/country:uk/cty:somerset/cpc:south_petherton,South Petherton,E04008755,
ocd-division/country:uk/cty:somerset/cpc:martock,Martock,E04008729,
ocd-division/country:uk/cty:somerset/cpc:curry_rivel,Curry Rivel,E04008693,
ocd-division/country:uk/cty:somerset/cpc:huish_episcopi,Huish Episcopi,E04008709,
ocd-division/country:uk/cty:somerset/cpc:ilchester,Ilchester,E04008710,
ocd-division/country:uk/cty:somerset/cpc:long_sutton,Long Sutton,E04008724,
ocd-division/country:uk/cty:somerset/cpc:kingsdon,Kingsdon,E04008717,
ocd-division/country:uk/cty:somerset/cpc:closworth,Closworth,E04008683,
ocd-division/country:uk/cty:somerset/cpc:mudford,Mudford,E04008735,
ocd-division/country:uk/cty:somerset/cpc:the_charltons,The Charltons,E04008677,
ocd-division/country:uk/cty:somerset/cpc:babcary,Babcary,E04008662,
ocd-division/country:uk/cty:somerset/cpc:sparkford,Sparkford,E04008756,
ocd-division/country:uk/cty:somerset/cpc:north_cadbury,North Cadbury,E04008737,
ocd-division/country:uk/cty:somerset/cpc:milborne_port,Milborne Port,E04008731,
ocd-division/country:uk/cty:somerset/cpc:charlton_horethorne,Charlton Horethorne,E04008676,
ocd-division/country:uk/cty:somerset/cpc:henstridge,Henstridge,E04008703,
ocd-division/country:uk/cty:somerset/cpc:horsington,Horsington,E04008707,
ocd-division/country:uk/cty:somerset/cpc:abbas_and_templecombe,Abbas and Templecombe,E04008656,
ocd-division/country:uk/cty:somerset/cpc:wincanton,Wincanton,E04008770,
ocd-division/country:uk/cty:somerset/cpc:aller,Aller,E04008658,
ocd-division/country:uk/cty:somerset/cpc:high_ham,High Ham,E04008704,
ocd-division/country:uk/cty:somerset/cpc:somerton,Somerton,E04008752,
ocd-division/country:uk/cty:somerset/cpc:pitney,Pitney,E04008744,
ocd-division/country:uk/cty:somerset/cpc:pitcombe,Pitcombe,E04008743,
ocd-division/country:uk/cty:somerset/cpc:shepton_montague,Shepton Montague,E04008751,
ocd-division/country:uk/cty:somerset/cpc:charlton_musgrove,Charlton Musgrove,E04008678,
ocd-division/country:uk/cty:somerset/cpc:bruton,Bruton,E04008670,
ocd-division/country:uk/cty:somerset/cpc:brewham,Brewham,E04008668,
ocd-division/country:uk/cty:somerset/cpc:winsham,Winsham,E04008771,
ocd-division/country:uk/cty:somerset/cpc:whitestaunton,Whitestaunton,E04008769,
ocd-division/country:uk/cty:somerset/cpc:chard_town,Chard Town,E04008675,
ocd-division/country:uk/cty:somerset/cpc:chaffcombe,Chaffcombe,E04008674,
ocd-division/country:uk/cty:somerset/cpc:cudworth,Cudworth,E04008691,
ocd-division/country:uk/cty:somerset/cpc:chillington,Chillington,E04008679,
ocd-division/country:uk/cty:somerset/cpc:donyatt,Donyatt,E04008695,
ocd-division/country:uk/cty:somerset/cpc:knowle_st_giles,Knowle St. Giles,E04008720,
ocd-division/country:uk/cty:somerset/cpc:horton,Horton,E04008708,
ocd-division/country:uk/cty:somerset/cpc:ilminster,Ilminster,E04008711,
ocd-division/country:uk/cty:somerset/cpc:dowlish_wake,Dowlish Wake,E04008696,
ocd-division/country:uk/cty:somerset/cpc:kingstone,Kingstone,E04008718,
ocd-division/country:uk/cty:somerset/cpc:wayford,Wayford,E04008763,
ocd-division/country:uk/cty:somerset/cpc:misterton,Misterton,E04008732,
ocd-division/country:uk/cty:somerset/cpc:crewkerne,Crewkerne,E04008688,
ocd-division/country:uk/cty:somerset/cpc:hinton_st_george,Hinton St. George,E04008705,
ocd-division/country:uk/cty:somerset/cpc:seavington_st_mary,Seavington St. Mary,E04008748,
ocd-division/country:uk/cty:somerset/cpc:lopen,Lopen,E04008725,
ocd-division/country:uk/cty:somerset/cpc:north_perrott,North Perrott,E04008739,
ocd-division/country:uk/cty:somerset/cpc:haselbury_plucknett,Haselbury Plucknett,E04008702,
ocd-division/country:uk/cty:somerset/cpc:hardington_mandeville,Hardington Mandeville,E04008701,
ocd-division/country:uk/cty:somerset/cpc:west_and_middle_chinnock,West and Middle Chinnock,E04008765,
ocd-division/country:uk/cty:somerset/cpc:east_chinnock,East Chinnock,E04008698,
ocd-division/country:uk/cty:somerset/cpc:chiselborough,Chiselborough,E04008682,
ocd-division/country:uk/cty:somerset/cpc:norton_sub_hamdon,Norton Sub Hamdon,E04008740,
ocd-division/country:uk/cty:somerset/cpc:west_coker,West Coker,E04008766,
ocd-division/country:uk/cty:somerset/cpc:broadway,Broadway,E04008669,
ocd-division/country:uk/cty:somerset/cpc:beercrocombe,Beercrocombe,E04008666,
ocd-division/country:uk/cty:somerset/cpc:ilton,Ilton,E04008712,
ocd-division/country:uk/cty:somerset/cpc:stocklinch,Stocklinch,E04008757,
ocd-division/country:uk/cty:somerset/cpc:barrington,Barrington,E04008663,
ocd-division/country:uk/cty:somerset/cpc:isle_abbotts,Isle Abbotts,E04008713,
ocd-division/country:uk/cty:somerset/cpc:curry_mallet,Curry Mallet,E04008692,
ocd-division/country:uk/cty:somerset/cpc:puckington,Puckington,E04008745,
ocd-division/country:uk/cty:somerset/cpc:isle_brewers,Isle Brewers,E04008714,
ocd-division/country:uk/cty:somerset/cpc:hambridge_and_westport,Hambridge and Westport,E04008776,
ocd-division/country:uk/cty:somerset/cpc:shepton_beauchamp,Shepton Beauchamp,E04008750,
ocd-division/country:uk/cty:somerset/cpc:kingsbury_episcopi,Kingsbury Episcopi,E04008716,
ocd-division/country:uk/cty:somerset/cpc:montacute,Montacute,E04008733,
ocd-division/country:uk/cty:somerset/cpc:stoke_sub_hamdon,Stoke Sub Hamdon,E04008758,
ocd-division/country:uk/cty:somerset/cpc:odcombe,Odcombe,E04008741,
ocd-division/country:uk/cty:somerset/cpc:brympton,Brympton,E04008671,
ocd-division/country:uk/cty:somerset/cpc:tintinhull,Tintinhull,E04008761,
ocd-division/country:uk/cty:somerset/cpc:ash,Ash,E04008660,
ocd-division/country:uk/cty:somerset/cpc:chilthorne_domer,Chilthorne Domer,E04008680,
ocd-division/country:uk/cty:somerset/cpc:drayton,Drayton,E04008697,
ocd-division/country:uk/cty:somerset/cpc:long_load,Long Load,E04008723,
ocd-division/country:uk/cty:somerset/cpc:muchelney,Muchelney,E04008734,
ocd-division/country:uk/cty:somerset/cpc:east_coker,East Coker,E04008699,
ocd-division/country:uk/cty:somerset/cpc:barwick,Barwick,E04008665,
ocd-division/country:uk/cty:somerset/cpc:yeovil,Yeovil,E04008773,
ocd-division/country:uk/cty:somerset/cpc:yeovil_without,Yeovil Without,E04008775,
ocd-division/country:uk/cty:somerset/cpc:limington,Limington,E04008722,
ocd-division/country:uk/cty:somerset/cpc:chilton_cantelo,Chilton Cantelo,E04008681,
ocd-division/country:uk/cty:somerset/cpc:marston_magna,Marston Magna,E04008728,
ocd-division/country:uk/cty:somerset/cpc:rimpton,Rimpton,E04008747,
ocd-division/country:uk/cty:somerset/cpc:yeovilton,Yeovilton,E04008774,
ocd-division/country:uk/cty:somerset/cpc:west_camel,West Camel,E04008764,
ocd-division/country:uk/cty:somerset/cpc:queen_camel,Queen Camel,E04008746,
ocd-division/country:uk/cty:somerset/cpc:south_barrow,South Barrow,E04008753,
ocd-division/country:uk/cty:somerset/cpc:corton_denham,Corton Denham,E04008687,
ocd-division/country:uk/cty:somerset/cpc:south_cadbury_and_sutton_montis,South Cadbury and Sutton Montis,E04008754,
ocd-division/country:uk/cty:somerset/cpc:north_barrow,North Barrow,E04008736,
ocd-division/country:uk/cty:somerset/cpc:compton_pauncefoot,Compton Pauncefoot,E04008686,
ocd-division/country:uk/cty:somerset/cpc:maperton,Maperton,E04008727,
ocd-division/country:uk/cty:somerset/cpc:yarlington,Yarlington,E04008772,
ocd-division/country:uk/cty:somerset/cpc:north_cheriton,North Cheriton,E04008738,
ocd-division/country:uk/cty:somerset/cpc:holton,Holton,E04008706,
ocd-division/country:uk/cty:somerset/cpc:bratton_seymour,Bratton Seymour,E04008667,
ocd-division/country:uk/cty:somerset/cpc:stoke_trister,Stoke Trister,E04012448,
ocd-division/country:uk/cty:somerset/cpc:cucklington,Cucklington,E04008690,
ocd-division/country:uk/cty:somerset/cpc:compton_dundon,Compton Dundon,E04008685,
ocd-division/country:uk/cty:somerset/cpc:kingweston,Kingweston,E04008719,
ocd-division/country:uk/cty:somerset/cpc:keinton_mandeville,Keinton Mandeville,E04008715,
ocd-division/country:uk/cty:somerset/cpc:barton_st_david,Barton St. David,E04008664,
ocd-division/country:uk/cty:somerset/cpc:lovington,Lovington,E04008726,
ocd-division/country:uk/cty:somerset/cpc:alford,Alford,E04008657,
ocd-division/country:uk/cty:somerset/cpc:castle_cary,Castle Cary,E04008673,
ocd-division/country:uk/cty:somerset/cpc:ansford,Ansford,E04008659,
ocd-division/country:uk/cty:somerset/cpc:pen_selwood,Pen Selwood,E04012447,
ocd-division/country:uk/cty:somerset/cpc:cricket_st_thomas,Cricket St. Thomas,E04008689,
ocd-division/country:uk/cty:somerset/cpc:dinnington,Dinnington,E04008694,
ocd-division/country:uk/cty:somerset/cpc:seavington_st_michael,Seavington St. Michael,E04008749,
ocd-division/country:uk/cty:somerset/cpc:langport,Langport,E04008721,
ocd-division/country:uk/cty:somerset/cpc:north_petherton,North Petherton,E04008637,
ocd-division/country:uk/cty:somerset/cpc:lyng,Lyng,E04008632,
ocd-division/country:uk/cty:somerset/cpc:broomfield,Broomfield,E04008610,
ocd-division/country:uk/cty:somerset/cpc:over_stowey,Over Stowey,E04008640,
ocd-division/country:uk/cty:somerset/cpc:spaxton,Spaxton,E04008645,
ocd-division/country:uk/cty:somerset/cpc:middlezoy,Middlezoy,E04008634,
ocd-division/country:uk/cty:somerset/cpc:cannington,Cannington,E04008614,
ocd-division/country:uk/cty:somerset/cpc:wembdon,Wembdon,E04008651,
ocd-division/country:uk/cty:somerset/cpc:pawlett,Pawlett,E04008641,
ocd-division/country:uk/cty:somerset/cpc:bridgwater_without,Bridgwater Without,E04008609,
ocd-division/country:uk/cty:somerset/cpc:westonzoyland,Westonzoyland,E04008653,
ocd-division/country:uk/cty:somerset/cpc:ashcott,Ashcott,E04008602,
ocd-division/country:uk/cty:somerset/cpc:burtle,Burtle,E04008613,
ocd-division/country:uk/cty:somerset/cpc:shapwick,Shapwick,E04008643,
ocd-division/country:uk/cty:somerset/cpc:otterhampton,Otterhampton,E04008639,
ocd-division/country:uk/cty:somerset/cpc:mark,Mark,E04008633,
ocd-division/country:uk/cty:somerset/cpc:berrow,Berrow,E04008606,
ocd-division/country:uk/cty:somerset/cpc:brent_knoll,Brent Knoll,E04008608,
ocd-division/country:uk/cty:somerset/cpc:east_brent,East Brent,E04008624,
ocd-division/country:uk/cty:somerset/cpc:wedmore,Wedmore,E04008650,
ocd-division/country:uk/cty:somerset/cpc:compton_bishop,Compton Bishop,E04008621,
ocd-division/country:uk/cty:somerset/cpc:cheddar,Cheddar,E04008617,
ocd-division/country:uk/cty:somerset/cpc:brean,Brean,E04008607,
ocd-division/country:uk/cty:somerset/cpc:enmore,Enmore,E04008627,
ocd-division/country:uk/cty:somerset/cpc:nether_stowey,Nether Stowey,E04008636,
ocd-division/country:uk/cty:somerset/cpc:fiddington,Fiddington,E04008628,
ocd-division/country:uk/cty:somerset/cpc:stockland_bristol,Stockland Bristol,E04008647,
ocd-division/country:uk/cty:somerset/cpc:goathurst,Goathurst,E04008629,
ocd-division/country:uk/cty:somerset/cpc:durleigh,Durleigh,E04008623,
ocd-division/country:uk/cty:somerset/cpc:othery,Othery,E04008638,
ocd-division/country:uk/cty:somerset/cpc:moorlinch,Moorlinch,E04008635,
ocd-division/country:uk/cty:somerset/cpc:bridgwater,Bridgwater,E04008655,
ocd-division/country:uk/cty:somerset/cpc:chilton_trinity,Chilton Trinity,E04008620,
ocd-division/country:uk/cty:somerset/cpc:puriton,Puriton,E04008642,
ocd-division/country:uk/cty:somerset/cpc:chedzoy,Chedzoy,E04008618,
ocd-division/country:uk/cty:somerset/cpc:bawdrip,Bawdrip,E04008605,
ocd-division/country:uk/cty:somerset/cpc:stawell,Stawell,E04008646,
ocd-division/country:uk/cty:somerset/cpc:catcott,Catcott,E04008615,
ocd-division/country:uk/cty:somerset/cpc:woolavington,Woolavington,E04008654,
ocd-division/country:uk/cty:somerset/cpc:chilton_polden,Chilton Polden,E04008619,
ocd-division/country:uk/cty:somerset/cpc:cossington,Cossington,E04008622,
ocd-division/country:uk/cty:somerset/cpc:edington,Edington,E04008626,
ocd-division/country:uk/cty:somerset/cpc:greinton,Greinton,E04008630,
ocd-division/country:uk/cty:somerset/cpc:west_huntspill,West Huntspill,E04008652,
ocd-division/country:uk/cty:somerset/cpc:burnham-on-sea_and_highbridge,Burnham-on-Sea and Highbridge,E04008611,
ocd-division/country:uk/cty:somerset/cpc:east_huntspill,East Huntspill,E04008625,
ocd-division/country:uk/cty:somerset/cpc:burnham_without,Burnham Without,E04008612,
ocd-division/country:uk/cty:somerset/cpc:badgworth,Badgworth,E04008604,
ocd-division/country:uk/cty:somerset/cpc:lympsham,Lympsham,E04008631,
ocd-division/country:uk/cty:somerset/cpc:chapel_allerton,Chapel Allerton,E04008616,
ocd-division/country:uk/cty:somerset/cpc:weare,Weare,E04008649,
ocd-division/country:uk/cty:somerset/cpc:axbridge,Axbridge,E04008603,
ocd-division/country:uk/cty:somerset/cpc:shipham,Shipham,E04008644,
ocd-division/country:uk/cty:somerset/cpc:thurloxton,Thurloxton,E04008648,
ocd-division/country:uk/cty:staffordshire/cpc:quarnford,Quarnford,E04009056,
ocd-division/country:uk/cty:staffordshire/cpc:draycott_in_the_moors,Draycott in the Moors,E04009037,
ocd-division/country:uk/cty:staffordshire/cpc:cheadle,Cheadle,E04009031,
ocd-division/country:uk/cty:staffordshire/cpc:checkley,Checkley,E04009032,
ocd-division/country:uk/cty:staffordshire/cpc:kingsley,Kingsley,E04009049,
ocd-division/country:uk/cty:staffordshire/cpc:cheddleton,Cheddleton,E04009033,
ocd-division/country:uk/cty:staffordshire/cpc:ipstones,Ipstones,E04009048,
ocd-division/country:uk/cty:staffordshire/cpc:leekfrith,Leekfrith,E04009051,
ocd-division/country:uk/cty:staffordshire/cpc:onecote,Onecote,E04009055,
ocd-division/country:uk/cty:staffordshire/cpc:warslow_and_elkstones,Warslow and Elkstones,E04009060,
ocd-division/country:uk/cty:staffordshire/cpc:caverswall,Caverswall,E04009030,
ocd-division/country:uk/cty:staffordshire/cpc:werrington,Werrington,E04009062,
ocd-division/country:uk/cty:staffordshire/cpc:biddulph,Biddulph,E04009025,
ocd-division/country:uk/cty:staffordshire/cpc:horton,Horton,E04009046,
ocd-division/country:uk/cty:staffordshire/cpc:rushton,Rushton,E04009057,
ocd-division/country:uk/cty:staffordshire/cpc:heaton,Heaton,E04009044,
ocd-division/country:uk/cty:staffordshire/cpc:forsbrook,Forsbrook,E04009041,
ocd-division/country:uk/cty:staffordshire/cpc:alton,Alton,E04009023,
ocd-division/country:uk/cty:staffordshire/cpc:consall,Consall,E04009034,
ocd-division/country:uk/cty:staffordshire/cpc:farley,Farley,E04009039,
ocd-division/country:uk/cty:staffordshire/cpc:cotton,Cotton,E04009035,
ocd-division/country:uk/cty:staffordshire/cpc:leek,Leek,E04009050,
ocd-division/country:uk/cty:staffordshire/cpc:bradnop,Bradnop,E04009027,
ocd-division/country:uk/cty:staffordshire/cpc:blore_with_swinscoe,Blore with Swinscoe,E04009026,
ocd-division/country:uk/cty:staffordshire/cpc:waterhouses,Waterhouses,E04009061,
ocd-division/country:uk/cty:staffordshire/cpc:grindon,Grindon,E04009042,
ocd-division/country:uk/cty:staffordshire/cpc:butterton,Butterton,E04009029,
ocd-division/country:uk/cty:staffordshire/cpc:wetton,Wetton,E04009063,
ocd-division/country:uk/cty:staffordshire/cpc:ilam,Ilam,E04009047,
ocd-division/country:uk/cty:staffordshire/cpc:heathylee,Heathylee,E04009043,
ocd-division/country:uk/cty:staffordshire/cpc:hollinsclough,Hollinsclough,E04009045,
ocd-division/country:uk/cty:staffordshire/cpc:alstonefield,Alstonefield,E04009022,
ocd-division/country:uk/cty:staffordshire/cpc:fawfieldhead,Fawfieldhead,E04009040,
ocd-division/country:uk/cty:staffordshire/cpc:sheen,Sheen,E04009058,
ocd-division/country:uk/cty:staffordshire/cpc:bagnall,Bagnall,E04009024,
ocd-division/country:uk/cty:staffordshire/cpc:brown_edge,Brown Edge,E04009028,
ocd-division/country:uk/cty:staffordshire/cpc:endon_and_stanley,Endon and Stanley,E04009038,
ocd-division/country:uk/cty:staffordshire/cpc:longsdon,Longsdon,E04009053,
ocd-division/country:uk/cty:staffordshire/cpc:dilhorne,Dilhorne,E04009036,
ocd-division/country:uk/cty:staffordshire/cpc:oakamoor,Oakamoor,E04009054,
ocd-division/country:uk/cty:staffordshire/cpc:tittesworth,Tittesworth,E04009059,
ocd-division/country:uk/cty:staffordshire/cpc:longnor,Longnor,E04009052,
ocd-division/country:uk/cty:staffordshire/cpc:kinver,Kinver,E04008971,
ocd-division/country:uk/cty:staffordshire/cpc:perton,Perton,E04008976,
ocd-division/country:uk/cty:staffordshire/cpc:brewood_and_coven,Brewood and Coven,E04008958,
ocd-division/country:uk/cty:staffordshire/cpc:penkridge,Penkridge,E04008975,
ocd-division/country:uk/cty:staffordshire/cpc:enville,Enville,E04008963,
ocd-division/country:uk/cty:staffordshire/cpc:bobbington,Bobbington,E04008957,
ocd-division/country:uk/cty:staffordshire/cpc:trysull_and_seisdon,Trysull and Seisdon,E04008981,
ocd-division/country:uk/cty:staffordshire/cpc:pattingham_and_patshull,Pattingham and Patshull,E04008974,
ocd-division/country:uk/cty:staffordshire/cpc:swindon,Swindon,E04008979,
ocd-division/country:uk/cty:staffordshire/cpc:himley,Himley,E04008969,
ocd-division/country:uk/cty:staffordshire/cpc:wombourne,Wombourne,E04008982,
ocd-division/country:uk/cty:staffordshire/cpc:lower_penn,Lower Penn,E04008973,
ocd-division/country:uk/cty:staffordshire/cpc:codsall,Codsall,E04008960,
ocd-division/country:uk/cty:staffordshire/cpc:shareshill,Shareshill,E04008978,
ocd-division/country:uk/cty:staffordshire/cpc:saredon,Saredon,E04008977,
ocd-division/country:uk/cty:staffordshire/cpc:hatherton,Hatherton,E04008967,
ocd-division/country:uk/cty:staffordshire/cpc:blymhill_and_weston-under-lizard,Blymhill and Weston-under-Lizard,E04008956,
ocd-division/country:uk/cty:staffordshire/cpc:lapley_stretton_and_wheaton_aston,"Lapley, Stretton and Wheaton Aston",E04008972,
ocd-division/country:uk/cty:staffordshire/cpc:dunston,Dunston,E04008962,
ocd-division/country:uk/cty:staffordshire/cpc:acton_trussell_and_bednall,Acton Trussell and Bednall,E04008954,
ocd-division/country:uk/cty:staffordshire/cpc:essington,Essington,E04008964,
ocd-division/country:uk/cty:staffordshire/cpc:teddesley_hay,Teddesley Hay,E04008980,
ocd-division/country:uk/cty:staffordshire/cpc:bilbrook,Bilbrook,E04008955,
ocd-division/country:uk/cty:staffordshire/cpc:featherstone,Featherstone,E04008965,
ocd-division/country:uk/cty:staffordshire/cpc:hilton,Hilton,E04008968,
ocd-division/country:uk/cty:staffordshire/cpc:coppenhall,Coppenhall,E04008961,
ocd-division/country:uk/cty:staffordshire/cpc:great_wyrley,Great Wyrley,E04008966,
ocd-division/country:uk/cty:staffordshire/cpc:cheslyn_hay,Cheslyn Hay,E04008959,
ocd-division/country:uk/cty:staffordshire/cpc:huntington,Huntington,E04008970,
ocd-division/country:uk/cty:staffordshire/cpc:drayton_bassett,Drayton Bassett,E04008921,
ocd-division/country:uk/cty:staffordshire/cpc:burntwood,Burntwood,E04008917,
ocd-division/country:uk/cty:staffordshire/cpc:hammerwich,Hammerwich,E04008927,
ocd-division/country:uk/cty:staffordshire/cpc:shenstone,Shenstone,E04008935,
ocd-division/country:uk/cty:staffordshire/cpc:weeford,Weeford,E04008940,
ocd-division/country:uk/cty:staffordshire/cpc:hints,Hints,E04008930,
ocd-division/country:uk/cty:staffordshire/cpc:wall,Wall,E04008939,
ocd-division/country:uk/cty:staffordshire/cpc:farewell_and_chorley,Farewell and Chorley,E04008924,
ocd-division/country:uk/cty:staffordshire/cpc:lichfield,Lichfield,E04008932,
ocd-division/country:uk/cty:staffordshire/cpc:curborough_and_elmhurst,Curborough and Elmhurst,E04008920,
ocd-division/country:uk/cty:staffordshire/cpc:swinfen_and_packington,Swinfen and Packington,E04008937,
ocd-division/country:uk/cty:staffordshire/cpc:whittington,Whittington,E04008941,
ocd-division/country:uk/cty:staffordshire/cpc:colton,Colton,E04008919,
ocd-division/country:uk/cty:staffordshire/cpc:longdon,Longdon,E04008933,
ocd-division/country:uk/cty:staffordshire/cpc:kings_bromley,King's Bromley,E04008931,
ocd-division/country:uk/cty:staffordshire/cpc:fradley_and_streethay,Fradley and Streethay,E04010540,
ocd-division/country:uk/cty:staffordshire/cpc:alrewas,Alrewas,E04010539,
ocd-division/country:uk/cty:staffordshire/cpc:armitage_with_handsacre,Armitage with Handsacre,E04008916,
ocd-division/country:uk/cty:staffordshire/cpc:mavesyn_ridware,Mavesyn Ridware,E04008934,
ocd-division/country:uk/cty:staffordshire/cpc:hamstall_ridware,Hamstall Ridware,E04008928,
ocd-division/country:uk/cty:staffordshire/cpc:fazeley,Fazeley,E04008925,
ocd-division/country:uk/cty:staffordshire/cpc:wigginton_and_hopwas,Wigginton and Hopwas,E04008942,
ocd-division/country:uk/cty:staffordshire/cpc:elford,Elford,E04008923,
ocd-division/country:uk/cty:staffordshire/cpc:harlaston,Harlaston,E04008929,
ocd-division/country:uk/cty:staffordshire/cpc:thorpe_constantine,Thorpeantine,E04008938,
ocd-division/country:uk/cty:staffordshire/cpc:clifton_campville,Clifton Campville,E04008918,
ocd-division/country:uk/cty:staffordshire/cpc:edingale,Edingale,E04008922,
ocd-division/country:uk/cty:staffordshire/cpc:fisherwick,Fisherwick,E04008926,
ocd-division/country:uk/cty:staffordshire/cpc:loggerheads,Loggerheads,E04008949,
ocd-division/country:uk/cty:staffordshire/cpc:audley_rural,Audley Rural,E04008943,
ocd-division/country:uk/cty:staffordshire/cpc:kidsgrove,Kidsgrove,E04008948,
ocd-division/country:uk/cty:staffordshire/cpc:chapel_and_hill_chorlton,Chapel and Hill Chorlton,E04008946,
ocd-division/country:uk/cty:staffordshire/cpc:maer,Maer,E04008951,
ocd-division/country:uk/cty:staffordshire/cpc:whitmore,Whitmore,E04008952,
ocd-division/country:uk/cty:staffordshire/cpc:madeley,Madeley,E04008950,
ocd-division/country:uk/cty:staffordshire/cpc:keele,Keele,E04008947,
ocd-division/country:uk/cty:staffordshire/cpc:betley,Betley,E04008945,
ocd-division/country:uk/cty:staffordshire/cpc:balterley,Balterley,E04008944,
ocd-division/country:uk/cty:staffordshire/cpc:silverdale,Silverdale,E04008953,
ocd-division/country:uk/cty:staffordshire/cpc:eccleshall,Eccleshall,E04008993,
ocd-division/country:uk/cty:staffordshire/cpc:colwich,Colwich,E04008991,
ocd-division/country:uk/cty:staffordshire/cpc:adbaston,Adbaston,E04008983,
ocd-division/country:uk/cty:staffordshire/cpc:gnosall,Gnosall,E04008999,
ocd-division/country:uk/cty:staffordshire/cpc:stone_rural,Stone Rural,E04009014,
ocd-division/country:uk/cty:staffordshire/cpc:swynnerton,Swynnerton,E04009016,
ocd-division/country:uk/cty:staffordshire/cpc:church_eaton,Church Eaton,E04008990,
ocd-division/country:uk/cty:staffordshire/cpc:forton,Forton,E04008995,
ocd-division/country:uk/cty:staffordshire/cpc:norbury,Norbury,E04009007,
ocd-division/country:uk/cty:staffordshire/cpc:bradley,Bradley,E04008986,
ocd-division/country:uk/cty:staffordshire/cpc:haughton,Haughton,E04009000,
ocd-division/country:uk/cty:staffordshire/cpc:hyde_lea,Hyde Lea,E04008988,
ocd-division/country:uk/cty:staffordshire/cpc:brocton,Brocton,E04008987,
ocd-division/country:uk/cty:staffordshire/cpc:berkswich,Berkswich,E04008985,
ocd-division/country:uk/cty:staffordshire/cpc:high_offley,High Offley,E04009001,
ocd-division/country:uk/cty:staffordshire/cpc:ranton,Ranton,E04009008,
ocd-division/country:uk/cty:staffordshire/cpc:seighford,Seighford,E04009011,
ocd-division/country:uk/cty:staffordshire/cpc:hopton_and_coton,Hopton and Coton,E04009003,
ocd-division/country:uk/cty:staffordshire/cpc:chebsey,Chebsey,E04008989,
ocd-division/country:uk/cty:staffordshire/cpc:sandon_and_burston,Sandon and Burston,E04009010,
ocd-division/country:uk/cty:staffordshire/cpc:standon,Standon,E04009012,
ocd-division/country:uk/cty:staffordshire/cpc:hilderstone,Hilderstone,E04009002,
ocd-division/country:uk/cty:staffordshire/cpc:fulford,Fulford,E04008997,
ocd-division/country:uk/cty:staffordshire/cpc:barlaston,Barlaston,E04008984,
ocd-division/country:uk/cty:staffordshire/cpc:tixall,Tixall,E04009017,
ocd-division/country:uk/cty:staffordshire/cpc:gayton,Gayton,E04008998,
ocd-division/country:uk/cty:staffordshire/cpc:milwich,Milwich,E04009006,
ocd-division/country:uk/cty:staffordshire/cpc:fradswell,Fradswell,E04008996,
ocd-division/country:uk/cty:staffordshire/cpc:stowe-by-chartley,Stowe-by-Chartley,E04009020,
ocd-division/country:uk/cty:staffordshire/cpc:doxey,Doxey,E04009021,
ocd-division/country:uk/cty:staffordshire/cpc:ellenhall,Ellenhall,E04008994,
ocd-division/country:uk/cty:staffordshire/cpc:creswell,Creswell,E04008992,
ocd-division/country:uk/cty:staffordshire/cpc:whitgreave,Whitgreave,E04009019,
ocd-division/country:uk/cty:staffordshire/cpc:marston,Marston,E04009005,
ocd-division/country:uk/cty:staffordshire/cpc:salt_and_enson,Salt and Enson,E04009009,
ocd-division/country:uk/cty:staffordshire/cpc:stone,Stone,E04009013,
ocd-division/country:uk/cty:staffordshire/cpc:ingestre,Ingestre,E04009004,
ocd-division/country:uk/cty:staffordshire/cpc:hixon,Hixon,E04009015,
ocd-division/country:uk/cty:staffordshire/cpc:weston,Weston,E04009018,
ocd-division/country:uk/cty:staffordshire/cpc:barton-under-needwood,Barton-under-Needwood,E04008879,
ocd-division/country:uk/cty:staffordshire/cpc:tatenhill,Tatenhill,E04008901,
