id,name,ordnance_id,sameAs
ocd-division/country:uk/cty:kent/cpc:bekesbourne-with-patrixbourne,Bekesbourne-with-Patrixbourne,E04004868,
ocd-division/country:uk/cty:kent/cpc:littlebourne,Littlebourne,E04004880,
ocd-division/country:uk/cty:kent/cpc:wickhambreaux,Wickhambreaux,E04004889,
ocd-division/country:uk/cty:kent/cpc:sturry,Sturry,E04004884,
ocd-division/country:uk/cty:kent/cpc:hoath,Hoath,E04004877,
ocd-division/country:uk/cty:kent/cpc:chislet,Chislet,E04004873,
ocd-division/country:uk/cty:kent/cpc:thanington_without,Thanington Without,E04004885,
ocd-division/country:uk/cty:kent/cpc:upper_hardres,Upper Hardres,E04004886,
ocd-division/country:uk/cty:kent/cpc:kingston,Kingston,E04004879,
ocd-division/country:uk/cty:kent/cpc:lower_hardres,Lower Hardres,E04004881,
ocd-division/country:uk/cty:kent/cpc:bridge,Bridge,E04004870,
ocd-division/country:uk/cty:kent/cpc:ickham_and_well,Ickham and Well,E04004878,
ocd-division/country:uk/cty:kent/cpc:fordwich,Fordwich,E04004874,
ocd-division/country:uk/cty:kent/cpc:hackington,Hackington,E04004875,
ocd-division/country:uk/cty:kent/cpc:westbere,Westbere,E04004888,
ocd-division/country:uk/cty:kent/cpc:herne_and_broomfield,Herne and Broomfield,E04004891,
ocd-division/country:uk/cty:kent/cpc:capel-le-ferne,Capel-le-Ferne,E04004903,
ocd-division/country:uk/cty:kent/cpc:alkham,Alkham,E04004900,
ocd-division/country:uk/cty:kent/cpc:lydden,Lydden,E04004911,
ocd-division/country:uk/cty:kent/cpc:denton_with_wootton,Denton with Wootton,E04004904,
ocd-division/country:uk/cty:kent/cpc:shepherdswell_with_coldred,Shepherdswell with Coldred,E04004920,
ocd-division/country:uk/cty:kent/cpc:st_margarets_at_cliffe,St. Margaret's At Cliffe,E04004918,
ocd-division/country:uk/cty:kent/cpc:tilmanstone,Tilmanstone,E04004926,
ocd-division/country:uk/cty:kent/cpc:sutton,Sutton,E04004924,
ocd-division/country:uk/cty:kent/cpc:ripple,Ripple,E04004916,
ocd-division/country:uk/cty:kent/cpc:nonington,Nonington,E04004912,
ocd-division/country:uk/cty:kent/cpc:goodnestone,Goodnestone,E04004907,
ocd-division/country:uk/cty:kent/cpc:eastry,Eastry,E04004905,
ocd-division/country:uk/cty:kent/cpc:woodnesborough,Woodnesborough,E04004929,
ocd-division/country:uk/cty:kent/cpc:northbourne,Northbourne,E04004913,
ocd-division/country:uk/cty:kent/cpc:deal,Deal,E04004931,
ocd-division/country:uk/cty:kent/cpc:wingham,Wingham,E04004928,
ocd-division/country:uk/cty:kent/cpc:preston,Preston,E04004914,
ocd-division/country:uk/cty:kent/cpc:ash,Ash,E04004901,
ocd-division/country:uk/cty:kent/cpc:sandwich,Sandwich,E04004919,
ocd-division/country:uk/cty:kent/cpc:worth,Worth,E04004930,
ocd-division/country:uk/cty:kent/cpc:hougham_without,Hougham Without,E04004909,
ocd-division/country:uk/cty:kent/cpc:dover,Dover,E04004932,
ocd-division/country:uk/cty:kent/cpc:river,River,E04004917,
ocd-division/country:uk/cty:kent/cpc:temple_ewell,Temple Ewell,E04004925,
ocd-division/country:uk/cty:kent/cpc:guston,Guston,E04004908,
ocd-division/country:uk/cty:kent/cpc:whitfield,Whitfield,E04004927,
ocd-division/country:uk/cty:kent/cpc:aylesham,Aylesham,E04004902,
ocd-division/country:uk/cty:kent/cpc:eythorne,Eythorne,E04004906,
ocd-division/country:uk/cty:kent/cpc:langdon,Langdon,E04004910,
ocd-division/country:uk/cty:kent/cpc:ringwould_with_kingsdown,Ringwould with Kingsdown,E04004915,
ocd-division/country:uk/cty:kent/cpc:great_mongeham,Great Mongeham,E04004933,
ocd-division/country:uk/cty:kent/cpc:walmer,Walmer,E04004934,
ocd-division/country:uk/cty:kent/cpc:staple,Staple,E04004922,
ocd-division/country:uk/cty:kent/cpc:sholden,Sholden,E04004921,
ocd-division/country:uk/cty:kent/cpc:stourmouth,Stourmouth,E04004923,
ocd-division/country:uk/cty:kent/cpc:marden,Marden,E04004966,
ocd-division/country:uk/cty:kent/cpc:staplehurst,Staplehurst,E04004970,
ocd-division/country:uk/cty:kent/cpc:yalding,Yalding,E04004980,
ocd-division/country:uk/cty:kent/cpc:collier_street,Collier Street,E04004981,
ocd-division/country:uk/cty:kent/cpc:boughton_monchelsea,Boughton Monchelsea,E04004945,
ocd-division/country:uk/cty:kent/cpc:chart_sutton,Chart Sutton,E04004949,
ocd-division/country:uk/cty:kent/cpc:headcorn,Headcorn,E04004957,
ocd-division/country:uk/cty:kent/cpc:sutton_valence,Sutton Valence,E04004972,
ocd-division/country:uk/cty:kent/cpc:ulcombe,Ulcombe,E04004976,
ocd-division/country:uk/cty:kent/cpc:boughton_malherbe,Boughton Malherbe,E04004944,
ocd-division/country:uk/cty:kent/cpc:langley,Langley,E04004961,
ocd-division/country:uk/cty:kent/cpc:broomfield_and_kingswood,Broomfield and Kingswood,E04004948,
ocd-division/country:uk/cty:kent/cpc:harrietsham,Harrietsham,E04004956,
ocd-division/country:uk/cty:kent/cpc:hollingbourne,Hollingbourne,E04004958,
ocd-division/country:uk/cty:kent/cpc:boxley,Boxley,E04004946,
ocd-division/country:uk/cty:kent/cpc:thurnham,Thurnham,E04004974,
ocd-division/country:uk/cty:kent/cpc:stockbury,Stockbury,E04004971,
ocd-division/country:uk/cty:kent/cpc:lenham,Lenham,E04004963,
ocd-division/country:uk/cty:kent/cpc:frinsted,Frinsted,E04004955,
ocd-division/country:uk/cty:kent/cpc:wichling,Wichling,E04004978,
ocd-division/country:uk/cty:kent/cpc:nettlestead,Nettlestead,E04004967,
ocd-division/country:uk/cty:kent/cpc:hunton,Hunton,E04004960,
ocd-division/country:uk/cty:kent/cpc:linton,Linton,E04004964,
ocd-division/country:uk/cty:kent/cpc:coxheath,Coxheath,E04004950,
ocd-division/country:uk/cty:kent/cpc:west_farleigh,West Farleigh,E04004977,
ocd-division/country:uk/cty:kent/cpc:teston,Teston,E04004973,
ocd-division/country:uk/cty:kent/cpc:east_farleigh,East Farleigh,E04004953,
ocd-division/country:uk/cty:kent/cpc:barming,Barming,E04004941,
ocd-division/country:uk/cty:kent/cpc:tovil,Tovil,E04004975,
ocd-division/country:uk/cty:kent/cpc:east_sutton,East Sutton,E04004954,
ocd-division/country:uk/cty:kent/cpc:otham,Otham,E04004968,
ocd-division/country:uk/cty:kent/cpc:leeds,Leeds,E04004962,
ocd-division/country:uk/cty:kent/cpc:bearsted,Bearsted,E04004942,
ocd-division/country:uk/cty:kent/cpc:wormshill,Wormshill,E04004979,
ocd-division/country:uk/cty:kent/cpc:detling,Detling,E04004951,
ocd-division/country:uk/cty:kent/cpc:bredhurst,Bredhurst,E04004947,
ocd-division/country:uk/cty:kent/cpc:hucking,Hucking,E04004959,
ocd-division/country:uk/cty:kent/cpc:bicknor,Bicknor,E04004943,
ocd-division/country:uk/cty:kent/cpc:otterden,Otterden,E04004969,
ocd-division/country:uk/cty:kent/cpc:loose,Loose,E04004965,
ocd-division/country:uk/cty:kent/cpc:downswood,Downswood,E04004952,
ocd-division/country:uk/cty:kent/cpc:upchurch,Upchurch,E04005077,
ocd-division/country:uk/cty:kent/cpc:tonge,Tonge,E04005075,
ocd-division/country:uk/cty:kent/cpc:lower_halstow,Lower Halstow,E04005059,
ocd-division/country:uk/cty:kent/cpc:throwley,Throwley,E04005074,
ocd-division/country:uk/cty:kent/cpc:sheldwich,Sheldwich,E04005071,
ocd-division/country:uk/cty:kent/cpc:lynsted_with_kingsdown,Lynsted with Kingsdown,E04005061,
ocd-division/country:uk/cty:kent/cpc:ospringe,Ospringe,E04005067,
ocd-division/country:uk/cty:kent/cpc:norton_buckland_and_stone,"Norton, Buckland and Stone",E04005065,
ocd-division/country:uk/cty:kent/cpc:faversham,Faversham,E04005052,
ocd-division/country:uk/cty:kent/cpc:iwade,Iwade,E04005056,
ocd-division/country:uk/cty:kent/cpc:teynham,Teynham,E04005073,
ocd-division/country:uk/cty:kent/cpc:luddenham,Luddenham,E04005060,
ocd-division/country:uk/cty:kent/cpc:oare,Oare,E04005066,
ocd-division/country:uk/cty:kent/cpc:selling,Selling,E04005070,
ocd-division/country:uk/cty:kent/cpc:boughton_under_blean,Boughton under Blean,E04005046,
ocd-division/country:uk/cty:kent/cpc:dunkirk,Dunkirk,E04005049,
ocd-division/country:uk/cty:kent/cpc:hernhill,Hernhill,E04005055,
ocd-division/country:uk/cty:kent/cpc:graveney_with_goodnestone,Graveney with Goodnestone,E04005053,
ocd-division/country:uk/cty:kent/cpc:leysdown,Leysdown,E04005058,
ocd-division/country:uk/cty:kent/cpc:queenborough,Queenborough,E04005068,
ocd-division/country:uk/cty:kent/cpc:minster-on-sea,Minster-on-Sea,E04005079,
ocd-division/country:uk/cty:kent/cpc:eastchurch,Eastchurch,E04005050,
ocd-division/country:uk/cty:kent/cpc:hartlip,Hartlip,E04005054,
ocd-division/country:uk/cty:kent/cpc:bredgar,Bredgar,E04005047,
ocd-division/country:uk/cty:kent/cpc:borden,Borden,E04012439,
ocd-division/country:uk/cty:kent/cpc:tunstall,Tunstall,E04012440,
ocd-division/country:uk/cty:kent/cpc:bobbing,Bobbing,E04012438,
ocd-division/country:uk/cty:kent/cpc:doddington,Doddington,E04005048,
ocd-division/country:uk/cty:kent/cpc:newnham,Newnham,E04005064,
ocd-division/country:uk/cty:kent/cpc:stalisfield,Stalisfield,E04005072,
ocd-division/country:uk/cty:kent/cpc:leaveland,Leaveland,E04005057,
ocd-division/country:uk/cty:kent/cpc:badlesmere,Badlesmere,E04005042,
ocd-division/country:uk/cty:kent/cpc:eastling,Eastling,E04005051,
ocd-division/country:uk/cty:kent/cpc:milstead,Milstead,E04005062,
ocd-division/country:uk/cty:kent/cpc:rodmersham,Rodmersham,E04005069,
ocd-division/country:uk/cty:kent/cpc:bapchild,Bapchild,E04005043,
ocd-division/country:uk/cty:kent/cpc:warden,Warden,E04005078,
ocd-division/country:uk/cty:kent/cpc:wilmington,Wilmington,E04004899,
ocd-division/country:uk/cty:kent/cpc:sutton-at-hone_and_hawley,Sutton-at-Hone and Hawley,E04004897,
ocd-division/country:uk/cty:kent/cpc:longfield_and_new_barn,Longfield and New Barn,E04004894,
ocd-division/country:uk/cty:kent/cpc:darenth,Darenth,E04004893,
ocd-division/country:uk/cty:kent/cpc:stone,Stone,E04004896,
ocd-division/country:uk/cty:kent/cpc:southfleet,Southfleet,E04004895,
ocd-division/country:uk/cty:kent/cpc:swanscombe_and_greenhithe,Swanscombe and Greenhithe,E04004898,
ocd-division/country:uk/cty:kent/cpc:bean,Bean,E04004892,
ocd-division/country:uk/cty:kent/cpc:meopham,Meopham,E04004938,
ocd-division/country:uk/cty:kent/cpc:luddesdown,Luddesdown,E04004937,
ocd-division/country:uk/cty:kent/cpc:cobham,Cobham,E04004935,
ocd-division/country:uk/cty:kent/cpc:shorne,Shorne,E04004939,
ocd-division/country:uk/cty:kent/cpc:higham,Higham,E04004936,
ocd-division/country:uk/cty:kent/cpc:vigo,Vigo,E04004940,
ocd-division/country:uk/cty:lancashire/cpc:north_meols,North Meols,E04005311,
ocd-division/country:uk/cty:lancashire/cpc:downholland,Downholland,E04005305,
ocd-division/country:uk/cty:lancashire/cpc:halsall,Halsall,E04005307,
ocd-division/country:uk/cty:lancashire/cpc:aughton,Aughton,E04005300,
ocd-division/country:uk/cty:lancashire/cpc:bickerstaffe,Bickerstaffe,E04005301,
ocd-division/country:uk/cty:lancashire/cpc:scarisbrick,Scarisbrick,E04005314,
ocd-division/country:uk/cty:lancashire/cpc:lathom,Lathom,E04005309,
ocd-division/country:uk/cty:lancashire/cpc:wrightington,Wrightington,E04005317,
ocd-division/country:uk/cty:lancashire/cpc:great_altcar,Great Altcar,E04005306,
ocd-division/country:uk/cty:lancashire/cpc:simonswood,Simonswood,E04005318,
ocd-division/country:uk/cty:lancashire/cpc:up_holland,Up Holland,E04005316,
ocd-division/country:uk/cty:lancashire/cpc:lathom_south,Lathom South,E04005320,
ocd-division/country:uk/cty:lancashire/cpc:dalton,Dalton,E04005304,
ocd-division/country:uk/cty:lancashire/cpc:burscough,Burscough,E04005303,
ocd-division/country:uk/cty:lancashire/cpc:rufford,Rufford,E04005313,
ocd-division/country:uk/cty:lancashire/cpc:tarleton,Tarleton,E04005315,
ocd-division/country:uk/cty:lancashire/cpc:hesketh-with-becconsall,Hesketh-with-Becconsall,E04005308,
ocd-division/country:uk/cty:lancashire/cpc:newburgh,Newburgh,E04005310,
ocd-division/country:uk/cty:lancashire/cpc:parbold,Parbold,E04005312,
ocd-division/country:uk/cty:lancashire/cpc:bispham,Bispham,E04005302,
ocd-division/country:uk/cty:lancashire/cpc:hilldale,Hilldale,E04005319,
ocd-division/country:uk/cty:lancashire/cpc:over_wyresdale,Over Wyresdale,E04005199,
ocd-division/country:uk/cty:lancashire/cpc:leck,Leck,E04005193,
ocd-division/country:uk/cty:lancashire/cpc:cockerham,Cockerham,E04005186,
ocd-division/country:uk/cty:lancashire/cpc:overton,Overton,E04005198,
ocd-division/country:uk/cty:lancashire/cpc:ellel,Ellel,E04005187,
ocd-division/country:uk/cty:lancashire/cpc:caton-with-littledale,Caton-with-Littledale,E04005184,
ocd-division/country:uk/cty:lancashire/cpc:silverdale,Silverdale,E04005204,
ocd-division/country:uk/cty:lancashire/cpc:wray-with-botton,Wray-with-Botton,E04005212,
ocd-division/country:uk/cty:lancashire/cpc:tatham,Tatham,E04005206,
ocd-division/country:uk/cty:lancashire/cpc:middleton,Middleton,E04005195,
ocd-division/country:uk/cty:lancashire/cpc:thurnham,Thurnham,E04005207,
ocd-division/country:uk/cty:lancashire/cpc:heaton-with-oxcliffe,Heaton-with-Oxcliffe,E04005190,
ocd-division/country:uk/cty:lancashire/cpc:morecambe,Morecambe,E04012009,
ocd-division/country:uk/cty:lancashire/cpc:slyne-with-hest,Slyne-with-Hest,E04005205,
ocd-division/country:uk/cty:lancashire/cpc:bolton-le-sands,Bolton-le-Sands,E04005179,
ocd-division/country:uk/cty:lancashire/cpc:quernmore,Quernmore,E04005201,
ocd-division/country:uk/cty:lancashire/cpc:halton-with-aughton,Halton-with-Aughton,E04005189,
ocd-division/country:uk/cty:lancashire/cpc:nether_kellet,Nether Kellet,E04005196,
ocd-division/country:uk/cty:lancashire/cpc:claughton,Claughton,E04005185,
ocd-division/country:uk/cty:lancashire/cpc:gressingham,Gressingham,E04005188,
ocd-division/country:uk/cty:lancashire/cpc:hornby-with-farleton,Hornby-with-Farleton,E04005191,
ocd-division/country:uk/cty:lancashire/cpc:warton,Warton,E04005209,
ocd-division/country:uk/cty:lancashire/cpc:over_kellet,Over Kellet,E04005197,
ocd-division/country:uk/cty:lancashire/cpc:borwick,Borwick,E04005180,
ocd-division/country:uk/cty:lancashire/cpc:priest_hutton,Priest Hutton,E04005200,
ocd-division/country:uk/cty:lancashire/cpc:whittington,Whittington,E04005211,
ocd-division/country:uk/cty:lancashire/cpc:roeburndale,Roeburndale,E04005202,
ocd-division/country:uk/cty:lancashire/cpc:tunstall,Tunstall,E04005208,
ocd-division/country:uk/cty:lancashire/cpc:burrow-with-burrow,Burrow-with-Burrow,E04005181,
ocd-division/country:uk/cty:lancashire/cpc:ireby,Ireby,E04005192,
ocd-division/country:uk/cty:lancashire/cpc:aldcliffe-with-stodday,Aldcliffe-with-Stodday,E04012674,
ocd-division/country:uk/cty:lancashire/cpc:scotforth,Scotforth,E04005203,
ocd-division/country:uk/cty:lancashire/cpc:carnforth,Carnforth,E04005183,
ocd-division/country:uk/cty:lancashire/cpc:yealand_conyers,Yealand Conyers,E04005213,
ocd-division/country:uk/cty:lancashire/cpc:yealand_redmayne,Yealand Redmayne,E04005214,
ocd-division/country:uk/cty:lancashire/cpc:arkholme-with-cawood,Arkholme-with-Cawood,E04005178,
ocd-division/country:uk/cty:lancashire/cpc:melling-with-wrayton,Melling-with-Wrayton,E04005194,
ocd-division/country:uk/cty:lancashire/cpc:wennington,Wennington,E04005210,
ocd-division/country:uk/cty:lancashire/cpc:cantsfield,Cantsfield,E04005182,
ocd-division/country:uk/cty:lancashire/cpc:scotforth_det,Scotforth (DET),E04005203,
ocd-division/country:uk/cty:lancashire/cpc:withnell,Withnell,E04005161,
ocd-division/country:uk/cty:lancashire/cpc:mawdesley,Mawdesley,E04005156,
ocd-division/country:uk/cty:lancashire/cpc:croston,Croston,E04005148,
ocd-division/country:uk/cty:lancashire/cpc:coppull,Coppull,E04005147,
ocd-division/country:uk/cty:lancashire/cpc:charnock_richard,Charnock Richard,E04005145,
ocd-division/country:uk/cty:lancashire/cpc:heath_charnock,Heath Charnock,E04005153,
ocd-division/country:uk/cty:lancashire/cpc:bretherton,Bretherton,E04005143,
ocd-division/country:uk/cty:lancashire/cpc:ulnes_walton,Ulnes Walton,E04005158,
ocd-division/country:uk/cty:lancashire/cpc:euxton,Euxton,E04005151,
ocd-division/country:uk/cty:lancashire/cpc:brindle,Brindle,E04005144,
ocd-division/country:uk/cty:lancashire/cpc:anderton,Anderton,E04005140,
ocd-division/country:uk/cty:lancashire/cpc:rivington,Rivington,E04005157,
ocd-division/country:uk/cty:lancashire/cpc:anglezarke,Anglezarke,E04005141,
ocd-division/country:uk/cty:lancashire/cpc:heapey,Heapey,E04005152,
ocd-division/country:uk/cty:lancashire/cpc:wheelton,Wheelton,E04005159,
ocd-division/country:uk/cty:lancashire/cpc:hoghton,Hoghton,E04005155,
ocd-division/country:uk/cty:lancashire/cpc:adlington,Adlington,E04005139,
ocd-division/country:uk/cty:lancashire/cpc:heskin,Heskin,E04005154,
ocd-division/country:uk/cty:lancashire/cpc:eccleston,Eccleston,E04005150,
ocd-division/country:uk/cty:lancashire/cpc:whittle-le-woods,Whittle-le-Woods,E04005160,
ocd-division/country:uk/cty:lancashire/cpc:clayton-le-woods,Clayton-le-Woods,E04005146,
ocd-division/country:uk/cty:lancashire/cpc:astley_village,Astley Village,E04005142,
ocd-division/country:uk/cty:lancashire/cpc:cuerden,Cuerden,E04005149,
ocd-division/country:uk/cty:lancashire/cpc:hutton,Hutton,E04005294,
ocd-division/country:uk/cty:lancashire/cpc:much_hoole,Much Hoole,E04005297,
ocd-division/country:uk/cty:lancashire/cpc:little_hoole,Little Hoole,E04005295,
ocd-division/country:uk/cty:lancashire/cpc:longton,Longton,E04005296,
ocd-division/country:uk/cty:lancashire/cpc:farington,Farington,E04005293,
ocd-division/country:uk/cty:lancashire/cpc:penwortham,Penwortham,E04005298,
ocd-division/country:uk/cty:lancashire/cpc:samlesbury,Samlesbury,E04005299,
ocd-division/country:uk/cty:lancashire/cpc:cuerdale,Cuerdale,E04005292,
ocd-division/country:uk/cty:lancashire/cpc:whitworth,Whitworth,E04005291,
ocd-division/country:uk/cty:lancashire/cpc:saint_annes_on_the_sea,Saint Anne's on the Sea,E04005176,
ocd-division/country:uk/cty:lancashire/cpc:westby-with-plumptons,Westby-with-Plumptons,E04005175,
ocd-division/country:uk/cty:lancashire/cpc:weeton-with-preese,Weeton-with-Preese,E04005174,
ocd-division/country:uk/cty:lancashire/cpc:staining,Staining,E04005172,
ocd-division/country:uk/cty:lancashire/cpc:greenhalgh-with-thistleton,Greenhalgh-with-Thistleton,E04005165,
ocd-division/country:uk/cty:lancashire/cpc:bryning-with-warton,Bryning-with-Warton,E04005162,
ocd-division/country:uk/cty:lancashire/cpc:freckleton,Freckleton,E04005164,
ocd-division/country:uk/cty:lancashire/cpc:ribby-with-wrea,Ribby-with-Wrea,E04005170,
ocd-division/country:uk/cty:lancashire/cpc:newton-with-clifton,Newton-with-Clifton,E04005169,
ocd-division/country:uk/cty:lancashire/cpc:medlar-with-wesham,Medlar-with-Wesham,E04005168,
ocd-division/country:uk/cty:lancashire/cpc:treales_roseacre_and_wharles,"Treales, Roseacre and Wharles",E04005173,
ocd-division/country:uk/cty:lancashire/cpc:singleton,Singleton,E04005171,
ocd-division/country:uk/cty:lancashire/cpc:little_eccleston-with-larbreck,Little Eccleston-with-Larbreck,E04005167,
ocd-division/country:uk/cty:lancashire/cpc:kirkham,Kirkham,E04005166,
ocd-division/country:uk/cty:lancashire/cpc:elswick,Elswick,E04005163,
ocd-division/country:uk/cty:lancashire/cpc:woodplumpton,Woodplumpton,E04005241,
ocd-division/country:uk/cty:lancashire/cpc:broughton,Broughton,E04005235,
ocd-division/country:uk/cty:lancashire/cpc:haighton,Haighton,E04005238,
ocd-division/country:uk/cty:lancashire/cpc:grimsargh,Grimsargh,E04005237,
ocd-division/country:uk/cty:lancashire/cpc:whittingham,Whittingham,E04005240,
ocd-division/country:uk/cty:lancashire/cpc:goosnargh,Goosnargh,E04005236,
ocd-division/country:uk/cty:lancashire/cpc:lea,Lea,E04005239,
ocd-division/country:uk/cty:lancashire/cpc:ingol_and_tanterton,Ingol and Tanterton,E04012217,
ocd-division/country:uk/cty:lancashire/cpc:barton,Barton,E04005234,
ocd-division/country:uk/cty:lancashire/cpc:fleetwood,Fleetwood,E04010589,
ocd-division/country:uk/cty:lancashire/cpc:preesall,Preesall,E04005336,
ocd-division/country:uk/cty:lancashire/cpc:pilling,Pilling,E04005335,
ocd-division/country:uk/cty:lancashire/cpc:inskip-with-sowerby,Inskip-with-Sowerby,E04005330,
ocd-division/country:uk/cty:lancashire/cpc:hambleton,Hambleton,E04005329,
ocd-division/country:uk/cty:lancashire/cpc:stalmine-with-staynall,Stalmine-with-Staynall,E04005337,
ocd-division/country:uk/cty:lancashire/cpc:great_eccleston,Great Eccleston,E04005328,
ocd-division/country:uk/cty:lancashire/cpc:out_rawcliffe,Out Rawcliffe,E04005334,
ocd-division/country:uk/cty:lancashire/cpc:upper_rawcliffe-with-tarnacre,Upper Rawcliffe-with-Tarnacre,E04005338,
ocd-division/country:uk/cty:lancashire/cpc:nateby,Nateby,E04005332,
ocd-division/country:uk/cty:lancashire/cpc:catterall,Catterall,E04005324,
ocd-division/country:uk/cty:lancashire/cpc:winmarleigh,Winmarleigh,E04005339,
ocd-division/country:uk/cty:lancashire/cpc:cabus,Cabus,E04005323,
ocd-division/country:uk/cty:lancashire/cpc:myerscough_and_bilsborrow,Myerscough and Bilsborrow,E04005340,
ocd-division/country:uk/cty:lancashire/cpc:barnacre-with-bonds,Barnacre-with-Bonds,E04005321,
ocd-division/country:uk/cty:lancashire/cpc:bleasdale,Bleasdale,E04005322,
ocd-division/country:uk/cty:lancashire/cpc:forton,Forton,E04005326,
ocd-division/country:uk/cty:lancashire/cpc:nether_wyresdale,Nether Wyresdale,E04005333,
ocd-division/country:uk/cty:lancashire/cpc:kirkland,Kirkland,E04005331,
ocd-division/country:uk/cty:lancashire/cpc:garstang,Garstang,E04005327,
ocd-division/country:uk/cty:lancashire/cpc:goldshaw_booth,Goldshaw Booth,E04005221,
ocd-division/country:uk/cty:lancashire/cpc:brierfield,Brierfield,E04005228,
ocd-division/country:uk/cty:lancashire/cpc:nelson,Nelson,E04005233,
ocd-division/country:uk/cty:lancashire/cpc:trawden_forest,Trawden Forest,E04005227,
ocd-division/country:uk/cty:lancashire/cpc:barley-with-wheatley_booth,Barley-with-Wheatley Booth,E04005215,
ocd-division/country:uk/cty:lancashire/cpc:blacko,Blacko,E04005218,
ocd-division/country:uk/cty:lancashire/cpc:barrowford,Barrowford,E04005217,
ocd-division/country:uk/cty:lancashire/cpc:colne,Colne,E04005232,
ocd-division/country:uk/cty:lancashire/cpc:salterforth,Salterforth,E04005226,
ocd-division/country:uk/cty:lancashire/cpc:kelbrook_and_sough,Kelbrook and Sough,E04005230,
ocd-division/country:uk/cty:lancashire/cpc:bracewell_and_brogden,Bracewell and Brogden,E04005219,
ocd-division/country:uk/cty:lancashire/cpc:barnoldswick,Barnoldswick,E04005216,
ocd-division/country:uk/cty:lancashire/cpc:laneshaw_bridge,Laneshaw Bridge,E04005231,
ocd-division/country:uk/cty:lancashire/cpc:higham-with-west_close_booth,Higham-with-West Close Booth,E04005222,
ocd-division/country:uk/cty:lancashire/cpc:reedley_hallows,Reedley Hallows,E04005224,
ocd-division/country:uk/cty:lancashire/cpc:old_laund_booth,Old Laund Booth,E04005223,
ocd-division/country:uk/cty:lancashire/cpc:roughlee_booth,Roughlee Booth,E04005225,
ocd-division/country:uk/cty:lancashire/cpc:foulridge,Foulridge,E04005220,
ocd-division/country:uk/cty:lancashire/cpc:earby,Earby,E04005229,
ocd-division/country:uk/cty:lancashire/cpc:chipping,Chipping,E04005251,
ocd-division/country:uk/cty:lancashire/cpc:dutton,Dutton,E04005256,
ocd-division/country:uk/cty:lancashire/cpc:bowland_forest_high,Bowland Forest High,E04005247,
ocd-division/country:uk/cty:lancashire/cpc:newton,Newton,E04005270,
ocd-division/country:uk/cty:lancashire/cpc:grindleton,Grindleton,E04005261,
ocd-division/country:uk/cty:lancashire/cpc:slaidburn,Slaidburn,E04005282,
ocd-division/country:uk/cty:lancashire/cpc:easington,Easington,E04005257,
ocd-division/country:uk/cty:lancashire/cpc:gisburn_forest,Gisburn Forest,E04005259,
ocd-division/country:uk/cty:lancashire/cpc:rimington,Rimington,E04005277,
ocd-division/country:uk/cty:lancashire/cpc:longridge,Longridge,E04005265,
ocd-division/country:uk/cty:lancashire/cpc:ribchester,Ribchester,E04005276,
ocd-division/country:uk/cty:lancashire/cpc:clayton-le-dale,Clayton-le-Dale,E04005252,
ocd-division/country:uk/cty:lancashire/cpc:salesbury,Salesbury,E04005279,
ocd-division/country:uk/cty:lancashire/cpc:billington_and_langho,Billington and Langho,E04005245,
ocd-division/country:uk/cty:lancashire/cpc:whalley,Whalley,E04005287,
ocd-division/country:uk/cty:lancashire/cpc:sabden,Sabden,E04005278,
ocd-division/country:uk/cty:lancashire/cpc:thornley-with-wheatley,Thornley-with-Wheatley,E04005283,
ocd-division/country:uk/cty:lancashire/cpc:aighton_bailey_and_chaigley,"Aighton, Bailey and Chaigley",E04005242,
ocd-division/country:uk/cty:lancashire/cpc:great_mitton,Great Mitton,E04005260,
ocd-division/country:uk/cty:lancashire/cpc:bowland-with-leagram,Bowland-with-Leagram,E04005249,
ocd-division/country:uk/cty:lancashire/cpc:bashall_eaves,Bashall Eaves,E04005244,
ocd-division/country:uk/cty:lancashire/cpc:bowland_forest_low,Bowland Forest Low,E04005248,
ocd-division/country:uk/cty:lancashire/cpc:pendleton,Pendleton,E04005273,
ocd-division/country:uk/cty:lancashire/cpc:clitheroe,Clitheroe,E04005253,
ocd-division/country:uk/cty:lancashire/cpc:mearley,Mearley,E04005266,
ocd-division/country:uk/cty:lancashire/cpc:waddington,Waddington,E04005285,
ocd-division/country:uk/cty:lancashire/cpc:worston,Worston,E04005290,
ocd-division/country:uk/cty:lancashire/cpc:downham,Downham,E04005255,
ocd-division/country:uk/cty:lancashire/cpc:sawley,Sawley,E04005280,
ocd-division/country:uk/cty:lancashire/cpc:bolton-by-bowland,Bolton-by-Bowland,E04005246,
ocd-division/country:uk/cty:lancashire/cpc:middop,Middop,E04005268,
ocd-division/country:uk/cty:lancashire/cpc:gisburn,Gisburn,E04005258,
ocd-division/country:uk/cty:lancashire/cpc:horton,Horton,E04005262,
ocd-division/country:uk/cty:lancashire/cpc:paythorne,Paythorne,E04005272,
ocd-division/country:uk/cty:lancashire/cpc:mellor,Mellor,E04005267,
ocd-division/country:uk/cty:lancashire/cpc:balderstone,Balderstone,E04005243,
ocd-division/country:uk/cty:lancashire/cpc:osbaldeston,Osbaldeston,E04005271,
ocd-division/country:uk/cty:lancashire/cpc:ramsgreave,Ramsgreave,E04005274,
ocd-division/country:uk/cty:lancashire/cpc:wilpshire,Wilpshire,E04005288,
ocd-division/country:uk/cty:lancashire/cpc:hothersall,Hothersall,E04005263,
