id,name,ordnance_id,sameAs
ocd-division/country:uk/ute:passfield,Passfield,E05009072,
ocd-division/country:uk/ute:peterlee_west,Peterlee West,E05009075,
ocd-division/country:uk/ute:deneside,Deneside,E05009057,
ocd-division/country:uk/ute:dawdon,Dawdon,E05009054,
ocd-division/country:uk/ute:stanley,Stanley,E05009083,
ocd-division/country:uk/ute:chester-le-street_east,Chester-le-Street East,E05009043,
ocd-division/country:uk/ute:chester-le-street_north,Chester-le-Street North,E05009044,
ocd-division/country:uk/ute:llangelynin,Llangelynin,W05000081,
ocd-division/country:uk/ute:bryn-crug~llanfihangel,Bryn-crug/Llanfihangel,W05000053,
ocd-division/country:uk/ute:corris~mawddwy,Corris/Mawddwy,W05000056,
ocd-division/country:uk/ute:brithdir_and_llanfachreth~ganllwyd~llanelltyd,Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,W05000052,
ocd-division/country:uk/ute:llandderfel,Llandderfel,W05000079,
ocd-division/country:uk/ute:penrhyndeudraeth,Penrhyndeudraeth,W05000095,
ocd-division/country:uk/ute:trawsfynydd,Trawsfynydd,W05000106,
ocd-division/country:uk/ute:llanuwchllyn,Llanuwchllyn,W05000084,
ocd-division/country:uk/ute:dolbenmaen,Dolbenmaen,W05000063,
ocd-division/country:uk/ute:botwnnog,Botwnnog,W05000050,
ocd-division/country:uk/ute:tywyn,Tywyn,W05000109,
ocd-division/country:uk/ute:aberdovey,Aberdovey,W05000042,
ocd-division/country:uk/ute:dolgellau_north,Dolgellau North,W05000064,
ocd-division/country:uk/ute:dyffryn_ardudwy,Dyffryn Ardudwy,W05000066,
ocd-division/country:uk/ute:llanbedr,Llanbedr,W05000076,
ocd-division/country:uk/ute:tudweiliog,Tudweiliog,W05000108,
ocd-division/country:uk/ute:efail-newydd~buan,Efail-newydd/Buan,W05000067,
ocd-division/country:uk/ute:abererch,Abererch,W05000043,
ocd-division/country:uk/ute:llanystumdwy,Llanystumdwy,W05000086,
ocd-division/country:uk/ute:llanaelhaearn,Llanaelhaearn,W05000075,
ocd-division/country:uk/ute:clynnog,Clynnog,W05000055,
ocd-division/country:uk/ute:llanwnda,Llanwnda,W05000085,
ocd-division/country:uk/ute:harlech,Harlech,W05000072,
ocd-division/country:uk/ute:porthmadog-tremadog,Porthmadog-Tremadog,W05000100,
ocd-division/country:uk/ute:teigl,Teigl,W05000105,
ocd-division/country:uk/ute:bowydd_and_rhiw,Bowydd and Rhiw,W05000051,
ocd-division/country:uk/ute:waunfawr,Waunfawr,W05000110,
ocd-division/country:uk/ute:llanberis,Llanberis,W05000078,
ocd-division/country:uk/ute:tregarth_mynydd_llandygai,Tregarth & Mynydd Llandygai,W05000107,
ocd-division/country:uk/ute:arllechwedd,Arllechwedd,W05000046,
ocd-division/country:uk/ute:abersoch,Abersoch,W05000045,
ocd-division/country:uk/ute:llanbedrog,Llanbedrog,W05000077,
ocd-division/country:uk/ute:abermaw,Abermaw,W05000044,
ocd-division/country:uk/ute:dolgellau_south,Dolgellau South,W05000065,
ocd-division/country:uk/ute:morfa_nefyn,Morfa Nefyn,W05000090,
ocd-division/country:uk/ute:criccieth,Criccieth,W05000057,
ocd-division/country:uk/ute:penygroes,Penygroes,W05000097,
ocd-division/country:uk/ute:llanllyfni,Llanllyfni,W05000082,
ocd-division/country:uk/ute:talysarn,Talysarn,W05000104,
ocd-division/country:uk/ute:groeslon,Groeslon,W05000071,
ocd-division/country:uk/ute:bontnewydd,Bontnewydd,W05000049,
ocd-division/country:uk/ute:cwm-y-glo,Cwm-y-Glo,W05000058,
ocd-division/country:uk/ute:y_felinheli,Y Felinheli,W05000111,
ocd-division/country:uk/ute:bethel,Bethel,W05000048,
ocd-division/country:uk/ute:porthmadog_west,Porthmadog West,W05000099,
ocd-division/country:uk/ute:penisarwaun,Penisarwaun,W05000094,
ocd-division/country:uk/ute:deiniolen,Deiniolen,W05000060,
ocd-division/country:uk/ute:gerlan,Gerlan,W05000069,
ocd-division/country:uk/ute:pentir,Pentir,W05000096,
ocd-division/country:uk/ute:pwllheli_south,Pwllheli South,W05000102,
ocd-division/country:uk/ute:nefyn,Nefyn,W05000091,
ocd-division/country:uk/ute:pwllheli_north,Pwllheli North,W05000101,
ocd-division/country:uk/ute:seiont,Seiont,W05000103,
ocd-division/country:uk/ute:peblig_caernarfon,Peblig (Caernarfon),W05000093,
ocd-division/country:uk/ute:cadnant,Cadnant,W05000054,
ocd-division/country:uk/ute:menai_caernarfon,Menai (Caernarfon),W05000089,
ocd-division/country:uk/ute:llanrug,Llanrug,W05000083,
ocd-division/country:uk/ute:porthmadog_east,Porthmadog East,W05000098,
ocd-division/country:uk/ute:diffwys_and_maenofferen,Diffwys and Maenofferen,W05000062,
ocd-division/country:uk/ute:bala,Bala,W05000047,
ocd-division/country:uk/ute:ogwen,Ogwen,W05000092,
ocd-division/country:uk/ute:hendre,Hendre,W05000073,
ocd-division/country:uk/ute:glyder,Glyder,W05000070,
ocd-division/country:uk/ute:dewi,Dewi,W05000061,
ocd-division/country:uk/ute:marchog,Marchog,W05000087,
ocd-division/country:uk/ute:menai_bangor,Menai (Bangor),W05000088,
ocd-division/country:uk/ute:garth,Garth,W05000068,
ocd-division/country:uk/ute:deiniol,Deiniol,W05000059,
ocd-division/country:uk/ute:hirael,Hirael,W05000074,
ocd-division/country:uk/ute:chale_niton_and_whitwell,"Chale, Niton and Whitwell",E05008484,
ocd-division/country:uk/ute:godshill_and_wroxall,Godshill and Wroxall,E05008492,
ocd-division/country:uk/ute:west_wight,West Wight,E05008515,
ocd-division/country:uk/ute:carisbrooke,Carisbrooke,E05008482,
ocd-division/country:uk/ute:central_wight,Central Wight,E05008483,
ocd-division/country:uk/ute:arreton_and_newchurch,Arreton and Newchurch,E05008479,
ocd-division/country:uk/ute:ventnor_west,Ventnor West,E05008514,
ocd-division/country:uk/ute:shanklin_south,Shanklin South,E05008511,
ocd-division/country:uk/ute:freshwater_south,Freshwater South,E05008491,
ocd-division/country:uk/ute:newport_south,Newport South,E05008500,
ocd-division/country:uk/ute:parkhurst,Parkhurst,E05008502,
ocd-division/country:uk/ute:newport_north,Newport North,E05008499,
ocd-division/country:uk/ute:wootton_bridge,Wootton Bridge,E05008517,
ocd-division/country:uk/ute:havenstreet_ashey_and_haylands,"Havenstreet, Ashey and Haylands",E05008493,
ocd-division/country:uk/ute:ryde_east,Ryde East,E05008503,
ocd-division/country:uk/ute:cowes_south_and_northwood,Cowes South and Northwood,E05008487,
ocd-division/country:uk/ute:whippingham_and_osborne,Whippingham and Osborne,E05008516,
ocd-division/country:uk/ute:east_cowes,East Cowes,E05008489,
ocd-division/country:uk/ute:ventnor_east,Ventnor East,E05008513,
ocd-division/country:uk/ute:shanklin_central,Shanklin Central,E05008510,
ocd-division/country:uk/ute:lake_south,Lake South,E05008495,
ocd-division/country:uk/ute:lake_north,Lake North,E05008494,
ocd-division/country:uk/ute:freshwater_north,Freshwater North,E05008490,
ocd-division/country:uk/ute:newport_west,Newport West,E05008501,
ocd-division/country:uk/ute:newport_east,Newport East,E05008498,
ocd-division/country:uk/ute:sandown_north,Sandown North,E05008508,
ocd-division/country:uk/ute:binstead_and_fishbourne,Binstead and Fishbourne,E05008480,
ocd-division/country:uk/ute:ryde_north_west,Ryde North West,E05008505,
ocd-division/country:uk/ute:ryde_north_east,Ryde North East,E05008504,
ocd-division/country:uk/ute:cowes_west_and_gurnard,Cowes West and Gurnard,E05008488,
ocd-division/country:uk/ute:sandown_south,Sandown South,E05008509,
ocd-division/country:uk/ute:newport_central,Newport Central,E05008497,
ocd-division/country:uk/ute:ryde_west,Ryde West,E05008507,
ocd-division/country:uk/ute:ryde_south,Ryde South,E05008506,
ocd-division/country:uk/ute:cowes_north,Cowes North,E05008486,
ocd-division/country:uk/ute:cowes_medina,Cowes Medina,E05008485,
ocd-division/country:uk/ute:vaynor,Vaynor,W05000895,
ocd-division/country:uk/ute:merthyr_vale,Merthyr Vale,W05000711,
ocd-division/country:uk/ute:bedlinog,Bedlinog,W05000707,
ocd-division/country:uk/ute:cyfarthfa,Cyfarthfa,W05000708,
ocd-division/country:uk/ute:town,Town,W05000715,
ocd-division/country:uk/ute:dowlais,Dowlais,W05000709,
ocd-division/country:uk/ute:treharris,Treharris,W05000716,
ocd-division/country:uk/ute:park,Park,W05000712,
ocd-division/country:uk/ute:gurnos,Gurnos,W05000710,
ocd-division/country:uk/ute:penydarren,Penydarren,W05000713,
ocd-division/country:uk/ute:haydon_and_hadrian,Haydon and Hadrian,E05009122,
ocd-division/country:uk/ute:south_tynedale,South Tynedale,E05009154,
ocd-division/country:uk/ute:humshaugh,Humshaugh,E05009128,
ocd-division/country:uk/ute:rothbury,Rothbury,E05009148,
ocd-division/country:uk/ute:bellingham,Bellingham,E05009101,
ocd-division/country:uk/ute:longhorsley,Longhorsley,E05009131,
ocd-division/country:uk/ute:wooler,Wooler,E05009158,
ocd-division/country:uk/ute:norham_and_islandshires,Norham and Islandshires,E05009139,
ocd-division/country:uk/ute:longhoughton,Longhoughton,E05009132,
ocd-division/country:uk/ute:haltwhistle,Haltwhistle,E05009119,
ocd-division/country:uk/ute:corbridge,Corbridge,E05009109,
ocd-division/country:uk/ute:bywell,Bywell,E05009106,
ocd-division/country:uk/ute:ponteland_west,Ponteland West,E05009145,
ocd-division/country:uk/ute:ponteland_north,Ponteland North,E05009143,
ocd-division/country:uk/ute:ponteland_east_and_stannington,Ponteland East and Stannington,E05009142,
ocd-division/country:uk/ute:pegswood,Pegswood,E05009140,
ocd-division/country:uk/ute:shilbottle,Shilbottle,E05009151,
ocd-division/country:uk/ute:druridge_bay,Druridge Bay,E05009118,
ocd-division/country:uk/ute:amble_west_with_warkworth,Amble West with Warkworth,E05009095,
ocd-division/country:uk/ute:alnwick,Alnwick,E05009093,
ocd-division/country:uk/ute:berwick_north,Berwick North,E05009103,
ocd-division/country:uk/ute:stocksfield_and_broomhaugh,Stocksfield and Broomhaugh,E05009156,
ocd-division/country:uk/ute:hexham_central_with_acomb,Hexham Central with Acomb,E05009123,
ocd-division/country:uk/ute:ponteland_south_with_heddon,Ponteland South with Heddon,E05009144,
ocd-division/country:uk/ute:cramlington_west,Cramlington West,E05009116,
ocd-division/country:uk/ute:seghill_with_seaton_delaval,Seghill with Seaton Delaval,E05009150,
ocd-division/country:uk/ute:sleekburn,Sleekburn,E05009152,
ocd-division/country:uk/ute:bothal,Bothal,E05009105,
ocd-division/country:uk/ute:newbiggin_central_and_east,Newbiggin Central and East,E05009137,
ocd-division/country:uk/ute:berwick_west_with_ord,Berwick West with Ord,E05009104,
ocd-division/country:uk/ute:hexham_west,Hexham West,E05009125,
ocd-division/country:uk/ute:hexham_east,Hexham East,E05009124,
ocd-division/country:uk/ute:prudhoe_south,Prudhoe South,E05009147,
ocd-division/country:uk/ute:prudhoe_north,Prudhoe North,E05009146,
ocd-division/country:uk/ute:morpeth_kirkhill,Morpeth Kirkhill,E05009134,
ocd-division/country:uk/ute:morpeth_north,Morpeth North,E05009135,
ocd-division/country:uk/ute:cramlington_village,Cramlington Village,E05009115,
ocd-division/country:uk/ute:holywell,Holywell,E05009127,
ocd-division/country:uk/ute:hartley,Hartley,E05009120,
ocd-division/country:uk/ute:newsham,Newsham,E05009138,
ocd-division/country:uk/ute:bedlington_west,Bedlington West,E05009100,
ocd-division/country:uk/ute:bedlington_central,Bedlington Central,E05009098,
ocd-division/country:uk/ute:bedlington_east,Bedlington East,E05009099,
ocd-division/country:uk/ute:kitty_brewster,Kitty Brewster,E05009130,
ocd-division/country:uk/ute:choppington,Choppington,E05009107,
ocd-division/country:uk/ute:stakeford,Stakeford,E05009155,
ocd-division/country:uk/ute:seaton_with_newbiggin_west,Seaton with Newbiggin West,E05009149,
ocd-division/country:uk/ute:hirst,Hirst,E05009126,
ocd-division/country:uk/ute:lynemouth,Lynemouth,E05009133,
ocd-division/country:uk/ute:berwick_east,Berwick East,E05009102,
ocd-division/country:uk/ute:morpeth_stobhill,Morpeth Stobhill,E05009136,
ocd-division/country:uk/ute:cramlington_south_east,Cramlington South East,E05009114,
ocd-division/country:uk/ute:cramlington_east,Cramlington East,E05009111,
ocd-division/country:uk/ute:cramlington_eastfield,Cramlington Eastfield,E05009112,
ocd-division/country:uk/ute:cramlington_north,Cramlington North,E05009113,
ocd-division/country:uk/ute:cowpen,Cowpen,E05009110,
ocd-division/country:uk/ute:south_blyth,South Blyth,E05009153,
ocd-division/country:uk/ute:plessey,Plessey,E05009141,
ocd-division/country:uk/ute:croft,Croft,E05009117,
ocd-division/country:uk/ute:wensleydale,Wensleydale,E05009157,
ocd-division/country:uk/ute:haydon,Haydon,E05009121,
ocd-division/country:uk/ute:college,College,E05009108,
ocd-division/country:uk/ute:isabella,Isabella,E05009129,
ocd-division/country:uk/ute:ashington_central,Ashington Central,E05009096,
ocd-division/country:uk/ute:cornelly,Cornelly,W05000605,
ocd-division/country:uk/ute:bryntirion_laleston_and_merthyr_mawr,"Bryntirion, laleston and Merthyr Mawr",W05000897,
ocd-division/country:uk/ute:coychurch_lower,Coychurch Lower,W05000898,
ocd-division/country:uk/ute:penprysg,Penprysg,W05000623,
ocd-division/country:uk/ute:blackmill,Blackmill,W05000595,
ocd-division/country:uk/ute:aberkenfig,Aberkenfig,W05000593,
ocd-division/country:uk/ute:bryncethin,Bryncethin,W05000598,
ocd-division/country:uk/ute:llangeinor,Llangeinor,W05000610,
ocd-division/country:uk/ute:llangynwyd,Llangynwyd,W05000612,
ocd-division/country:uk/ute:maesteg_east,Maesteg East,W05000613,
ocd-division/country:uk/ute:ogmore_vale,Ogmore Vale,W05000620,
ocd-division/country:uk/ute:rest_bay,Rest Bay,W05000629,
ocd-division/country:uk/ute:nottage,Nottage,W05000619,
ocd-division/country:uk/ute:pyle,Pyle,W05000628,
ocd-division/country:uk/ute:cefn_cribwr,Cefn Cribwr,W05000602,
ocd-division/country:uk/ute:oldcastle,Oldcastle,W05000899,
ocd-division/country:uk/ute:llangewydd_and_brynhyfryd,Llangewydd and Brynhyfryd,W05000611,
ocd-division/country:uk/ute:morfa,Morfa,W05000615,
ocd-division/country:uk/ute:pen-y-fai,Pen-y-Fai,W05000624,
ocd-division/country:uk/ute:ynysawdre,Ynysawdre,W05000631,
ocd-division/country:uk/ute:bryncoch,Bryncoch,W05000599,
ocd-division/country:uk/ute:felindre,Felindre,W05000607,
ocd-division/country:uk/ute:coity,Coity,W05000604,
ocd-division/country:uk/ute:maesteg_west,Maesteg West,W05000614,
ocd-division/country:uk/ute:pontycymmer,Pontycymmer,W05000625,
ocd-division/country:uk/ute:blaengarw,Blaengarw,W05000596,
ocd-division/country:uk/ute:nant-y-moel,Nant-y-Moel,W05000616,
ocd-division/country:uk/ute:porthcawl_west_central,Porthcawl West Central,W05000627,
ocd-division/country:uk/ute:porthcawl_east_central,Porthcawl East Central,W05000626,
ocd-division/country:uk/ute:newcastle,Newcastle,W05000617,
ocd-division/country:uk/ute:cefn_glas,Cefn Glas,W05000603,
ocd-division/country:uk/ute:brackla,Brackla,W05000896,
ocd-division/country:uk/ute:pendre,Pendre,W05000622,
ocd-division/country:uk/ute:litchard,Litchard,W05000609,
ocd-division/country:uk/ute:sarn,Sarn,W05000630,
ocd-division/country:uk/ute:maescar~llywel,Maescar/Llywel,W05000331,
ocd-division/country:uk/ute:llanwrtyd_wells,Llanwrtyd Wells,W05000328,
ocd-division/country:uk/ute:llanafanfawr,Llanafanfawr,W05000307,
ocd-division/country:uk/ute:llanelwedd,Llanelwedd,W05000316,
ocd-division/country:uk/ute:glantwymyn,Glantwymyn,W05000300,
ocd-division/country:uk/ute:banwy,Banwy,W05000285,
ocd-division/country:uk/ute:tawe-uchaf,Tawe-Uchaf,W05000349,
ocd-division/country:uk/ute:llanrhaeadr-ym-mochnant~llansilin,Llanrhaeadr-ym-Mochnant/Llansilin,W05000326,
ocd-division/country:uk/ute:talybont-on-usk,Talybont-on-Usk,W05000894,
ocd-division/country:uk/ute:crickhowell,Crickhowell,W05000294,
ocd-division/country:uk/ute:yscir,Yscir,W05000355,
ocd-division/country:uk/ute:felin-fach,Felin-Fach,W05000298,
ocd-division/country:uk/ute:bronllys,Bronllys,W05000289,
ocd-division/country:uk/ute:gwernyfed,Gwernyfed,W05000303,
ocd-division/country:uk/ute:glasbury,Glasbury,W05000301,
ocd-division/country:uk/ute:old_radnor,Old Radnor,W05000340,
ocd-division/country:uk/ute:rhayader,Rhayader,W05000342,
ocd-division/country:uk/ute:blaen_hafren,Blaen Hafren,W05000288,
ocd-division/country:uk/ute:llanbrynmair,Llanbrynmair,W05000309,
ocd-division/country:uk/ute:nantmel,Nantmel,W05000334,
ocd-division/country:uk/ute:llangunllo,Llangunllo,W05000322,
ocd-division/country:uk/ute:beguildy,Beguildy,W05000286,
ocd-division/country:uk/ute:llandinam,Llandinam,W05000310,
ocd-division/country:uk/ute:kerry,Kerry,W05000305,
ocd-division/country:uk/ute:dolforwyn,Dolforwyn,W05000297,
ocd-division/country:uk/ute:knighton,Knighton,W05000306,
ocd-division/country:uk/ute:caersws,Caersws,W05000292,
ocd-division/country:uk/ute:rhiwcynon,Rhiwcynon,W05000343,
ocd-division/country:uk/ute:llanfair_caereinion,Llanfair Caereinion,W05000317,
ocd-division/country:uk/ute:llanfihangel,Llanfihangel,W05000318,
ocd-division/country:uk/ute:llanwddyn,Llanwddyn,W05000325,
ocd-division/country:uk/ute:meifod,Meifod,W05000332,
ocd-division/country:uk/ute:llandrinio,Llandrinio,W05000314,
ocd-division/country:uk/ute:cwm-twrch,Cwm-Twrch,W05000295,
ocd-division/country:uk/ute:ystradgynlais,Ystradgynlais,W05000356,
ocd-division/country:uk/ute:aber-craf,Aber-Craf,W05000284,
ocd-division/country:uk/ute:llangynidr,Llangynidr,W05000893,
ocd-division/country:uk/ute:llangattock,Llangattock,W05000320,
ocd-division/country:uk/ute:llangors,Llangors,W05000321,
ocd-division/country:uk/ute:bwlch,Bwlch,W05000291,
ocd-division/country:uk/ute:talgarth,Talgarth,W05000347,
ocd-division/country:uk/ute:disserth_and_trecoed,Disserth and Trecoed,W05000296,
ocd-division/country:uk/ute:llanyre,Llanyre,W05000329,
ocd-division/country:uk/ute:llanbadarn_fawr,Llanbadarn Fawr,W05000308,
ocd-division/country:uk/ute:presteigne,Presteigne,W05000341,
ocd-division/country:uk/ute:newtown_llanllwchaiarn_west,Newtown Llanllwchaiarn West,W05000338,
ocd-division/country:uk/ute:churchstoke,Churchstoke,W05000293,
ocd-division/country:uk/ute:montgomery,Montgomery,W05000333,
ocd-division/country:uk/ute:berriew,Berriew,W05000287,
ocd-division/country:uk/ute:welshpool_castle,Welshpool Castle,W05000351,
ocd-division/country:uk/ute:forden,Forden,W05000299,
ocd-division/country:uk/ute:guilsfield,Guilsfield,W05000302,
ocd-division/country:uk/ute:welshpool_gungrog,Welshpool Gungrog,W05000352,
ocd-division/country:uk/ute:trewern,Trewern,W05000350,
ocd-division/country:uk/ute:llanfyllin,Llanfyllin,W05000319,
ocd-division/country:uk/ute:llansantffraid,Llansantffraid,W05000327,
ocd-division/country:uk/ute:llandysilio,Llandysilio,W05000315,
ocd-division/country:uk/ute:st_david_within,St. David Within,W05000344,
ocd-division/country:uk/ute:st_mary,St. Mary,W05000346,
ocd-division/country:uk/ute:llandrindod_south,Llandrindod South,W05000313,
ocd-division/country:uk/ute:llandrindod_north,Llandrindod North,W05000312,
ocd-division/country:uk/ute:llanidloes,Llanidloes,W05000324,
ocd-division/country:uk/ute:newtown_east,Newtown East,W05000336,
ocd-division/country:uk/ute:newtown_llanllwchaiarn_north,Newtown Llanllwchaiarn North,W05000337,
ocd-division/country:uk/ute:welshpool_llanerchyddol,Welshpool Llanerchyddol,W05000353,
ocd-division/country:uk/ute:ynyscedwyn,Ynyscedwyn,W05000354,
ocd-division/country:uk/ute:st_john,St. John,W05000345,
ocd-division/country:uk/ute:builth,Builth,W05000290,
ocd-division/country:uk/ute:hay,Hay,W05000304,
ocd-division/country:uk/ute:llandrindod_east~llandrindod_west,Llandrindod East/Llandrindod West,W05000311,
ocd-division/country:uk/ute:machynlleth,Machynlleth,W05000330,
ocd-division/country:uk/ute:newtown_south,Newtown South,W05000339,
ocd-division/country:uk/ute:newtown_central,Newtown Central,W05000335,
ocd-division/country:uk/ute:rhigos,Rhigos,W05000688,
ocd-division/country:uk/ute:pont-y-clun,Pont-y-Clun,W05000891,
ocd-division/country:uk/ute:llantrisant_town,Llantrisant Town,W05001022,
ocd-division/country:uk/ute:treherbert,Treherbert,W05000700,
ocd-division/country:uk/ute:maerdy,Maerdy,W05000678,
ocd-division/country:uk/ute:aberdare_west~llwydcoed,Aberdare West/Llwydcoed,W05000659,
ocd-division/country:uk/ute:ynysybwl,Ynysybwl,W05000705,
ocd-division/country:uk/ute:mountain_ash_east,Mountain Ash East,W05001024,
ocd-division/country:uk/ute:aberaman_south,Aberaman South,W05001017,
ocd-division/country:uk/ute:brynna,Brynna,W05000661,
ocd-division/country:uk/ute:tonyrefail_west,Tonyrefail West,W05000696,
ocd-division/country:uk/ute:gilfach_goch,Gilfach Goch,W05000668,
ocd-division/country:uk/ute:pen-y-graig,Pen-y-Graig,W05000683,
ocd-division/country:uk/ute:cwm_clydach,Cwm Clydach,W05000664,
ocd-division/country:uk/ute:ystrad,Ystrad,W05000706,
ocd-division/country:uk/ute:llwyn-y-pia,Llwyn-y-Pia,W05000677,
ocd-division/country:uk/ute:llanharry,Llanharry,W05000890,
ocd-division/country:uk/ute:llanharan,Llanharan,W05000889,
ocd-division/country:uk/ute:llantwit_fardre,Llantwit Fardre,W05001023,
ocd-division/country:uk/ute:ton-teg,Ton-Teg,W05000693,
ocd-division/country:uk/ute:taffs_well,Taffs Well,W05000691,
ocd-division/country:uk/ute:tonyrefail_east,Tonyrefail East,W05000695,
ocd-division/country:uk/ute:treforest,Treforest,W05000699,
ocd-division/country:uk/ute:rhydfelen_central~ilan,Rhydfelen Central/Ilan,W05000690,
ocd-division/country:uk/ute:ynyshir,Ynyshir,W05000704,
ocd-division/country:uk/ute:rhondda,Rhondda,W05000689,
ocd-division/country:uk/ute:hawthorn,Hawthorn,W05000671,
ocd-division/country:uk/ute:treorchy,Treorchy,W05000701,
ocd-division/country:uk/ute:pentre,Pentre,W05000682,
ocd-division/country:uk/ute:aberaman_north,Aberaman North,W05000655,
ocd-division/country:uk/ute:hirwaun,Hirwaun,W05000672,
ocd-division/country:uk/ute:tylorstown,Tylorstown,W05000702,
ocd-division/country:uk/ute:abercynon,Abercynon,W05000657,
ocd-division/country:uk/ute:aberdare_east,Aberdare East,W05000658,
ocd-division/country:uk/ute:cwmbach,Cwmbach,W05001020,
ocd-division/country:uk/ute:tonypandy,Tonypandy,W05000694,
ocd-division/country:uk/ute:trealaw,Trealaw,W05000698,
ocd-division/country:uk/ute:talbot_green,Talbot Green,W05001025,
ocd-division/country:uk/ute:beddau,Beddau,W05001018,
ocd-division/country:uk/ute:tyn-y-nant,Tyn-y-Nant,W05001026,
ocd-division/country:uk/ute:church_village,Church Village,W05001019,
ocd-division/country:uk/ute:pontypridd_town,Pontypridd Town,W05000686,
ocd-division/country:uk/ute:trallwng,Trallwng,W05000697,
ocd-division/country:uk/ute:porth,Porth,W05000687,
ocd-division/country:uk/ute:glyncoch,Glyncoch,W05000669,
ocd-division/country:uk/ute:cilfynydd,Cilfynydd,W05000663,
ocd-division/country:uk/ute:ferndale,Ferndale,W05000667,
ocd-division/country:uk/ute:pen-y-waun,Pen-y-Waun,W05000684,
ocd-division/country:uk/ute:penrhiwceiber,Penrhiwceiber,W05000681,
ocd-division/country:uk/ute:mountain_ash_west,Mountain Ash West,W05000680,
ocd-division/country:uk/ute:clun,Clun,E05008156,
ocd-division/country:uk/ute:church_stretton_and_craven_arms,Church Stretton and Craven Arms,E05008153,
ocd-division/country:uk/ute:bishops_castle,Bishop's Castle,E05008143,
ocd-division/country:uk/ute:market_drayton_east,Market Drayton East,E05008169,
ocd-division/country:uk/ute:corvedale,Corvedale,E05008158,
ocd-division/country:uk/ute:cleobury_mortimer,Cleobury Mortimer,E05008155,
ocd-division/country:uk/ute:brown_clee,Brown Clee,E05008148,
ocd-division/country:uk/ute:much_wenlock,Much Wenlock,E05008174,
ocd-division/country:uk/ute:alveley_and_claverley,Alveley and Claverley,E05008138,
ocd-division/country:uk/ute:chirbury_and_worthen,Chirbury and Worthen,E05008152,
ocd-division/country:uk/ute:loton,Loton,E05008165,
ocd-division/country:uk/ute:llanymynech,Llanymynech,E05008163,
ocd-division/country:uk/ute:burnell,Burnell,E05008149,
ocd-division/country:uk/ute:severn_valley,Severn Valley,E05008186,
ocd-division/country:uk/ute:shawbury,Shawbury,E05008187,
ocd-division/country:uk/ute:the_meres,The Meres,E05008192,
ocd-division/country:uk/ute:ludlow_north,Ludlow North,E05008167,
ocd-division/country:uk/ute:clee,Clee,E05008154,
ocd-division/country:uk/ute:bridgnorth_east_and_astley_abbotts,Bridgnorth East and Astley Abbotts,E05008145,
ocd-division/country:uk/ute:worfield,Worfield,E05008198,
ocd-division/country:uk/ute:albrighton,Albrighton,E05008137,
ocd-division/country:uk/ute:rea_valley,Rea Valley,E05008172,
ocd-division/country:uk/ute:longden,Longden,E05008164,
ocd-division/country:uk/ute:st_oswald,St. Oswald,E05009286,
ocd-division/country:uk/ute:whittington,Whittington,E05009287,
ocd-division/country:uk/ute:ruyton_and_baschurch,Ruyton and Baschurch,E05009285,
ocd-division/country:uk/ute:gobowen_selattyn_and_weston_rhyn,"Gobowen, Selattyn and Weston Rhyn",E05009281,
ocd-division/country:uk/ute:tern,Tern,E05008191,
ocd-division/country:uk/ute:shifnal_south_and_cosford,Shifnal South and Cosford,E05008189,
ocd-division/country:uk/ute:shifnal_north,Shifnal North,E05008188,
ocd-division/country:uk/ute:hodnet,Hodnet,E05008162,
ocd-division/country:uk/ute:wem,Wem,E05008194,
ocd-division/country:uk/ute:whitchurch_south,Whitchurch South,E05008196,
ocd-division/country:uk/ute:prees,Prees,E05008179,
ocd-division/country:uk/ute:cheswardine,Cheswardine,E05008151,
ocd-division/country:uk/ute:ludlow_south,Ludlow South,E05008168,
ocd-division/country:uk/ute:highley,Highley,E05008161,
ocd-division/country:uk/ute:bridgnorth_west_and_tasley,Bridgnorth West and Tasley,E05008146,
ocd-division/country:uk/ute:broseley,Broseley,E05008147,
ocd-division/country:uk/ute:bagley,Bagley,E05008139,
ocd-division/country:uk/ute:oswestry_east,Oswestry East,E05009282,
ocd-division/country:uk/ute:bayston_hill_column_and_sutton,"Bayston Hill, Column and Sutton",E05008141,
ocd-division/country:uk/ute:whitchurch_north,Whitchurch North,E05008195,
ocd-division/country:uk/ute:ludlow_east,Ludlow East,E05008166,
ocd-division/country:uk/ute:meole,Meole,E05008171,
ocd-division/country:uk/ute:radbrook,Radbrook,E05008181,
ocd-division/country:uk/ute:belle_vue,Belle Vue,E05008142,
ocd-division/country:uk/ute:bowbrook,Bowbrook,E05008144,
ocd-division/country:uk/ute:copthorne,Copthorne,E05008157,
ocd-division/country:uk/ute:porthill,Porthill,E05008178,
ocd-division/country:uk/ute:quarry_and_coton_hill,Quarry and Coton Hill,E05008180,
ocd-division/country:uk/ute:oswestry_south,Oswestry South,E05009283,
ocd-division/country:uk/ute:ellesmere_urban,Ellesmere Urban,E05008159,
ocd-division/country:uk/ute:abbey,Abbey,E05008136,
ocd-division/country:uk/ute:castlefields_and_ditherington,Castlefields and Ditherington,E05008150,
ocd-division/country:uk/ute:underdale,Underdale,E05008193,
ocd-division/country:uk/ute:sundorne,Sundorne,E05008190,
ocd-division/country:uk/ute:monkmoor,Monkmoor,E05008173,
ocd-division/country:uk/ute:harlescott,Harlescott,E05008160,
