id,name,validFrom
ocd-division/country:ca/province:ab/ed:edmonton-north_west,Edmonton-North West,2019-05-31
ocd-division/country:ca/province:ab/ed:edmonton-riverview,Edmonton-Riverview,2019-05-31
ocd-division/country:ca/province:ab/ed:edmonton-rutherford,Edmonton-Rutherford,2019-05-31
ocd-division/country:ca/province:ab/ed:edmonton-south,Edmonton-South,2019-05-31
ocd-division/country:ca/province:ab/ed:edmonton-south_west,Edmonton-South West,2019-05-31
ocd-division/country:ca/province:ab/ed:edmonton-strathcona,Edmonton-Strathcona,2019-05-31
ocd-division/country:ca/province:ab/ed:edmonton-west_henday,Edmonton-West Henday,2019-05-31
ocd-division/country:ca/province:ab/ed:edmonton-whitemud,Edmonton-Whitemud,2019-05-31
ocd-division/country:ca/province:ab/ed:airdrie-cochrane,Airdrie-Cochrane,2019-05-31
ocd-division/country:ca/province:ab/ed:airdrie-east,Airdrie-East,2019-05-31
ocd-division/country:ca/province:ab/ed:athabasca-barrhead-westlock,Athabasca-Barrhead-Westlock,2019-05-31
ocd-division/country:ca/province:ab/ed:banff-kananaskis,Banff-Kananaskis,2019-05-31
ocd-division/country:ca/province:ab/ed:bonnyville-cold_lake-st._paul,Bonnyville-Cold Lake-St. Paul,2019-05-31
ocd-division/country:ca/province:ab/ed:brooks-medicine_hat,Brooks-Medicine Hat,2019-05-31
ocd-division/country:ca/province:ab/ed:camrose,Camrose,2019-05-31
ocd-division/country:ca/province:ab/ed:cardston-siksika,Cardston-Siksika,2019-05-31
ocd-division/country:ca/province:ab/ed:central_peace-notley,Central Peace-Notley,2019-05-31
ocd-division/country:ca/province:ab/ed:chestermere-strathmore,Chestermere-Strathmore,2019-05-31
ocd-division/country:ca/province:ab/ed:cypress-medicine_hat,Cypress-Medicine Hat,2019-05-31
ocd-division/country:ca/province:ab/ed:drayton_valley-devon,Drayton Valley-Devon,2019-05-31
ocd-division/country:ca/province:ab/ed:drumheller-stettler,Drumheller-Stettler,2019-05-31
ocd-division/country:ca/province:ab/ed:fort_mcmurray-lac_la_biche,Fort McMurray-Lac La Biche,2019-05-31
ocd-division/country:ca/province:ab/ed:fort_mcmurray-wood_buffalo,Fort McMurray-Wood Buffalo,2019-05-31
ocd-division/country:ca/province:ab/ed:fort_saskatchewan-vegreville,Fort Saskatchewan-Vegreville,2019-05-31
ocd-division/country:ca/province:ab/ed:grande_prairie,Grande Prairie,2019-05-31
ocd-division/country:ca/province:ab/ed:grande_prairie-wapiti,Grande Prairie-Wapiti,2019-05-31
ocd-division/country:ca/province:ab/ed:highwood,Highwood,2019-05-31
ocd-division/country:ca/province:ab/ed:innisfail-sylvan_lake,Innisfail-Sylvan Lake,2019-05-31
ocd-division/country:ca/province:ab/ed:lac_ste._anne-parkland,Lac Ste. Anne-Parkland,2019-05-31
ocd-division/country:ca/province:ab/ed:lacombe-ponoka,Lacombe-Ponoka,2019-05-31
ocd-division/country:ca/province:ab/ed:leduc-beaumont,Leduc-Beaumont,2019-05-31
ocd-division/country:ca/province:ab/ed:lesser_slave_lake,Lesser Slave Lake,2019-05-31
ocd-division/country:ca/province:ab/ed:lethbridge-east,Lethbridge-East,2019-05-31
ocd-division/country:ca/province:ab/ed:lethbridge-west,Lethbridge-West,2019-05-31
ocd-division/country:ca/province:ab/ed:livingstone-macleod,Livingstone-Macleod,2019-05-31
ocd-division/country:ca/province:ab/ed:maskwacis-wetaskiwin,Maskwacis-Wetaskiwin,2019-05-31
ocd-division/country:ca/province:ab/ed:morinville-st._albert,Morinville-St. Albert,2019-05-31
ocd-division/country:ca/province:ab/ed:olds-didsbury-three_hills,Olds-Didsbury-Three Hills,2019-05-31
ocd-division/country:ca/province:ab/ed:peace_river,Peace River,2019-05-31
ocd-division/country:ca/province:ab/ed:red_deer-north,Red Deer-North,2019-05-31
ocd-division/country:ca/province:ab/ed:red_deer-south,Red Deer-South,2019-05-31
ocd-division/country:ca/province:ab/ed:rimbey-rocky_mountain_house-sundre,Rimbey-Rocky Mountain House-Sundre,2019-05-31
ocd-division/country:ca/province:ab/ed:sherwood_park,Sherwood Park,2019-05-31
ocd-division/country:ca/province:ab/ed:spruce_grove-stony_plain,Spruce Grove-Stony Plain,2019-05-31
ocd-division/country:ca/province:ab/ed:st._albert,St. Albert,2019-05-31
ocd-division/country:ca/province:ab/ed:strathcona-sherwood_park,Strathcona-Sherwood Park,2019-05-31
ocd-division/country:ca/province:ab/ed:taber-warner,Taber-Warner,2019-05-31
ocd-division/country:ca/province:ab/ed:vermilion-lloydminster-wainwright,Vermilion-Lloydminster-Wainwright,2019-05-31
ocd-division/country:ca/province:ab/ed:west_yellowhead,West Yellowhead,2019-05-31
