id,name,validFrom
ocd-division/country:ca/province:on/ed:lanark-frontenac-kingston,Lanark—Frontenac—Kingston,2018-06-07
ocd-division/country:ca/province:on/ed:leeds-grenville-thousand_islands_and_rideau_lakes,Leeds—Grenville—Thousand Islands and Rideau Lakes,2018-06-07
ocd-division/country:ca/province:on/ed:london-fanshawe,London—Fanshawe,2018-06-07
ocd-division/country:ca/province:on/ed:london_north_centre,London North Centre,2018-06-07
ocd-division/country:ca/province:on/ed:london_west,London West,2018-06-07
ocd-division/country:ca/province:on/ed:markham-stouffville,Markham—Stouffville,2018-06-07
ocd-division/country:ca/province:on/ed:markham-thornhill,Markham—Thornhill,2018-06-07
ocd-division/country:ca/province:on/ed:markham-unionville,Markham—Unionville,2018-06-07
ocd-division/country:ca/province:on/ed:milton,Milton,2018-06-07
ocd-division/country:ca/province:on/ed:mississauga_centre,Mississauga Centre,2018-06-07
ocd-division/country:ca/province:on/ed:mississauga_east-cooksville,Mississauga East—Cooksville,2018-06-07
ocd-division/country:ca/province:on/ed:mississauga-erin_mills,Mississauga—Erin Mills,2018-06-07
ocd-division/country:ca/province:on/ed:mississauga-lakeshore,Mississauga—Lakeshore,2018-06-07
ocd-division/country:ca/province:on/ed:mississauga-malton,Mississauga—Malton,2018-06-07
ocd-division/country:ca/province:on/ed:mississauga-streetsville,Mississauga—Streetsville,2018-06-07
ocd-division/country:ca/province:on/ed:nepean,Nepean,2018-06-07
ocd-division/country:ca/province:on/ed:newmarket-aurora,Newmarket—Aurora,2018-06-07
ocd-division/country:ca/province:on/ed:niagara_centre,Niagara Centre,2018-06-07
ocd-division/country:ca/province:on/ed:niagara_falls,Niagara Falls,2018-06-07
ocd-division/country:ca/province:on/ed:niagara_west,Niagara West,2018-06-07
ocd-division/country:ca/province:on/ed:nickel_belt,Nickel Belt,2018-06-07
ocd-division/country:ca/province:on/ed:nipissing,Nipissing,2018-06-07
ocd-division/country:ca/province:on/ed:northumberland-peterborough_south,Northumberland—Peterborough South,2018-06-07
ocd-division/country:ca/province:on/ed:oakville,Oakville,2018-06-07
ocd-division/country:ca/province:on/ed:oakville_north-burlington,Oakville North—Burlington,2018-06-07
ocd-division/country:ca/province:on/ed:orléans,Orléans,2018-06-07
ocd-division/country:ca/province:on/ed:oshawa,Oshawa,2018-06-07
ocd-division/country:ca/province:on/ed:ottawa_centre,Ottawa Centre,2018-06-07
ocd-division/country:ca/province:on/ed:ottawa_south,Ottawa South,2018-06-07
ocd-division/country:ca/province:on/ed:ottawa-vanier,Ottawa—Vanier,2018-06-07
ocd-division/country:ca/province:on/ed:ottawa_west-nepean,Ottawa West—Nepean,2018-06-07
ocd-division/country:ca/province:on/ed:oxford,Oxford,2018-06-07
ocd-division/country:ca/province:on/ed:parkdale-high_park,Parkdale—High Park,2018-06-07
ocd-division/country:ca/province:on/ed:parry_sound-muskoka,Parry Sound—Muskoka,2018-06-07
ocd-division/country:ca/province:on/ed:perth-wellington,Perth—Wellington,2018-06-07
ocd-division/country:ca/province:on/ed:peterborough-kawartha,Peterborough—Kawartha,2018-06-07
ocd-division/country:ca/province:on/ed:pickering-uxbridge,Pickering—Uxbridge,2018-06-07
ocd-division/country:ca/province:on/ed:renfrew-nipissing-pembroke,Renfrew—Nipissing—Pembroke,2018-06-07
ocd-division/country:ca/province:on/ed:richmond_hill,Richmond Hill,2018-06-07
ocd-division/country:ca/province:on/ed:st._catharines,St. Catharines,2018-06-07
ocd-division/country:ca/province:on/ed:sarnia-lambton,Sarnia—Lambton,2018-06-07
ocd-division/country:ca/province:on/ed:sault_ste._marie,Sault Ste. Marie,2018-06-07
ocd-division/country:ca/province:on/ed:scarborough-agincourt,Scarborough—Agincourt,2018-06-07
ocd-division/country:ca/province:on/ed:scarborough_centre,Scarborough Centre,2018-06-07
ocd-division/country:ca/province:on/ed:scarborough-guildwood,Scarborough—Guildwood,2018-06-07
ocd-division/country:ca/province:on/ed:scarborough_north,Scarborough North,2018-06-07
ocd-division/country:ca/province:on/ed:scarborough-rouge_park,Scarborough—Rouge Park,2018-06-07
ocd-division/country:ca/province:on/ed:scarborough_southwest,Scarborough Southwest,2018-06-07
ocd-division/country:ca/province:on/ed:simcoe-grey,Simcoe—Grey,2018-06-07
ocd-division/country:ca/province:on/ed:simcoe_north,Simcoe North,2018-06-07
ocd-division/country:ca/province:on/ed:spadina-fort_york,Spadina—Fort York,2018-06-07
ocd-division/country:ca/province:on/ed:stormont-dundas-south_glengarry,Stormont—Dundas—South Glengarry,2018-06-07
ocd-division/country:ca/province:on/ed:sudbury,Sudbury,2018-06-07
ocd-division/country:ca/province:on/ed:thornhill,Thornhill,2018-06-07
ocd-division/country:ca/province:on/ed:thunder_bay-atikokan,Thunder Bay—Atikokan,2018-06-07
ocd-division/country:ca/province:on/ed:thunder_bay-superior_north,Thunder Bay—Superior North,2018-06-07
ocd-division/country:ca/province:on/ed:timiskaming-cochrane,Timiskaming—Cochrane,2018-06-07
ocd-division/country:ca/province:on/ed:timmins,Timmins,2018-06-07
ocd-division/country:ca/province:on/ed:toronto_centre,Toronto Centre,2018-06-07
ocd-division/country:ca/province:on/ed:toronto-danforth,Toronto—Danforth,2018-06-07
ocd-division/country:ca/province:on/ed:toronto-st._pauls,Toronto—St. Paul's,2018-06-07
ocd-division/country:ca/province:on/ed:university-rosedale,University—Rosedale,2018-06-07
ocd-division/country:ca/province:on/ed:vaughan-woodbridge,Vaughan—Woodbridge,2018-06-07
ocd-division/country:ca/province:on/ed:waterloo,Waterloo,2018-06-07
ocd-division/country:ca/province:on/ed:wellington-halton_hills,Wellington—Halton Hills,2018-06-07
ocd-division/country:ca/province:on/ed:whitby,Whitby,2018-06-07
ocd-division/country:ca/province:on/ed:willowdale,Willowdale,2018-06-07
ocd-division/country:ca/province:on/ed:windsor-tecumseh,Windsor—Tecumseh,2018-06-07
ocd-division/country:ca/province:on/ed:windsor_west,Windsor West,2018-06-07
ocd-division/country:ca/province:on/ed:york_centre,York Centre,2018-06-07
ocd-division/country:ca/province:on/ed:york-simcoe,York—Simcoe,2018-06-07
ocd-division/country:ca/province:on/ed:york_south-weston,York South—Weston,2018-06-07
ocd-division/country:ca/province:on/ed:kiiwetinoong,Kiiwetinoong,2018-06-07
ocd-division/country:ca/province:on/ed:mushkegowuk-james_bay,Mushkegowuk—James Bay,2018-06-07
