id,name,validFrom
ocd-division/country:ca/province:on/ed:ajax,Ajax,2018-06-07
ocd-division/country:ca/province:on/ed:algoma-manitoulin,Algoma—Manitoulin,2018-06-07
ocd-division/country:ca/province:on/ed:aurora-oak_ridges-richmond_hill,Aurora—Oak Ridges—Richmond Hill,2018-06-07
ocd-division/country:ca/province:on/ed:barrie-innisfil,Barrie—Innisfil,2018-06-07
ocd-division/country:ca/province:on/ed:barrie-springwater-oro-medonte,Barrie—Springwater—Oro-Medonte,2018-06-07
ocd-division/country:ca/province:on/ed:bay_of_quinte,Bay of Quinte,2018-06-07
ocd-division/country:ca/province:on/ed:beaches-east_york,Beaches—East York,2018-06-07
ocd-division/country:ca/province:on/ed:brampton_centre,Brampton Centre,2018-06-07
ocd-division/country:ca/province:on/ed:brampton_east,Brampton East,2018-06-07
ocd-division/country:ca/province:on/ed:brampton_north,Brampton North,2018-06-07
ocd-division/country:ca/province:on/ed:brampton_south,Brampton South,2018-06-07
ocd-division/country:ca/province:on/ed:brampton_west,Brampton West,2018-06-07
ocd-division/country:ca/province:on/ed:brantford-brant,Brantford—Brant,2018-06-07
ocd-division/country:ca/province:on/ed:bruce-grey-owen_sound,Bruce—Grey—Owen Sound,2018-06-07
ocd-division/country:ca/province:on/ed:burlington,Burlington,2018-06-07
ocd-division/country:ca/province:on/ed:cambridge,Cambridge,2018-06-07
ocd-division/country:ca/province:on/ed:carleton,Carleton,2018-06-07
ocd-division/country:ca/province:on/ed:chatham-kent-leamington,Chatham-Kent—Leamington,2018-06-07
ocd-division/country:ca/province:on/ed:davenport,Davenport,2018-06-07
ocd-division/country:ca/province:on/ed:don_valley_east,Don Valley East,2018-06-07
ocd-division/country:ca/province:on/ed:don_valley_north,Don Valley North,2018-06-07
ocd-division/country:ca/province:on/ed:don_valley_west,Don Valley West,2018-06-07
ocd-division/country:ca/province:on/ed:dufferin-caledon,Dufferin—Caledon,2018-06-07
ocd-division/country:ca/province:on/ed:durham,Durham,2018-06-07
ocd-division/country:ca/province:on/ed:eglinton-lawrence,Eglinton—Lawrence,2018-06-07
ocd-division/country:ca/province:on/ed:elgin-middlesex-london,Elgin—Middlesex—London,2018-06-07
ocd-division/country:ca/province:on/ed:essex,Essex,2018-06-07
ocd-division/country:ca/province:on/ed:etobicoke_centre,Etobicoke Centre,2018-06-07
ocd-division/country:ca/province:on/ed:etobicoke-lakeshore,Etobicoke—Lakeshore,2018-06-07
ocd-division/country:ca/province:on/ed:etobicoke_north,Etobicoke North,2018-06-07
ocd-division/country:ca/province:on/ed:flamborough-glanbrook,Flamborough—Glanbrook,2018-06-07
ocd-division/country:ca/province:on/ed:glengarry-prescott-russell,Glengarry—Prescott—Russell,2018-06-07
ocd-division/country:ca/province:on/ed:guelph,Guelph,2018-06-07
ocd-division/country:ca/province:on/ed:haldimand-norfolk,Haldimand—Norfolk,2018-06-07
ocd-division/country:ca/province:on/ed:haliburton-kawartha_lakes-brock,Haliburton—Kawartha Lakes—Brock,2018-06-07
ocd-division/country:ca/province:on/ed:hamilton_centre,Hamilton Centre,2018-06-07
ocd-division/country:ca/province:on/ed:hamilton_east-stoney_creek,Hamilton East—Stoney Creek,2018-06-07
ocd-division/country:ca/province:on/ed:hamilton_mountain,Hamilton Mountain,2018-06-07
ocd-division/country:ca/province:on/ed:hamilton_west-ancaster-dundas,Hamilton West—Ancaster—Dundas,2018-06-07
ocd-division/country:ca/province:on/ed:hastings-lennox_and_addington,Hastings—Lennox and Addington,2018-06-07
ocd-division/country:ca/province:on/ed:humber_river-black_creek,Humber River—Black Creek,2018-06-07
ocd-division/country:ca/province:on/ed:huron-bruce,Huron—Bruce,2018-06-07
ocd-division/country:ca/province:on/ed:kanata-carleton,Kanata—Carleton,2018-06-07
ocd-division/country:ca/province:on/ed:kenora-rainy_river,Kenora—Rainy River,2018-06-07
ocd-division/country:ca/province:on/ed:king-vaughan,King—Vaughan,2018-06-07
ocd-division/country:ca/province:on/ed:kingston_and_the_islands,Kingston and the Islands,2018-06-07
ocd-division/country:ca/province:on/ed:kitchener_centre,Kitchener Centre,2018-06-07
ocd-division/country:ca/province:on/ed:kitchener-conestoga,Kitchener—Conestoga,2018-06-07
ocd-division/country:ca/province:on/ed:kitchener_south-hespeler,Kitchener South—Hespeler,2018-06-07
ocd-division/country:ca/province:on/ed:lambton-kent-middlesex,Lambton—Kent—Middlesex,2018-06-07
