id,sameAs
ocd-division/country:ca/ed:48031-2013,ocd-division/country:ca/province:ab/ed:st._albert-edmonton
ocd-division/country:ca/ed:48032-2013,ocd-division/country:ca/province:ab/ed:sherwood_park-fort_saskatchewan
ocd-division/country:ca/ed:48033-2013,ocd-division/country:ca/province:ab/ed:sturgeon_river-parkland
ocd-division/country:ca/ed:48034-2013,ocd-division/country:ca/province:ab/ed:yellowhead
ocd-division/country:ca/ed:59001-2013,ocd-division/country:ca/province:bc/ed:abbotsford
ocd-division/country:ca/ed:59002-2013,ocd-division/country:ca/province:bc/ed:burnaby_north-seymour
ocd-division/country:ca/ed:59003-2013,ocd-division/country:ca/province:bc/ed:burnaby_south
ocd-division/country:ca/ed:59004-2013,ocd-division/country:ca/province:bc/ed:cariboo-prince_george
ocd-division/country:ca/ed:59005-2013,ocd-division/country:ca/province:bc/ed:central_okanagan-similkameen-nicola
ocd-division/country:ca/ed:59006-2013,ocd-division/country:ca/province:bc/ed:chilliwack-hope
ocd-division/country:ca/ed:59007-2013,ocd-division/country:ca/province:bc/ed:cloverdale-langley_city
ocd-division/country:ca/ed:59008-2013,ocd-division/country:ca/province:bc/ed:coquitlam-port_coquitlam
ocd-division/country:ca/ed:59009-2013,ocd-division/country:ca/province:bc/ed:courtenay-alberni
ocd-division/country:ca/ed:59010-2013,ocd-division/country:ca/province:bc/ed:cowichan-malahat-langford
ocd-division/country:ca/ed:59011-2013,ocd-division/country:ca/province:bc/ed:delta-2015
ocd-division/country:ca/ed:59012-2013,ocd-division/country:ca/province:bc/ed:fleetwood-port_kells
ocd-division/country:ca/ed:59013-2013,ocd-division/country:ca/province:bc/ed:kamloops-thompson-cariboo
ocd-division/country:ca/ed:59014-2013,ocd-division/country:ca/province:bc/ed:kelowna-lake_country
ocd-division/country:ca/ed:59015-2013,ocd-division/country:ca/province:bc/ed:kootenay-columbia
ocd-division/country:ca/ed:59016-2013,ocd-division/country:ca/province:bc/ed:langley-aldergrove
ocd-division/country:ca/ed:59017-2013,ocd-division/country:ca/province:bc/ed:mission-matsqui-fraser_canyon
ocd-division/country:ca/ed:59018-2013,ocd-division/country:ca/province:bc/ed:nanaimo-ladysmith
ocd-division/country:ca/ed:59019-2013,ocd-division/country:ca/province:bc/ed:new_westminster-burnaby-2015
ocd-division/country:ca/ed:59020-2013,ocd-division/country:ca/province:bc/ed:north_okanagan-shuswap
ocd-division/country:ca/ed:59021-2013,ocd-division/country:ca/province:bc/ed:north_vancouver
ocd-division/country:ca/ed:59022-2013,ocd-division/country:ca/province:bc/ed:pitt_meadows-maple_ridge
ocd-division/country:ca/ed:59023-2013,ocd-division/country:ca/province:bc/ed:port_moody-coquitlam
ocd-division/country:ca/ed:59024-2013,ocd-division/country:ca/province:bc/ed:prince_george-peace_river-northern_rockies
ocd-division/country:ca/ed:59025-2013,ocd-division/country:ca/province:bc/ed:richmond_centre
ocd-division/country:ca/ed:59026-2013,ocd-division/country:ca/province:bc/ed:esquimalt-saanich-sooke
ocd-division/country:ca/ed:59027-2013,ocd-division/country:ca/province:bc/ed:saanich-gulf_islands
ocd-division/country:ca/ed:59028-2013,ocd-division/country:ca/province:bc/ed:skeena-bulkley_valley
ocd-division/country:ca/ed:59029-2013,ocd-division/country:ca/province:bc/ed:south_okanagan-west_kootenay
ocd-division/country:ca/ed:59030-2013,ocd-division/country:ca/province:bc/ed:south_surrey-white_rock
ocd-division/country:ca/ed:59031-2013,ocd-division/country:ca/province:bc/ed:steveston-richmond_east
ocd-division/country:ca/ed:59032-2013,ocd-division/country:ca/province:bc/ed:surrey_centre
ocd-division/country:ca/ed:59033-2013,ocd-division/country:ca/province:bc/ed:surrey-newton
ocd-division/country:ca/ed:59034-2013,ocd-division/country:ca/province:bc/ed:vancouver_centre
ocd-division/country:ca/ed:59035-2013,ocd-division/country:ca/province:bc/ed:vancouver_east
ocd-division/country:ca/ed:59036-2013,ocd-division/country:ca/province:bc/ed:vancouver_granville
ocd-division/country:ca/ed:59037-2013,ocd-division/country:ca/province:bc/ed:north_island-powell_river-2015
ocd-division/country:ca/ed:59038-2013,ocd-division/country:ca/province:bc/ed:vancouver_kingsway-1997
ocd-division/country:ca/ed:59039-2013,ocd-division/country:ca/province:bc/ed:vancouver_quadra
ocd-division/country:ca/ed:59040-2013,ocd-division/country:ca/province:bc/ed:vancouver_south-2004
ocd-division/country:ca/ed:59041-2013,ocd-division/country:ca/province:bc/ed:victoria-1925
ocd-division/country:ca/ed:59042-2013,ocd-division/country:ca/province:bc/ed:west_vancouver-sunshine_coast-sea_to_sky_country
ocd-division/country:ca/ed:60001-2013,ocd-division/country:ca/territory:yt/ed:yukon-1953
ocd-division/country:ca/ed:61001-2013,ocd-division/country:ca/territory:nt/ed:northwest_territories-2015
ocd-division/country:ca/ed:62001-2013,ocd-division/country:ca/territory:nu/ed:nunavut
ocd-division/country:ca/ed:10001,ocd-division/country:ca/province:nl/ed:avalon
ocd-division/country:ca/ed:10002,ocd-division/country:ca/province:nl/ed:bonavista-gander-grand_falls-windsor
ocd-division/country:ca/ed:10003,ocd-division/country:ca/province:nl/ed:humber-st._barbe-baie_verte
ocd-division/country:ca/ed:10004,ocd-division/country:ca/province:nl/ed:labrador
ocd-division/country:ca/ed:10005,ocd-division/country:ca/province:nl/ed:random-burin-st._george~s
ocd-division/country:ca/ed:10006,ocd-division/country:ca/province:nl/ed:st._john~s_east-2004
ocd-division/country:ca/ed:10007,ocd-division/country:ca/province:nl/ed:st._john~s_south-mount_pearl
ocd-division/country:ca/ed:11001,ocd-division/country:ca/province:pe/ed:cardigan
ocd-division/country:ca/ed:11002,ocd-division/country:ca/province:pe/ed:charlottetown
ocd-division/country:ca/ed:11003,ocd-division/country:ca/province:pe/ed:egmont
ocd-division/country:ca/ed:11004,ocd-division/country:ca/province:pe/ed:malpeque
ocd-division/country:ca/ed:12001,ocd-division/country:ca/province:ns/ed:cape_breton-canso
ocd-division/country:ca/ed:12002,ocd-division/country:ca/province:ns/ed:central_nova-2004
ocd-division/country:ca/ed:12003,ocd-division/country:ca/province:ns/ed:dartmouth-cole_harbour
ocd-division/country:ca/ed:12004,ocd-division/country:ca/province:ns/ed:halifax
ocd-division/country:ca/ed:12005,ocd-division/country:ca/province:ns/ed:halifax_west
ocd-division/country:ca/ed:12006,ocd-division/country:ca/province:ns/ed:kings-hants
ocd-division/country:ca/ed:12007,ocd-division/country:ca/province:ns/ed:cumberland-colchester-musquodoboit_valley
ocd-division/country:ca/ed:12008,ocd-division/country:ca/province:ns/ed:sackville-eastern_shore
ocd-division/country:ca/ed:12009,ocd-division/country:ca/province:ns/ed:south_shore-st._margaret~s
ocd-division/country:ca/ed:12010,ocd-division/country:ca/province:ns/ed:sydney-victoria
ocd-division/country:ca/ed:12011,ocd-division/country:ca/province:ns/ed:west_nova
ocd-division/country:ca/ed:13001,ocd-division/country:ca/province:nb/ed:acadie-bathurst
ocd-division/country:ca/ed:13002,ocd-division/country:ca/province:nb/ed:beauséjour
ocd-division/country:ca/ed:13003,ocd-division/country:ca/province:nb/ed:fredericton
ocd-division/country:ca/ed:13004,ocd-division/country:ca/province:nb/ed:fundy_royal
ocd-division/country:ca/ed:13005,ocd-division/country:ca/province:nb/ed:madawaska-restigouche
ocd-division/country:ca/ed:13006,ocd-division/country:ca/province:nb/ed:miramichi
ocd-division/country:ca/ed:13007,ocd-division/country:ca/province:nb/ed:moncton-riverview-dieppe
ocd-division/country:ca/ed:13008,ocd-division/country:ca/province:nb/ed:new_brunswick_southwest-2004
ocd-division/country:ca/ed:13009,ocd-division/country:ca/province:nb/ed:saint_john
ocd-division/country:ca/ed:13010,ocd-division/country:ca/province:nb/ed:tobique-mactaquac
ocd-division/country:ca/ed:24001,ocd-division/country:ca/province:qc/ed:abitibi-témiscamingue
ocd-division/country:ca/ed:24002,ocd-division/country:ca/province:qc/ed:ahuntsic-1988
ocd-division/country:ca/ed:24003,ocd-division/country:ca/province:qc/ed:alfred-pellan
ocd-division/country:ca/ed:24004,ocd-division/country:ca/province:qc/ed:argenteuil-papineau-mirabel-2004
ocd-division/country:ca/ed:24005,ocd-division/country:ca/province:qc/ed:beauce
ocd-division/country:ca/ed:24006,ocd-division/country:ca/province:qc/ed:beauharnois-salaberry-1979
ocd-division/country:ca/ed:24007,ocd-division/country:ca/province:qc/ed:beauport-limoilou
ocd-division/country:ca/ed:24008,ocd-division/country:ca/province:qc/ed:berthier-maskinongé-2004
ocd-division/country:ca/ed:24009,ocd-division/country:ca/province:qc/ed:bourassa
ocd-division/country:ca/ed:24010,ocd-division/country:ca/province:qc/ed:brome-missisquoi-1984
ocd-division/country:ca/ed:24011,ocd-division/country:ca/province:qc/ed:brossard-la_prairie
ocd-division/country:ca/ed:24012,ocd-division/country:ca/province:qc/ed:chambly-borduas
ocd-division/country:ca/ed:24013,ocd-division/country:ca/province:qc/ed:charlesbourg-haute-saint-charles
ocd-division/country:ca/ed:24014,ocd-division/country:ca/province:qc/ed:montmorency-charlevoix-haute-côte-nord
ocd-division/country:ca/ed:24015,ocd-division/country:ca/province:qc/ed:châteauguay-saint-constant
ocd-division/country:ca/ed:24016,ocd-division/country:ca/province:qc/ed:chicoutimi-le_fjord
ocd-division/country:ca/ed:24017,ocd-division/country:ca/province:qc/ed:compton-stanstead
ocd-division/country:ca/ed:24018,ocd-division/country:ca/province:qc/ed:drummond
ocd-division/country:ca/ed:24019,ocd-division/country:ca/province:qc/ed:gaspésie-îles-de-la-madeleine
ocd-division/country:ca/ed:24020,ocd-division/country:ca/province:qc/ed:gatineau-1997
ocd-division/country:ca/ed:24021,ocd-division/country:ca/province:qc/ed:hochelaga
ocd-division/country:ca/ed:24022,ocd-division/country:ca/province:qc/ed:honoré-mercier
ocd-division/country:ca/ed:24023,ocd-division/country:ca/province:qc/ed:hull-aylmer
ocd-division/country:ca/ed:24024,ocd-division/country:ca/province:qc/ed:jeanne-le_ber
ocd-division/country:ca/ed:24025,ocd-division/country:ca/province:qc/ed:joliette-1968
ocd-division/country:ca/ed:24026,ocd-division/country:ca/province:qc/ed:jonquière-alma
ocd-division/country:ca/ed:24027,ocd-division/country:ca/province:qc/ed:lac-saint-louis
ocd-division/country:ca/ed:24028,ocd-division/country:ca/province:qc/ed:la_pointe-de-l~île
ocd-division/country:ca/ed:24029,ocd-division/country:ca/province:qc/ed:lasalle-émard
ocd-division/country:ca/ed:24030,ocd-division/country:ca/province:qc/ed:laurentides-labelle
ocd-division/country:ca/ed:24031,ocd-division/country:ca/province:qc/ed:laurier-sainte-marie-2004
ocd-division/country:ca/ed:24032,ocd-division/country:ca/province:qc/ed:laval-2004
ocd-division/country:ca/ed:24033,ocd-division/country:ca/province:qc/ed:laval-les_îles
ocd-division/country:ca/ed:24034,ocd-division/country:ca/province:qc/ed:lévis-bellechasse
ocd-division/country:ca/ed:24035,ocd-division/country:ca/province:qc/ed:longueuil-pierre-boucher
ocd-division/country:ca/ed:24036,ocd-division/country:ca/province:qc/ed:lotbinière-chutes-de-la-chaudière
ocd-division/country:ca/ed:24037,ocd-division/country:ca/province:qc/ed:louis-hébert
ocd-division/country:ca/ed:24038,ocd-division/country:ca/province:qc/ed:louis-saint-laurent
ocd-division/country:ca/ed:24039,ocd-division/country:ca/province:qc/ed:manicouagan
ocd-division/country:ca/ed:24040,ocd-division/country:ca/province:qc/ed:marc-aurèle-fortin
ocd-division/country:ca/ed:24041,ocd-division/country:ca/province:qc/ed:haute-gaspésie-la_mitis-matane-matapédia
ocd-division/country:ca/ed:24042,ocd-division/country:ca/province:qc/ed:mégantic-l~érable
ocd-division/country:ca/ed:24043,ocd-division/country:ca/province:qc/ed:montcalm-2004
ocd-division/country:ca/ed:24044,ocd-division/country:ca/province:qc/ed:mount_royal-2015
ocd-division/country:ca/ed:24045,ocd-division/country:ca/province:qc/ed:notre-dame-de-grâce-lachine
ocd-division/country:ca/ed:24046,ocd-division/country:ca/province:qc/ed:abitibi-baie-james-nunavik-eeyou
ocd-division/country:ca/ed:24047,ocd-division/country:ca/province:qc/ed:outremont-1968
ocd-division/country:ca/ed:24048,ocd-division/country:ca/province:qc/ed:papineau-2004
ocd-division/country:ca/ed:24049,ocd-division/country:ca/province:qc/ed:pierrefonds-dollard
ocd-division/country:ca/ed:24050,ocd-division/country:ca/province:qc/ed:pontiac-2004
ocd-division/country:ca/ed:24051,ocd-division/country:ca/province:qc/ed:portneuf-jacques-cartier
ocd-division/country:ca/ed:24052,ocd-division/country:ca/province:qc/ed:québec
ocd-division/country:ca/ed:24053,ocd-division/country:ca/province:qc/ed:repentigny
ocd-division/country:ca/ed:24054,ocd-division/country:ca/province:qc/ed:bas-richelieu-nicolet-bécancour
ocd-division/country:ca/ed:24055,ocd-division/country:ca/province:qc/ed:richmond-arthabaska
ocd-division/country:ca/ed:24056,ocd-division/country:ca/province:qc/ed:rimouski-neigette-témiscouata-les_basques
ocd-division/country:ca/ed:24057,ocd-division/country:ca/province:qc/ed:rivière-des-mille-îles
ocd-division/country:ca/ed:24058,ocd-division/country:ca/province:qc/ed:montmagny-l~islet-kamouraska-rivière-du-loup
ocd-division/country:ca/ed:24059,ocd-division/country:ca/province:qc/ed:rivière-du-nord
ocd-division/country:ca/ed:24060,ocd-division/country:ca/province:qc/ed:roberval-lac-saint-jean
ocd-division/country:ca/ed:24061,ocd-division/country:ca/province:qc/ed:rosemont-la_petite-patrie
ocd-division/country:ca/ed:24062,ocd-division/country:ca/province:qc/ed:saint-bruno-saint-hubert
ocd-division/country:ca/ed:24063,ocd-division/country:ca/province:qc/ed:saint-hyacinthe-bagot-1981
ocd-division/country:ca/ed:24064,ocd-division/country:ca/province:qc/ed:saint-jean
ocd-division/country:ca/ed:24065,ocd-division/country:ca/province:qc/ed:saint-lambert
ocd-division/country:ca/ed:24066,ocd-division/country:ca/province:qc/ed:saint-laurent-cartierville
ocd-division/country:ca/ed:24067,ocd-division/country:ca/province:qc/ed:saint-léonard-saint-michel
ocd-division/country:ca/ed:24068,ocd-division/country:ca/province:qc/ed:saint-maurice-champlain
ocd-division/country:ca/ed:24069,ocd-division/country:ca/province:qc/ed:shefford
ocd-division/country:ca/ed:24070,ocd-division/country:ca/province:qc/ed:sherbrooke
ocd-division/country:ca/ed:24071,ocd-division/country:ca/province:qc/ed:terrebonne-blainville
ocd-division/country:ca/ed:24072,ocd-division/country:ca/province:qc/ed:trois-rivières
ocd-division/country:ca/ed:24073,ocd-division/country:ca/province:qc/ed:vaudreuil-soulanges-2015
ocd-division/country:ca/ed:24074,ocd-division/country:ca/province:qc/ed:verchères-les_patriotes
ocd-division/country:ca/ed:24075,ocd-division/country:ca/province:qc/ed:westmount-ville-marie
ocd-division/country:ca/ed:35001,ocd-division/country:ca/province:on/ed:ajax-pickering
ocd-division/country:ca/ed:35002,ocd-division/country:ca/province:on/ed:algoma-manitoulin-kapuskasing
ocd-division/country:ca/ed:35003,ocd-division/country:ca/province:on/ed:ancaster-dundas-flamborough-westdale
ocd-division/country:ca/ed:35004,ocd-division/country:ca/province:on/ed:barrie
ocd-division/country:ca/ed:35005,ocd-division/country:ca/province:on/ed:beaches-east_york
ocd-division/country:ca/ed:35006,ocd-division/country:ca/province:on/ed:bramalea-gore-malton
ocd-division/country:ca/ed:35007,ocd-division/country:ca/province:on/ed:brampton-springdale
ocd-division/country:ca/ed:35008,ocd-division/country:ca/province:on/ed:brampton_west
ocd-division/country:ca/ed:35009,ocd-division/country:ca/province:on/ed:brant
ocd-division/country:ca/ed:35010,ocd-division/country:ca/province:on/ed:burlington
ocd-division/country:ca/ed:35011,ocd-division/country:ca/province:on/ed:cambridge
ocd-division/country:ca/ed:35012,ocd-division/country:ca/province:on/ed:carleton-mississippi_mills
ocd-division/country:ca/ed:35013,ocd-division/country:ca/province:on/ed:chatham-kent-essex
ocd-division/country:ca/ed:35014,ocd-division/country:ca/province:on/ed:durham-2004
ocd-division/country:ca/ed:35015,ocd-division/country:ca/province:on/ed:davenport
ocd-division/country:ca/ed:35016,ocd-division/country:ca/province:on/ed:don_valley_east
ocd-division/country:ca/ed:35017,ocd-division/country:ca/province:on/ed:don_valley_west
ocd-division/country:ca/ed:35018,ocd-division/country:ca/province:on/ed:dufferin-caledon
ocd-division/country:ca/ed:35019,ocd-division/country:ca/province:on/ed:eglinton-lawrence
ocd-division/country:ca/ed:35020,ocd-division/country:ca/province:on/ed:elgin-middlesex-london
ocd-division/country:ca/ed:35021,ocd-division/country:ca/province:on/ed:essex-1997
ocd-division/country:ca/ed:35022,ocd-division/country:ca/province:on/ed:etobicoke_centre
ocd-division/country:ca/ed:35023,ocd-division/country:ca/province:on/ed:etobicoke-lakeshore
ocd-division/country:ca/ed:35024,ocd-division/country:ca/province:on/ed:etobicoke_north
ocd-division/country:ca/ed:35025,ocd-division/country:ca/province:on/ed:glengarry-prescott-russell
ocd-division/country:ca/ed:35026,ocd-division/country:ca/province:on/ed:bruce-grey-owen_sound
ocd-division/country:ca/ed:35027,ocd-division/country:ca/province:on/ed:guelph-2004
ocd-division/country:ca/ed:35028,ocd-division/country:ca/province:on/ed:haldimand-norfolk-2004
ocd-division/country:ca/ed:35029,ocd-division/country:ca/province:on/ed:haliburton-kawartha_lakes-brock
ocd-division/country:ca/ed:35030,ocd-division/country:ca/province:on/ed:halton-1997
ocd-division/country:ca/ed:35031,ocd-division/country:ca/province:on/ed:hamilton_centre
ocd-division/country:ca/ed:35032,ocd-division/country:ca/province:on/ed:hamilton_east-stoney_creek
ocd-division/country:ca/ed:35033,ocd-division/country:ca/province:on/ed:hamilton_mountain
ocd-division/country:ca/ed:35034,ocd-division/country:ca/province:on/ed:huron-bruce
ocd-division/country:ca/ed:35035,ocd-division/country:ca/province:on/ed:kenora
ocd-division/country:ca/ed:35036,ocd-division/country:ca/province:on/ed:kingston_and_the_islands
ocd-division/country:ca/ed:35037,ocd-division/country:ca/province:on/ed:kitchener_centre
ocd-division/country:ca/ed:35038,ocd-division/country:ca/province:on/ed:kitchener-conestoga
ocd-division/country:ca/ed:35039,ocd-division/country:ca/province:on/ed:kitchener-waterloo
ocd-division/country:ca/ed:35040,ocd-division/country:ca/province:on/ed:lanark-frontenac-lennox_and_addington
ocd-division/country:ca/ed:35041,ocd-division/country:ca/province:on/ed:leeds-grenville
ocd-division/country:ca/ed:35042,ocd-division/country:ca/province:on/ed:london-fanshawe
ocd-division/country:ca/ed:35043,ocd-division/country:ca/province:on/ed:london_north_centre
ocd-division/country:ca/ed:35044,ocd-division/country:ca/province:on/ed:london_west
ocd-division/country:ca/ed:35045,ocd-division/country:ca/province:on/ed:markham-unionville
ocd-division/country:ca/ed:35046,ocd-division/country:ca/province:on/ed:lambton-kent-middlesex
ocd-division/country:ca/ed:35047,ocd-division/country:ca/province:on/ed:mississauga-brampton_south
ocd-division/country:ca/ed:35048,ocd-division/country:ca/province:on/ed:mississauga_east-cooksville
ocd-division/country:ca/ed:35049,ocd-division/country:ca/province:on/ed:mississauga-erindale
ocd-division/country:ca/ed:35050,ocd-division/country:ca/province:on/ed:mississauga_south
ocd-division/country:ca/ed:35051,ocd-division/country:ca/province:on/ed:mississauga-streetsville
ocd-division/country:ca/ed:35052,ocd-division/country:ca/province:on/ed:nepean-carleton-1997
ocd-division/country:ca/ed:35053,ocd-division/country:ca/province:on/ed:newmarket-aurora
ocd-division/country:ca/ed:35054,ocd-division/country:ca/province:on/ed:niagara_falls
ocd-division/country:ca/ed:35055,ocd-division/country:ca/province:on/ed:niagara_west-glanbrook
ocd-division/country:ca/ed:35056,ocd-division/country:ca/province:on/ed:nickel_belt
ocd-division/country:ca/ed:35057,ocd-division/country:ca/province:on/ed:nipissing-timiskaming
ocd-division/country:ca/ed:35058,ocd-division/country:ca/province:on/ed:northumberland-quinte_west
ocd-division/country:ca/ed:35059,ocd-division/country:ca/province:on/ed:oak_ridges-markham
ocd-division/country:ca/ed:35060,ocd-division/country:ca/province:on/ed:oakville
ocd-division/country:ca/ed:35061,ocd-division/country:ca/province:on/ed:oshawa
ocd-division/country:ca/ed:35062,ocd-division/country:ca/province:on/ed:ottawa_centre
ocd-division/country:ca/ed:35063,ocd-division/country:ca/province:on/ed:ottawa-orléans
ocd-division/country:ca/ed:35064,ocd-division/country:ca/province:on/ed:ottawa_south
ocd-division/country:ca/ed:35065,ocd-division/country:ca/province:on/ed:ottawa-vanier
ocd-division/country:ca/ed:35066,ocd-division/country:ca/province:on/ed:ottawa_west-nepean
ocd-division/country:ca/ed:35067,ocd-division/country:ca/province:on/ed:oxford
ocd-division/country:ca/ed:35068,ocd-division/country:ca/province:on/ed:parkdale-high_park
ocd-division/country:ca/ed:35069,ocd-division/country:ca/province:on/ed:parry_sound-muskoka
ocd-division/country:ca/ed:35070,ocd-division/country:ca/province:on/ed:perth-wellington
ocd-division/country:ca/ed:35071,ocd-division/country:ca/province:on/ed:peterborough
ocd-division/country:ca/ed:35072,ocd-division/country:ca/province:on/ed:pickering-scarborough_east
ocd-division/country:ca/ed:35073,ocd-division/country:ca/province:on/ed:prince_edward-hastings-1979
ocd-division/country:ca/ed:35074,ocd-division/country:ca/province:on/ed:renfrew-nipissing-pembroke-1989
ocd-division/country:ca/ed:35075,ocd-division/country:ca/province:on/ed:richmond_hill
ocd-division/country:ca/ed:35076,ocd-division/country:ca/province:on/ed:st._catharines
ocd-division/country:ca/ed:35077,ocd-division/country:ca/province:on/ed:st._paul~s
ocd-division/country:ca/ed:35078,ocd-division/country:ca/province:on/ed:sarnia-lambton-1981
ocd-division/country:ca/ed:35079,ocd-division/country:ca/province:on/ed:sault_ste._marie
ocd-division/country:ca/ed:35080,ocd-division/country:ca/province:on/ed:scarborough-agincourt
ocd-division/country:ca/ed:35081,ocd-division/country:ca/province:on/ed:scarborough_centre
ocd-division/country:ca/ed:35082,ocd-division/country:ca/province:on/ed:scarborough-guildwood
ocd-division/country:ca/ed:35083,ocd-division/country:ca/province:on/ed:scarborough-rouge_river
ocd-division/country:ca/ed:35084,ocd-division/country:ca/province:on/ed:scarborough_southwest
ocd-division/country:ca/ed:35085,ocd-division/country:ca/province:on/ed:simcoe-grey
ocd-division/country:ca/ed:35086,ocd-division/country:ca/province:on/ed:simcoe_north
ocd-division/country:ca/ed:35087,ocd-division/country:ca/province:on/ed:stormont-dundas-south_glengarry
ocd-division/country:ca/ed:35088,ocd-division/country:ca/province:on/ed:sudbury
ocd-division/country:ca/ed:35089,ocd-division/country:ca/province:on/ed:thornhill
ocd-division/country:ca/ed:35090,ocd-division/country:ca/province:on/ed:thunder_bay-rainy_river
ocd-division/country:ca/ed:35091,ocd-division/country:ca/province:on/ed:thunder_bay-superior_north
ocd-division/country:ca/ed:35092,ocd-division/country:ca/province:on/ed:timmins-james_bay
ocd-division/country:ca/ed:35093,ocd-division/country:ca/province:on/ed:toronto_centre-2004
ocd-division/country:ca/ed:35094,ocd-division/country:ca/province:on/ed:toronto-danforth
ocd-division/country:ca/ed:35095,ocd-division/country:ca/province:on/ed:trinity-spadina
ocd-division/country:ca/ed:35096,ocd-division/country:ca/province:on/ed:vaughan
ocd-division/country:ca/ed:35097,ocd-division/country:ca/province:on/ed:welland
ocd-division/country:ca/ed:35098,ocd-division/country:ca/province:on/ed:wellington-halton_hills
ocd-division/country:ca/ed:35099,ocd-division/country:ca/province:on/ed:whitby-oshawa
ocd-division/country:ca/ed:35100,ocd-division/country:ca/province:on/ed:willowdale
ocd-division/country:ca/ed:35101,ocd-division/country:ca/province:on/ed:windsor-tecumseh
ocd-division/country:ca/ed:35102,ocd-division/country:ca/province:on/ed:windsor_west
ocd-division/country:ca/ed:35103,ocd-division/country:ca/province:on/ed:york_centre-1953
ocd-division/country:ca/ed:35104,ocd-division/country:ca/province:on/ed:york-simcoe-2004
ocd-division/country:ca/ed:35105,ocd-division/country:ca/province:on/ed:york_south-weston
ocd-division/country:ca/ed:35106,ocd-division/country:ca/province:on/ed:york_west
ocd-division/country:ca/ed:46001,ocd-division/country:ca/province:mb/ed:brandon-souris
ocd-division/country:ca/ed:46002,ocd-division/country:ca/province:mb/ed:charleswood-st._james-assiniboia
ocd-division/country:ca/ed:46003,ocd-division/country:ca/province:mb/ed:churchill
ocd-division/country:ca/ed:46004,ocd-division/country:ca/province:mb/ed:dauphin-swan_river-marquette
ocd-division/country:ca/ed:46005,ocd-division/country:ca/province:mb/ed:elmwood-transcona
ocd-division/country:ca/ed:46006,ocd-division/country:ca/province:mb/ed:kildonan-st._paul
ocd-division/country:ca/ed:46007,ocd-division/country:ca/province:mb/ed:portage-lisgar
ocd-division/country:ca/ed:46008,ocd-division/country:ca/province:mb/ed:provencher
ocd-division/country:ca/ed:46009,ocd-division/country:ca/province:mb/ed:saint_boniface
ocd-division/country:ca/ed:46010,ocd-division/country:ca/province:mb/ed:selkirk-interlake-1997
ocd-division/country:ca/ed:46011,ocd-division/country:ca/province:mb/ed:winnipeg_centre-1997
ocd-division/country:ca/ed:46012,ocd-division/country:ca/province:mb/ed:winnipeg_north
ocd-division/country:ca/ed:46013,ocd-division/country:ca/province:mb/ed:winnipeg_south-1988
ocd-division/country:ca/ed:46014,ocd-division/country:ca/province:mb/ed:winnipeg_south_centre-1988
ocd-division/country:ca/ed:47001,ocd-division/country:ca/province:sk/ed:battlefords-lloydminster
ocd-division/country:ca/ed:47002,ocd-division/country:ca/province:sk/ed:blackstrap
ocd-division/country:ca/ed:47003,ocd-division/country:ca/province:sk/ed:desnethé-missinippi-churchill_river
ocd-division/country:ca/ed:47004,ocd-division/country:ca/province:sk/ed:cypress_hills-grasslands
ocd-division/country:ca/ed:47005,ocd-division/country:ca/province:sk/ed:palliser
ocd-division/country:ca/ed:47006,ocd-division/country:ca/province:sk/ed:prince_albert-1997
ocd-division/country:ca/ed:47007,ocd-division/country:ca/province:sk/ed:regina-lumsden-lake_centre
ocd-division/country:ca/ed:47008,ocd-division/country:ca/province:sk/ed:regina-qu~appelle-1998
ocd-division/country:ca/ed:47009,ocd-division/country:ca/province:sk/ed:saskatoon-humboldt-1988
ocd-division/country:ca/ed:47010,ocd-division/country:ca/province:sk/ed:saskatoon-rosetown-biggar
ocd-division/country:ca/ed:47011,ocd-division/country:ca/province:sk/ed:saskatoon-wanuskewin
ocd-division/country:ca/ed:47012,ocd-division/country:ca/province:sk/ed:souris-moose_mountain
ocd-division/country:ca/ed:47013,ocd-division/country:ca/province:sk/ed:wascana
ocd-division/country:ca/ed:47014,ocd-division/country:ca/province:sk/ed:yorkton-melville
ocd-division/country:ca/ed:48001,ocd-division/country:ca/province:ab/ed:fort_mcmurray-athabasca
ocd-division/country:ca/ed:48002,ocd-division/country:ca/province:ab/ed:calgary_east-1997
ocd-division/country:ca/ed:48003,ocd-division/country:ca/province:ab/ed:calgary_centre-north
ocd-division/country:ca/ed:48004,ocd-division/country:ca/province:ab/ed:calgary_northeast
ocd-division/country:ca/ed:48005,ocd-division/country:ca/province:ab/ed:calgary-nose_hill
ocd-division/country:ca/ed:48006,ocd-division/country:ca/province:ab/ed:calgary_centre-2004
ocd-division/country:ca/ed:48007,ocd-division/country:ca/province:ab/ed:calgary_southeast
ocd-division/country:ca/ed:48008,ocd-division/country:ca/province:ab/ed:calgary_southwest
ocd-division/country:ca/ed:48009,ocd-division/country:ca/province:ab/ed:calgary_west-1979
ocd-division/country:ca/ed:48010,ocd-division/country:ca/province:ab/ed:crowfoot
ocd-division/country:ca/ed:48011,ocd-division/country:ca/province:ab/ed:edmonton-mill_woods-beaumont
ocd-division/country:ca/ed:48012,ocd-division/country:ca/province:ab/ed:edmonton_centre-2004
ocd-division/country:ca/ed:48013,ocd-division/country:ca/province:ab/ed:edmonton_east
ocd-division/country:ca/ed:48014,ocd-division/country:ca/province:ab/ed:edmonton-leduc
