id,name,validFrom
ocd-division/country:ca/province:sk/ed:1-2022,Athabasca,2024-10-28
ocd-division/country:ca/province:sk/ed:2-2022,Batoche,2024-10-28
ocd-division/country:ca/province:sk/ed:3-2022,Cannington,2024-10-28
ocd-division/country:ca/province:sk/ed:4-2022,Canora-Pelly,2024-10-28
ocd-division/country:ca/province:sk/ed:5-2022,Carrot River Valley,2024-10-28
ocd-division/country:ca/province:sk/ed:6-2022,Cumberland,2024-10-28
ocd-division/country:ca/province:sk/ed:7-2022,Cut Knife-Turtleford,2024-10-28
ocd-division/country:ca/province:sk/ed:8-2022,Cypress Hills,2024-10-28
ocd-division/country:ca/province:sk/ed:9-2022,Dakota-Arm River,2024-10-28
ocd-division/country:ca/province:sk/ed:10-2022,Estevan-Big Muddy,2024-10-28
ocd-division/country:ca/province:sk/ed:11-2022,Humboldt-Watrous,2024-10-28
ocd-division/country:ca/province:sk/ed:12-2022,Kelvington-Wadena,2024-10-28
ocd-division/country:ca/province:sk/ed:13-2022,Kindersley-Biggar,2024-10-28
ocd-division/country:ca/province:sk/ed:14-2022,Last Mountain-Touchwood,2024-10-28
ocd-division/country:ca/province:sk/ed:15-2022,Lloydminster,2024-10-28
ocd-division/country:ca/province:sk/ed:16-2022,Lumsden-Morse,2024-10-28
ocd-division/country:ca/province:sk/ed:17-2022,Martensville-Blairmore,2024-10-28
ocd-division/country:ca/province:sk/ed:18-2022,Meadow Lake,2024-10-28
ocd-division/country:ca/province:sk/ed:19-2022,Melfort,2024-10-28
ocd-division/country:ca/province:sk/ed:20-2022,Melville-Saltcoats,2024-10-28
ocd-division/country:ca/province:sk/ed:21-2022,Moose Jaw North,2024-10-28
ocd-division/country:ca/province:sk/ed:22-2022,Moose Jaw Wakamow,2024-10-28
ocd-division/country:ca/province:sk/ed:23-2022,Moosomin-Montmartre,2024-10-28
ocd-division/country:ca/province:sk/ed:24-2022,Prince Albert Carlton,2024-10-28
ocd-division/country:ca/province:sk/ed:25-2022,Prince Albert Northcote,2024-10-28
ocd-division/country:ca/province:sk/ed:26-2022,Regina Coronation Park,2024-10-28
ocd-division/country:ca/province:sk/ed:27-2022,Regina Douglas Park,2024-10-28
ocd-division/country:ca/province:sk/ed:28-2022,Regina Elphinstone-Centre,2024-10-28
ocd-division/country:ca/province:sk/ed:29-2022,Regina Lakeview,2024-10-28
ocd-division/country:ca/province:sk/ed:30-2022,Regina Mount Royal,2024-10-28
ocd-division/country:ca/province:sk/ed:31-2022,Regina Northeast,2024-10-28
ocd-division/country:ca/province:sk/ed:32-2022,Regina Pasqua,2024-10-28
ocd-division/country:ca/province:sk/ed:33-2022,Regina Rochdale,2024-10-28
ocd-division/country:ca/province:sk/ed:34-2022,Regina South Albert,2024-10-28
ocd-division/country:ca/province:sk/ed:35-2022,Regina University,2024-10-28
ocd-division/country:ca/province:sk/ed:36-2022,Regina Walsh Acres,2024-10-28
ocd-division/country:ca/province:sk/ed:37-2022,Regina Wascana Plains,2024-10-28
ocd-division/country:ca/province:sk/ed:38-2022,Rosetown-Delisle,2024-10-28
ocd-division/country:ca/province:sk/ed:39-2022,Rosthern-Shellbrook,2024-10-28
ocd-division/country:ca/province:sk/ed:40-2022,Saskatchewan Rivers,2024-10-28
ocd-division/country:ca/province:sk/ed:41-2022,Saskatoon Centre,2024-10-28
ocd-division/country:ca/province:sk/ed:42-2022,Saskatoon Chief Mistawasis,2024-10-28
ocd-division/country:ca/province:sk/ed:43-2022,Saskatoon Churchill-Wildwood,2024-10-28
ocd-division/country:ca/province:sk/ed:44-2022,Saskatoon Eastview,2024-10-28
ocd-division/country:ca/province:sk/ed:45-2022,Saskatoon Fairview,2024-10-28
ocd-division/country:ca/province:sk/ed:46-2022,Saskatoon Meewasin,2024-10-28
ocd-division/country:ca/province:sk/ed:47-2022,Saskatoon Nutana,2024-10-28
ocd-division/country:ca/province:sk/ed:48-2022,Saskatoon Riversdale,2024-10-28
ocd-division/country:ca/province:sk/ed:49-2022,Saskatoon Silverspring,2024-10-28
ocd-division/country:ca/province:sk/ed:50-2022,Saskatoon Southeast,2024-10-28
ocd-division/country:ca/province:sk/ed:51-2022,Saskatoon Stonebridge,2024-10-28
ocd-division/country:ca/province:sk/ed:52-2022,Saskatoon University-Sutherland,2024-10-28
ocd-division/country:ca/province:sk/ed:53-2022,Saskatoon Westview,2024-10-28
ocd-division/country:ca/province:sk/ed:54-2022,Saskatoon Willowgrove,2024-10-28
ocd-division/country:ca/province:sk/ed:55-2022,Swift Current,2024-10-28
ocd-division/country:ca/province:sk/ed:56-2022,The Battlefords,2024-10-28
ocd-division/country:ca/province:sk/ed:57-2022,Warman,2024-10-28
ocd-division/country:ca/province:sk/ed:58-2022,Weyburn-Bengough,2024-10-28
ocd-division/country:ca/province:sk/ed:59-2022,White City-Qu'appelle,2024-10-28
ocd-division/country:ca/province:sk/ed:60-2022,Wood River,2024-10-28
ocd-division/country:ca/province:sk/ed:61-2022,Yorkton,2024-10-28
