id,name,name_fr,validFrom
ocd-division/country:ca/ed:48016-2013,Edmonton Manning,Edmonton Manning,2015-10-19
ocd-division/country:ca/ed:48017-2013,Edmonton Mill Woods,Edmonton Mill Woods,2015-10-19
ocd-division/country:ca/ed:48018-2013,Edmonton Riverbend,Edmonton Riverbend,2015-10-19
ocd-division/country:ca/ed:48019-2013,Edmonton Strathcona,Edmonton Strathcona,2015-10-19
ocd-division/country:ca/ed:48020-2013,Edmonton West,Edmonton-Ouest,2015-10-19
ocd-division/country:ca/ed:48021-2013,Edmonton—Wetaskiwin,Edmonton—Wetaskiwin,2015-10-19
ocd-division/country:ca/ed:48022-2013,Foothills,Foothills,2015-10-19
ocd-division/country:ca/ed:48023-2013,Fort McMurray—Cold Lake,Fort McMurray—Cold Lake,2015-10-19
ocd-division/country:ca/ed:48024-2013,Grande Prairie—Mackenzie,Grande Prairie—Mackenzie,2015-10-19
ocd-division/country:ca/ed:48025-2013,Lakeland,Lakeland,2015-10-19
ocd-division/country:ca/ed:48026-2013,Lethbridge,Lethbridge,2015-10-19
ocd-division/country:ca/ed:48027-2013,Medicine Hat—Cardston—Warner,Medicine Hat—Cardston—Warner,2015-10-19
ocd-division/country:ca/ed:48028-2013,Peace River—Westlock,Peace River—Westlock,2015-10-19
ocd-division/country:ca/ed:48029-2013,Red Deer—Mountain View,Red Deer—Mountain View,2015-10-19
ocd-division/country:ca/ed:48030-2013,Red Deer—Lacombe,Red Deer—Lacombe,2015-10-19
ocd-division/country:ca/ed:48031-2013,St. Albert—Edmonton,St. Albert—Edmonton,2015-10-19
ocd-division/country:ca/ed:48032-2013,Sherwood Park—Fort Saskatchewan,Sherwood Park—Fort Saskatchewan,2015-10-19
ocd-division/country:ca/ed:48033-2013,Sturgeon River—Parkland,Sturgeon River—Parkland,2015-10-19
ocd-division/country:ca/ed:48034-2013,Yellowhead,Yellowhead,2015-10-19
ocd-division/country:ca/ed:59001-2013,Abbotsford,Abbotsford,2015-10-19
ocd-division/country:ca/ed:59002-2013,Burnaby North—Seymour,Burnaby-Nord—Seymour,2015-10-19
ocd-division/country:ca/ed:59003-2013,Burnaby South,Burnaby-Sud,2015-10-19
ocd-division/country:ca/ed:59004-2013,Cariboo—Prince George,Cariboo—Prince George,2015-10-19
ocd-division/country:ca/ed:59005-2013,Central Okanagan—Similkameen—Nicola,Central Okanagan—Similkameen—Nicola,2015-10-19
ocd-division/country:ca/ed:59006-2013,Chilliwack—Hope,Chilliwack—Hope,2015-10-19
ocd-division/country:ca/ed:59007-2013,Cloverdale—Langley City,Cloverdale—Langley City,2015-10-19
ocd-division/country:ca/ed:59008-2013,Coquitlam—Port Coquitlam,Coquitlam—Port Coquitlam,2015-10-19
ocd-division/country:ca/ed:59009-2013,Courtenay—Alberni,Courtenay—Alberni,2015-10-19
ocd-division/country:ca/ed:59009-2013,Courtenay—Alberni,Courtenay—Alberni,2015-10-19
ocd-division/country:ca/ed:59010-2013,Cowichan—Malahat—Langford,Cowichan—Malahat—Langford,2015-10-19
ocd-division/country:ca/ed:59011-2013,Delta,Delta,2015-10-19
ocd-division/country:ca/ed:59012-2013,Fleetwood—Port Kells,Fleetwood—Port Kells,2015-10-19
ocd-division/country:ca/ed:59013-2013,Kamloops—Thompson—Cariboo,Kamloops—Thompson—Cariboo,2015-10-19
ocd-division/country:ca/ed:59014-2013,Kelowna—Lake Country,Kelowna—Lake Country,2015-10-19
ocd-division/country:ca/ed:59015-2013,Kootenay—Columbia,Kootenay—Columbia,2015-10-19
ocd-division/country:ca/ed:59016-2013,Langley—Aldergrove,Langley—Aldergrove,2015-10-19
ocd-division/country:ca/ed:59017-2013,Mission—Matsqui—Fraser Canyon,Mission—Matsqui—Fraser Canyon,2015-10-19
ocd-division/country:ca/ed:59018-2013,Nanaimo—Ladysmith,Nanaimo—Ladysmith,2015-10-19
ocd-division/country:ca/ed:59019-2013,New Westminster—Burnaby,New Westminster—Burnaby,2015-10-19
ocd-division/country:ca/ed:59020-2013,North Okanagan—Shuswap,North Okanagan—Shuswap,2015-10-19
ocd-division/country:ca/ed:59021-2013,North Vancouver,North Vancouver,2015-10-19
ocd-division/country:ca/ed:59022-2013,Pitt Meadows—Maple Ridge,Pitt Meadows—Maple Ridge,2015-10-19
ocd-division/country:ca/ed:59023-2013,Port Moody—Coquitlam,Port Moody—Coquitlam,2015-10-19
ocd-division/country:ca/ed:59024-2013,Prince George—Peace River—Northern Rockies,Prince George—Peace River—Northern Rockies,2015-10-19
ocd-division/country:ca/ed:59025-2013,Richmond Centre,Richmond-Centre,2015-10-19
ocd-division/country:ca/ed:59026-2013,Esquimalt—Saanich—Sooke,Esquimalt—Saanich—Sooke,2015-10-19
ocd-division/country:ca/ed:59027-2013,Saanich—Gulf Islands,Saanich—Gulf Islands,2015-10-19
ocd-division/country:ca/ed:59028-2013,Skeena—Bulkley Valley,Skeena—Bulkley Valley,2015-10-19
ocd-division/country:ca/ed:59029-2013,South Okanagan—West Kootenay,Okanagan-Sud—Kootenay-Ouest,2015-10-19
ocd-division/country:ca/ed:59030-2013,South Surrey—White Rock,Surrey-Sud—White Rock,2015-10-19
ocd-division/country:ca/ed:59031-2013,Steveston—Richmond East,Steveston—Richmond-Est,2015-10-19
ocd-division/country:ca/ed:59032-2013,Surrey Centre,Surrey-Centre,2015-10-19
ocd-division/country:ca/ed:59033-2013,Surrey—Newton,Surrey—Newton,2015-10-19
ocd-division/country:ca/ed:59034-2013,Vancouver Centre,Vancouver-Centre,2015-10-19
ocd-division/country:ca/ed:59035-2013,Vancouver East,Vancouver-Est,2015-10-19
ocd-division/country:ca/ed:59036-2013,Vancouver Granville,Vancouver Granville,2015-10-19
ocd-division/country:ca/ed:59037-2013,North Island—Powell River,North Island—Powell River,2015-10-19
ocd-division/country:ca/ed:59038-2013,Vancouver Kingsway,Vancouver Kingsway,2015-10-19
ocd-division/country:ca/ed:59039-2013,Vancouver Quadra,Vancouver Quadra,2015-10-19
ocd-division/country:ca/ed:59040-2013,Vancouver South,Vancouver-Sud,2015-10-19
ocd-division/country:ca/ed:59041-2013,Victoria,Victoria,2015-10-19
ocd-division/country:ca/ed:59042-2013,West Vancouver—Sunshine Coast—Sea to Sky Country,West Vancouver—Sunshine Coast—Sea to Sky Country,2015-10-19
ocd-division/country:ca/ed:60001-2013,Yukon,Yukon,2015-10-19
ocd-division/country:ca/ed:61001-2013,Northwest Territories,Territoires du Nord-Ouest,2015-10-19
ocd-division/country:ca/ed:62001-2013,Nunavut,Nunavut,2015-10-19
