id,name,name_fr,validFrom
ocd-division/country:ca/ed:calgary_heritage,Calgary Heritage,Calgary Heritage,2015-10-19
ocd-division/country:ca/ed:calgary_midnapore,Calgary Midnapore,Calgary Midnapore,2015-10-19
ocd-division/country:ca/ed:calgary_nose_hill,Calgary Nose Hill,Calgary Nose Hill,2015-10-19
ocd-division/country:ca/ed:calgary_rocky_ridge,Calgary Rocky Ridge,Calgary Rocky Ridge,2015-10-19
ocd-division/country:ca/ed:calgary_shepard,Calgary Shepard,Calgary Shepard,2015-10-19
ocd-division/country:ca/ed:calgary_signal_hill,Calgary Signal Hill,Calgary Signal Hill,2015-10-19
ocd-division/country:ca/ed:calgary_skyview,Calgary Skyview,Calgary Skyview,2015-10-19
ocd-division/country:ca/ed:edmonton_centre,Edmonton Centre,Edmonton-Centre,2015-10-19
ocd-division/country:ca/ed:edmonton_griesbach,Edmonton Griesbach,Edmonton Griesbach,2015-10-19
ocd-division/country:ca/ed:edmonton_manning,Edmonton Manning,Edmonton Manning,2015-10-19
ocd-division/country:ca/ed:edmonton_mill_woods,Edmonton Mill Woods,Edmonton Mill Woods,2015-10-19
ocd-division/country:ca/ed:edmonton_riverbend,Edmonton Riverbend,Edmonton Riverbend,2015-10-19
ocd-division/country:ca/ed:edmonton_strathcona,Edmonton Strathcona,Edmonton Strathcona,2015-10-19
ocd-division/country:ca/ed:edmonton_west,Edmonton West,Edmonton-Ouest,2015-10-19
ocd-division/country:ca/ed:edmonton—wetaskiwin,Edmonton—Wetaskiwin,Edmonton—Wetaskiwin,2015-10-19
ocd-division/country:ca/ed:foothills,Foothills,Foothills,2015-10-19
ocd-division/country:ca/ed:fort_mcmurray—cold_lake,Fort McMurray—Cold Lake,Fort McMurray—Cold Lake,2015-10-19
ocd-division/country:ca/ed:grande_prairie—mackenzie,Grande Prairie—Mackenzie,Grande Prairie—Mackenzie,2015-10-19
ocd-division/country:ca/ed:lakeland,Lakeland,Lakeland,2015-10-19
ocd-division/country:ca/ed:lethbridge,Lethbridge,Lethbridge,2015-10-19
ocd-division/country:ca/ed:medicine_hat—cardston—warner,Medicine Hat—Cardston—Warner,Medicine Hat—Cardston—Warner,2015-10-19
ocd-division/country:ca/ed:peace_river—westlock,Peace River—Westlock,Peace River—Westlock,2015-10-19
ocd-division/country:ca/ed:red_deer—mountain_view,Red Deer—Mountain View,Red Deer—Mountain View,2015-10-19
ocd-division/country:ca/ed:red_deer—lacombe,Red Deer—Lacombe,Red Deer—Lacombe,2015-10-19
ocd-division/country:ca/ed:st._albert—edmonton,St. Albert—Edmonton,St. Albert—Edmonton,2015-10-19
ocd-division/country:ca/ed:sherwood_park—fort_saskatchewan,Sherwood Park—Fort Saskatchewan,Sherwood Park—Fort Saskatchewan,2015-10-19
ocd-division/country:ca/ed:sturgeon_river—parkland,Sturgeon River—Parkland,Sturgeon River—Parkland,2015-10-19
ocd-division/country:ca/ed:yellowhead,Yellowhead,Yellowhead,2015-10-19
ocd-division/country:ca/ed:abbotsford,Abbotsford,Abbotsford,2015-10-19
ocd-division/country:ca/ed:burnaby_north—seymour,Burnaby North—Seymour,Burnaby-Nord—Seymour,2015-10-19
ocd-division/country:ca/ed:burnaby_south,Burnaby South,Burnaby-Sud,2015-10-19
ocd-division/country:ca/ed:cariboo—prince_george,Cariboo—Prince George,Cariboo—Prince George,2015-10-19
ocd-division/country:ca/ed:central_okanagan—similkameen—nicola,Central Okanagan—Similkameen—Nicola,Central Okanagan—Similkameen—Nicola,2015-10-19
ocd-division/country:ca/ed:chilliwack—hope,Chilliwack—Hope,Chilliwack—Hope,2015-10-19
ocd-division/country:ca/ed:cloverdale—langley_city,Cloverdale—Langley City,Cloverdale—Langley City,2015-10-19
ocd-division/country:ca/ed:coquitlam—port_coquitlam,Coquitlam—Port Coquitlam,Coquitlam—Port Coquitlam,2015-10-19
ocd-division/country:ca/ed:courtenay—alberni,Courtenay—Alberni,Courtenay—Alberni,2015-10-19
ocd-division/country:ca/ed:cowichan—malahat—langford,Cowichan—Malahat—Langford,Cowichan—Malahat—Langford,2015-10-19
ocd-division/country:ca/ed:delta,Delta,Delta,2015-10-19
ocd-division/country:ca/ed:fleetwood—port_kells,Fleetwood—Port Kells,Fleetwood—Port Kells,2015-10-19
ocd-division/country:ca/ed:kamloops—thompson—cariboo,Kamloops—Thompson—Cariboo,Kamloops—Thompson—Cariboo,2015-10-19
ocd-division/country:ca/ed:kelowna—lake_country,Kelowna—Lake Country,Kelowna—Lake Country,2015-10-19
ocd-division/country:ca/ed:kootenay—columbia,Kootenay—Columbia,Kootenay—Columbia,2015-10-19
ocd-division/country:ca/ed:langley—aldergrove,Langley—Aldergrove,Langley—Aldergrove,2015-10-19
ocd-division/country:ca/ed:mission—matsqui—fraser_canyon,Mission—Matsqui—Fraser Canyon,Mission—Matsqui—Fraser Canyon,2015-10-19
ocd-division/country:ca/ed:nanaimo—ladysmith,Nanaimo—Ladysmith,Nanaimo—Ladysmith,2015-10-19
ocd-division/country:ca/ed:new_westminster—burnaby,New Westminster—Burnaby,New Westminster—Burnaby,2015-10-19
ocd-division/country:ca/ed:north_okanagan—shuswap,North Okanagan—Shuswap,North Okanagan—Shuswap,2015-10-19
ocd-division/country:ca/ed:north_vancouver,North Vancouver,North Vancouver,2015-10-19
ocd-division/country:ca/ed:pitt_meadows—maple_ridge,Pitt Meadows—Maple Ridge,Pitt Meadows—Maple Ridge,2015-10-19
ocd-division/country:ca/ed:port_moody—coquitlam,Port Moody—Coquitlam,Port Moody—Coquitlam,2015-10-19
ocd-division/country:ca/ed:prince_george—peace_river—northern_rockies,Prince George—Peace River—Northern Rockies,Prince George—Peace River—Northern Rockies,2015-10-19
ocd-division/country:ca/ed:richmond_centre,Richmond Centre,Richmond-Centre,2015-10-19
ocd-division/country:ca/ed:esquimalt—saanich—sooke,Esquimalt—Saanich—Sooke,Esquimalt—Saanich—Sooke,2015-10-19
ocd-division/country:ca/ed:saanich—gulf_islands,Saanich—Gulf Islands,Saanich—Gulf Islands,2015-10-19
ocd-division/country:ca/ed:skeena—bulkley_valley,Skeena—Bulkley Valley,Skeena—Bulkley Valley,2015-10-19
ocd-division/country:ca/ed:south_okanagan—west_kootenay,South Okanagan—West Kootenay,Okanagan-Sud—Kootenay-Ouest,2015-10-19
ocd-division/country:ca/ed:south_surrey—white_rock,South Surrey—White Rock,Surrey-Sud—White Rock,2015-10-19
ocd-division/country:ca/ed:steveston—richmond_east,Steveston—Richmond East,Steveston—Richmond-Est,2015-10-19
ocd-division/country:ca/ed:surrey_centre,Surrey Centre,Surrey-Centre,2015-10-19
ocd-division/country:ca/ed:surrey—newton,Surrey—Newton,Surrey—Newton,2015-10-19
ocd-division/country:ca/ed:vancouver_centre,Vancouver Centre,Vancouver-Centre,2015-10-19
ocd-division/country:ca/ed:vancouver_east,Vancouver East,Vancouver-Est,2015-10-19
ocd-division/country:ca/ed:vancouver_granville,Vancouver Granville,Vancouver Granville,2015-10-19
ocd-division/country:ca/ed:north_island—powell_river,North Island—Powell River,North Island—Powell River,2015-10-19
ocd-division/country:ca/ed:vancouver_kingsway,Vancouver Kingsway,Vancouver Kingsway,2015-10-19
ocd-division/country:ca/ed:vancouver_quadra,Vancouver Quadra,Vancouver Quadra,2015-10-19
ocd-division/country:ca/ed:vancouver_south,Vancouver South,Vancouver-Sud,2015-10-19
ocd-division/country:ca/ed:victoria,Victoria,Victoria,2015-10-19
ocd-division/country:ca/ed:west_vancouver—sunshine_coast—sea_to_sky_country,West Vancouver—Sunshine Coast—Sea to Sky Country,West Vancouver—Sunshine Coast—Sea to Sky Country,2015-10-19
ocd-division/country:ca/ed:yukon,Yukon,Yukon,2015-10-19
ocd-division/country:ca/ed:northwest_territories,Northwest Territories,Territoires du Nord-Ouest,2015-10-19
ocd-division/country:ca/ed:nunavut,Nunavut,Nunavut,2015-10-19
