id,name,validFrom
ocd-division/country:ca/province:qc/ed:mégantic,Mégantic,2018-10-01
ocd-division/country:ca/province:qc/ed:saint-françois,Saint-François,2018-10-01
ocd-division/country:ca/province:qc/ed:sherbrooke,Sherbrooke,2018-10-01
ocd-division/country:ca/province:qc/ed:orford,Orford,2018-10-01
ocd-division/country:ca/province:qc/ed:johnson,Johnson,2018-10-01
ocd-division/country:ca/province:qc/ed:richmond,Richmond,2018-10-01
ocd-division/country:ca/province:qc/ed:drummond-bois-francs,Drummond-Bois-Francs,2018-10-01
ocd-division/country:ca/province:qc/ed:arthabaska,Arthabaska,2018-10-01
ocd-division/country:ca/province:qc/ed:nicolet-bécancour,Nicolet-Bécancour,2018-10-01
ocd-division/country:ca/province:qc/ed:brome-missisquoi,Brome-Missisquoi,2018-10-01
ocd-division/country:ca/province:qc/ed:granby,Granby,2018-10-01
ocd-division/country:ca/province:qc/ed:iberville,Iberville,2018-10-01
ocd-division/country:ca/province:qc/ed:saint-jean,Saint-Jean,2018-10-01
ocd-division/country:ca/province:qc/ed:huntingdon,Huntingdon,2018-10-01
ocd-division/country:ca/province:qc/ed:beauharnois,Beauharnois,2018-10-01
ocd-division/country:ca/province:qc/ed:soulanges,Soulanges,2018-10-01
ocd-division/country:ca/province:qc/ed:vaudreuil,Vaudreuil,2018-10-01
ocd-division/country:ca/province:qc/ed:châteauguay,Châteauguay,2018-10-01
ocd-division/country:ca/province:qc/ed:sanguinet,Sanguinet,2018-10-01
ocd-division/country:ca/province:qc/ed:la_prairie,La Prairie,2018-10-01
ocd-division/country:ca/province:qc/ed:la_pinière,La Pinière,2018-10-01
ocd-division/country:ca/province:qc/ed:chambly,Chambly,2018-10-01
ocd-division/country:ca/province:qc/ed:vachon,Vachon,2018-10-01
ocd-division/country:ca/province:qc/ed:laporte,Laporte,2018-10-01
ocd-division/country:ca/province:qc/ed:marie-victorin,Marie-Victorin,2018-10-01
ocd-division/country:ca/province:qc/ed:taillon,Taillon,2018-10-01
ocd-division/country:ca/province:qc/ed:montarville,Montarville,2018-10-01
ocd-division/country:ca/province:qc/ed:verchères,Verchères,2018-10-01
ocd-division/country:ca/province:qc/ed:borduas,Borduas,2018-10-01
ocd-division/country:ca/province:qc/ed:saint-hyacinthe,Saint-Hyacinthe,2018-10-01
ocd-division/country:ca/province:qc/ed:richelieu,Richelieu,2018-10-01
ocd-division/country:ca/province:qc/ed:verdun,Verdun,2018-10-01
ocd-division/country:ca/province:qc/ed:marguerite-bourgeoys,Marguerite-Bourgeoys,2018-10-01
ocd-division/country:ca/province:qc/ed:marquette,Marquette,2018-10-01
ocd-division/country:ca/province:qc/ed:jacques-cartier,Jacques-Cartier,2018-10-01
ocd-division/country:ca/province:qc/ed:nelligan,Nelligan,2018-10-01
ocd-division/country:ca/province:qc/ed:robert-baldwin,Robert-Baldwin,2018-10-01
ocd-division/country:ca/province:qc/ed:saint-laurent,Saint-Laurent,2018-10-01
ocd-division/country:ca/province:qc/ed:darcy-mcgee,D'Arcy-McGee,2018-10-01
ocd-division/country:ca/province:qc/ed:notre-dame-de-grâce,Notre-Dame-de-Grâce,2018-10-01
ocd-division/country:ca/province:qc/ed:saint-henri-sainte-anne,Saint-Henri-Sainte-Anne,2018-10-01
ocd-division/country:ca/province:qc/ed:sainte-marie-saint-jacques,Sainte-Marie-Saint-Jacques,2018-10-01
ocd-division/country:ca/province:qc/ed:westmount-saint-louis,Westmount-Saint-Louis,2018-10-01
ocd-division/country:ca/province:qc/ed:mont-royal-outremont,Mont-Royal-Outremont,2018-10-01
ocd-division/country:ca/province:qc/ed:acadie,Acadie,2018-10-01
ocd-division/country:ca/province:qc/ed:maurice-richard,Maurice-Richard,2018-10-01
ocd-division/country:ca/province:qc/ed:laurier-dorion,Laurier-Dorion,2018-10-01
ocd-division/country:ca/province:qc/ed:gouin,Gouin,2018-10-01
ocd-division/country:ca/province:qc/ed:mercier,Mercier,2018-10-01
ocd-division/country:ca/province:qc/ed:hochelaga-maisonneuve,Hochelaga-Maisonneuve,2018-10-01
ocd-division/country:ca/province:qc/ed:rosemont,Rosemont,2018-10-01
ocd-division/country:ca/province:qc/ed:viau,Viau,2018-10-01
