id,name,validFrom
ocd-division/country:ca/province:ab/ed:1-2017,Calgary-Acadia,2019-05-31
ocd-division/country:ca/province:ab/ed:2-2017,Calgary-Beddington,2019-05-31
ocd-division/country:ca/province:ab/ed:3-2017,Calgary-Bow,2019-05-31
ocd-division/country:ca/province:ab/ed:4-2017,Calgary-Buffalo,2019-05-31
ocd-division/country:ca/province:ab/ed:5-2017,Calgary-Cross,2019-05-31
ocd-division/country:ca/province:ab/ed:6-2017,Calgary-Currie,2019-05-31
ocd-division/country:ca/province:ab/ed:7-2017,Calgary-East,2019-05-31
ocd-division/country:ca/province:ab/ed:8-2017,Calgary-Edgemont,2019-05-31
ocd-division/country:ca/province:ab/ed:9-2017,Calgary-Elbow,2019-05-31
ocd-division/country:ca/province:ab/ed:10-2017,Calgary-Falconridge,2019-05-31
ocd-division/country:ca/province:ab/ed:11-2017,Calgary-Fish Creek,2019-05-31
ocd-division/country:ca/province:ab/ed:12-2017,Calgary-Foothills,2019-05-31
ocd-division/country:ca/province:ab/ed:13-2017,Calgary-Glenmore,2019-05-31
ocd-division/country:ca/province:ab/ed:14-2017,Calgary-Hays,2019-05-31
ocd-division/country:ca/province:ab/ed:15-2017,Calgary-Klein,2019-05-31
ocd-division/country:ca/province:ab/ed:16-2017,Calgary-Lougheed,2019-05-31
ocd-division/country:ca/province:ab/ed:17-2017,Calgary-McCall,2019-05-31
ocd-division/country:ca/province:ab/ed:18-2017,Calgary-Mountain View,2019-05-31
ocd-division/country:ca/province:ab/ed:19-2017,Calgary-North,2019-05-31
ocd-division/country:ca/province:ab/ed:20-2017,Calgary-North East,2019-05-31
ocd-division/country:ca/province:ab/ed:21-2017,Calgary-North West,2019-05-31
ocd-division/country:ca/province:ab/ed:22-2017,Calgary-Peigan,2019-05-31
ocd-division/country:ca/province:ab/ed:23-2017,Calgary-Shaw,2019-05-31
ocd-division/country:ca/province:ab/ed:24-2017,Calgary-South East,2019-05-31
ocd-division/country:ca/province:ab/ed:25-2017,Calgary-Varsity,2019-05-31
ocd-division/country:ca/province:ab/ed:26-2017,Calgary-West,2019-05-31
ocd-division/country:ca/province:ab/ed:27-2017,Edmonton-Beverly-Clareview,2019-05-31
ocd-division/country:ca/province:ab/ed:28-2017,Edmonton-Castle Downs,2019-05-31
ocd-division/country:ca/province:ab/ed:29-2017,Edmonton-City Centre,2019-05-31
ocd-division/country:ca/province:ab/ed:30-2017,Edmonton-Decore,2019-05-31
ocd-division/country:ca/province:ab/ed:31-2017,Edmonton-Ellerslie,2019-05-31
ocd-division/country:ca/province:ab/ed:32-2017,Edmonton-Glenora,2019-05-31
ocd-division/country:ca/province:ab/ed:33-2017,Edmonton-Gold Bar,2019-05-31
ocd-division/country:ca/province:ab/ed:34-2017,Edmonton-Highlands-Norwood,2019-05-31
ocd-division/country:ca/province:ab/ed:35-2017,Edmonton-Manning,2019-05-31
ocd-division/country:ca/province:ab/ed:36-2017,Edmonton-McClung,2019-05-31
ocd-division/country:ca/province:ab/ed:37-2017,Edmonton-Meadows,2019-05-31
ocd-division/country:ca/province:ab/ed:38-2017,Edmonton-Mill Woods,2019-05-31
ocd-division/country:ca/province:ab/ed:39-2017,Edmonton-North West,2019-05-31
ocd-division/country:ca/province:ab/ed:40-2017,Edmonton-Riverview,2019-05-31
ocd-division/country:ca/province:ab/ed:41-2017,Edmonton-Rutherford,2019-05-31
ocd-division/country:ca/province:ab/ed:42-2017,Edmonton-South,2019-05-31
ocd-division/country:ca/province:ab/ed:43-2017,Edmonton-South West,2019-05-31
ocd-division/country:ca/province:ab/ed:44-2017,Edmonton-Strathcona,2019-05-31
ocd-division/country:ca/province:ab/ed:45-2017,Edmonton-West Henday,2019-05-31
ocd-division/country:ca/province:ab/ed:46-2017,Edmonton-Whitemud,2019-05-31
ocd-division/country:ca/province:ab/ed:47-2017,Airdrie-Cochrane,2019-05-31
ocd-division/country:ca/province:ab/ed:48-2017,Airdrie-East,2019-05-31
ocd-division/country:ca/province:ab/ed:49-2017,Athabasca-Barrhead-Westlock,2019-05-31
ocd-division/country:ca/province:ab/ed:50-2017,Banff-Kananaskis,2019-05-31
ocd-division/country:ca/province:ab/ed:51-2017,Bonnyville-Cold Lake-St. Paul,2019-05-31
ocd-division/country:ca/province:ab/ed:52-2017,Brooks-Medicine Hat,2019-05-31
ocd-division/country:ca/province:ab/ed:53-2017,Camrose,2019-05-31
ocd-division/country:ca/province:ab/ed:54-2017,Cardston-Siksika,2019-05-31
ocd-division/country:ca/province:ab/ed:55-2017,Central Peace-Notley,2019-05-31
ocd-division/country:ca/province:ab/ed:56-2017,Chestermere-Strathmore,2019-05-31
ocd-division/country:ca/province:ab/ed:57-2017,Cypress-Medicine Hat,2019-05-31
ocd-division/country:ca/province:ab/ed:58-2017,Drayton Valley-Devon,2019-05-31
ocd-division/country:ca/province:ab/ed:59-2017,Drumheller-Stettler,2019-05-31
ocd-division/country:ca/province:ab/ed:60-2017,Fort McMurray-Lac La Biche,2019-05-31
ocd-division/country:ca/province:ab/ed:61-2017,Fort McMurray-Wood Buffalo,2019-05-31
ocd-division/country:ca/province:ab/ed:62-2017,Fort Saskatchewan-Vegreville,2019-05-31
ocd-division/country:ca/province:ab/ed:63-2017,Grande Prairie,2019-05-31
ocd-division/country:ca/province:ab/ed:64-2017,Grande Prairie-Wapiti,2019-05-31
ocd-division/country:ca/province:ab/ed:65-2017,Highwood,2019-05-31
ocd-division/country:ca/province:ab/ed:66-2017,Innisfail-Sylvan Lake,2019-05-31
ocd-division/country:ca/province:ab/ed:67-2017,Lac Ste. Anne-Parkland,2019-05-31
ocd-division/country:ca/province:ab/ed:68-2017,Lacombe-Ponoka,2019-05-31
ocd-division/country:ca/province:ab/ed:69-2017,Leduc-Beaumont,2019-05-31
ocd-division/country:ca/province:ab/ed:70-2017,Lesser Slave Lake,2019-05-31
ocd-division/country:ca/province:ab/ed:71-2017,Lethbridge-East,2019-05-31
ocd-division/country:ca/province:ab/ed:72-2017,Lethbridge-West,2019-05-31
ocd-division/country:ca/province:ab/ed:73-2017,Livingstone-Macleod,2019-05-31
ocd-division/country:ca/province:ab/ed:74-2017,Maskwacis-Wetaskiwin,2019-05-31
ocd-division/country:ca/province:ab/ed:75-2017,Morinville-St. Albert,2019-05-31
ocd-division/country:ca/province:ab/ed:76-2017,Olds-Didsbury-Three Hills,2019-05-31
ocd-division/country:ca/province:ab/ed:77-2017,Peace River,2019-05-31
ocd-division/country:ca/province:ab/ed:78-2017,Red Deer-North,2019-05-31
ocd-division/country:ca/province:ab/ed:79-2017,Red Deer-South,2019-05-31
ocd-division/country:ca/province:ab/ed:80-2017,Rimbey-Rocky Mountain House-Sundre,2019-05-31
ocd-division/country:ca/province:ab/ed:81-2017,Sherwood Park,2019-05-31
ocd-division/country:ca/province:ab/ed:82-2017,Spruce Grove-Stony Plain,2019-05-31
ocd-division/country:ca/province:ab/ed:83-2017,St. Albert,2019-05-31
ocd-division/country:ca/province:ab/ed:84-2017,Strathcona-Sherwood Park,2019-05-31
ocd-division/country:ca/province:ab/ed:85-2017,Taber-Warner,2019-05-31
ocd-division/country:ca/province:ab/ed:86-2017,Vermilion-Lloydminster-Wainwright,2019-05-31
ocd-division/country:ca/province:ab/ed:87-2017,West Yellowhead,2019-05-31
