USPS	GEOID	NAME	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
AL	01001	State Senate District 1	135057	63753	2248859259	166864511	     868.289	      64.427	 34.857148	 -87.633388                                                                                     
AL	01002	State Senate District 2	179058	75294	1656128423	89467816	     639.435	      34.544	 34.838647	 -86.939762                                                                                      
AL	01003	State Senate District 3	151168	65878	1904398357	100826535	     735.292	      38.929	 34.503417	 -86.835073                                                                                     
AL	01004	State Senate District 4	123291	57243	4237459532	139222320	    1636.092	      53.754	 34.296510	 -87.092417                                                                                     
AL	01005	State Senate District 5	134976	60560	4289566861	118248034	    1656.211	      45.656	 33.694199	 -87.321293                                                                                     
AL	01006	State Senate District 6	117045	55434	8333430144	92713065	    3217.556	      35.797	 34.110655	 -87.847044                                                                                      
AL	01007	State Senate District 7	148905	66014	637289292	3257579	     246.059	       1.258	 34.776496	 -86.557451                                                                                        
AL	01008	State Senate District 8	142128	63231	5327268127	133323911	    2056.870	      51.477	 34.674559	 -85.963310                                                                                     
AL	01009	State Senate District 9	144554	63421	2213365328	157187149	     854.585	      60.690	 34.345844	 -86.357298                                                                                     
AL	01010	State Senate District 10	125075	60094	2400639498	124410077	     926.892	      48.035	 34.110363	 -85.881121                                                                                    
AL	01011	State Senate District 11	125111	59543	4089919997	153314574	    1579.127	      59.195	 33.070711	 -86.151061                                                                                    
AL	01012	State Senate District 12	142431	63483	2669671137	69062861	    1030.766	      26.665	 33.764576	 -86.007592                                                                                     
AL	01013	State Senate District 13	132777	63449	6956101806	77154299	    2685.766	      29.789	 33.283685	 -85.540406                                                                                     
AL	01014	State Senate District 14	168669	68575	3846897119	39150658	    1485.295	      15.116	 32.963684	 -86.867817                                                                                     
AL	01015	State Senate District 15	160461	67290	1712683158	55605386	     661.271	      21.469	 33.361218	 -86.579535                                                                                     
AL	01016	State Senate District 16	149527	67955	242505457	7395745	      93.632	       2.856	 33.403632	 -86.773186                                                                                       
AL	01017	State Senate District 17	157178	64794	2419349924	18893014	     934.116	       7.295	 33.810053	 -86.647789                                                                                     
AL	01018	State Senate District 18	112472	61785	140050796	193114	      54.074	       0.075	 33.472741	 -86.837711                                                                                        
AL	01019	State Senate District 19	109165	49255	283112294	2110773	     109.310	       0.815	 33.482418	 -86.949980                                                                                       
AL	01020	State Senate District 20	107375	48881	195326320	258879	      75.416	       0.100	 33.548678	 -86.844401                                                                                        
AL	01021	State Senate District 21	140682	60210	5153447086	57904935	    1989.757	      22.357	 33.214385	 -87.776712                                                                                     
AL	01022	State Senate District 22	137373	62059	12142590462	211005832	    4688.281	      81.470	 31.397065	 -87.810918                                                                                   
AL	01023	State Senate District 23	111939	53473	13001848362	151719789	    5020.042	      58.579	 32.004719	 -87.191379                                                                                   
AL	01024	State Senate District 24	118832	56774	9296498068	122223937	    3589.398	      47.191	 32.609499	 -87.862319                                                                                    
AL	01025	State Senate District 25	157932	68617	1180744953	34525666	     455.888	      13.330	 32.559915	 -86.195823                                                                                     
AL	01026	State Senate District 26	120666	52268	1838040540	37852514	     709.671	      14.615	 32.203650	 -86.203831                                                                                     
AL	01027	State Senate District 27	139166	66861	2793833568	134889654	    1078.705	      52.081	 32.773899	 -85.648331                                                                                    
AL	01028	State Senate District 28	131368	60366	8759294684	103826392	    3381.983	      40.088	 32.042500	 -85.448435                                                                                    
AL	01029	State Senate District 29	136679	61273	3454976521	19533027	    1333.974	       7.542	 31.152774	 -85.592659                                                                                     
AL	01030	State Senate District 30	139399	60387	6931047432	45873068	    2676.092	      17.712	 31.925043	 -86.379351                                                                                     
AL	01031	State Senate District 31	129622	60569	5415241072	39459746	    2090.836	      15.235	 31.344391	 -86.134236                                                                                     
AL	01032	State Senate District 32	155619	92628	2963853536	1046576110	    1144.350	     404.085	 30.554392	 -87.728272                                                                                   
AL	01033	State Senate District 33	111915	50868	190620040	19928544	      73.599	       7.694	 30.731502	 -88.101673                                                                                      
AL	01034	State Senate District 34	155435	63719	1645471757	152722079	     635.320	      58.966	 30.763429	 -88.280410                                                                                    
AL	01035	State Senate District 35	126686	55849	599256176	869855939	     231.374	     335.853	 30.409305	 -88.155069                                                                                     
AK	0200A	State Senate District A	28984	14095	19235517421	13326328525	    7426.875	    5145.324	 55.880890	-132.367842                                                                                   
AK	0200B	State Senate District B	31275	13055	6997968643	1429575134	    2701.931	     551.962	 58.372700	-134.178781                                                                                     
AK	0200C	State Senate District C	28081	17927	637674027129	52502182520	  246207.329	   20271.207	 65.033029	-154.913209                                                                                  
AK	0200D	State Senate District D	40942	19283	43722953213	167315667	   16881.527	      64.601	 63.952986	-149.372780                                                                                     
AK	0200E	State Senate District E	32697	13581	94555051	2890924	      36.508	       1.116	 64.836367	-147.664834                                                                                          
AK	0200F	State Senate District F	36503	16924	67734682644	2236886142	   26152.508	     863.667	 62.734935	-147.031678                                                                                    
AK	0200G	State Senate District G	47189	17762	396061573	11633866	     152.920	       4.492	 61.645559	-149.306744                                                                                        
AK	0200H	State Senate District H	47533	24771	36781970492	1420053674	   14201.599	     548.286	 62.141293	-150.776454                                                                                    
AK	0200I	State Senate District I	35604	11410	217194410	96822965	      83.859	      37.384	 61.339916	-149.695856                                                                                        
AK	0200J	State Senate District J	36344	13316	12827034	102891	       4.953	       0.040	 61.214315	-149.766881                                                                                           
AK	0200K	State Senate District K	32429	12474	16974149	175004	       6.554	       0.068	 61.194300	-149.785018                                                                                           
AK	0200L	State Senate District L	36313	16034	28051640	4641207	      10.831	       1.792	 61.199170	-149.870488                                                                                          
AK	0200M	State Senate District M	32015	14609	22252993	9028076	       8.592	       3.486	 61.193164	-149.933528                                                                                          
AK	0200N	State Senate District N	36520	13496	75153938	305229933	      29.017	     117.850	 61.164811	-150.177803                                                                                        
AK	0200O	State Senate District O	36303	13820	50021656	0	      19.313	       0.000	 61.148951	-149.803115                                                                                                
AK	0200P	State Senate District P	37696	14938	3476458569	266819660	    1342.268	     103.020	 60.962569	-149.284418                                                                                      
AK	0200Q	State Senate District Q	37402	19925	9812846483	2437756091	    3788.761	     941.223	 60.299886	-150.499237                                                                                     
AK	0200R	State Senate District R	31989	16215	73088719286	37492055843	   28219.713	   14475.764	 59.344795	-153.532139                                                                                   
AK	0200S	State Senate District S	31254	12173	163699564637	84521584855	   63204.758	   32633.968	 51.945924	+178.514200                                                                                  
AK	0200T	State Senate District T	33158	11159	414815410616	49152397359	  160161.132	   18977.848	 67.524872	-157.888945                                                                                  
AZ	04001	State Senate District 1	217022	117560	28500725421	41183606	   11004.192	      15.901	 35.156751	-111.973117                                                                                    
AZ	04002	State Senate District 2	177904	68425	56019869940	104717562	   21629.394	      40.432	 36.072130	-110.668401                                                                                    
AZ	04003	State Senate District 3	216687	123651	43261792425	393117503	   16703.472	     151.784	 36.104808	-113.835473                                                                                   
AZ	04004	State Senate District 4	294239	141534	18403877121	18799508	    7105.777	       7.259	 34.290624	-112.738562                                                                                    
AZ	04005	State Senate District 5	192258	105651	51990356229	218322163	   20073.590	      84.295	 33.815485	-110.052435                                                                                   
AZ	04006	State Senate District 6	219170	95593	581282839	415222	     224.435	       0.160	 33.834540	-112.079672                                                                                         
AZ	04007	State Senate District 7	190272	88406	534401638	434553	     206.334	       0.168	 33.821630	-111.945722                                                                                         
AZ	04008	State Senate District 8	185419	108416	1015028265	12288602	     391.905	       4.745	 33.773434	-111.784164                                                                                     
AZ	04009	State Senate District 9	178499	87310	126998506	684992	      49.034	       0.264	 33.603821	-112.244179                                                                                         
AZ	04010	State Senate District 10	163683	69620	87095086	323507	      33.628	       0.125	 33.592510	-112.122183                                                                                         
AZ	04011	State Senate District 11	161630	83786	164044593	609637	      63.338	       0.235	 33.542814	-112.008304                                                                                        
AZ	04012	State Senate District 12	378298	142475	870378672	1200629	     336.055	       0.464	 33.438928	-112.408340                                                                                      
AZ	04013	State Senate District 13	207107	64997	102695099	82813	      39.651	       0.032	 33.470817	-112.241155                                                                                         
AZ	04014	State Senate District 14	158881	57207	62557601	86329	      24.154	       0.033	 33.475069	-112.123397                                                                                          
AZ	04015	State Senate District 15	155897	75912	72389304	289724	      27.950	       0.112	 33.490164	-112.048691                                                                                         
AZ	04016	State Senate District 16	247146	81754	271912116	758455	     104.986	       0.293	 33.405562	-112.109969                                                                                        
AZ	04017	State Senate District 17	171129	81454	96605689	812927	      37.300	       0.314	 33.415665	-111.928261                                                                                         
AZ	04018	State Senate District 18	165729	66028	78076006	1538036	      30.145	       0.594	 33.419166	-111.821791                                                                                        
AZ	04019	State Senate District 19	195221	103275	199953432	627509	      77.202	       0.242	 33.442949	-111.686967                                                                                       
AZ	04020	State Senate District 20	176043	75465	195027223	307942	      75.300	       0.119	 33.323414	-112.003111                                                                                        
AZ	04021	State Senate District 21	274260	111285	286665469	894860	     110.682	       0.346	 33.259410	-111.767497                                                                                       
AZ	04022	State Senate District 22	297687	122946	398056608	745558	     153.691	       0.288	 33.346447	-111.610919                                                                                       
AZ	04023	State Senate District 23	370479	146549	14096709512	44525694	    5442.770	      17.191	 33.055510	-111.340954                                                                                   
AZ	04024	State Senate District 24	207694	94656	20833248873	37161471	    8043.763	      14.348	 33.006689	-114.010321                                                                                    
AZ	04025	State Senate District 25	208220	85433	47573496251	142887795	   18368.230	      55.169	 32.262388	-111.438766                                                                                   
AZ	04026	State Senate District 26	195881	94317	955106673	915901	     368.769	       0.354	 32.436659	-110.947609                                                                                        
AZ	04027	State Senate District 27	199340	79438	978620970	432140	     377.848	       0.167	 32.155509	-111.199816                                                                                        
AZ	04028	State Senate District 28	170527	91571	100578054	223280	      38.833	       0.086	 32.241188	-110.885152                                                                                        
AZ	04029	State Senate District 29	184459	70341	260056692	56667	     100.408	       0.022	 32.139975	-110.868222                                                                                         
AZ	04030	State Senate District 30	231236	109471	6089708107	1751679	    2351.250	       0.676	 31.901049	-110.721637                                                                                     
AR	05001	State Senate District 1	84806	44201	3754222056	222506165	    1449.513	      85.910	 36.280138	 -92.615405                                                                                      
AR	05002	State Senate District 2	83273	41464	9948897227	89101041	    3841.291	      34.402	 35.982755	 -93.333431                                                                                       
AR	05003	State Senate District 3	87143	37453	3896113167	59679144	    1504.298	      23.042	 35.603331	 -94.103341                                                                                       
AR	05004	State Senate District 4	83167	34923	4114692815	112387496	    1588.692	      43.393	 35.119672	 -93.337674                                                                                      
AR	05005	State Senate District 5	63334	27313	5452389271	309744437	    2105.179	     119.593	 34.233463	 -91.362106                                                                                      
AR	05006	State Senate District 6	89072	38655	5425082535	105138393	    2094.636	      40.594	 35.012581	 -94.057242                                                                                      
AR	05007	State Senate District 7	93757	44241	649792985	6999451	     250.886	       2.703	 35.981965	 -94.139825                                                                                         
AR	05008	State Senate District 8	105195	43608	832550698	83331264	     321.450	      32.174	 36.362143	 -94.033929                                                                                       
AR	05009	State Senate District 9	116144	49476	1362093810	11331197	     525.907	       4.375	 36.329046	 -94.403127                                                                                      
AR	05010	State Senate District 10	80214	42091	8495653032	40302246	    3280.190	      15.561	 36.147734	 -91.665013                                                                                      
AR	05011	State Senate District 11	80865	35999	4783779282	22600566	    1847.028	       8.726	 36.176737	 -90.693349                                                                                      
AR	05012	State Senate District 12	83956	36843	5329953701	50083076	    2057.907	      19.337	 35.534307	 -91.527088                                                                                      
AR	05013	State Senate District 13	82857	36380	130926525	9733362	      50.551	       3.758	 35.360298	 -94.385517                                                                                        
AR	05014	State Senate District 14	91166	38439	1722229819	13739180	     664.957	       5.305	 35.828071	 -90.621617                                                                                      
AR	05015	State Senate District 15	71063	31382	4296693575	63349269	    1658.963	      24.459	 35.679658	 -90.330019                                                                                      
AR	05016	State Senate District 16	68732	28286	2720904649	122183091	    1050.547	      47.175	 34.886646	 -90.587799                                                                                     
AR	05017	State Senate District 17	71695	32781	7277132443	96458291	    2809.717	      37.243	 35.036136	 -90.928198                                                                                      
AR	05018	State Senate District 18	85656	45794	7615275529	220165628	    2940.274	      85.006	 35.320143	 -92.657302                                                                                     
AR	05019	State Senate District 19	78791	41338	999204579	42329583	     385.795	      16.344	 34.575883	 -93.075148                                                                                       
AR	05020	State Senate District 20	73443	33705	6833851189	86033504	    2638.565	      33.218	 34.141759	 -93.939411                                                                                      
AR	05021	State Senate District 21	74633	34737	5929867328	211905408	    2289.535	      81.817	 33.483605	 -93.913651                                                                                     
AR	05022	State Senate District 22	109730	45941	1354972394	54464521	     523.158	      21.029	 34.694221	 -92.586110                                                                                     
AR	05023	State Senate District 23	75803	32262	5365361571	119456584	    2071.578	      46.122	 34.006225	 -91.918997                                                                                     
AR	05024	State Senate District 24	68804	32318	8214344984	191948590	    3171.576	      74.112	 33.383965	 -91.719711                                                                                     
AR	05025	State Senate District 25	67292	32419	5043462829	56662668	    1947.292	      21.878	 33.352024	 -92.568249                                                                                      
AR	05026	State Senate District 26	68899	33397	8474979898	67040939	    3272.208	      25.885	 33.737588	 -93.058430                                                                                      
AR	05027	State Senate District 27	81170	38130	5575297227	178609068	    2152.634	      68.961	 34.437798	 -93.138907                                                                                     
AR	05028	State Senate District 28	91744	38606	4689663984	210752133	    1810.689	      81.372	 34.721209	 -91.704312                                                                                     
AR	05029	State Senate District 29	85160	36148	1288303065	5496304	     497.417	       2.122	 35.102866	 -91.871571                                                                                       
AR	05030	State Senate District 30	103943	42737	1188750727	32340602	     458.979	      12.487	 35.124271	 -92.359842                                                                                     
AR	05031	State Senate District 31	91111	40596	300619486	6118037	     116.070	       2.362	 34.869810	 -92.302065                                                                                        
AR	05032	State Senate District 32	75578	38337	82577998	5729522	      31.884	       2.212	 34.774688	 -92.384517                                                                                         
AR	05033	State Senate District 33	74184	31627	112955224	1211775	      43.612	       0.468	 34.680238	 -92.376800                                                                                        
AR	05034	State Senate District 34	71300	34422	501851052	34430404	     193.766	      13.294	 34.684538	 -92.226572                                                                                       
AR	05035	State Senate District 35	102238	40250	1006814754	17176318	     388.733	       6.632	 36.089173	 -94.232355                                                                                     
CA	06001	State Senate District 1	1002597	461263	55009170788	2178179742	   21239.160	     841.000	 39.765203	-120.381466                                                                                 
CA	06002	State Senate District 2	897433	391764	27812816326	3160459750	   10738.589	    1220.260	 39.621016	-123.335269                                                                                  
CA	06003	State Senate District 3	880421	421395	2363247675	993984896	     912.455	     383.780	 38.108111	-122.694725                                                                                    
CA	06004	State Senate District 4	988287	418118	60316794885	1262258061	   23288.446	     487.361	 40.582651	-122.378822                                                                                  
CA	06005	State Senate District 5	1032613	357381	5049013465	159163817	    1949.435	      61.453	 38.423447	-121.755976                                                                                   
CA	06006	State Senate District 6	914353	366546	605552718	8976288	     233.805	       3.466	 38.613185	-121.446519                                                                                       
CA	06007	State Senate District 7	947426	363973	1805393288	197331004	     697.066	      76.190	 37.923420	-121.935740                                                                                    
CA	06008	State Senate District 8	863255	331117	639935911	787652505	     247.081	     304.114	 37.597825	-122.513836                                                                                     
CA	06009	State Senate District 9	878605	364704	895142064	159631604	     345.616	      61.634	 37.676260	-121.777135                                                                                     
CA	06010	State Senate District 10	893839	305732	1212301516	88798771	     468.072	      34.285	 37.556273	-121.903175                                                                                    
CA	06011	State Senate District 11	876710	339554	1548625505	601622483	     597.928	     232.288	 37.203603	-122.172552                                                                                   
CA	06012	State Senate District 12	955935	299514	12598504905	149577860	    4864.310	      57.752	 36.990063	-120.954367                                                                                  
CA	06013	State Senate District 13	895425	307236	1985726018	18054633	     766.693	       6.971	 37.213101	-121.550377                                                                                    
CA	06014	State Senate District 14	1020927	391757	27470480809	413068834	   10606.412	     159.487	 37.467402	-119.818899                                                                                 
CA	06015	State Senate District 15	903066	350261	17510356860	2256254791	    6760.787	     871.145	 35.860174	-120.918027                                                                                 
CA	06016	State Senate District 16	976489	269721	16335516758	39564989	    6307.179	      15.276	 36.123331	-119.851893                                                                                   
CA	06017	State Senate District 17	1098146	368076	10077642630	58189734	    3891.000	      22.467	 34.573193	-118.324373                                                                                  
CA	06018	State Senate District 18	1048811	405540	100701255826	306614717	   38880.974	     118.385	 35.503687	-117.063300                                                                                
CA	06019	State Senate District 19	911685	342927	8466997423	3318525210	    3269.126	    1281.290	 34.435352	-119.827230                                                                                  
CA	06020	State Senate District 20	886558	265511	248317454	1709999	      95.876	       0.660	 34.245020	-118.451670                                                                                      
CA	06021	State Senate District 21	855013	351843	359574435	2504823	     138.832	       0.967	 34.165151	-118.239307                                                                                      
CA	06022	State Senate District 22	843734	274617	153142555	1298893	      59.129	       0.502	 34.054590	-118.213381                                                                                      
CA	06023	State Senate District 23	899067	383435	943989462	547729557	     364.476	     211.480	 34.090156	-118.798915                                                                                    
CA	06024	State Senate District 24	850013	235948	301838639	4253658	     116.541	       1.642	 34.073314	-117.992026                                                                                      
CA	06025	State Senate District 25	860352	280358	276976500	171986215	     106.941	      66.404	 33.742328	-118.405446                                                                                    
CA	06026	State Senate District 26	848039	351846	167745436	587284	      64.767	       0.227	 34.037940	-118.337877                                                                                       
CA	06027	State Senate District 27	857163	291490	579785575	1177023729	     223.856	     454.451	 33.367642	-118.481043                                                                                   
CA	06028	State Senate District 28	879674	361854	282968363	124797936	     109.255	      48.185	 33.881382	-118.377824                                                                                    
CA	06029	State Senate District 29	881748	300499	1929752693	11007159	     745.082	       4.250	 34.181974	-117.879835                                                                                    
CA	06030	State Senate District 30	848551	236489	282433996	3492201	     109.048	       1.348	 33.969149	-118.075928                                                                                      
CA	06031	State Senate District 31	989662	365249	3118275184	22209748	    1203.973	       8.575	 34.139278	-117.090331                                                                                    
CA	06032	State Senate District 32	946010	264530	585704331	5513255	     226.142	       2.129	 34.086017	-117.477530                                                                                      
CA	06033	State Senate District 33	936082	342564	1099504645	6224321	     424.521	       2.403	 33.688643	-117.664255                                                                                     
CA	06034	State Senate District 34	845951	224863	195210240	857839	      75.371	       0.331	 33.791201	-117.935524                                                                                       
CA	06035	State Senate District 35	899261	364015	502044885	343519025	     193.841	     132.633	 33.628207	-117.892800                                                                                    
CA	06036	State Senate District 36	1036001	382754	8218318694	59723194	    3173.111	      23.059	 33.168226	-116.705952                                                                                   
CA	06037	State Senate District 37	1215876	478217	12534349885	62969789	    4839.540	      24.313	 33.821252	-116.002696                                                                                  
CA	06038	State Senate District 38	973002	355516	1609178873	370293683	     621.307	     142.971	 33.234930	-117.326236                                                                                   
CA	06039	State Senate District 39	897570	383332	443963872	303510521	     171.415	     117.186	 32.801593	-117.209480                                                                                    
CA	06040	State Senate District 40	1018606	328572	17228758972	1121988202	    6652.061	     433.202	 33.143921	-115.531947                                                                                
CO	08001	State Senate District 1	125154	53481	54418538111	177038852	   21011.116	      68.355	 39.445969	-103.005743                                                                                    
CO	08002	State Senate District 2	125412	59173	42510882074	163373471	   16413.544	      63.079	 37.735212	-103.994414                                                                                    
CO	08003	State Senate District 3	141889	61861	1878094553	17947444	     725.136	       6.930	 38.275623	-104.782617                                                                                      
CO	08004	State Senate District 4	180522	80754	10404991811	71450088	    4017.390	      27.587	 39.138767	-105.527308                                                                                     
CO	08005	State Senate District 5	128103	75472	40599709199	126473049	   15675.636	      48.832	 38.140182	-106.597006                                                                                    
CO	08006	State Senate District 6	144787	76911	27441490022	77593415	   10595.219	      29.959	 37.702838	-108.126994                                                                                     
CO	08007	State Senate District 7	152044	65421	8769534619	33075719	    3385.936	      12.771	 39.019492	-108.461837                                                                                      
CO	08008	State Senate District 8	148629	78938	42773920620	97813528	   16515.104	      37.766	 40.197626	-107.602238                                                                                     
CO	08009	State Senate District 9	152671	59107	305799436	208686	     118.070	       0.081	 38.978661	-104.782589                                                                                         
CO	08010	State Senate District 10	165884	66168	3603013042	1244246	    1391.131	       0.480	 38.808582	-104.364137                                                                                      
CO	08011	State Senate District 11	123374	57944	113945809	414110	      43.995	       0.160	 38.825422	-104.834860                                                                                        
CO	08012	State Senate District 12	143518	56074	1051446037	2973822	     405.966	       1.148	 38.718659	-104.836214                                                                                      
CO	08013	State Senate District 13	159077	62182	8762306780	52574427	    3383.146	      20.299	 40.624982	-104.287097                                                                                     
CO	08014	State Senate District 14	143701	60745	147004230	4198971	      56.759	       1.621	 40.552926	-105.065878                                                                                       
CO	08015	State Senate District 15	155929	71977	6576609256	94096279	    2539.243	      36.331	 40.663091	-105.482131                                                                                     
CO	08016	State Senate District 16	136132	90698	9767232924	110281656	    3771.150	      42.580	 39.959995	-105.917895                                                                                    
CO	08017	State Senate District 17	141285	57427	228712190	7125383	      88.306	       2.751	 40.076141	-105.108081                                                                                       
CO	08018	State Senate District 18	122287	54406	302037936	15683459	     116.618	       6.055	 40.110174	-105.191638                                                                                      
CO	08019	State Senate District 19	120496	49028	102217862	6307226	      39.467	       2.435	 39.853104	-105.107618                                                                                       
CO	08020	State Senate District 20	118381	55204	115695817	2970774	      44.670	       1.147	 39.757440	-105.146105                                                                                       
CO	08021	State Senate District 21	119773	53274	90754256	1430625	      35.040	       0.552	 39.692025	-105.116293                                                                                        
CO	08022	State Senate District 22	127842	52050	1022110205	10790234	     394.639	       4.166	 39.421261	-105.280361                                                                                     
CO	08023	State Senate District 23	188398	73171	1685500218	26047594	     650.775	      10.057	 40.173315	-104.851351                                                                                     
CO	08024	State Senate District 24	156797	59285	107764042	3352049	      41.608	       1.294	 39.911561	-104.966893                                                                                       
CO	08025	State Senate District 25	181050	62661	2834244428	36228911	    1094.308	      13.988	 39.867714	-104.294505                                                                                     
CO	08026	State Senate District 26	115764	53249	95773342	3271600	      36.978	       1.263	 39.613676	-104.991979                                                                                        
CO	08027	State Senate District 27	188185	72163	1862057083	15184566	     718.944	       5.863	 39.645850	-104.265916                                                                                     
CO	08028	State Senate District 28	132072	56838	55485215	598839	      21.423	       0.231	 39.660824	-104.812936                                                                                         
CO	08029	State Senate District 29	129532	52435	51444179	22279	      19.863	       0.009	 39.710589	-104.824102                                                                                          
CO	08030	State Senate District 30	188625	70525	306421819	4209491	     118.310	       1.625	 39.515168	-104.924293                                                                                       
CO	08031	State Senate District 31	130902	67219	78476030	1938547	      30.300	       0.748	 39.823873	-105.028786                                                                                        
CO	08032	State Senate District 32	131091	62651	59942564	2851848	      23.144	       1.101	 39.676929	-105.026381                                                                                        
CO	08033	State Senate District 33	160926	64287	203398189	184077	      78.532	       0.071	 39.819669	-104.779265                                                                                        
CO	08034	State Senate District 34	117264	47914	42798410	1067122	      16.525	       0.412	 39.744554	-105.030730                                                                                        
CO	08035	State Senate District 35	131700	72205	61894118	78871	      23.897	       0.030	 39.680129	-104.900651                                                                                          
CT	09001	State Senate District 1	93214	37873	46721576	2811278	      18.039	       1.085	 41.728103	 -72.675838                                                                                          
CT	09002	State Senate District 2	91522	39191	122160700	4653095	      47.167	       1.797	 41.841350	 -72.680921                                                                                         
CT	09003	State Senate District 3	100375	41985	239545831	5611034	      92.489	       2.166	 41.853826	 -72.564861                                                                                        
CT	09004	State Senate District 4	104052	44056	301554822	4307059	     116.431	       1.663	 41.708798	 -72.511753                                                                                        
CT	09005	State Senate District 5	98818	41483	225449454	4521054	      87.047	       1.746	 41.744270	 -72.945716                                                                                         
CT	09006	State Senate District 6	96421	40842	113530936	2571551	      43.835	       0.993	 41.644440	 -72.780345                                                                                         
CT	09007	State Senate District 7	100005	38347	394847457	6013639	     152.451	       2.322	 41.970645	 -72.629328                                                                                        
CT	09008	State Senate District 8	98790	41846	792047003	23492015	     305.811	       9.070	 41.921353	 -72.984190                                                                                        
CT	09009	State Senate District 9	104736	46037	159905474	3621632	      61.740	       1.398	 41.629242	 -72.687971                                                                                        
CT	09010	State Senate District 10	96843	38246	38881281	2098398	      15.012	       0.810	 41.304640	 -72.953394                                                                                         
CT	09011	State Senate District 11	99359	43069	85492291	3519960	      33.009	       1.359	 41.378903	 -72.907204                                                                                         
CT	09012	State Senate District 12	96990	42538	489111476	30463976	     188.847	      11.762	 41.362014	 -72.685321                                                                                       
CT	09013	State Senate District 13	101659	42550	201849148	5572530	      77.934	       2.152	 41.519369	 -72.756066                                                                                       
CT	09014	State Senate District 14	92977	39906	115911530	10957969	      44.754	       4.231	 41.244485	 -73.036815                                                                                       
CT	09015	State Senate District 15	96274	41218	93315698	1541166	      36.029	       0.595	 41.525815	 -73.018212                                                                                         
CT	09016	State Senate District 16	105218	42179	210243202	3969055	      81.175	       1.532	 41.582643	 -72.931872                                                                                       
CT	09017	State Senate District 17	95979	39355	210319422	3899278	      81.205	       1.506	 41.397486	 -73.010469                                                                                        
CT	09018	State Senate District 18	102472	45755	771809893	80826310	     297.997	      31.207	 41.514103	 -71.908372                                                                                      
CT	09019	State Senate District 19	100189	42033	700599786	19937035	     270.503	       7.698	 41.590948	 -72.182271                                                                                      
CT	09020	State Senate District 20	96786	44263	428542649	98156723	     165.461	      37.899	 41.382109	 -72.216930                                                                                       
CT	09021	State Senate District 21	96683	39185	172539475	10373428	      66.618	       4.005	 41.293789	 -73.152607                                                                                       
CT	09022	State Senate District 22	101713	39295	104650090	1940044	      40.406	       0.749	 41.267861	 -73.213691                                                                                       
CT	09023	State Senate District 23	95642	37113	28779621	7570666	      11.112	       2.923	 41.181890	 -73.182029                                                                                         
CT	09024	State Senate District 24	104062	40538	230329009	21949671	      88.931	       8.475	 41.466683	 -73.479878                                                                                      
CT	09025	State Senate District 25	99794	40165	81934585	35027296	      31.635	      13.524	 41.092374	 -73.432693                                                                                        
CT	09026	State Senate District 26	102047	39606	350105467	39439876	     135.176	      15.228	 41.210206	 -73.419740                                                                                      
CT	09027	State Senate District 27	103721	43075	48288903	63209256	      18.644	      24.405	 41.036644	 -73.505953                                                                                       
