USPS	GEOID	NAME	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
PA	42017	State Senate District 17	248670	102005	221010949	2125921	      85.333	       0.821	 40.056658	 -75.324216                                                                                      
PA	42018	State Senate District 18	267805	111820	723776033	15508448	     279.452	       5.988	 40.810458	 -75.256274                                                                                     
PA	42019	State Senate District 19	280974	112470	742052072	9197520	     286.508	       3.551	 40.042297	 -75.612707                                                                                      
PA	42020	State Senate District 20	273416	145686	6655514463	181982665	    2569.709	      70.264	 41.265637	 -75.097621                                                                                   
PA	42021	State Senate District 21	235571	118176	8070866620	90064092	    3116.179	      34.774	 41.519050	 -79.530879                                                                                    
PA	42022	State Senate District 22	255871	118376	1632996162	22027456	     630.503	       8.505	 41.366832	 -75.559653                                                                                    
PA	42023	State Senate District 23	248605	115104	9016073281	94840848	    3481.126	      36.618	 41.554934	 -76.651285                                                                                    
PA	42024	State Senate District 24	278648	111750	966860142	11017570	     373.307	       4.254	 40.461496	 -75.373982                                                                                     
PA	42025	State Senate District 25	233497	124096	13970033797	77025873	    5393.860	      29.740	 41.600459	 -78.231216                                                                                   
PA	42026	State Senate District 26	251041	100433	234828425	10334570	      90.668	       3.990	 39.941169	 -75.403030                                                                                     
PA	42027	State Senate District 27	256971	114813	4124988807	95377171	    1592.667	      36.825	 40.901219	 -76.656268                                                                                    
PA	42028	State Senate District 28	284462	117532	1200571863	10556044	     463.543	       4.076	 39.838609	 -76.697229                                                                                    
PA	42029	State Senate District 29	260093	120185	3376073556	31234043	    1303.509	      12.060	 40.746398	 -75.993855                                                                                    
PA	42030	State Senate District 30	239492	110303	7443562298	54436258	    2873.976	      21.018	 40.211145	 -78.248514                                                                                    
PA	42031	State Senate District 31	275796	116630	1793868594	14990663	     692.617	       5.788	 40.151705	 -77.200558                                                                                    
PA	42032	State Senate District 32	225580	106233	5009036675	38582740	    1934.000	      14.897	 39.954965	 -79.309974                                                                                    
PA	42033	State Senate District 33	280954	116244	3541155382	11646914	    1367.248	       4.497	 39.906474	 -77.493814                                                                                    
PA	42034	State Senate District 34	268795	115436	6296781163	35348338	    2431.201	      13.648	 40.686878	 -77.544143                                                                                    
PA	42035	State Senate District 35	232251	107194	5875588018	48259047	    2268.577	      18.633	 40.918510	 -78.161058                                                                                    
PA	42036	State Senate District 36	275192	106561	1410455382	19105053	     544.580	       7.377	 40.120053	 -76.173990                                                                                    
PA	42037	State Senate District 37	252115	110289	597524858	4916896	     230.706	       1.898	 40.411112	 -80.136382                                                                                      
PA	42038	State Senate District 38	213989	113090	563248345	14007060	     217.471	       5.408	 40.641350	 -79.549422                                                                                     
PA	42039	State Senate District 39	238771	107341	1335383259	8087759	     515.594	       3.123	 40.269402	 -79.546616                                                                                     
PA	42040	State Senate District 40	256162	108029	945432978	1496680	     365.034	       0.578	 40.690675	 -79.971964                                                                                      
PA	42041	State Senate District 41	236058	106383	6134713702	57053281	    2368.626	      22.028	 40.732730	 -79.216471                                                                                    
PA	42042	State Senate District 42	227429	110731	162083794	7842921	      62.581	       3.028	 40.442215	 -80.072344                                                                                      
PA	42043	State Senate District 43	227651	113586	181949549	4450048	      70.251	       1.718	 40.418152	 -79.889781                                                                                      
PA	42044	State Senate District 44	288673	113101	921642988	12575070	     355.848	       4.855	 40.171566	 -75.667777                                                                                     
PA	42045	State Senate District 45	220981	109141	493013703	14445185	     190.354	       5.577	 40.445996	 -79.750847                                                                                     
PA	42046	State Senate District 46	235908	106985	3968078179	21519210	    1532.084	       8.309	 40.098589	 -80.256500                                                                                    
PA	42047	State Senate District 47	225797	104389	1363483543	27054161	     526.444	      10.446	 40.822640	 -80.357679                                                                                    
PA	42048	State Senate District 48	278934	113918	2180764243	27599650	     841.998	      10.656	 40.366619	 -76.398527                                                                                    
PA	42049	State Senate District 49	241903	103126	1159499499	1960095867	     447.685	     756.797	 42.035493	 -80.329157                                                                                  
PA	42050	State Senate District 50	235966	109257	4890793087	97595891	    1888.346	      37.682	 41.477852	 -80.173162                                                                                    
RI	44001	State Senate District 1	28358	11370	9111161	1487237	       3.518	       0.574	 41.840468	 -71.393440                                                                                           
RI	44002	State Senate District 2	27838	9593	9146076	2733107	       3.531	       1.055	 41.794919	 -71.403972                                                                                            
RI	44003	State Senate District 3	29774	10488	6440904	315166	       2.487	       0.122	 41.814866	 -71.459186                                                                                            
RI	44004	State Senate District 4	30565	12550	8467034	81869	       3.269	       0.032	 41.833595	 -71.442920                                                                                             
RI	44005	State Senate District 5	27066	12758	5505826	62091	       2.126	       0.024	 41.817535	 -71.427655                                                                                             
RI	44006	State Senate District 6	28476	11420	7538128	81986	       2.910	       0.032	 41.849968	 -71.427718                                                                                             
RI	44007	State Senate District 7	28026	13137	29614491	645844	      11.434	       0.249	 41.889607	 -71.462107                                                                                           
RI	44008	State Senate District 8	26975	11821	11348160	831811	       4.382	       0.321	 41.872453	 -71.351082                                                                                           
RI	44009	State Senate District 9	25529	10434	33957471	33845122	      13.111	      13.068	 41.711419	 -71.305085                                                                                         
RI	44010	State Senate District 10	26556	12317	51593604	23642951	      19.920	       9.129	 41.666514	 -71.199094                                                                                        
RI	44011	State Senate District 11	26852	12013	68046182	103403356	      26.273	      39.924	 41.607613	 -71.305405                                                                                       
RI	44012	State Senate District 12	26769	13364	130964621	49496705	      50.566	      19.111	 41.531302	 -71.202795                                                                                       
RI	44013	State Senate District 13	27057	14518	43201486	389954801	      16.680	     150.562	 41.449878	 -71.355386                                                                                       
RI	44014	State Senate District 14	25445	12327	11637442	2200900	       4.493	       0.850	 41.826817	 -71.371829                                                                                         
RI	44015	State Senate District 15	28092	13037	7799475	441038	       3.011	       0.170	 41.871679	 -71.378036                                                                                           
RI	44016	State Senate District 16	28364	11889	6414291	434910	       2.477	       0.168	 41.892690	 -71.391920                                                                                           
RI	44017	State Senate District 17	27116	11649	17106412	1194419	       6.605	       0.461	 41.881019	 -71.423937                                                                                         
RI	44018	State Senate District 18	25395	11493	21694231	6700594	       8.376	       2.587	 41.783255	 -71.355121                                                                                         
RI	44019	State Senate District 19	30115	12895	56899174	4283296	      21.969	       1.654	 41.958337	 -71.424762                                                                                         
RI	44020	State Senate District 20	28774	12580	38988327	1120961	      15.053	       0.433	 41.986836	 -71.450258                                                                                         
RI	44021	State Senate District 21	24750	11735	13783793	341639	       5.322	       0.132	 42.000722	 -71.524372                                                                                          
RI	44022	State Senate District 22	28873	10959	118836884	5341134	      45.883	       2.062	 41.924041	 -71.539896                                                                                        
RI	44023	State Senate District 23	28574	11659	289879972	13046637	     111.923	       5.037	 41.939864	 -71.693703                                                                                       
RI	44024	State Senate District 24	27542	10765	360457077	24876898	     139.173	       9.605	 41.766121	 -71.686152                                                                                       
RI	44025	State Senate District 25	28769	12439	60684304	2290687	      23.430	       0.884	 41.827440	 -71.519879                                                                                         
RI	44026	State Senate District 26	28899	11933	41541484	768349	      16.039	       0.297	 41.770801	 -71.509044                                                                                          
RI	44027	State Senate District 27	28143	11030	22364579	236728	       8.635	       0.091	 41.753589	 -71.467063                                                                                          
RI	44028	State Senate District 28	26469	11555	11117014	3245705	       4.292	       1.253	 41.773007	 -71.409747                                                                                         
RI	44029	State Senate District 29	25877	11566	22133255	9466766	       8.546	       3.655	 41.729502	 -71.399094                                                                                         
RI	44030	State Senate District 30	25173	11184	25283876	27390145	       9.762	      10.575	 41.685028	 -71.398425                                                                                        
RI	44031	State Senate District 31	26531	12764	35984575	941787	      13.894	       0.364	 41.709352	 -71.466585                                                                                          
RI	44032	State Senate District 32	27836	13410	17047389	575906	       6.582	       0.222	 41.704980	 -71.515251                                                                                          
RI	44033	State Senate District 33	27312	11263	65663384	3869669	      25.353	       1.494	 41.677750	 -71.576314                                                                                         
RI	44034	State Senate District 34	30357	12087	513515937	9961390	     198.270	       3.846	 41.546139	 -71.669200                                                                                        
RI	44035	State Senate District 35	27037	11020	101314015	7095527	      39.118	       2.740	 41.589740	 -71.484916                                                                                        
RI	44036	State Senate District 36	26880	14674	80827907	95280618	      31.208	      36.788	 41.555542	 -71.432225                                                                                        
RI	44037	State Senate District 37	31690	15026	169715823	320480016	      65.528	     123.738	 41.211891	 -71.562040                                                                                      
RI	44038	State Senate District 38	28713	16666	151940690	175500774	      58.665	      67.761	 41.335746	 -71.753088                                                                                      
SC	45001	State Senate District 1	95822	46221	1708945544	128223311	     659.828	      49.507	 34.750095	 -83.052448                                                                                      
SC	45002	State Senate District 2	97675	43786	1198938756	34428793	     462.913	      13.293	 34.901490	 -82.716635                                                                                       
SC	45003	State Senate District 3	109541	50061	856338390	84859247	     330.634	      32.764	 34.596894	 -82.704164                                                                                       
SC	45004	State Senate District 4	90262	40390	1241468776	25448706	     479.334	       9.826	 34.422402	 -82.521456                                                                                       
SC	45005	State Senate District 5	115205	48724	1018775395	15511022	     393.351	       5.989	 35.052028	 -82.400772                                                                                      
SC	45006	State Senate District 6	96304	41490	168764979	2021352	      65.161	       0.780	 34.933025	 -82.460745                                                                                         
SC	45007	State Senate District 7	83871	38772	210219851	2037944	      81.166	       0.787	 34.766422	 -82.387322                                                                                         
SC	45008	State Senate District 8	111941	49170	205166473	1422772	      79.215	       0.549	 34.777778	 -82.284989                                                                                        
SC	45009	State Senate District 9	95114	41513	2098949869	22164128	     810.409	       8.558	 34.521376	 -82.067791                                                                                       
SC	45010	State Senate District 10	84695	39239	2341381353	80562208	     904.012	      31.105	 34.178336	 -82.287114                                                                                      
SC	45011	State Senate District 11	101438	42855	463482973	8535458	     178.952	       3.296	 35.077775	 -81.983919                                                                                       
SC	45012	State Senate District 12	106880	45394	727667739	11566134	     280.954	       4.466	 34.957816	 -82.106255                                                                                      
SC	45013	State Senate District 13	92248	40813	1396716859	10113799	     539.275	       3.905	 34.784549	 -81.853472                                                                                      
SC	45014	State Senate District 14	98937	43136	1902155689	22598615	     734.426	       8.725	 35.008189	 -81.520755                                                                                      
SC	45015	State Senate District 15	122748	51919	784164356	24293473	     302.768	       9.380	 34.962719	 -81.180370                                                                                      
SC	45016	State Senate District 16	121820	50719	1399540678	20711058	     540.366	       7.997	 34.760156	 -80.774594                                                                                     
SC	45017	State Senate District 17	88026	40275	3989139504	78063352	    1540.215	      30.140	 34.546472	 -81.206505                                                                                      
SC	45018	State Senate District 18	95143	43235	2545010730	165635800	     982.634	      63.952	 34.199629	 -81.593146                                                                                     
SC	45019	State Senate District 19	105577	45883	391877133	5291044	     151.305	       2.043	 34.133807	 -81.050334                                                                                       
SC	45020	State Senate District 20	103494	45424	234008681	12343035	      90.351	       4.766	 34.122213	 -81.187687                                                                                      
SC	45021	State Senate District 21	95133	37014	1083987030	14446159	     418.530	       5.578	 33.924992	 -80.799952                                                                                      
SC	45022	State Senate District 22	126092	52841	573570504	9538324	     221.457	       3.683	 34.156506	 -80.796955                                                                                       
SC	45023	State Senate District 23	113071	47631	756988637	44685576	     292.275	      17.253	 33.940802	 -81.306568                                                                                      
SC	45024	State Senate District 24	99070	45182	1693371314	13902846	     653.814	       5.368	 33.493093	 -81.658195                                                                                      
SC	45025	State Senate District 25	97189	42021	3138110058	113480598	    1211.631	      43.815	 33.820169	 -82.039681                                                                                     
SC	45026	State Senate District 26	91335	41517	1452166779	13465098	     560.685	       5.199	 33.744966	 -81.327867                                                                                      
SC	45027	State Senate District 27	91873	42331	3820061805	47408276	    1474.934	      18.304	 34.519469	 -80.372930                                                                                      
SC	45028	State Senate District 28	97383	70188	2601055768	132463123	    1004.273	      51.144	 34.184619	 -79.116670                                                                                     
SC	45029	State Senate District 29	82439	35169	2409914568	25249315	     930.473	       9.749	 34.361881	 -79.986726                                                                                      
SC	45030	State Senate District 30	89291	38164	2651787171	22306463	    1023.861	       8.613	 34.218577	 -79.491537                                                                                      
SC	45031	State Senate District 31	97972	42410	1436738086	6543322	     554.728	       2.526	 33.994472	 -79.699223                                                                                       
SC	45032	State Senate District 32	81778	36013	4221230919	45650751	    1629.826	      17.626	 33.577016	 -79.570185                                                                                      
SC	45033	State Senate District 33	123736	77070	946882238	130684980	     365.593	      50.458	 33.813146	 -78.966617                                                                                     
SC	45034	State Senate District 34	116206	77101	1284801596	1103380025	     496.065	     426.017	 33.206549	 -79.315952                                                                                   
SC	45035	State Senate District 35	87583	37555	1621540876	45009747	     626.080	      17.378	 34.001428	 -80.435911                                                                                      
SC	45036	State Senate District 36	84337	39607	3368939584	260291201	    1300.755	     100.499	 33.726691	 -80.342874                                                                                     
SC	45037	State Senate District 37	116420	49273	3552426909	268148770	    1371.600	     103.533	 33.320192	 -79.769514                                                                                    
SC	45038	State Senate District 38	132422	52945	921491257	6235711	     355.790	       2.408	 32.926071	 -80.275930                                                                                       
SC	45039	State Senate District 39	88126	40597	4336606850	55491716	    1674.373	      21.425	 33.169422	 -80.768446                                                                                      
SC	45040	State Senate District 40	86132	39740	4342153024	45104003	    1676.515	      17.415	 33.255907	 -81.266012                                                                                      
SC	45041	State Senate District 41	102289	53966	433601407	165332279	     167.414	      63.835	 32.699673	 -80.055751                                                                                     
SC	45042	State Senate District 42	78387	34810	91820802	5802324	      35.452	       2.240	 32.861221	 -80.020616                                                                                         
SC	45043	State Senate District 43	96781	49615	206150531	298752390	      79.595	     115.349	 32.753128	 -79.898743                                                                                      
SC	45044	State Senate District 44	110046	44075	458759204	83943508	     177.128	      32.411	 33.142803	 -80.087949                                                                                      
SC	45045	State Senate District 45	92424	40775	4717729457	662800649	    1821.526	     255.909	 32.554997	 -80.774553                                                                                     
SC	45046	State Senate District 46	131108	81054	852241842	699883480	     329.052	     270.227	 32.284814	 -80.714328                                                                                     
SD	46001	State Senate District 1	20515	11069	7684432310	378427200	    2966.976	     146.112	 45.574857	 -97.361314                                                                                      
SD	46002	State Senate District 2	21657	10151	7674546922	57308499	    2963.159	      22.127	 45.263319	 -98.340825                                                                                       
SD	46003	State Senate District 3	22427	10175	1904013902	14993595	     735.144	       5.789	 45.703165	 -98.811556                                                                                       
SD	46004	State Senate District 4	20558	9682	5541490582	77596314	    2139.582	      29.960	 44.721420	 -96.703680                                                                                        
SD	46005	State Senate District 5	23721	10924	339465704	31665105	     131.068	      12.226	 44.892995	 -97.128642                                                                                        
SD	46006	State Senate District 6	19896	9441	8687174788	239522296	    3354.137	      92.480	 44.664882	 -97.542854                                                                                       
SD	46007	State Senate District 7	24910	9928	463791833	9526875	     179.071	       3.678	 44.289812	 -96.958771                                                                                          
SD	46008	State Senate District 8	20647	10120	5179957748	39312254	    1999.993	      15.179	 44.015137	 -97.460412                                                                                       
SD	46009	State Senate District 9	29046	11629	286976539	1163063	     110.802	       0.449	 43.630143	 -96.867931                                                                                         
SD	46010	State Senate District 10	35025	13250	791514221	2051521	     305.605	       0.792	 43.491811	 -96.641156                                                                                        
SD	46011	State Senate District 11	30071	12190	77873240	280702	      30.067	       0.108	 43.541834	 -96.840765                                                                                          
SD	46012	State Senate District 12	29821	14082	121477465	143987	      46.903	       0.056	 43.468983	 -96.835515                                                                                         
SD	46013	State Senate District 13	21646	9042	16911219	140864	       6.529	       0.054	 43.521040	 -96.720205                                                                                           
SD	46014	State Senate District 14	24426	9986	15867437	39028	       6.126	       0.015	 43.521339	 -96.679133                                                                                            
SD	46015	State Senate District 15	21169	9855	13024954	407544	       5.029	       0.157	 43.551847	 -96.736409                                                                                           
SD	46016	State Senate District 16	23892	10296	2181817962	17803936	     842.405	       6.874	 43.003657	 -96.677847                                                                                      
SD	46017	State Senate District 17	20551	8810	2328550385	14704010	     899.058	       5.677	 43.113791	 -97.051016                                                                                       
SD	46018	State Senate District 18	22438	9652	1349807412	28629262	     521.164	      11.054	 43.006607	 -97.388339                                                                                       
SD	46019	State Senate District 19	19075	8489	5020927400	55306286	    1938.591	      21.354	 43.247814	 -97.904745                                                                                       
SD	46020	State Senate District 20	22214	10176	2962894207	14735141	    1143.980	       5.689	 43.699138	 -98.412941                                                                                      
SD	46021	State Senate District 21	21057	9184	12944047468	425517449	    4997.725	     164.293	 43.787908	 -99.549336                                                                                     
SD	46022	State Senate District 22	21252	10411	7049729776	31934148	    2721.916	      12.330	 44.419746	 -98.789821                                                                                      
SD	46023	State Senate District 23	18409	10230	15350662944	456806432	    5926.924	     176.374	 45.260003	 -99.565274                                                                                    
SD	46024	State Senate District 24	21361	9855	8269338337	506025273	    3192.810	     195.377	 44.498505	-100.370545                                                                                      
SD	46025	State Senate District 25	22548	9050	3885546147	22773675	    1500.218	       8.793	 43.695338	 -97.318402                                                                                       
SD	46026	State Senate District 26	21575	9555	13787191144	128247108	    5323.264	      49.516	 43.336617	-100.177801                                                                                     
SD	46027	State Senate District 27	21985	7062	18008325774	83686664	    6953.054	      32.312	 43.657680	-101.892970                                                                                      
SD	46028	State Senate District 28	19903	8720	37995191483	661965705	   14670.026	     255.586	 45.332279	-102.192974                                                                                     
SD	46029	State Senate District 29	25322	11326	8537098041	28312015	    3296.192	      10.931	 44.548902	-102.792808                                                                                      
SD	46030	State Senate District 30	24446	13809	14996724167	45527800	    5790.268	      17.578	 43.678952	-103.149901                                                                                     
SD	46031	State Senate District 31	24097	12756	2072081513	713642	     800.035	       0.276	 44.353669	-103.796528                                                                                        
SD	46032	State Senate District 32	23581	10644	29678100	0	      11.459	       0.000	 44.052280	-103.225985                                                                                               
SD	46033	State Senate District 33	26472	10732	596890364	3555382	     230.461	       1.373	 44.083237	-103.325967                                                                                        
SD	46034	State Senate District 34	23352	10856	43901421	204492	      16.950	       0.079	 44.072065	-103.269194                                                                                          
SD	46035	State Senate District 35	25115	10301	140657166	72696	      54.308	       0.028	 44.040562	-103.164805                                                                                          
TN	47001	State Senate District 1	185350	85277	3636534816	65982328	    1404.074	      25.476	 36.096567	 -82.928159                                                                                      
TN	47002	State Senate District 2	175067	82716	1843651438	53331920	     711.838	      20.592	 36.488920	 -82.116641                                                                                      
TN	47003	State Senate District 3	180403	85000	1729251400	25289586	     667.668	       9.764	 36.290939	 -82.310896                                                                                      
TN	47004	State Senate District 4	189038	88704	4978273416	275686880	    1922.122	     106.443	 36.355165	 -83.407434                                                                                     
TN	47005	State Senate District 5	207003	93365	3244221401	117371701	    1252.601	      45.317	 35.701751	 -84.239544                                                                                     
TN	47006	State Senate District 6	201051	91273	873231510	37087260	     337.157	      14.319	 36.004417	 -83.868912                                                                                       
TN	47007	State Senate District 7	192376	87540	311833754	2060800	     120.400	       0.796	 35.944348	 -84.076562                                                                                        
TN	47008	State Senate District 8	212899	111184	2981609226	33822776	    1151.206	      13.059	 35.733848	 -83.720222                                                                                     
TN	47009	State Senate District 9	179807	78355	3596676604	88138209	    1388.685	      34.030	 35.280174	 -84.668014                                                                                      
TN	47010	State Senate District 10	176153	82998	1631630835	51428146	     629.976	      19.857	 35.124189	 -85.546091                                                                                     
TN	47011	State Senate District 11	188547	81063	1063486611	71705604	     410.614	      27.686	 35.210714	 -85.131090                                                                                     
TN	47012	State Senate District 12	188880	87838	7017224932	193775970	    2709.366	      74.817	 36.182915	 -84.619903                                                                                    
TN	47013	State Senate District 13	227448	94811	4636330087	9380712	    1790.097	       3.622	 35.458788	 -86.785649                                                                                      
TN	47014	State Senate District 14	179926	81098	7051011437	78630581	    2722.411	      30.359	 35.454003	 -85.717058                                                                                     
TN	47015	State Senate District 15	193013	91144	6121652868	83080824	    2363.583	      32.078	 36.156726	 -85.324033                                                                                     
TN	47016	State Senate District 16	231510	93046	2566838315	17950455	     991.062	       6.931	 35.634389	 -86.407093                                                                                     
TN	47017	State Senate District 17	208424	88761	5477885880	191768728	    2115.024	      74.042	 36.228874	 -86.028768                                                                                    
TN	47018	State Senate District 18	222166	90343	2599537485	34724688	    1003.687	      13.407	 36.498901	 -86.647466                                                                                     
TN	47019	State Senate District 19	167010	72606	269077133	4106113	     103.891	       1.585	 36.196185	 -86.812722                                                                                       
TN	47020	State Senate District 20	194112	89547	526419353	47739537	     203.252	      18.432	 36.225807	 -86.702291                                                                                      
TN	47021	State Senate District 21	194069	89724	380958692	4562891	     147.089	       1.762	 36.109881	 -86.890968                                                                                       
TN	47022	State Senate District 22	219862	89949	2698509374	41336856	    1041.900	      15.960	 36.391029	 -87.358378                                                                                     
TN	47023	State Senate District 23	254672	100599	1637897725	3366267	     632.396	       1.300	 35.904416	 -86.884795                                                                                     
TN	47024	State Senate District 24	184244	89807	10295445063	446479327	    3975.094	     172.387	 36.360600	 -88.119998                                                                                   
TN	47025	State Senate District 25	176409	77487	8141678195	74546245	    3143.520	      28.782	 35.663335	 -87.418742                                                                                     
TN	47026	State Senate District 26	185292	81406	11217792738	69212732	    4331.214	      26.723	 35.298194	 -88.709614                                                                                    
TN	47027	State Senate District 27	176499	77060	4556077219	8406285	    1759.111	       3.246	 35.867795	 -88.735905                                                                                      
TN	47028	State Senate District 28	166047	68839	201702081	2345016	      77.878	       0.905	 35.194018	 -89.923359                                                                                       
TN	47029	State Senate District 29	146103	71042	486023291	40165653	     187.655	      15.508	 35.270677	 -89.995406                                                                                      
TN	47030	State Senate District 30	158793	76916	113125862	85202	      43.678	       0.033	 35.101670	 -89.927482                                                                                         
TN	47031	State Senate District 31	196021	80699	249388576	511508	      96.289	       0.197	 35.143408	 -89.777976                                                                                        
TN	47032	State Senate District 32	208718	79693	4201545648	169136490	    1622.226	      65.304	 35.734702	 -89.615281                                                                                    
TN	47033	State Senate District 33	179193	72243	461363027	12001575	     178.133	       4.634	 35.036023	 -89.980500                                                                                      
TX	48001	State Senate District 1	731108	317350	25979102575	826639633	   10030.588	     319.167	 32.910816	 -94.819505                                                                                   
TX	48002	State Senate District 2	856525	321341	13292676807	545633476	    5132.331	     210.670	 32.990247	 -95.981029                                                                                   
TX	48003	State Senate District 3	818359	356076	32865422091	1542845790	   12689.411	     595.696	 31.218791	 -94.710202                                                                                  
TX	48004	State Senate District 4	790149	312116	8575376660	1020299615	    3310.972	     393.940	 30.002210	 -94.637835                                                                                   
TX	48005	State Senate District 5	899155	366219	30258288292	447504261	   11682.791	     172.782	 30.980775	 -96.296342                                                                                   
TX	48006	State Senate District 6	643019	217646	507678774	31535586	     196.016	      12.176	 29.768927	 -95.250216                                                                                      
TX	48007	State Senate District 7	1015027	404904	1449176190	20557921	     559.530	       7.937	 29.973541	 -95.655137                                                                                    
TX	48008	State Senate District 8	940963	387227	934102643	19528871	     360.659	       7.540	 33.065270	 -96.742024                                                                                      
TX	48009	State Senate District 9	807907	312663	747795700	48841431	     288.726	      18.858	 32.825334	 -97.011658                                                                                      
TX	48010	State Senate District 10	834265	322962	1037347154	28433756	     400.522	      10.978	 32.674815	 -97.303217                                                                                    
TX	48011	State Senate District 11	838090	327371	3017934725	348024461	    1165.231	     134.373	 29.361855	 -95.238256                                                                                   
TX	48012	State Senate District 12	1013641	397931	2010058992	176456758	     776.088	      68.130	 33.005686	 -97.225953                                                                                  
TX	48013	State Senate District 13	730086	306071	503153413	4128691	     194.269	       1.594	 29.667197	 -95.423439                                                                                      
TX	48014	State Senate District 14	872176	372676	2313930240	84718701	     893.413	      32.710	 30.351792	 -97.781548                                                                                    
TX	48015	State Senate District 15	824336	312057	961429692	60299114	     371.210	      23.282	 29.796476	 -95.074939                                                                                     
TX	48016	State Senate District 16	641007	281894	360421399	5409938	     139.159	       2.089	 32.889001	 -96.734690                                                                                      
TX	48017	State Senate District 17	847887	350150	3450353584	2168277167	    1332.189	     837.177	 28.917125	 -95.602541                                                                                  
TX	48018	State Senate District 18	861831	351771	38481054561	3865790206	   14857.619	    1492.590	 29.237339	 -96.767673                                                                                 
TX	48019	State Senate District 19	766044	280464	129831589806	429104896	   50128.259	     165.678	 30.432478	-102.610103                                                                                 
TX	48020	State Senate District 20	836938	302566	9798660615	867347773	    3783.284	     334.885	 27.228129	 -98.004189                                                                                   
TX	48021	State Senate District 21	752602	266984	53057107144	494770909	   20485.464	     191.032	 28.102088	 -98.817061                                                                                  
TX	48022	State Senate District 22	789412	313710	20910016780	535139152	    8073.403	     206.618	 31.883414	 -97.211575                                                                                  
TX	48023	State Senate District 23	749622	282409	654086030	7623108	     252.544	       2.943	 32.701844	 -96.815289                                                                                      
TX	48024	State Senate District 24	778148	354773	52831713560	478773214	   20398.440	     184.855	 31.266172	 -98.894624                                                                                  
TX	48025	State Senate District 25	984664	412271	7702916067	57957180	    2974.113	      22.377	 29.839772	 -98.240897                                                                                    
TX	48026	State Senate District 26	721704	281100	438591933	2451871	     169.341	       0.947	 29.471686	 -98.594287                                                                                      
TX	48027	State Senate District 27	786946	268124	11021711540	3324376646	    4255.507	    1283.549	 26.718738	 -97.619789                                                                                 
TX	48028	State Senate District 28	704340	301032	112327755987	522231564	   43369.991	     201.635	 33.266211	-100.935857                                                                                 
TX	48029	State Senate District 29	758901	258399	2090042258	4189152	     806.970	       1.617	 31.831810	-106.260721                                                                                     
TX	48030	State Senate District 30	823594	348286	40083765675	917953442	   15476.429	     354.424	 33.367572	 -98.238661                                                                                  
TX	48031	State Senate District 31	727115	288893	69093737091	187775031	   26677.242	      72.500	 35.141656	-102.303168                                                                                  
UT	49001	State Senate District 1	87412	27036	208193945	90395108	      80.384	      34.902	 40.809159	-112.024072                                                                                        
UT	49002	State Senate District 2	82957	42151	80822789	0	      31.206	       0.000	 40.769570	-111.887394                                                                                                
UT	49003	State Senate District 3	84154	35348	48062183	0	      18.557	       0.000	 40.663548	-111.891840                                                                                                
UT	49004	State Senate District 4	76928	31408	45010387	5138	      17.379	       0.002	 40.684969	-111.818161                                                                                             
UT	49005	State Senate District 5	79775	25314	29895432	0	      11.543	       0.000	 40.665988	-111.979544                                                                                                
UT	49006	State Senate District 6	94697	29903	65177339	0	      25.165	       0.000	 40.621779	-111.996166                                                                                                
