id,name,census-geoid,validFrom,validThrough
ocd-division/country:us/state:in/sldu:44,Indiana State Senate district 44,sldu-18044,,
ocd-division/country:us/state:in/sldu:45,Indiana State Senate district 45,sldu-18045,,
ocd-division/country:us/state:in/sldu:46,Indiana State Senate district 46,sldu-18046,,
ocd-division/country:us/state:in/sldu:47,Indiana State Senate district 47,sldu-18047,,
ocd-division/country:us/state:in/sldu:48,Indiana State Senate district 48,sldu-18048,,
ocd-division/country:us/state:in/sldu:49,Indiana State Senate district 49,sldu-18049,,
ocd-division/country:us/state:in/sldu:50,Indiana State Senate district 50,sldu-18050,,
ocd-division/country:us/state:ia/sldu:1,Iowa State Senate district 1,sldu-19001,,
ocd-division/country:us/state:ia/sldu:2,Iowa State Senate district 2,sldu-19002,,
ocd-division/country:us/state:ia/sldu:3,Iowa State Senate district 3,sldu-19003,,
ocd-division/country:us/state:ia/sldu:4,Iowa State Senate district 4,sldu-19004,,
ocd-division/country:us/state:ia/sldu:5,Iowa State Senate district 5,sldu-19005,,
ocd-division/country:us/state:ia/sldu:6,Iowa State Senate district 6,sldu-19006,,
ocd-division/country:us/state:ia/sldu:7,Iowa State Senate district 7,sldu-19007,,
ocd-division/country:us/state:ia/sldu:8,Iowa State Senate district 8,sldu-19008,,
ocd-division/country:us/state:ia/sldu:9,Iowa State Senate district 9,sldu-19009,,
ocd-division/country:us/state:ia/sldu:10,Iowa State Senate district 10,sldu-19010,,
ocd-division/country:us/state:ia/sldu:11,Iowa State Senate district 11,sldu-19011,,
ocd-division/country:us/state:ia/sldu:12,Iowa State Senate district 12,sldu-19012,,
ocd-division/country:us/state:ia/sldu:13,Iowa State Senate district 13,sldu-19013,,
ocd-division/country:us/state:ia/sldu:14,Iowa State Senate district 14,sldu-19014,,
ocd-division/country:us/state:ia/sldu:15,Iowa State Senate district 15,sldu-19015,,
ocd-division/country:us/state:ia/sldu:16,Iowa State Senate district 16,sldu-19016,,
ocd-division/country:us/state:ia/sldu:17,Iowa State Senate district 17,sldu-19017,,
ocd-division/country:us/state:ia/sldu:18,Iowa State Senate district 18,sldu-19018,,
ocd-division/country:us/state:ia/sldu:19,Iowa State Senate district 19,sldu-19019,,
ocd-division/country:us/state:ia/sldu:20,Iowa State Senate district 20,sldu-19020,,
ocd-division/country:us/state:ia/sldu:21,Iowa State Senate district 21,sldu-19021,,
ocd-division/country:us/state:ia/sldu:22,Iowa State Senate district 22,sldu-19022,,
ocd-division/country:us/state:ia/sldu:23,Iowa State Senate district 23,sldu-19023,,
ocd-division/country:us/state:ia/sldu:24,Iowa State Senate district 24,sldu-19024,,
ocd-division/country:us/state:ia/sldu:25,Iowa State Senate district 25,sldu-19025,,
ocd-division/country:us/state:ia/sldu:26,Iowa State Senate district 26,sldu-19026,,
ocd-division/country:us/state:ia/sldu:27,Iowa State Senate district 27,sldu-19027,,
ocd-division/country:us/state:ia/sldu:28,Iowa State Senate district 28,sldu-19028,,
ocd-division/country:us/state:ia/sldu:29,Iowa State Senate district 29,sldu-19029,,
ocd-division/country:us/state:ia/sldu:30,Iowa State Senate district 30,sldu-19030,,
ocd-division/country:us/state:ia/sldu:31,Iowa State Senate district 31,sldu-19031,,
ocd-division/country:us/state:ia/sldu:32,Iowa State Senate district 32,sldu-19032,,
ocd-division/country:us/state:ia/sldu:33,Iowa State Senate district 33,sldu-19033,,
ocd-division/country:us/state:ia/sldu:34,Iowa State Senate district 34,sldu-19034,,
ocd-division/country:us/state:ia/sldu:35,Iowa State Senate district 35,sldu-19035,,
ocd-division/country:us/state:ia/sldu:36,Iowa State Senate district 36,sldu-19036,,
ocd-division/country:us/state:ia/sldu:37,Iowa State Senate district 37,sldu-19037,,
ocd-division/country:us/state:ia/sldu:38,Iowa State Senate district 38,sldu-19038,,
ocd-division/country:us/state:ia/sldu:39,Iowa State Senate district 39,sldu-19039,,
ocd-division/country:us/state:ia/sldu:40,Iowa State Senate district 40,sldu-19040,,
ocd-division/country:us/state:ia/sldu:41,Iowa State Senate district 41,sldu-19041,,
ocd-division/country:us/state:ia/sldu:42,Iowa State Senate district 42,sldu-19042,,
ocd-division/country:us/state:ia/sldu:43,Iowa State Senate district 43,sldu-19043,,
ocd-division/country:us/state:ia/sldu:44,Iowa State Senate district 44,sldu-19044,,
ocd-division/country:us/state:ia/sldu:45,Iowa State Senate district 45,sldu-19045,,
ocd-division/country:us/state:ia/sldu:46,Iowa State Senate district 46,sldu-19046,,
ocd-division/country:us/state:ia/sldu:47,Iowa State Senate district 47,sldu-19047,,
ocd-division/country:us/state:ia/sldu:48,Iowa State Senate district 48,sldu-19048,,
ocd-division/country:us/state:ia/sldu:49,Iowa State Senate district 49,sldu-19049,,
ocd-division/country:us/state:ia/sldu:50,Iowa State Senate district 50,sldu-19050,,
ocd-division/country:us/state:ks/sldu:1,Kansas State Senate district 1,sldu-20001,,
ocd-division/country:us/state:ks/sldu:2,Kansas State Senate district 2,sldu-20002,,
ocd-division/country:us/state:ks/sldu:3,Kansas State Senate district 3,sldu-20003,,
ocd-division/country:us/state:ks/sldu:4,Kansas State Senate district 4,sldu-20004,,
ocd-division/country:us/state:ks/sldu:5,Kansas State Senate district 5,sldu-20005,,
ocd-division/country:us/state:ks/sldu:6,Kansas State Senate district 6,sldu-20006,,
ocd-division/country:us/state:ks/sldu:7,Kansas State Senate district 7,sldu-20007,,
ocd-division/country:us/state:ks/sldu:8,Kansas State Senate district 8,sldu-20008,,
ocd-division/country:us/state:ks/sldu:9,Kansas State Senate district 9,sldu-20009,,
ocd-division/country:us/state:ks/sldu:10,Kansas State Senate district 10,sldu-20010,,
ocd-division/country:us/state:ks/sldu:11,Kansas State Senate district 11,sldu-20011,,
ocd-division/country:us/state:ks/sldu:12,Kansas State Senate district 12,sldu-20012,,
ocd-division/country:us/state:ks/sldu:13,Kansas State Senate district 13,sldu-20013,,
ocd-division/country:us/state:ks/sldu:14,Kansas State Senate district 14,sldu-20014,,
ocd-division/country:us/state:ks/sldu:15,Kansas State Senate district 15,sldu-20015,,
ocd-division/country:us/state:ks/sldu:16,Kansas State Senate district 16,sldu-20016,,
ocd-division/country:us/state:ks/sldu:17,Kansas State Senate district 17,sldu-20017,,
ocd-division/country:us/state:ks/sldu:18,Kansas State Senate district 18,sldu-20018,,
ocd-division/country:us/state:ks/sldu:19,Kansas State Senate district 19,sldu-20019,,
ocd-division/country:us/state:ks/sldu:20,Kansas State Senate district 20,sldu-20020,,
ocd-division/country:us/state:ks/sldu:21,Kansas State Senate district 21,sldu-20021,,
ocd-division/country:us/state:ks/sldu:22,Kansas State Senate district 22,sldu-20022,,
ocd-division/country:us/state:ks/sldu:23,Kansas State Senate district 23,sldu-20023,,
ocd-division/country:us/state:ks/sldu:24,Kansas State Senate district 24,sldu-20024,,
ocd-division/country:us/state:ks/sldu:25,Kansas State Senate district 25,sldu-20025,,
ocd-division/country:us/state:ks/sldu:26,Kansas State Senate district 26,sldu-20026,,
ocd-division/country:us/state:ks/sldu:27,Kansas State Senate district 27,sldu-20027,,
ocd-division/country:us/state:ks/sldu:28,Kansas State Senate district 28,sldu-20028,,
ocd-division/country:us/state:ks/sldu:29,Kansas State Senate district 29,sldu-20029,,
ocd-division/country:us/state:ks/sldu:30,Kansas State Senate district 30,sldu-20030,,
ocd-division/country:us/state:ks/sldu:31,Kansas State Senate district 31,sldu-20031,,
ocd-division/country:us/state:ks/sldu:32,Kansas State Senate district 32,sldu-20032,,
ocd-division/country:us/state:ks/sldu:33,Kansas State Senate district 33,sldu-20033,,
ocd-division/country:us/state:ks/sldu:34,Kansas State Senate district 34,sldu-20034,,
ocd-division/country:us/state:ks/sldu:35,Kansas State Senate district 35,sldu-20035,,
ocd-division/country:us/state:ks/sldu:36,Kansas State Senate district 36,sldu-20036,,
ocd-division/country:us/state:ks/sldu:37,Kansas State Senate district 37,sldu-20037,,
ocd-division/country:us/state:ks/sldu:38,Kansas State Senate district 38,sldu-20038,,
ocd-division/country:us/state:ks/sldu:39,Kansas State Senate district 39,sldu-20039,,
ocd-division/country:us/state:ks/sldu:40,Kansas State Senate district 40,sldu-20040,,
ocd-division/country:us/state:ky/sldu:1,Kentucky State Senate district 1,sldu-21001,,
ocd-division/country:us/state:ky/sldu:2,Kentucky State Senate district 2,sldu-21002,,
ocd-division/country:us/state:ky/sldu:3,Kentucky State Senate district 3,sldu-21003,,
ocd-division/country:us/state:ky/sldu:4,Kentucky State Senate district 4,sldu-21004,,
ocd-division/country:us/state:ky/sldu:5,Kentucky State Senate district 5,sldu-21005,,
ocd-division/country:us/state:ky/sldu:6,Kentucky State Senate district 6,sldu-21006,,
ocd-division/country:us/state:ky/sldu:7,Kentucky State Senate district 7,sldu-21007,,
ocd-division/country:us/state:ky/sldu:8,Kentucky State Senate district 8,sldu-21008,,
ocd-division/country:us/state:ky/sldu:9,Kentucky State Senate district 9,sldu-21009,,
ocd-division/country:us/state:ky/sldu:10,Kentucky State Senate district 10,sldu-21010,,
ocd-division/country:us/state:ky/sldu:11,Kentucky State Senate district 11,sldu-21011,,
ocd-division/country:us/state:ky/sldu:12,Kentucky State Senate district 12,sldu-21012,,
ocd-division/country:us/state:ky/sldu:13,Kentucky State Senate district 13,sldu-21013,,
ocd-division/country:us/state:ky/sldu:14,Kentucky State Senate district 14,sldu-21014,,
ocd-division/country:us/state:ky/sldu:15,Kentucky State Senate district 15,sldu-21015,,
ocd-division/country:us/state:ky/sldu:16,Kentucky State Senate district 16,sldu-21016,,
ocd-division/country:us/state:ky/sldu:17,Kentucky State Senate district 17,sldu-21017,,
ocd-division/country:us/state:ky/sldu:18,Kentucky State Senate district 18,sldu-21018,,
ocd-division/country:us/state:ky/sldu:19,Kentucky State Senate district 19,sldu-21019,,
ocd-division/country:us/state:ky/sldu:20,Kentucky State Senate district 20,sldu-21020,,
ocd-division/country:us/state:ky/sldu:21,Kentucky State Senate district 21,sldu-21021,,
ocd-division/country:us/state:ky/sldu:22,Kentucky State Senate district 22,sldu-21022,,
ocd-division/country:us/state:ky/sldu:23,Kentucky State Senate district 23,sldu-21023,,
ocd-division/country:us/state:ky/sldu:24,Kentucky State Senate district 24,sldu-21024,,
ocd-division/country:us/state:ky/sldu:25,Kentucky State Senate district 25,sldu-21025,,
ocd-division/country:us/state:ky/sldu:26,Kentucky State Senate district 26,sldu-21026,,
ocd-division/country:us/state:ky/sldu:27,Kentucky State Senate district 27,sldu-21027,,
ocd-division/country:us/state:ky/sldu:28,Kentucky State Senate district 28,sldu-21028,,
ocd-division/country:us/state:ky/sldu:29,Kentucky State Senate district 29,sldu-21029,,
ocd-division/country:us/state:ky/sldu:30,Kentucky State Senate district 30,sldu-21030,,
ocd-division/country:us/state:ky/sldu:31,Kentucky State Senate district 31,sldu-21031,,
ocd-division/country:us/state:ky/sldu:32,Kentucky State Senate district 32,sldu-21032,,
ocd-division/country:us/state:ky/sldu:33,Kentucky State Senate district 33,sldu-21033,,
ocd-division/country:us/state:ky/sldu:34,Kentucky State Senate district 34,sldu-21034,,
ocd-division/country:us/state:ky/sldu:35,Kentucky State Senate district 35,sldu-21035,,
ocd-division/country:us/state:ky/sldu:36,Kentucky State Senate district 36,sldu-21036,,
ocd-division/country:us/state:ky/sldu:37,Kentucky State Senate district 37,sldu-21037,,
ocd-division/country:us/state:ky/sldu:38,Kentucky State Senate district 38,sldu-21038,,
ocd-division/country:us/state:la/sldu:1,Louisiana State Senate district 1,sldu-22001,,
ocd-division/country:us/state:la/sldu:2,Louisiana State Senate district 2,sldu-22002,,
ocd-division/country:us/state:la/sldu:3,Louisiana State Senate district 3,sldu-22003,,
ocd-division/country:us/state:la/sldu:4,Louisiana State Senate district 4,sldu-22004,,
ocd-division/country:us/state:la/sldu:5,Louisiana State Senate district 5,sldu-22005,,
ocd-division/country:us/state:la/sldu:6,Louisiana State Senate district 6,sldu-22006,,
ocd-division/country:us/state:la/sldu:7,Louisiana State Senate district 7,sldu-22007,,
ocd-division/country:us/state:la/sldu:8,Louisiana State Senate district 8,sldu-22008,,
ocd-division/country:us/state:la/sldu:9,Louisiana State Senate district 9,sldu-22009,,
ocd-division/country:us/state:la/sldu:10,Louisiana State Senate district 10,sldu-22010,,
ocd-division/country:us/state:la/sldu:11,Louisiana State Senate district 11,sldu-22011,,
ocd-division/country:us/state:la/sldu:12,Louisiana State Senate district 12,sldu-22012,,
ocd-division/country:us/state:la/sldu:13,Louisiana State Senate district 13,sldu-22013,,
ocd-division/country:us/state:la/sldu:14,Louisiana State Senate district 14,sldu-22014,,
ocd-division/country:us/state:la/sldu:15,Louisiana State Senate district 15,sldu-22015,,
ocd-division/country:us/state:la/sldu:16,Louisiana State Senate district 16,sldu-22016,,
ocd-division/country:us/state:la/sldu:17,Louisiana State Senate district 17,sldu-22017,,
ocd-division/country:us/state:la/sldu:18,Louisiana State Senate district 18,sldu-22018,,
ocd-division/country:us/state:la/sldu:19,Louisiana State Senate district 19,sldu-22019,,
ocd-division/country:us/state:la/sldu:20,Louisiana State Senate district 20,sldu-22020,,
ocd-division/country:us/state:la/sldu:21,Louisiana State Senate district 21,sldu-22021,,
ocd-division/country:us/state:la/sldu:22,Louisiana State Senate district 22,sldu-22022,,
ocd-division/country:us/state:la/sldu:23,Louisiana State Senate district 23,sldu-22023,,
ocd-division/country:us/state:la/sldu:24,Louisiana State Senate district 24,sldu-22024,,
ocd-division/country:us/state:la/sldu:25,Louisiana State Senate district 25,sldu-22025,,
ocd-division/country:us/state:la/sldu:26,Louisiana State Senate district 26,sldu-22026,,
ocd-division/country:us/state:la/sldu:27,Louisiana State Senate district 27,sldu-22027,,
ocd-division/country:us/state:la/sldu:28,Louisiana State Senate district 28,sldu-22028,,
ocd-division/country:us/state:la/sldu:29,Louisiana State Senate district 29,sldu-22029,,
ocd-division/country:us/state:la/sldu:30,Louisiana State Senate district 30,sldu-22030,,
ocd-division/country:us/state:la/sldu:31,Louisiana State Senate district 31,sldu-22031,,
ocd-division/country:us/state:la/sldu:32,Louisiana State Senate district 32,sldu-22032,,
ocd-division/country:us/state:la/sldu:33,Louisiana State Senate district 33,sldu-22033,,
ocd-division/country:us/state:la/sldu:34,Louisiana State Senate district 34,sldu-22034,,
ocd-division/country:us/state:la/sldu:35,Louisiana State Senate district 35,sldu-22035,,
ocd-division/country:us/state:la/sldu:36,Louisiana State Senate district 36,sldu-22036,,
ocd-division/country:us/state:la/sldu:37,Louisiana State Senate district 37,sldu-22037,,
ocd-division/country:us/state:la/sldu:38,Louisiana State Senate district 38,sldu-22038,,
ocd-division/country:us/state:la/sldu:39,Louisiana State Senate district 39,sldu-22039,,
ocd-division/country:us/state:me/sldu:1,Maine State Senate district 1,sldu-23001,,
ocd-division/country:us/state:me/sldu:2,Maine State Senate district 2,sldu-23002,,
ocd-division/country:us/state:me/sldu:3,Maine State Senate district 3,sldu-23003,,
ocd-division/country:us/state:me/sldu:4,Maine State Senate district 4,sldu-23004,,
ocd-division/country:us/state:me/sldu:5,Maine State Senate district 5,sldu-23005,,
ocd-division/country:us/state:me/sldu:6,Maine State Senate district 6,sldu-23006,,
ocd-division/country:us/state:me/sldu:7,Maine State Senate district 7,sldu-23007,,
ocd-division/country:us/state:me/sldu:8,Maine State Senate district 8,sldu-23008,,
ocd-division/country:us/state:me/sldu:9,Maine State Senate district 9,sldu-23009,,
ocd-division/country:us/state:me/sldu:10,Maine State Senate district 10,sldu-23010,,
ocd-division/country:us/state:me/sldu:11,Maine State Senate district 11,sldu-23011,,
ocd-division/country:us/state:me/sldu:12,Maine State Senate district 12,sldu-23012,,
ocd-division/country:us/state:me/sldu:13,Maine State Senate district 13,sldu-23013,,
ocd-division/country:us/state:me/sldu:14,Maine State Senate district 14,sldu-23014,,
ocd-division/country:us/state:me/sldu:15,Maine State Senate district 15,sldu-23015,,
ocd-division/country:us/state:me/sldu:16,Maine State Senate district 16,sldu-23016,,
ocd-division/country:us/state:me/sldu:17,Maine State Senate district 17,sldu-23017,,
ocd-division/country:us/state:me/sldu:18,Maine State Senate district 18,sldu-23018,,
ocd-division/country:us/state:me/sldu:19,Maine State Senate district 19,sldu-23019,,
ocd-division/country:us/state:me/sldu:20,Maine State Senate district 20,sldu-23020,,
ocd-division/country:us/state:me/sldu:21,Maine State Senate district 21,sldu-23021,,
ocd-division/country:us/state:me/sldu:22,Maine State Senate district 22,sldu-23022,,
ocd-division/country:us/state:me/sldu:23,Maine State Senate district 23,sldu-23023,,
ocd-division/country:us/state:me/sldu:24,Maine State Senate district 24,sldu-23024,,
ocd-division/country:us/state:me/sldu:25,Maine State Senate district 25,sldu-23025,,
ocd-division/country:us/state:me/sldu:26,Maine State Senate district 26,sldu-23026,,
ocd-division/country:us/state:me/sldu:27,Maine State Senate district 27,sldu-23027,,
ocd-division/country:us/state:me/sldu:28,Maine State Senate district 28,sldu-23028,,
ocd-division/country:us/state:me/sldu:29,Maine State Senate district 29,sldu-23029,,
ocd-division/country:us/state:me/sldu:30,Maine State Senate district 30,sldu-23030,,
ocd-division/country:us/state:me/sldu:31,Maine State Senate district 31,sldu-23031,,
ocd-division/country:us/state:me/sldu:32,Maine State Senate district 32,sldu-23032,,
ocd-division/country:us/state:me/sldu:33,Maine State Senate district 33,sldu-23033,,
ocd-division/country:us/state:me/sldu:34,Maine State Senate district 34,sldu-23034,,
ocd-division/country:us/state:me/sldu:35,Maine State Senate district 35,sldu-23035,,
ocd-division/country:us/state:md/sldu:1,Maryland State Senate district 1,sldu-24001,,
ocd-division/country:us/state:md/sldu:2,Maryland State Senate district 2,sldu-24002,,
ocd-division/country:us/state:md/sldu:3,Maryland State Senate district 3,sldu-24003,,
ocd-division/country:us/state:md/sldu:4,Maryland State Senate district 4,sldu-24004,,
ocd-division/country:us/state:md/sldu:5,Maryland State Senate district 5,sldu-24005,,
ocd-division/country:us/state:md/sldu:6,Maryland State Senate district 6,sldu-24006,,
ocd-division/country:us/state:md/sldu:7,Maryland State Senate district 7,sldu-24007,,
ocd-division/country:us/state:md/sldu:8,Maryland State Senate district 8,sldu-24008,,
ocd-division/country:us/state:md/sldu:9,Maryland State Senate district 9,sldu-24009,,
ocd-division/country:us/state:md/sldu:10,Maryland State Senate district 10,sldu-24010,,
ocd-division/country:us/state:md/sldu:11,Maryland State Senate district 11,sldu-24011,,
ocd-division/country:us/state:md/sldu:12,Maryland State Senate district 12,sldu-24012,,
ocd-division/country:us/state:md/sldu:13,Maryland State Senate district 13,sldu-24013,,
ocd-division/country:us/state:md/sldu:14,Maryland State Senate district 14,sldu-24014,,
ocd-division/country:us/state:md/sldu:15,Maryland State Senate district 15,sldu-24015,,
ocd-division/country:us/state:md/sldu:16,Maryland State Senate district 16,sldu-24016,,
ocd-division/country:us/state:md/sldu:17,Maryland State Senate district 17,sldu-24017,,
ocd-division/country:us/state:md/sldu:18,Maryland State Senate district 18,sldu-24018,,
ocd-division/country:us/state:md/sldu:19,Maryland State Senate district 19,sldu-24019,,
ocd-division/country:us/state:md/sldu:20,Maryland State Senate district 20,sldu-24020,,
ocd-division/country:us/state:md/sldu:21,Maryland State Senate district 21,sldu-24021,,
ocd-division/country:us/state:md/sldu:22,Maryland State Senate district 22,sldu-24022,,
ocd-division/country:us/state:md/sldu:23,Maryland State Senate district 23,sldu-24023,,
ocd-division/country:us/state:md/sldu:24,Maryland State Senate district 24,sldu-24024,,
ocd-division/country:us/state:md/sldu:25,Maryland State Senate district 25,sldu-24025,,
ocd-division/country:us/state:md/sldu:26,Maryland State Senate district 26,sldu-24026,,
ocd-division/country:us/state:md/sldu:27,Maryland State Senate district 27,sldu-24027,,
ocd-division/country:us/state:md/sldu:28,Maryland State Senate district 28,sldu-24028,,
ocd-division/country:us/state:md/sldu:29,Maryland State Senate district 29,sldu-24029,,
ocd-division/country:us/state:md/sldu:30,Maryland State Senate district 30,sldu-24030,,
ocd-division/country:us/state:md/sldu:31,Maryland State Senate district 31,sldu-24031,,
ocd-division/country:us/state:md/sldu:32,Maryland State Senate district 32,sldu-24032,,
ocd-division/country:us/state:md/sldu:33,Maryland State Senate district 33,sldu-24033,,
ocd-division/country:us/state:md/sldu:34,Maryland State Senate district 34,sldu-24034,,
ocd-division/country:us/state:md/sldu:35,Maryland State Senate district 35,sldu-24035,,
ocd-division/country:us/state:md/sldu:36,Maryland State Senate district 36,sldu-24036,,
ocd-division/country:us/state:md/sldu:37,Maryland State Senate district 37,sldu-24037,,
ocd-division/country:us/state:md/sldu:38,Maryland State Senate district 38,sldu-24038,,
ocd-division/country:us/state:md/sldu:39,Maryland State Senate district 39,sldu-24039,,
ocd-division/country:us/state:md/sldu:40,Maryland State Senate district 40,sldu-24040,,
ocd-division/country:us/state:md/sldu:41,Maryland State Senate district 41,sldu-24041,,
ocd-division/country:us/state:md/sldu:42,Maryland State Senate district 42,sldu-24042,,
ocd-division/country:us/state:md/sldu:43,Maryland State Senate district 43,sldu-24043,,
ocd-division/country:us/state:md/sldu:44,Maryland State Senate district 44,sldu-24044,,
ocd-division/country:us/state:md/sldu:45,Maryland State Senate district 45,sldu-24045,,
ocd-division/country:us/state:md/sldu:46,Maryland State Senate district 46,sldu-24046,,
ocd-division/country:us/state:md/sldu:47,Maryland State Senate district 47,sldu-24047,,
ocd-division/country:us/state:ma/sldu:berkshire_hampden_franklin_and_hampshire,"Massachusetts Berkshire, Hampden, Franklin & Hampshire district",sldu-25D01,2023-01-04,
ocd-division/country:us/state:ma/sldu:hampden_and_hampshire,Massachusetts Hampden & Hampshire district,sldu-25D02,2023-01-04,
ocd-division/country:us/state:ma/sldu:hampden,Massachusetts Hampden district,sldu-25D03,,
ocd-division/country:us/state:ma/sldu:hampden_hampshire_and_worcester,"Massachusetts Hampden, Hampshire & Worcester district",sldu-25D04,2023-01-04,
ocd-division/country:us/state:ma/sldu:hampshire_franklin_and_worcester,"Massachusetts Hampshire, Franklin & Worcester district",sldu-25D05,,
ocd-division/country:us/state:ma/sldu:worcester_and_hampshire,Massachusetts Worcester & Hampshire district,sldu-25D06,2023-01-04,
ocd-division/country:us/state:ma/sldu:worcester_and_hampden,Massachusetts Worcester & Hampden district,sldu-25D07,2023-01-04,
ocd-division/country:us/state:ma/sldu:2nd_worcester,Massachusetts Second Worcester district,sldu-25D08,,
ocd-division/country:us/state:ma/sldu:1st_worcester,Massachusetts First Worcester district,sldu-25D09,,
ocd-division/country:us/state:ma/sldu:worcester_and_middlesex,Massachusetts Worcester & Middlesex district,sldu-25D10,,
ocd-division/country:us/state:ma/sldu:1st_middlesex,Massachusetts First Middlesex district,sldu-25D11,,
ocd-division/country:us/state:ma/sldu:middlesex_and_worcester,Massachusetts Middlesex & Worcester district,sldu-25D12,,
ocd-division/country:us/state:ma/sldu:middlesex_and_norfolk,Massachusetts Middlesex & Norfolk district,sldu-25D13,2023-01-04,
ocd-division/country:us/state:ma/sldu:norfolk_worcester_and_middlesex,"Massachusetts Norfolk, Worcester & Middlesex district",sldu-25D14,2023-01-04,
ocd-division/country:us/state:ma/sldu:3rd_middlesex,Massachusetts Third Middlesex district,sldu-25D15,,
ocd-division/country:us/state:ma/sldu:4th_middlesex,Massachusetts Fourth Middlesex district,sldu-25D16,,
ocd-division/country:us/state:ma/sldu:norfolk_and_middlesex,Massachusetts Norfolk & Middlesex district,sldu-25D17,2023-01-04,
ocd-division/country:us/state:ma/sldu:norfolk_and_suffolk,Massachusetts Norfolk & Suffolk district,sldu-25D18,,
ocd-division/country:us/state:ma/sldu:1st_essex,Massachusetts First Essex district,sldu-25D19,,
ocd-division/country:us/state:ma/sldu:2nd_essex_and_middlesex,Massachusetts Second Essex & Middlesex district,sldu-25D20,,
ocd-division/country:us/state:ma/sldu:1st_essex_and_middlesex,Massachusetts First Essex & Middlesex district,sldu-25D21,,
ocd-division/country:us/state:ma/sldu:2nd_essex,Massachusetts Second Essex district,sldu-25D22,,
ocd-division/country:us/state:ma/sldu:5th_middlesex,Massachusetts Fifth Middlesex district,sldu-25D23,,
ocd-division/country:us/state:ma/sldu:3rd_essex,Massachusetts Third Essex district,sldu-25D24,,
ocd-division/country:us/state:ma/sldu:3rd_suffolk,Massachusetts Third Suffolk district,sldu-25D25,2023-01-04,
ocd-division/country:us/state:ma/sldu:middlesex_and_suffolk,Massachusetts Middlesex & Suffolk district,sldu-25D26,,
ocd-division/country:us/state:ma/sldu:2nd_middlesex,Massachusetts Second Middlesex district,sldu-25D27,,
ocd-division/country:us/state:ma/sldu:suffolk_and_middlesex,Massachusetts Suffolk & Middlesex district,sldu-25D28,2023-01-04,
ocd-division/country:us/state:ma/sldu:2nd_suffolk,Massachusetts Second Suffolk district,sldu-25D29,,
ocd-division/country:us/state:ma/sldu:1st_suffolk,Massachusetts First Suffolk district,sldu-25D30,,
ocd-division/country:us/state:ma/sldu:1st_plymouth_and_norfolk,Massachusetts First Plymouth & Norfolk district,sldu-25D31,2023-01-04,
ocd-division/country:us/state:ma/sldu:norfolk_and_plymouth,Massachusetts Norfolk & Plymouth district,sldu-25D32,,
ocd-division/country:us/state:ma/sldu:norfolk_plymouth_and_bristol,"Massachusetts Norfolk, Plymouth & Bristol district",sldu-25D33,2023-01-04,
ocd-division/country:us/state:ma/sldu:2nd_plymouth_and_norfolk,Massachusetts Second Plymouth & Norfolk District,sldu-25D34,2023-01-04,
ocd-division/country:us/state:ma/sldu:bristol_and_norfolk,Massachusetts Bristol & Norfolk district,sldu-25D35,,
ocd-division/country:us/state:ma/sldu:3rd_bristol_and_plymouth,Massachusetts Third Bristol & Plymouth district,sldu-25D36,2023-01-04,
ocd-division/country:us/state:ma/sldu:1st_bristol_and_plymouth,Massachusetts First Bristol & Plymouth district,sldu-25D37,,
ocd-division/country:us/state:ma/sldu:2nd_bristol_and_plymouth,Massachusetts Second Bristol & Plymouth district,sldu-25D38,,
ocd-division/country:us/state:ma/sldu:plymouth_and_barnstable,Massachusetts Plymouth & Barnstable district,sldu-25D39,,
ocd-division/country:us/state:ma/sldu:cape_and_islands,Massachusetts Cape & Islands district,sldu-25D40,,
ocd-division/country:us/state:mi/sldu:1,Michigan State Senate district 1,sldu-26001,,
ocd-division/country:us/state:mi/sldu:2,Michigan State Senate district 2,sldu-26002,,
ocd-division/country:us/state:mi/sldu:3,Michigan State Senate district 3,sldu-26003,,
ocd-division/country:us/state:mi/sldu:4,Michigan State Senate district 4,sldu-26004,,
ocd-division/country:us/state:mi/sldu:5,Michigan State Senate district 5,sldu-26005,,
ocd-division/country:us/state:mi/sldu:6,Michigan State Senate district 6,sldu-26006,,
ocd-division/country:us/state:mi/sldu:7,Michigan State Senate district 7,sldu-26007,,
ocd-division/country:us/state:mi/sldu:8,Michigan State Senate district 8,sldu-26008,,
ocd-division/country:us/state:mi/sldu:9,Michigan State Senate district 9,sldu-26009,,
ocd-division/country:us/state:mi/sldu:10,Michigan State Senate district 10,sldu-26010,,
ocd-division/country:us/state:mi/sldu:11,Michigan State Senate district 11,sldu-26011,,
ocd-division/country:us/state:mi/sldu:12,Michigan State Senate district 12,sldu-26012,,
ocd-division/country:us/state:mi/sldu:13,Michigan State Senate district 13,sldu-26013,,
ocd-division/country:us/state:mi/sldu:14,Michigan State Senate district 14,sldu-26014,,
ocd-division/country:us/state:mi/sldu:15,Michigan State Senate district 15,sldu-26015,,
ocd-division/country:us/state:mi/sldu:16,Michigan State Senate district 16,sldu-26016,,
ocd-division/country:us/state:mi/sldu:17,Michigan State Senate district 17,sldu-26017,,
ocd-division/country:us/state:mi/sldu:18,Michigan State Senate district 18,sldu-26018,,
ocd-division/country:us/state:mi/sldu:19,Michigan State Senate district 19,sldu-26019,,
ocd-division/country:us/state:mi/sldu:20,Michigan State Senate district 20,sldu-26020,,
ocd-division/country:us/state:mi/sldu:21,Michigan State Senate district 21,sldu-26021,,
