id,name,census-geoid,validFrom,validThrough
ocd-division/country:us/state:pa/sldu:28,Pennsylvania State Senate district 28,sldu-42028,,
ocd-division/country:us/state:pa/sldu:29,Pennsylvania State Senate district 29,sldu-42029,,
ocd-division/country:us/state:pa/sldu:30,Pennsylvania State Senate district 30,sldu-42030,,
ocd-division/country:us/state:pa/sldu:31,Pennsylvania State Senate district 31,sldu-42031,,
ocd-division/country:us/state:pa/sldu:32,Pennsylvania State Senate district 32,sldu-42032,,
ocd-division/country:us/state:pa/sldu:33,Pennsylvania State Senate district 33,sldu-42033,,
ocd-division/country:us/state:pa/sldu:34,Pennsylvania State Senate district 34,sldu-42034,,
ocd-division/country:us/state:pa/sldu:35,Pennsylvania State Senate district 35,sldu-42035,,
ocd-division/country:us/state:pa/sldu:36,Pennsylvania State Senate district 36,sldu-42036,,
ocd-division/country:us/state:pa/sldu:37,Pennsylvania State Senate district 37,sldu-42037,,
ocd-division/country:us/state:pa/sldu:38,Pennsylvania State Senate district 38,sldu-42038,,
ocd-division/country:us/state:pa/sldu:39,Pennsylvania State Senate district 39,sldu-42039,,
ocd-division/country:us/state:pa/sldu:40,Pennsylvania State Senate district 40,sldu-42040,,
ocd-division/country:us/state:pa/sldu:41,Pennsylvania State Senate district 41,sldu-42041,,
ocd-division/country:us/state:pa/sldu:42,Pennsylvania State Senate district 42,sldu-42042,,
ocd-division/country:us/state:pa/sldu:43,Pennsylvania State Senate district 43,sldu-42043,,
ocd-division/country:us/state:pa/sldu:44,Pennsylvania State Senate district 44,sldu-42044,,
ocd-division/country:us/state:pa/sldu:45,Pennsylvania State Senate district 45,sldu-42045,,
ocd-division/country:us/state:pa/sldu:46,Pennsylvania State Senate district 46,sldu-42046,,
ocd-division/country:us/state:pa/sldu:47,Pennsylvania State Senate district 47,sldu-42047,,
ocd-division/country:us/state:pa/sldu:48,Pennsylvania State Senate district 48,sldu-42048,,
ocd-division/country:us/state:pa/sldu:49,Pennsylvania State Senate district 49,sldu-42049,,
ocd-division/country:us/state:pa/sldu:50,Pennsylvania State Senate district 50,sldu-42050,,
ocd-division/country:us/state:ri/sldu:1,Rhode Island State Senate district 1,sldu-44001,,
ocd-division/country:us/state:ri/sldu:2,Rhode Island State Senate district 2,sldu-44002,,
ocd-division/country:us/state:ri/sldu:3,Rhode Island State Senate district 3,sldu-44003,,
ocd-division/country:us/state:ri/sldu:4,Rhode Island State Senate district 4,sldu-44004,,
ocd-division/country:us/state:ri/sldu:5,Rhode Island State Senate district 5,sldu-44005,,
ocd-division/country:us/state:ri/sldu:6,Rhode Island State Senate district 6,sldu-44006,,
ocd-division/country:us/state:ri/sldu:7,Rhode Island State Senate district 7,sldu-44007,,
ocd-division/country:us/state:ri/sldu:8,Rhode Island State Senate district 8,sldu-44008,,
ocd-division/country:us/state:ri/sldu:9,Rhode Island State Senate district 9,sldu-44009,,
ocd-division/country:us/state:ri/sldu:10,Rhode Island State Senate district 10,sldu-44010,,
ocd-division/country:us/state:ri/sldu:11,Rhode Island State Senate district 11,sldu-44011,,
ocd-division/country:us/state:ri/sldu:12,Rhode Island State Senate district 12,sldu-44012,,
ocd-division/country:us/state:ri/sldu:13,Rhode Island State Senate district 13,sldu-44013,,
ocd-division/country:us/state:ri/sldu:14,Rhode Island State Senate district 14,sldu-44014,,
ocd-division/country:us/state:ri/sldu:15,Rhode Island State Senate district 15,sldu-44015,,
ocd-division/country:us/state:ri/sldu:16,Rhode Island State Senate district 16,sldu-44016,,
ocd-division/country:us/state:ri/sldu:17,Rhode Island State Senate district 17,sldu-44017,,
ocd-division/country:us/state:ri/sldu:18,Rhode Island State Senate district 18,sldu-44018,,
ocd-division/country:us/state:ri/sldu:19,Rhode Island State Senate district 19,sldu-44019,,
ocd-division/country:us/state:ri/sldu:20,Rhode Island State Senate district 20,sldu-44020,,
ocd-division/country:us/state:ri/sldu:21,Rhode Island State Senate district 21,sldu-44021,,
ocd-division/country:us/state:ri/sldu:22,Rhode Island State Senate district 22,sldu-44022,,
ocd-division/country:us/state:ri/sldu:23,Rhode Island State Senate district 23,sldu-44023,,
ocd-division/country:us/state:ri/sldu:24,Rhode Island State Senate district 24,sldu-44024,,
ocd-division/country:us/state:ri/sldu:25,Rhode Island State Senate district 25,sldu-44025,,
ocd-division/country:us/state:ri/sldu:26,Rhode Island State Senate district 26,sldu-44026,,
ocd-division/country:us/state:ri/sldu:27,Rhode Island State Senate district 27,sldu-44027,,
ocd-division/country:us/state:ri/sldu:28,Rhode Island State Senate district 28,sldu-44028,,
ocd-division/country:us/state:ri/sldu:29,Rhode Island State Senate district 29,sldu-44029,,
ocd-division/country:us/state:ri/sldu:30,Rhode Island State Senate district 30,sldu-44030,,
ocd-division/country:us/state:ri/sldu:31,Rhode Island State Senate district 31,sldu-44031,,
ocd-division/country:us/state:ri/sldu:32,Rhode Island State Senate district 32,sldu-44032,,
ocd-division/country:us/state:ri/sldu:33,Rhode Island State Senate district 33,sldu-44033,,
ocd-division/country:us/state:ri/sldu:34,Rhode Island State Senate district 34,sldu-44034,,
ocd-division/country:us/state:ri/sldu:35,Rhode Island State Senate district 35,sldu-44035,,
ocd-division/country:us/state:ri/sldu:36,Rhode Island State Senate district 36,sldu-44036,,
ocd-division/country:us/state:ri/sldu:37,Rhode Island State Senate district 37,sldu-44037,,
ocd-division/country:us/state:ri/sldu:38,Rhode Island State Senate district 38,sldu-44038,,
ocd-division/country:us/state:sc/sldu:1,South Carolina State Senate district 1,sldu-45001,,
ocd-division/country:us/state:sc/sldu:2,South Carolina State Senate district 2,sldu-45002,,
ocd-division/country:us/state:sc/sldu:3,South Carolina State Senate district 3,sldu-45003,,
ocd-division/country:us/state:sc/sldu:4,South Carolina State Senate district 4,sldu-45004,,
ocd-division/country:us/state:sc/sldu:5,South Carolina State Senate district 5,sldu-45005,,
ocd-division/country:us/state:sc/sldu:6,South Carolina State Senate district 6,sldu-45006,,
ocd-division/country:us/state:sc/sldu:7,South Carolina State Senate district 7,sldu-45007,,
ocd-division/country:us/state:sc/sldu:8,South Carolina State Senate district 8,sldu-45008,,
ocd-division/country:us/state:sc/sldu:9,South Carolina State Senate district 9,sldu-45009,,
ocd-division/country:us/state:sc/sldu:10,South Carolina State Senate district 10,sldu-45010,,
ocd-division/country:us/state:sc/sldu:11,South Carolina State Senate district 11,sldu-45011,,
ocd-division/country:us/state:sc/sldu:12,South Carolina State Senate district 12,sldu-45012,,
ocd-division/country:us/state:sc/sldu:13,South Carolina State Senate district 13,sldu-45013,,
ocd-division/country:us/state:sc/sldu:14,South Carolina State Senate district 14,sldu-45014,,
ocd-division/country:us/state:sc/sldu:15,South Carolina State Senate district 15,sldu-45015,,
ocd-division/country:us/state:sc/sldu:16,South Carolina State Senate district 16,sldu-45016,,
ocd-division/country:us/state:sc/sldu:17,South Carolina State Senate district 17,sldu-45017,,
ocd-division/country:us/state:sc/sldu:18,South Carolina State Senate district 18,sldu-45018,,
ocd-division/country:us/state:sc/sldu:19,South Carolina State Senate district 19,sldu-45019,,
ocd-division/country:us/state:sc/sldu:20,South Carolina State Senate district 20,sldu-45020,,
ocd-division/country:us/state:sc/sldu:21,South Carolina State Senate district 21,sldu-45021,,
ocd-division/country:us/state:sc/sldu:22,South Carolina State Senate district 22,sldu-45022,,
ocd-division/country:us/state:sc/sldu:23,South Carolina State Senate district 23,sldu-45023,,
ocd-division/country:us/state:sc/sldu:24,South Carolina State Senate district 24,sldu-45024,,
ocd-division/country:us/state:sc/sldu:25,South Carolina State Senate district 25,sldu-45025,,
ocd-division/country:us/state:sc/sldu:26,South Carolina State Senate district 26,sldu-45026,,
ocd-division/country:us/state:sc/sldu:27,South Carolina State Senate district 27,sldu-45027,,
ocd-division/country:us/state:sc/sldu:28,South Carolina State Senate district 28,sldu-45028,,
ocd-division/country:us/state:sc/sldu:29,South Carolina State Senate district 29,sldu-45029,,
ocd-division/country:us/state:sc/sldu:30,South Carolina State Senate district 30,sldu-45030,,
ocd-division/country:us/state:sc/sldu:31,South Carolina State Senate district 31,sldu-45031,,
ocd-division/country:us/state:sc/sldu:32,South Carolina State Senate district 32,sldu-45032,,
ocd-division/country:us/state:sc/sldu:33,South Carolina State Senate district 33,sldu-45033,,
ocd-division/country:us/state:sc/sldu:34,South Carolina State Senate district 34,sldu-45034,,
ocd-division/country:us/state:sc/sldu:35,South Carolina State Senate district 35,sldu-45035,,
ocd-division/country:us/state:sc/sldu:36,South Carolina State Senate district 36,sldu-45036,,
ocd-division/country:us/state:sc/sldu:37,South Carolina State Senate district 37,sldu-45037,,
ocd-division/country:us/state:sc/sldu:38,South Carolina State Senate district 38,sldu-45038,,
ocd-division/country:us/state:sc/sldu:39,South Carolina State Senate district 39,sldu-45039,,
ocd-division/country:us/state:sc/sldu:40,South Carolina State Senate district 40,sldu-45040,,
ocd-division/country:us/state:sc/sldu:41,South Carolina State Senate district 41,sldu-45041,,
ocd-division/country:us/state:sc/sldu:42,South Carolina State Senate district 42,sldu-45042,,
ocd-division/country:us/state:sc/sldu:43,South Carolina State Senate district 43,sldu-45043,,
ocd-division/country:us/state:sc/sldu:44,South Carolina State Senate district 44,sldu-45044,,
ocd-division/country:us/state:sc/sldu:45,South Carolina State Senate district 45,sldu-45045,,
ocd-division/country:us/state:sc/sldu:46,South Carolina State Senate district 46,sldu-45046,,
ocd-division/country:us/state:sd/sldu:1,South Dakota State Senate district 1,sldu-46001,,
ocd-division/country:us/state:sd/sldu:2,South Dakota State Senate district 2,sldu-46002,,
ocd-division/country:us/state:sd/sldu:3,South Dakota State Senate district 3,sldu-46003,,
ocd-division/country:us/state:sd/sldu:4,South Dakota State Senate district 4,sldu-46004,,
ocd-division/country:us/state:sd/sldu:5,South Dakota State Senate district 5,sldu-46005,,
ocd-division/country:us/state:sd/sldu:6,South Dakota State Senate district 6,sldu-46006,,
ocd-division/country:us/state:sd/sldu:7,South Dakota State Senate district 7,sldu-46007,,
ocd-division/country:us/state:sd/sldu:8,South Dakota State Senate district 8,sldu-46008,,
ocd-division/country:us/state:sd/sldu:9,South Dakota State Senate district 9,sldu-46009,,
ocd-division/country:us/state:sd/sldu:10,South Dakota State Senate district 10,sldu-46010,,
ocd-division/country:us/state:sd/sldu:11,South Dakota State Senate district 11,sldu-46011,,
ocd-division/country:us/state:sd/sldu:12,South Dakota State Senate district 12,sldu-46012,,
ocd-division/country:us/state:sd/sldu:13,South Dakota State Senate district 13,sldu-46013,,
ocd-division/country:us/state:sd/sldu:14,South Dakota State Senate district 14,sldu-46014,,
ocd-division/country:us/state:sd/sldu:15,South Dakota State Senate district 15,sldu-46015,,
ocd-division/country:us/state:sd/sldu:16,South Dakota State Senate district 16,sldu-46016,,
ocd-division/country:us/state:sd/sldu:17,South Dakota State Senate district 17,sldu-46017,,
ocd-division/country:us/state:sd/sldu:18,South Dakota State Senate district 18,sldu-46018,,
ocd-division/country:us/state:sd/sldu:19,South Dakota State Senate district 19,sldu-46019,,
ocd-division/country:us/state:sd/sldu:20,South Dakota State Senate district 20,sldu-46020,,
ocd-division/country:us/state:sd/sldu:21,South Dakota State Senate district 21,sldu-46021,,
ocd-division/country:us/state:sd/sldu:22,South Dakota State Senate district 22,sldu-46022,,
ocd-division/country:us/state:sd/sldu:23,South Dakota State Senate district 23,sldu-46023,,
ocd-division/country:us/state:sd/sldu:24,South Dakota State Senate district 24,sldu-46024,,
ocd-division/country:us/state:sd/sldu:25,South Dakota State Senate district 25,sldu-46025,,
ocd-division/country:us/state:sd/sldu:26,South Dakota State Senate district 26,sldu-46026,,
ocd-division/country:us/state:sd/sldu:27,South Dakota State Senate district 27,sldu-46027,,
ocd-division/country:us/state:sd/sldu:28,South Dakota State Senate district 28,sldu-46028,,
ocd-division/country:us/state:sd/sldu:29,South Dakota State Senate district 29,sldu-46029,,
ocd-division/country:us/state:sd/sldu:30,South Dakota State Senate district 30,sldu-46030,,
ocd-division/country:us/state:sd/sldu:31,South Dakota State Senate district 31,sldu-46031,,
ocd-division/country:us/state:sd/sldu:32,South Dakota State Senate district 32,sldu-46032,,
ocd-division/country:us/state:sd/sldu:33,South Dakota State Senate district 33,sldu-46033,,
ocd-division/country:us/state:sd/sldu:34,South Dakota State Senate district 34,sldu-46034,,
ocd-division/country:us/state:sd/sldu:35,South Dakota State Senate district 35,sldu-46035,,
ocd-division/country:us/state:tn/sldu:1,Tennessee State Senate district 1,sldu-47001,,
ocd-division/country:us/state:tn/sldu:2,Tennessee State Senate district 2,sldu-47002,,
ocd-division/country:us/state:tn/sldu:3,Tennessee State Senate district 3,sldu-47003,,
ocd-division/country:us/state:tn/sldu:4,Tennessee State Senate district 4,sldu-47004,,
ocd-division/country:us/state:tn/sldu:5,Tennessee State Senate district 5,sldu-47005,,
ocd-division/country:us/state:tn/sldu:6,Tennessee State Senate district 6,sldu-47006,,
ocd-division/country:us/state:tn/sldu:7,Tennessee State Senate district 7,sldu-47007,,
ocd-division/country:us/state:tn/sldu:8,Tennessee State Senate district 8,sldu-47008,,
ocd-division/country:us/state:tn/sldu:9,Tennessee State Senate district 9,sldu-47009,,
ocd-division/country:us/state:tn/sldu:10,Tennessee State Senate district 10,sldu-47010,,
ocd-division/country:us/state:tn/sldu:11,Tennessee State Senate district 11,sldu-47011,,
ocd-division/country:us/state:tn/sldu:12,Tennessee State Senate district 12,sldu-47012,,
ocd-division/country:us/state:tn/sldu:13,Tennessee State Senate district 13,sldu-47013,,
ocd-division/country:us/state:tn/sldu:14,Tennessee State Senate district 14,sldu-47014,,
ocd-division/country:us/state:tn/sldu:15,Tennessee State Senate district 15,sldu-47015,,
ocd-division/country:us/state:tn/sldu:16,Tennessee State Senate district 16,sldu-47016,,
ocd-division/country:us/state:tn/sldu:17,Tennessee State Senate district 17,sldu-47017,,
ocd-division/country:us/state:tn/sldu:18,Tennessee State Senate district 18,sldu-47018,,
ocd-division/country:us/state:tn/sldu:19,Tennessee State Senate district 19,sldu-47019,,
ocd-division/country:us/state:tn/sldu:20,Tennessee State Senate district 20,sldu-47020,,
ocd-division/country:us/state:tn/sldu:21,Tennessee State Senate district 21,sldu-47021,,
ocd-division/country:us/state:tn/sldu:22,Tennessee State Senate district 22,sldu-47022,,
ocd-division/country:us/state:tn/sldu:23,Tennessee State Senate district 23,sldu-47023,,
ocd-division/country:us/state:tn/sldu:24,Tennessee State Senate district 24,sldu-47024,,
ocd-division/country:us/state:tn/sldu:25,Tennessee State Senate district 25,sldu-47025,,
ocd-division/country:us/state:tn/sldu:26,Tennessee State Senate district 26,sldu-47026,,
ocd-division/country:us/state:tn/sldu:27,Tennessee State Senate district 27,sldu-47027,,
ocd-division/country:us/state:tn/sldu:28,Tennessee State Senate district 28,sldu-47028,,
ocd-division/country:us/state:tn/sldu:29,Tennessee State Senate district 29,sldu-47029,,
ocd-division/country:us/state:tn/sldu:30,Tennessee State Senate district 30,sldu-47030,,
ocd-division/country:us/state:tn/sldu:31,Tennessee State Senate district 31,sldu-47031,,
ocd-division/country:us/state:tn/sldu:32,Tennessee State Senate district 32,sldu-47032,,
ocd-division/country:us/state:tn/sldu:33,Tennessee State Senate district 33,sldu-47033,,
ocd-division/country:us/state:tx/sldu:1,Texas State Senate district 1,sldu-48001,,
ocd-division/country:us/state:tx/sldu:2,Texas State Senate district 2,sldu-48002,,
ocd-division/country:us/state:tx/sldu:3,Texas State Senate district 3,sldu-48003,,
ocd-division/country:us/state:tx/sldu:4,Texas State Senate district 4,sldu-48004,,
ocd-division/country:us/state:tx/sldu:5,Texas State Senate district 5,sldu-48005,,
ocd-division/country:us/state:tx/sldu:6,Texas State Senate district 6,sldu-48006,,
ocd-division/country:us/state:tx/sldu:7,Texas State Senate district 7,sldu-48007,,
ocd-division/country:us/state:tx/sldu:8,Texas State Senate district 8,sldu-48008,,
ocd-division/country:us/state:tx/sldu:9,Texas State Senate district 9,sldu-48009,,
ocd-division/country:us/state:tx/sldu:10,Texas State Senate district 10,sldu-48010,,
ocd-division/country:us/state:tx/sldu:11,Texas State Senate district 11,sldu-48011,,
ocd-division/country:us/state:tx/sldu:12,Texas State Senate district 12,sldu-48012,,
ocd-division/country:us/state:tx/sldu:13,Texas State Senate district 13,sldu-48013,,
ocd-division/country:us/state:tx/sldu:14,Texas State Senate district 14,sldu-48014,,
ocd-division/country:us/state:tx/sldu:15,Texas State Senate district 15,sldu-48015,,
ocd-division/country:us/state:tx/sldu:16,Texas State Senate district 16,sldu-48016,,
ocd-division/country:us/state:tx/sldu:17,Texas State Senate district 17,sldu-48017,,
ocd-division/country:us/state:tx/sldu:18,Texas State Senate district 18,sldu-48018,,
ocd-division/country:us/state:tx/sldu:19,Texas State Senate district 19,sldu-48019,,
ocd-division/country:us/state:tx/sldu:20,Texas State Senate district 20,sldu-48020,,
ocd-division/country:us/state:tx/sldu:21,Texas State Senate district 21,sldu-48021,,
ocd-division/country:us/state:tx/sldu:22,Texas State Senate district 22,sldu-48022,,
ocd-division/country:us/state:tx/sldu:23,Texas State Senate district 23,sldu-48023,,
ocd-division/country:us/state:tx/sldu:24,Texas State Senate district 24,sldu-48024,,
ocd-division/country:us/state:tx/sldu:25,Texas State Senate district 25,sldu-48025,,
ocd-division/country:us/state:tx/sldu:26,Texas State Senate district 26,sldu-48026,,
ocd-division/country:us/state:tx/sldu:27,Texas State Senate district 27,sldu-48027,,
ocd-division/country:us/state:tx/sldu:28,Texas State Senate district 28,sldu-48028,,
ocd-division/country:us/state:tx/sldu:29,Texas State Senate district 29,sldu-48029,,
ocd-division/country:us/state:tx/sldu:30,Texas State Senate district 30,sldu-48030,,
ocd-division/country:us/state:tx/sldu:31,Texas State Senate district 31,sldu-48031,,
ocd-division/country:us/state:ut/sldu:1,Utah State Senate district 1,sldu-49001,,
ocd-division/country:us/state:ut/sldu:2,Utah State Senate district 2,sldu-49002,,
ocd-division/country:us/state:ut/sldu:3,Utah State Senate district 3,sldu-49003,,
ocd-division/country:us/state:ut/sldu:4,Utah State Senate district 4,sldu-49004,,
ocd-division/country:us/state:ut/sldu:5,Utah State Senate district 5,sldu-49005,,
ocd-division/country:us/state:ut/sldu:6,Utah State Senate district 6,sldu-49006,,
ocd-division/country:us/state:ut/sldu:7,Utah State Senate district 7,sldu-49007,,
ocd-division/country:us/state:ut/sldu:8,Utah State Senate district 8,sldu-49008,,
ocd-division/country:us/state:ut/sldu:9,Utah State Senate district 9,sldu-49009,,
ocd-division/country:us/state:ut/sldu:10,Utah State Senate district 10,sldu-49010,,
ocd-division/country:us/state:ut/sldu:11,Utah State Senate district 11,sldu-49011,,
ocd-division/country:us/state:ut/sldu:12,Utah State Senate district 12,sldu-49012,,
ocd-division/country:us/state:ut/sldu:13,Utah State Senate district 13,sldu-49013,,
ocd-division/country:us/state:ut/sldu:14,Utah State Senate district 14,sldu-49014,,
ocd-division/country:us/state:ut/sldu:15,Utah State Senate district 15,sldu-49015,,
ocd-division/country:us/state:ut/sldu:16,Utah State Senate district 16,sldu-49016,,
ocd-division/country:us/state:ut/sldu:17,Utah State Senate district 17,sldu-49017,,
ocd-division/country:us/state:ut/sldu:18,Utah State Senate district 18,sldu-49018,,
ocd-division/country:us/state:ut/sldu:19,Utah State Senate district 19,sldu-49019,,
ocd-division/country:us/state:ut/sldu:20,Utah State Senate district 20,sldu-49020,,
ocd-division/country:us/state:ut/sldu:21,Utah State Senate district 21,sldu-49021,,
ocd-division/country:us/state:ut/sldu:22,Utah State Senate district 22,sldu-49022,,
ocd-division/country:us/state:ut/sldu:23,Utah State Senate district 23,sldu-49023,,
ocd-division/country:us/state:ut/sldu:24,Utah State Senate district 24,sldu-49024,,
ocd-division/country:us/state:ut/sldu:25,Utah State Senate district 25,sldu-49025,,
ocd-division/country:us/state:ut/sldu:26,Utah State Senate district 26,sldu-49026,,
ocd-division/country:us/state:ut/sldu:27,Utah State Senate district 27,sldu-49027,,
ocd-division/country:us/state:ut/sldu:28,Utah State Senate district 28,sldu-49028,,
ocd-division/country:us/state:ut/sldu:29,Utah State Senate district 29,sldu-49029,,
ocd-division/country:us/state:vt/sldu:addison,Vermont Addison State Senate district,sldu-50ADD,,
ocd-division/country:us/state:vt/sldu:bennington,Vermont Bennington State Senate district,sldu-50BEN,,
ocd-division/country:us/state:vt/sldu:caledonia,Vermont Caledonia State Senate district,sldu-50CAL,,
ocd-division/country:us/state:vt/sldu:chittenden-central,Vermont Chittenden Central State Senate district,sldu-50CHC,2023-01-04,
ocd-division/country:us/state:vt/sldu:chittenden-north,Vermont Chittenden North State Senate district,sldu-50CHN,2023-01-04,
ocd-division/country:us/state:vt/sldu:chittenden-southeast,Vermont Chittenden Southeast State Senate district,sldu-50CHS,2023-01-04,
ocd-division/country:us/state:vt/sldu:essex,Vermont Essex State Senate district,sldu-50ESX,2023-01-04,
ocd-division/country:us/state:vt/sldu:franklin,Vermont Franklin State Senate district,sldu-50FRA,,
ocd-division/country:us/state:vt/sldu:grand_isle,Vermont Grand Isle Senate district,sldu-50GRI,,
ocd-division/country:us/state:vt/sldu:lamoille,Vermont Lamoille State Senate district,sldu-50LAM,,
ocd-division/country:us/state:vt/sldu:orange,Vermont Orange State Senate district,sldu-50ORA,,
ocd-division/country:us/state:vt/sldu:orleans,Vermont Orleans State Senate district,sldu-50ORL,2023-01-04,
ocd-division/country:us/state:vt/sldu:rutland,Vermont Rutland State Senate district,sldu-50RUT,,
ocd-division/country:us/state:vt/sldu:washington,Vermont Washington State Senate district,sldu-50WAS,,
ocd-division/country:us/state:vt/sldu:windham,Vermont Windham State Senate district,sldu-50WDH,,
ocd-division/country:us/state:vt/sldu:windsor,Vermont Windsor State Senate district,sldu-50WSR,,
ocd-division/country:us/state:va/sldu:1,Virginia State Senate district 1,sldu-51001,,
ocd-division/country:us/state:va/sldu:2,Virginia State Senate district 2,sldu-51002,,
ocd-division/country:us/state:va/sldu:3,Virginia State Senate district 3,sldu-51003,,
ocd-division/country:us/state:va/sldu:4,Virginia State Senate district 4,sldu-51004,,
ocd-division/country:us/state:va/sldu:5,Virginia State Senate district 5,sldu-51005,,
ocd-division/country:us/state:va/sldu:6,Virginia State Senate district 6,sldu-51006,,
ocd-division/country:us/state:va/sldu:7,Virginia State Senate district 7,sldu-51007,,
ocd-division/country:us/state:va/sldu:8,Virginia State Senate district 8,sldu-51008,,
ocd-division/country:us/state:va/sldu:9,Virginia State Senate district 9,sldu-51009,,
ocd-division/country:us/state:va/sldu:10,Virginia State Senate district 10,sldu-51010,,
ocd-division/country:us/state:va/sldu:11,Virginia State Senate district 11,sldu-51011,,
ocd-division/country:us/state:va/sldu:12,Virginia State Senate district 12,sldu-51012,,
ocd-division/country:us/state:va/sldu:13,Virginia State Senate district 13,sldu-51013,,
ocd-division/country:us/state:va/sldu:14,Virginia State Senate district 14,sldu-51014,,
ocd-division/country:us/state:va/sldu:15,Virginia State Senate district 15,sldu-51015,,
ocd-division/country:us/state:va/sldu:16,Virginia State Senate district 16,sldu-51016,,
ocd-division/country:us/state:va/sldu:17,Virginia State Senate district 17,sldu-51017,,
ocd-division/country:us/state:va/sldu:18,Virginia State Senate district 18,sldu-51018,,
ocd-division/country:us/state:va/sldu:19,Virginia State Senate district 19,sldu-51019,,
ocd-division/country:us/state:va/sldu:20,Virginia State Senate district 20,sldu-51020,,
ocd-division/country:us/state:va/sldu:21,Virginia State Senate district 21,sldu-51021,,
ocd-division/country:us/state:va/sldu:22,Virginia State Senate district 22,sldu-51022,,
ocd-division/country:us/state:va/sldu:23,Virginia State Senate district 23,sldu-51023,,
ocd-division/country:us/state:va/sldu:24,Virginia State Senate district 24,sldu-51024,,
ocd-division/country:us/state:va/sldu:25,Virginia State Senate district 25,sldu-51025,,
ocd-division/country:us/state:va/sldu:26,Virginia State Senate district 26,sldu-51026,,
ocd-division/country:us/state:va/sldu:27,Virginia State Senate district 27,sldu-51027,,
ocd-division/country:us/state:va/sldu:28,Virginia State Senate district 28,sldu-51028,,
ocd-division/country:us/state:va/sldu:29,Virginia State Senate district 29,sldu-51029,,
ocd-division/country:us/state:va/sldu:30,Virginia State Senate district 30,sldu-51030,,
ocd-division/country:us/state:va/sldu:31,Virginia State Senate district 31,sldu-51031,,
ocd-division/country:us/state:va/sldu:32,Virginia State Senate district 32,sldu-51032,,
ocd-division/country:us/state:va/sldu:33,Virginia State Senate district 33,sldu-51033,,
ocd-division/country:us/state:va/sldu:34,Virginia State Senate district 34,sldu-51034,,
ocd-division/country:us/state:va/sldu:35,Virginia State Senate district 35,sldu-51035,,
ocd-division/country:us/state:va/sldu:36,Virginia State Senate district 36,sldu-51036,,
ocd-division/country:us/state:va/sldu:37,Virginia State Senate district 37,sldu-51037,,
ocd-division/country:us/state:va/sldu:38,Virginia State Senate district 38,sldu-51038,,
ocd-division/country:us/state:va/sldu:39,Virginia State Senate district 39,sldu-51039,,
ocd-division/country:us/state:va/sldu:40,Virginia State Senate district 40,sldu-51040,,
ocd-division/country:us/state:wa/sldu:1,Washington State Senate district 1,sldu-53001,,
ocd-division/country:us/state:wa/sldu:2,Washington State Senate district 2,sldu-53002,,
ocd-division/country:us/state:wa/sldu:3,Washington State Senate district 3,sldu-53003,,
ocd-division/country:us/state:wa/sldu:4,Washington State Senate district 4,sldu-53004,,
ocd-division/country:us/state:wa/sldu:5,Washington State Senate district 5,sldu-53005,,
ocd-division/country:us/state:wa/sldu:6,Washington State Senate district 6,sldu-53006,,
ocd-division/country:us/state:wa/sldu:7,Washington State Senate district 7,sldu-53007,,
ocd-division/country:us/state:wa/sldu:8,Washington State Senate district 8,sldu-53008,,
ocd-division/country:us/state:wa/sldu:9,Washington State Senate district 9,sldu-53009,,
ocd-division/country:us/state:wa/sldu:10,Washington State Senate district 10,sldu-53010,,
ocd-division/country:us/state:wa/sldu:11,Washington State Senate district 11,sldu-53011,,
ocd-division/country:us/state:wa/sldu:12,Washington State Senate district 12,sldu-53012,,
ocd-division/country:us/state:wa/sldu:13,Washington State Senate district 13,sldu-53013,,
ocd-division/country:us/state:wa/sldu:14,Washington State Senate district 14,sldu-53014,,
ocd-division/country:us/state:wa/sldu:15,Washington State Senate district 15,sldu-53015,,
ocd-division/country:us/state:wa/sldu:16,Washington State Senate district 16,sldu-53016,,
ocd-division/country:us/state:wa/sldu:17,Washington State Senate district 17,sldu-53017,,
ocd-division/country:us/state:wa/sldu:18,Washington State Senate district 18,sldu-53018,,
ocd-division/country:us/state:wa/sldu:19,Washington State Senate district 19,sldu-53019,,
ocd-division/country:us/state:wa/sldu:20,Washington State Senate district 20,sldu-53020,,
ocd-division/country:us/state:wa/sldu:21,Washington State Senate district 21,sldu-53021,,
ocd-division/country:us/state:wa/sldu:22,Washington State Senate district 22,sldu-53022,,
ocd-division/country:us/state:wa/sldu:23,Washington State Senate district 23,sldu-53023,,
ocd-division/country:us/state:wa/sldu:24,Washington State Senate district 24,sldu-53024,,
ocd-division/country:us/state:wa/sldu:25,Washington State Senate district 25,sldu-53025,,
ocd-division/country:us/state:wa/sldu:26,Washington State Senate district 26,sldu-53026,,
ocd-division/country:us/state:wa/sldu:27,Washington State Senate district 27,sldu-53027,,
ocd-division/country:us/state:wa/sldu:28,Washington State Senate district 28,sldu-53028,,
ocd-division/country:us/state:wa/sldu:29,Washington State Senate district 29,sldu-53029,,
ocd-division/country:us/state:wa/sldu:30,Washington State Senate district 30,sldu-53030,,
ocd-division/country:us/state:wa/sldu:31,Washington State Senate district 31,sldu-53031,,
ocd-division/country:us/state:wa/sldu:32,Washington State Senate district 32,sldu-53032,,
ocd-division/country:us/state:wa/sldu:33,Washington State Senate district 33,sldu-53033,,
ocd-division/country:us/state:wa/sldu:34,Washington State Senate district 34,sldu-53034,,
ocd-division/country:us/state:wa/sldu:35,Washington State Senate district 35,sldu-53035,,
