id,name,sameAs,sameAsNote,validFrom,validThrough
ocd-division/country:my/state:10/ed:petaling_jaya,Petaling Jaya,,,,
ocd-division/country:my/state:10/ed:petaling_jaya_selatan,Petaling Jaya Selatan,,,,2018
ocd-division/country:my/state:10/ed:petaling_jaya_utara,Petaling Jaya Utara,,,,2018
ocd-division/country:my/state:10/ed:puchong,Puchong,,,,
ocd-division/country:my/state:10/ed:sabak_bernam,Sabak Bernam,,,,
ocd-division/country:my/state:10/ed:selayang,Selayang,,,,
ocd-division/country:my/state:10/ed:sepang,Sepang,,,,
ocd-division/country:my/state:10/ed:serdang,Serdang,,,,2018
ocd-division/country:my/state:10/ed:shah_alam,Shah Alam,,,,
ocd-division/country:my/state:10/ed:subang,Subang,,,,
ocd-division/country:my/state:10/ed:sungai_besar,Sungai Besar,,,,
ocd-division/country:my/state:10/ed:sungai_buloh,Sungai Buloh,,,,
ocd-division/country:my/state:10/ed:tanjong_karang,Tanjong Karang,,,,
ocd-division/country:my/state:11,Terengganu,,,,
ocd-division/country:my/state:11/ed:besut,Besut,,,,
ocd-division/country:my/state:11/ed:dungun,Dungun,,,,
ocd-division/country:my/state:11/ed:hulu_terengganu,Hulu Terengganu,,,,
ocd-division/country:my/state:11/ed:kemaman,Kemaman,,,,
ocd-division/country:my/state:11/ed:kuala_nerus,Kuala Nerus,,,,
ocd-division/country:my/state:11/ed:kuala_terengganu,Kuala Terengganu,,,,
ocd-division/country:my/state:11/ed:marang,Marang,,,,
ocd-division/country:my/state:11/ed:p033,Besut,ocd-division/country:my/state:11/ed:besut,Added for backwards compatability,,
ocd-division/country:my/state:11/ed:p034,Setiu,ocd-division/country:my/state:11/ed:setiu,Added for backwards compatability,,
ocd-division/country:my/state:11/ed:p035,Kuala Nerus,ocd-division/country:my/state:11/ed:kuala_nerus,Added for backwards compatability,,
ocd-division/country:my/state:11/ed:p036,Kuala Terengganu,ocd-division/country:my/state:11/ed:kuala_terengganu,Added for backwards compatability,,
ocd-division/country:my/state:11/ed:p037,Marang,ocd-division/country:my/state:11/ed:marang,Added for backwards compatability,,
ocd-division/country:my/state:11/ed:p038,Hulu Terengganu,ocd-division/country:my/state:11/ed:hulu_terengganu,Added for backwards compatability,,
ocd-division/country:my/state:11/ed:p039,Dungun,ocd-division/country:my/state:11/ed:dungun,Added for backwards compatability,,
ocd-division/country:my/state:11/ed:p040,Kemaman,ocd-division/country:my/state:11/ed:kemaman,Added for backwards compatability,,
ocd-division/country:my/state:11/ed:setiu,Setiu,,,,
ocd-division/country:my/state:12,Sabah,,,,
ocd-division/country:my/state:12/ed:batu_sapi,Batu Sapi,,,,
ocd-division/country:my/state:12/ed:beaufort,Beaufort,,,,
ocd-division/country:my/state:12/ed:beluran,Beluran,,,,
ocd-division/country:my/state:12/ed:kalabakan,Kalabakan,,,,
ocd-division/country:my/state:12/ed:keningau,Keningau,,,,
ocd-division/country:my/state:12/ed:kimanis,Kimanis,,,,
ocd-division/country:my/state:12/ed:kinabatangan,Kinabatangan,,,,
ocd-division/country:my/state:12/ed:kota_belud,Kota Belud,,,,
ocd-division/country:my/state:12/ed:kota_kinabalu,Kota Kinabalu,,,,
ocd-division/country:my/state:12/ed:kota_marudu,Kota Marudu,,,,
ocd-division/country:my/state:12/ed:kudat,Kudat,,,,
ocd-division/country:my/state:12/ed:lahad_datu,Lahad Datu,,,,
ocd-division/country:my/state:12/ed:libaran,Libaran,,,,
ocd-division/country:my/state:12/ed:p167,Kudat,ocd-division/country:my/state:12/ed:kudat,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p168,Kota Marudu,ocd-division/country:my/state:12/ed:kota_marudu,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p169,Kota Belud,ocd-division/country:my/state:12/ed:kota_belud,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p170,Tuaran,ocd-division/country:my/state:12/ed:tuaran,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p171,Sepanggar,ocd-division/country:my/state:12/ed:sepanggar,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p172,Kota Kinabalu,ocd-division/country:my/state:12/ed:kota_kinabalu,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p173,Putatan,ocd-division/country:my/state:12/ed:putatan,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p174,Penampang,ocd-division/country:my/state:12/ed:penampang,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p175,Papar,ocd-division/country:my/state:12/ed:papar,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p176,Kimanis,ocd-division/country:my/state:12/ed:kimanis,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p177,Beaufort,ocd-division/country:my/state:12/ed:beaufort,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p178,Sipitang,ocd-division/country:my/state:12/ed:sipitang,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p179,Ranau,ocd-division/country:my/state:12/ed:ranau,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p180,Keningau,ocd-division/country:my/state:12/ed:keningau,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p181,Tenom,ocd-division/country:my/state:12/ed:tenom,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p182,Pensiangan,ocd-division/country:my/state:12/ed:pensiangan,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p183,Beluran,ocd-division/country:my/state:12/ed:beluran,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p184,Libaran,ocd-division/country:my/state:12/ed:libaran,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p185,Batu Sapi,ocd-division/country:my/state:12/ed:batu_sapi,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p186,Sandakan,ocd-division/country:my/state:12/ed:sandakan,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p187,Kinabatangan,ocd-division/country:my/state:12/ed:kinabatangan,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p188,Silam,ocd-division/country:my/state:12/ed:silam,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p189,Semporna,ocd-division/country:my/state:12/ed:semporna,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p190,Tawau,ocd-division/country:my/state:12/ed:tawau,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:p191,Kalabakan,ocd-division/country:my/state:12/ed:kalabakan,Added for backwards compatability,,
ocd-division/country:my/state:12/ed:papar,Papar,,,,
ocd-division/country:my/state:12/ed:penampang,Penampang,,,,
ocd-division/country:my/state:12/ed:pensiangan,Pensiangan,,,,
ocd-division/country:my/state:12/ed:putatan,Putatan,,,,
ocd-division/country:my/state:12/ed:ranau,Ranau,,,,
ocd-division/country:my/state:12/ed:sandakan,Sandakan,,,,
ocd-division/country:my/state:12/ed:semporna,Semporna,,,,
ocd-division/country:my/state:12/ed:sepanggar,Sepanggar,,,,
ocd-division/country:my/state:12/ed:silam,Silam,,,,2019
ocd-division/country:my/state:12/ed:sipitang,Sipitang,,,,
ocd-division/country:my/state:12/ed:tawau,Tawau,,,,
ocd-division/country:my/state:12/ed:tenom,Tenom,,,,
ocd-division/country:my/state:12/ed:tuaran,Tuaran,,,,
ocd-division/country:my/state:13,Sarawak,,,,
ocd-division/country:my/state:13/ed:bandar_kuching,Bandar Kuching,,,,
ocd-division/country:my/state:13/ed:baram,Baram,,,,
ocd-division/country:my/state:13/ed:batang_lupar,Batang Lupar,,,,
ocd-division/country:my/state:13/ed:batang_sadong,Batang Sadong,,,,
ocd-division/country:my/state:13/ed:betong,Betong,,,,
ocd-division/country:my/state:13/ed:bintulu,Bintulu,,,,
ocd-division/country:my/state:13/ed:hulu_rajang,Hulu Rajang,,,,
ocd-division/country:my/state:13/ed:igan,Igan,,,,
ocd-division/country:my/state:13/ed:julau,Julau,,,,
ocd-division/country:my/state:13/ed:kanowit,Kanowit,,,,
ocd-division/country:my/state:13/ed:kapit,Kapit,,,,
ocd-division/country:my/state:13/ed:kota_samarahan,Kota Samarahan,,,,
ocd-division/country:my/state:13/ed:lanang,Lanang,,,,
ocd-division/country:my/state:13/ed:lawas,Lawas,,,,
ocd-division/country:my/state:13/ed:limbang,Limbang,,,,
ocd-division/country:my/state:13/ed:lubok_antu,Lubok Antu,,,,
ocd-division/country:my/state:13/ed:mambong,Mambong,,,,2016
ocd-division/country:my/state:13/ed:mas_gading,Mas Gading,,,,
ocd-division/country:my/state:13/ed:miri,Miri,,,,
ocd-division/country:my/state:13/ed:mukah,Mukah,,,,
ocd-division/country:my/state:13/ed:p192,Mas Gading,ocd-division/country:my/state:13/ed:mas_gading,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p193,Santubong,ocd-division/country:my/state:13/ed:santubong,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p194,Petra Jaya,ocd-division/country:my/state:13/ed:petra_jaya,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p195,Bandar Kuching,ocd-division/country:my/state:13/ed:bandar_kuching,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p196,Stampin,ocd-division/country:my/state:13/ed:stampin,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p197,Kota Samarahan,ocd-division/country:my/state:13/ed:kota_samarahan,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p198,Mambong,ocd-division/country:my/state:13/ed:mambong,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p199,Serian,ocd-division/country:my/state:13/ed:serian,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p200,Batang Sadong,ocd-division/country:my/state:13/ed:batang_sadong,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p201,Batang Lupar,ocd-division/country:my/state:13/ed:batang_lupar,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p202,Sri Aman,ocd-division/country:my/state:13/ed:sri_aman,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p203,Lubok Antu,ocd-division/country:my/state:13/ed:lubok_antu,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p204,Betong,ocd-division/country:my/state:13/ed:betong,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p205,Saratok,ocd-division/country:my/state:13/ed:saratok,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p206,Tanjong Manis,ocd-division/country:my/state:13/ed:tanjong_manis,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p207,Igan,ocd-division/country:my/state:13/ed:igan,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p208,Sarikei,ocd-division/country:my/state:13/ed:sarikei,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p209,Julau,ocd-division/country:my/state:13/ed:julau,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p210,Kanowit,ocd-division/country:my/state:13/ed:kanowit,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p211,Lanang,ocd-division/country:my/state:13/ed:lanang,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p212,Sibu,ocd-division/country:my/state:13/ed:sibu,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p213,Mukah,ocd-division/country:my/state:13/ed:mukah,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p214,Selangau,ocd-division/country:my/state:13/ed:selangau,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p215,Kapit,ocd-division/country:my/state:13/ed:kapit,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p216,Hulu Rajang,ocd-division/country:my/state:13/ed:hulu_rajang,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p217,Bintulu,ocd-division/country:my/state:13/ed:bintulu,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p218,Sibuti,ocd-division/country:my/state:13/ed:sibuti,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p219,Miri,ocd-division/country:my/state:13/ed:miri,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p220,Baram,ocd-division/country:my/state:13/ed:baram,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p221,Limbang,ocd-division/country:my/state:13/ed:limbang,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:p222,Lawas,ocd-division/country:my/state:13/ed:lawas,Added for backwards compatability,,
ocd-division/country:my/state:13/ed:petra_jaya,Petra Jaya,,,,
ocd-division/country:my/state:13/ed:puncak_borneo,Puncak Borneo,,,,
ocd-division/country:my/state:13/ed:santubong,Santubong,,,,
ocd-division/country:my/state:13/ed:saratok,Saratok,,,,
ocd-division/country:my/state:13/ed:sarikei,Sarikei,,,,
ocd-division/country:my/state:13/ed:selangau,Selangau,,,,
ocd-division/country:my/state:13/ed:serian,Serian,,,,
ocd-division/country:my/state:13/ed:sibu,Sibu,,,,
ocd-division/country:my/state:13/ed:sibuti,Sibuti,,,,
ocd-division/country:my/state:13/ed:sri_aman,Sri Aman,,,,
ocd-division/country:my/state:13/ed:stampin,Stampin,,,,
ocd-division/country:my/state:13/ed:tanjong_manis,Tanjong Manis,,,,
ocd-division/country:my/territory:14,Wilayah Persekutuan Kuala Lumpur,,,,
ocd-division/country:my/territory:14/ed:bandar_tun_razak,Bandar Tun Razak,,,,
ocd-division/country:my/territory:14/ed:batu,Batu,,,,
ocd-division/country:my/territory:14/ed:bukit_bintang,Bukit Bintang,,,,
ocd-division/country:my/territory:14/ed:cheras,Cheras,,,,
ocd-division/country:my/territory:14/ed:kepong,Kepong,,,,
ocd-division/country:my/territory:14/ed:lembah_pantai,Lembah Pantai,,,,
ocd-division/country:my/territory:14/ed:p114,Kepong,ocd-division/country:my/territory:14/ed:kepong,Added for backwards compatability,,
ocd-division/country:my/territory:14/ed:p115,Batu,ocd-division/country:my/territory:14/ed:batu,Added for backwards compatability,,
ocd-division/country:my/territory:14/ed:p116,Wangsa Maju,ocd-division/country:my/territory:14/ed:wangsa_maju,Added for backwards compatability,,
ocd-division/country:my/territory:14/ed:p117,Segambut,ocd-division/country:my/territory:14/ed:segambut,Added for backwards compatability,,
ocd-division/country:my/territory:14/ed:p118,Setiawangsa,ocd-division/country:my/territory:14/ed:setiawangsa,Added for backwards compatability,,
ocd-division/country:my/territory:14/ed:p119,Titiwangsa,ocd-division/country:my/territory:14/ed:titiwangsa,Added for backwards compatability,,
ocd-division/country:my/territory:14/ed:p120,Bukit Bintang,ocd-division/country:my/territory:14/ed:bukit_bintang,Added for backwards compatability,,
ocd-division/country:my/territory:14/ed:p121,Lembah Pantai,ocd-division/country:my/territory:14/ed:lembah_pantai,Added for backwards compatability,,
ocd-division/country:my/territory:14/ed:p122,Seputeh,ocd-division/country:my/territory:14/ed:seputeh,Added for backwards compatability,,
ocd-division/country:my/territory:14/ed:p123,Cheras,ocd-division/country:my/territory:14/ed:cheras,Added for backwards compatability,,
ocd-division/country:my/territory:14/ed:p124,Bandar Tun Razak,ocd-division/country:my/territory:14/ed:bandar_tun_razak,Added for backwards compatability,,
ocd-division/country:my/territory:14/ed:segambut,Segambut,,,,
ocd-division/country:my/territory:14/ed:seputeh,Seputeh,,,,
ocd-division/country:my/territory:14/ed:setiawangsa,Setiawangsa,,,,
ocd-division/country:my/territory:14/ed:titiwangsa,Titiwangsa,,,,
ocd-division/country:my/territory:14/ed:wangsa_maju,Wangsa Maju,,,,
ocd-division/country:my/territory:15,Wilayah Persekutuan Labuan,,,,
ocd-division/country:my/territory:15/ed:labuan,Labuan,,,,
ocd-division/country:my/territory:15/ed:p166,Labuan,ocd-division/country:my/territory:15/ed:labuan,Added for backwards compatability,,
ocd-division/country:my/territory:16,Wilayah Persekutuan Putrajaya,,,,
ocd-division/country:my/territory:16/ed:p125,Putrajaya,ocd-division/country:my/territory:16/ed:putrajaya,Added for backwards compatability,,
ocd-division/country:my/territory:16/ed:putrajaya,Putrajaya,,,,
