id,name,sameAs
ocd-division/country:cy,Cyprus,
ocd-division/country:cy/district:01,Lefkosia,
ocd-division/country:cy/district:02,Lemesos,
ocd-division/country:cy/district:03,Larnaka,
ocd-division/country:cy/district:04,Ammochostos,
ocd-division/country:cy/district:05,Pafos,
ocd-division/country:cy/district:06,Keryneia,
ocd-division/region:eu/member:cy,"Cyprus, European Union member",ocd-division/country:cy
