id,name
ocd-division/country:eg,Egypt
ocd-division/country:eg/ed:cairo_central_southern_delta,"Cairo, Central and Southern Delta"
ocd-division/country:eg/ed:eastern_delta,Eastern Delta
ocd-division/country:eg/ed:northern_central_southern_upper_egypt,"Northern, Central and Southern Upper Egypt"
ocd-division/country:eg/ed:western_delta,Western Delta
ocd-division/country:eg/governorate:alx,Al Iskandarīyah
ocd-division/country:eg/governorate:alx/ed:1,Al Iskandarīyah - 1st district
ocd-division/country:eg/governorate:alx/ed:2,Al Iskandarīyah - 2nd district
ocd-division/country:eg/governorate:alx/ed:3,Al Iskandarīyah - 3rd district
ocd-division/country:eg/governorate:alx/ed:4,Al Iskandarīyah - 4th district
ocd-division/country:eg/governorate:alx/ed:5,Al Iskandarīyah - 5th district
ocd-division/country:eg/governorate:alx/ed:6,Al Iskandarīyah - 6th district
ocd-division/country:eg/governorate:asn,Aswān
ocd-division/country:eg/governorate:asn/ed:1,Aswān - 1st district
ocd-division/country:eg/governorate:asn/ed:2,Aswān - 2nd district
ocd-division/country:eg/governorate:asn/ed:3,Aswān - 3rd district
ocd-division/country:eg/governorate:asn/ed:4,Aswān - 4th district
ocd-division/country:eg/governorate:ast,Asyūţ
ocd-division/country:eg/governorate:ast/ed:1,Asyūţ - 1st district
ocd-division/country:eg/governorate:ast/ed:2,Asyūţ - 2nd district
ocd-division/country:eg/governorate:ast/ed:3,Asyūţ - 3rd district
ocd-division/country:eg/governorate:ast/ed:4,Asyūţ - 4th district
ocd-division/country:eg/governorate:ba,Al Baḩr al Aḩmar
ocd-division/country:eg/governorate:ba/ed:1,Al Baḩr al Aḩmar - 1st district
ocd-division/country:eg/governorate:ba/ed:2,Al Baḩr al Aḩmar - 2nd district
ocd-division/country:eg/governorate:ba/ed:3,Al Baḩr al Aḩmar - 3rd district
ocd-division/country:eg/governorate:bh,Al Buḩayrah
ocd-division/country:eg/governorate:bh/ed:1,Al Buḩayrah - 1st district
ocd-division/country:eg/governorate:bh/ed:2,Al Buḩayrah - 2nd district
ocd-division/country:eg/governorate:bh/ed:3,Al Buḩayrah - 3rd district
ocd-division/country:eg/governorate:bh/ed:4,Al Buḩayrah - 4th district
ocd-division/country:eg/governorate:bh/ed:5,Al Buḩayrah - 5th district
ocd-division/country:eg/governorate:bh/ed:6,Al Buḩayrah - 6th district
ocd-division/country:eg/governorate:bh/ed:7,Al Buḩayrah - 7th district
ocd-division/country:eg/governorate:bh/ed:8,Al Buḩayrah - 8th district
ocd-division/country:eg/governorate:bh/ed:9,Al Buḩayrah - 9th district
ocd-division/country:eg/governorate:bns,Banī Suwayf
ocd-division/country:eg/governorate:bns/ed:1,Banī Suwayf - 1st district
ocd-division/country:eg/governorate:bns/ed:2,Banī Suwayf - 2nd district
