id,name,sameAs,sameAsNote,validThrough,validFrom
ocd-division/country:in/state:jh/district:es/cd:jugsalai,Jugsalai,,,,
ocd-division/country:in/state:jh/district:es/cd:potka,Potka,,,,
ocd-division/country:in/state:jh/district:ga,Garhwa,,,,
ocd-division/country:in/state:jh/district:ga/cd:bhawanathpur,Bhawanathpur,,,,
ocd-division/country:in/state:jh/district:ga/cd:garhwa,Garhwa,,,,
ocd-division/country:in/state:jh/district:gi,Giridih,,,,
ocd-division/country:in/state:jh/district:gi/cd:bagodar,Bagodar,,,,
ocd-division/country:in/state:jh/district:gi/cd:dhanwar,Dhanwar,,,,
ocd-division/country:in/state:jh/district:gi/cd:dumri,Dumri,,,,
ocd-division/country:in/state:jh/district:gi/cd:gandey,Gandey,,,,
ocd-division/country:in/state:jh/district:gi/cd:giridih,Giridih,,,,
ocd-division/country:in/state:jh/district:gi/cd:jamua,Jamua,,,,
ocd-division/country:in/state:jh/district:go,Godda,,,,
ocd-division/country:in/state:jh/district:go/cd:godda,Godda,,,,
ocd-division/country:in/state:jh/district:go/cd:mahagama,Mahagama,,,,
ocd-division/country:in/state:jh/district:go/cd:poreyahat,Poreyahat,,,,
ocd-division/country:in/state:jh/district:gu,Gumla,,,,
ocd-division/country:in/state:jh/district:gu/cd:bishunpur,Bishunpur,,,,
ocd-division/country:in/state:jh/district:gu/cd:gumla,Gumla,,,,
ocd-division/country:in/state:jh/district:gu/cd:sisai,Sisai,,,,
ocd-division/country:in/state:jh/district:ha,Hazaribagh,,,,
ocd-division/country:in/state:jh/district:ha/cd:barhi,Barhi,,,,
ocd-division/country:in/state:jh/district:ha/cd:barkattha,Barkattha,,,,
ocd-division/country:in/state:jh/district:ha/cd:hazaribagh,Hazaribagh,,,,
ocd-division/country:in/state:jh/district:ha/cd:mandhu,Mandhu,,,,
ocd-division/country:in/state:jh/district:ja,Jamtara,,,,
ocd-division/country:in/state:jh/district:ja/cd:jamtara,Jamtara,,,,
ocd-division/country:in/state:jh/district:ja/cd:nala,Nala,,,,
ocd-division/country:in/state:jh/district:kh,Khunti,,,,
ocd-division/country:in/state:jh/district:kh/cd:khunti,Khunti,,,,
ocd-division/country:in/state:jh/district:kh/cd:torpa,Torpa,,,,
ocd-division/country:in/state:jh/district:ko,Kodarma,,,,
ocd-division/country:in/state:jh/district:ko/cd:kodarma,Kodarma,,,,
ocd-division/country:in/state:jh/district:la,Latehar,,,,
ocd-division/country:in/state:jh/district:la/cd:latehar,Latehar,,,,
ocd-division/country:in/state:jh/district:la/cd:manika,Manika,,,,
ocd-division/country:in/state:jh/district:lo,Lohardaga,,,,
ocd-division/country:in/state:jh/district:lo/cd:lohardaga,Lohardaga,,,,
ocd-division/country:in/state:jh/district:pk,Pakur,,,,
ocd-division/country:in/state:jh/district:pk/cd:littipara,Littipara,,,,
ocd-division/country:in/state:jh/district:pk/cd:maheshpur,Maheshpur,,,,
ocd-division/country:in/state:jh/district:pk/cd:pakur,Pakur,,,,
ocd-division/country:in/state:jh/district:pl,Palamu,,,,
ocd-division/country:in/state:jh/district:pl/cd:bishrampur,Bishrampur,,,,
ocd-division/country:in/state:jh/district:pl/cd:chattarpur,Chattarpur,,,,
ocd-division/country:in/state:jh/district:pl/cd:daltonganj,Daltonganj,,,,
ocd-division/country:in/state:jh/district:pl/cd:hussainabad,Hussainabad,,,,
ocd-division/country:in/state:jh/district:pl/cd:panki,Panki,,,,
ocd-division/country:in/state:jh/district:ra,Ranchi,,,,
ocd-division/country:in/state:jh/district:ra/cd:hatia,Hatia,,,,
ocd-division/country:in/state:jh/district:ra/cd:kanke,Kanke,,,,
ocd-division/country:in/state:jh/district:ra/cd:khijri,Khijri,,,,
ocd-division/country:in/state:jh/district:ra/cd:mandar,Mandar,,,,
ocd-division/country:in/state:jh/district:ra/cd:ranchi,Ranchi,,,,
ocd-division/country:in/state:jh/district:ra/cd:silli,Silli,,,,
ocd-division/country:in/state:jh/district:ra/cd:tamar,Tamar,,,,
ocd-division/country:in/state:jh/district:rm,Ramgarh,,,,
ocd-division/country:in/state:jh/district:rm/cd:barkagaon,Barkagaon,,,,
ocd-division/country:in/state:jh/district:rm/cd:ramgarh,Ramgarh,,,,
ocd-division/country:in/state:jh/district:sa,Sahebganj,,,,
ocd-division/country:in/state:jh/district:sa/cd:barhait,Barhait,,,,
ocd-division/country:in/state:jh/district:sa/cd:borio,Borio,,,,
ocd-division/country:in/state:jh/district:sa/cd:rajmahal,Rajmahal,,,,
ocd-division/country:in/state:jh/district:si,Simdega,,,,
ocd-division/country:in/state:jh/district:si/cd:kolebira,Kolebira,,,,
ocd-division/country:in/state:jh/district:si/cd:simdega,Simdega,,,,
ocd-division/country:in/state:jh/district:sk,Saraikela Kharswan,,,,
ocd-division/country:in/state:jh/district:sk/cd:ichagarh,Ichagarh,,,,
ocd-division/country:in/state:jh/district:sk/cd:kharasawan,Kharasawan,,,,
ocd-division/country:in/state:jh/district:sk/cd:saraikella,Saraikella,,,,
ocd-division/country:in/state:jh/district:ws,West Singhbhum,,,,
ocd-division/country:in/state:jh/district:ws/cd:chaibasa,Chaibasa,,,,
ocd-division/country:in/state:jh/district:ws/cd:chakradharpur,Chakradharpur,,,,
ocd-division/country:in/state:jh/district:ws/cd:jaganathpur,Jaganathpur,,,,
ocd-division/country:in/state:jh/district:ws/cd:majhganon,Majhganon,,,,
ocd-division/country:in/state:jh/district:ws/cd:manoharpur,Manoharpur,,,,
ocd-division/country:in/state:jh/lok_sabha:chatra,Jharkhand Lok Sabha constituency Chatra,ocd-division/country:in/state:jh/cd:chatra,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jh/lok_sabha:dhanbad,Jharkhand Lok Sabha constituency Dhanbad,ocd-division/country:in/state:jh/cd:dhanbad,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jh/lok_sabha:dumka,Jharkhand Lok Sabha constituency Dumka (ST),ocd-division/country:in/state:jh/cd:dumka,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jh/lok_sabha:giridih,Jharkhand Lok Sabha constituency Giridih,ocd-division/country:in/state:jh/cd:giridih,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jh/lok_sabha:godda,Jharkhand Lok Sabha constituency Godda,ocd-division/country:in/state:jh/cd:godda,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jh/lok_sabha:hazaribagh,Jharkhand Lok Sabha constituency Hazaribagh,ocd-division/country:in/state:jh/cd:hazaribagh,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jh/lok_sabha:jamshedpur,Jharkhand Lok Sabha constituency Jamshedpur,ocd-division/country:in/state:jh/cd:jamshedpur,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jh/lok_sabha:khunti,Jharkhand Lok Sabha constituency Khunti (ST),ocd-division/country:in/state:jh/cd:khunti,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jh/lok_sabha:kodarma,Jharkhand Lok Sabha constituency Kodarma,ocd-division/country:in/state:jh/cd:kodarma,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jh/lok_sabha:lohardaga,Jharkhand Lok Sabha constituency Lohardaga (ST),ocd-division/country:in/state:jh/cd:lohardaga,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jh/lok_sabha:palamau,Jharkhand Lok Sabha constituency Palamau (SC),ocd-division/country:in/state:jh/cd:palamau,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jh/lok_sabha:rajmahal,Jharkhand Lok Sabha constituency Rajmahal (ST),ocd-division/country:in/state:jh/cd:rajmahal,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jh/lok_sabha:ranchi,Jharkhand Lok Sabha constituency Ranchi,ocd-division/country:in/state:jh/cd:ranchi,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jh/lok_sabha:singhbhum,Jharkhand Lok Sabha constituency Singhbhum (ST),ocd-division/country:in/state:jh/cd:singhbhum,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jk,Jammu and Kashmir,,,2019-10-30,
ocd-division/country:in/state:jk/cd:anantnag,Jammu and Kashmir Lok Sabha constituency Anantnag,,,2019-10-30,
ocd-division/country:in/state:jk/cd:baramulla,Jammu and Kashmir Lok Sabha constituency Baramulla,,,2019-10-30,
ocd-division/country:in/state:jk/cd:jammu,Jammu and Kashmir Lok Sabha constituency Jammu,,,2019-10-30,
ocd-division/country:in/state:jk/cd:ladakh,Jammu and Kashmir Lok Sabha constituency Ladakh,,,2019-10-30,
ocd-division/country:in/state:jk/cd:srinagar,Jammu and Kashmir Lok Sabha constituency Srinagar,,,2019-10-30,
ocd-division/country:in/state:jk/cd:udhampur,Jammu and Kashmir Lok Sabha constituency Udhampur,,,2019-10-30,
ocd-division/country:in/state:jk/lok_sabha:anantnag,Jammu and Kashmir Lok Sabha constituency Anantnag,ocd-division/country:in/state:jk/cd:anantnag,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jk/lok_sabha:baramulla,Jammu and Kashmir Lok Sabha constituency Baramulla,ocd-division/country:in/state:jk/cd:baramulla,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jk/lok_sabha:jammu,Jammu and Kashmir Lok Sabha constituency Jammu,ocd-division/country:in/state:jk/cd:jammu,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jk/lok_sabha:ladakh,Jammu and Kashmir Lok Sabha constituency Ladakh,ocd-division/country:in/state:jk/cd:ladakh,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jk/lok_sabha:srinagar,Jammu and Kashmir Lok Sabha constituency Srinagar,ocd-division/country:in/state:jk/cd:srinagar,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:jk/lok_sabha:udhampur,Jammu and Kashmir Lok Sabha constituency Udhampur,ocd-division/country:in/state:jk/cd:udhampur,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ka,Karnataka,,,,
ocd-division/country:in/state:ka/cd:bagalkot,Karnataka Lok Sabha constituency Bagalkot,,,,
ocd-division/country:in/state:ka/cd:bangalore_central,Karnataka Lok Sabha constituency Bangalore Central,,,,
ocd-division/country:in/state:ka/cd:bangalore_north,Karnataka Lok Sabha constituency Bangalore North,,,,
ocd-division/country:in/state:ka/cd:bangalore_rural,Karnataka Lok Sabha constituency Bangalore Rural,,,,
ocd-division/country:in/state:ka/cd:bangalore_south,Karnataka Lok Sabha constituency Bangalore South,,,,
ocd-division/country:in/state:ka/cd:belagavi,Karnataka Lok Sabha constituency Belagavi,,,,
ocd-division/country:in/state:ka/cd:bellary,Karnataka Lok Sabha constituency Bellary (ST),,,,
ocd-division/country:in/state:ka/cd:bidar,Karnataka Lok Sabha constituency Bidar,,,,
ocd-division/country:in/state:ka/cd:bijapur,Karnataka Lok Sabha constituency Bijapur (SC),,,,
ocd-division/country:in/state:ka/cd:chamarajanagar,Karnataka Lok Sabha constituency Chamarajanagar (SC),,,,
ocd-division/country:in/state:ka/cd:chikballapur,Karnataka Lok Sabha constituency Chikballapur,,,,
ocd-division/country:in/state:ka/cd:chikkodi,Karnataka Lok Sabha constituency Chikkodi,,,,
ocd-division/country:in/state:ka/cd:chitradurga,Karnataka Lok Sabha constituency Chitradurga (SC),,,,
ocd-division/country:in/state:ka/cd:dakshina_kannada,Karnataka Lok Sabha constituency Dakshina Kannada,,,,
ocd-division/country:in/state:ka/cd:davanagere,Karnataka Lok Sabha constituency Davanagere,,,,
ocd-division/country:in/state:ka/cd:dharwad,Karnataka Lok Sabha constituency Dharwad,,,,
ocd-division/country:in/state:ka/cd:hassan,Karnataka Lok Sabha constituency Hassan,,,,
ocd-division/country:in/state:ka/cd:haveri,Karnataka Lok Sabha constituency Haveri,,,,
ocd-division/country:in/state:ka/cd:kalaburagi,Karnataka Lok Sabha constituency Kalaburagi (SC),,,,
ocd-division/country:in/state:ka/cd:kolar,Karnataka Lok Sabha constituency Kolar (SC),,,,
ocd-division/country:in/state:ka/cd:koppal,Karnataka Lok Sabha constituency Koppal,,,,
ocd-division/country:in/state:ka/cd:mandya,Karnataka Lok Sabha constituency Mandya,,,,
ocd-division/country:in/state:ka/cd:mysore,Karnataka Lok Sabha constituency Mysore,,,,
ocd-division/country:in/state:ka/cd:raichur,Karnataka Lok Sabha constituency Raichur (ST),,,,
ocd-division/country:in/state:ka/cd:shimoga,Karnataka Lok Sabha constituency Shimoga,,,,
ocd-division/country:in/state:ka/cd:tumkur,Karnataka Lok Sabha constituency Tumkur,,,,
ocd-division/country:in/state:ka/cd:udupi_chikmagalur,Karnataka Lok Sabha constituency Udupi Chikmagalur,,,,
ocd-division/country:in/state:ka/cd:uttara_kannada,Karnataka Lok Sabha constituency Uttara Kannada,,,,
ocd-division/country:in/state:ka/district:bc,Bangalore BBMP Central,,,,
ocd-division/country:in/state:ka/district:bc/cd:chamrajpet,Chamrajpet,,,,
ocd-division/country:in/state:ka/district:bc/cd:chickpet,Chickpet,,,,
ocd-division/country:in/state:ka/district:bc/cd:gandhi_nagar,Gandhi Nagar,,,,
ocd-division/country:in/state:ka/district:bc/cd:rajaji_nagar,Rajaji Nagar,,,,
ocd-division/country:in/state:ka/district:bc/cd:rajarajeshwarinagar,Rajarajeshwarinagar,,,,
ocd-division/country:in/state:ka/district:bc/cd:shanti_nagar,Shanti Nagar,,,,
ocd-division/country:in/state:ka/district:bc/cd:shivajinagar,Shivajinagar,,,,
ocd-division/country:in/state:ka/district:be,Belgaum,,,,
ocd-division/country:in/state:ka/district:be/cd:arabhavi,Arabhavi,,,,
ocd-division/country:in/state:ka/district:be/cd:athani,Athani,,,,
ocd-division/country:in/state:ka/district:be/cd:bailhongal,Bailhongal,,,,
ocd-division/country:in/state:ka/district:be/cd:belgaum_dakshin,Belgaum Dakshin,,,,
ocd-division/country:in/state:ka/district:be/cd:belgaum_rural,Belgaum Rural,,,,
ocd-division/country:in/state:ka/district:be/cd:belgaum_uttar,Belgaum Uttar,,,,
ocd-division/country:in/state:ka/district:be/cd:chikkodi-sadalga,Chikkodi-Sadalga,,,,
ocd-division/country:in/state:ka/district:be/cd:gokak,Gokak,,,,
ocd-division/country:in/state:ka/district:be/cd:hukkeri,Hukkeri,,,,
ocd-division/country:in/state:ka/district:be/cd:kagwad,Kagwad,,,,
ocd-division/country:in/state:ka/district:be/cd:khanapur,Khanapur,,,,
ocd-division/country:in/state:ka/district:be/cd:kittur,Kittur,,,,
ocd-division/country:in/state:ka/district:be/cd:kudachi,Kudachi (SC),,,,
ocd-division/country:in/state:ka/district:be/cd:nippani,Nippani,,,,
ocd-division/country:in/state:ka/district:be/cd:ramdurg,Ramdurg,,,,
ocd-division/country:in/state:ka/district:be/cd:raybag,Raybag (SC),,,,
ocd-division/country:in/state:ka/district:be/cd:saundatti_yellamma,Saundatti Yellamma,,,,
ocd-division/country:in/state:ka/district:be/cd:yemkanmardi,Yemkanmardi (ST),,,,
ocd-division/country:in/state:ka/district:bg,Bagalkot,,,,
ocd-division/country:in/state:ka/district:bg/cd:badami,Badami,,,,
ocd-division/country:in/state:ka/district:bg/cd:bagalkot,Bagalkot,,,,
ocd-division/country:in/state:ka/district:bg/cd:bilgi,Bilgi,,,,
ocd-division/country:in/state:ka/district:bg/cd:hungund,Hungund,,,,
ocd-division/country:in/state:ka/district:bg/cd:jamkhandi,Jamkhandi,,,,
ocd-division/country:in/state:ka/district:bg/cd:mudhol,Mudhol (SC),,,,
ocd-division/country:in/state:ka/district:bg/cd:terdal,Terdal,,,,
ocd-division/country:in/state:ka/district:bh,Bangalore BBMP North,,,,
ocd-division/country:in/state:ka/district:bh/cd:cv_raman_nagar,C.V. Raman Nagar (SC),,,,
ocd-division/country:in/state:ka/district:bh/cd:hebbal,Hebbal,,,,
ocd-division/country:in/state:ka/district:bh/cd:krpura,K.R.Pura,,,,
ocd-division/country:in/state:ka/district:bh/cd:mahalakshmi_layout,Mahalakshmi Layout,,,,
ocd-division/country:in/state:ka/district:bh/cd:malleshwaram,Malleshwaram,,,,
ocd-division/country:in/state:ka/district:bh/cd:pulakeshinagar,Pulakeshinagar (SC),,,,
ocd-division/country:in/state:ka/district:bh/cd:sarvagnanagar,Sarvagnanagar,,,,
ocd-division/country:in/state:ka/district:bi,Bidar,,,,
ocd-division/country:in/state:ka/district:bi/cd:aurad,Aurad (SC),,,,
ocd-division/country:in/state:ka/district:bi/cd:basavakalyan,Basavakalyan,,,,
ocd-division/country:in/state:ka/district:bi/cd:bhalki,Bhalki,,,,
ocd-division/country:in/state:ka/district:bi/cd:bidar,Bidar,,,,
ocd-division/country:in/state:ka/district:bi/cd:bidar_south,Bidar South,,,,
ocd-division/country:in/state:ka/district:bi/cd:humnabad,Humnabad,,,,
ocd-division/country:in/state:ka/district:bj,Bijapur,,,,
ocd-division/country:in/state:ka/district:bj/cd:babaleshwar,Babaleshwar,,,,
ocd-division/country:in/state:ka/district:bj/cd:basavana_bagevadi,Basavana Bagevadi,,,,
ocd-division/country:in/state:ka/district:bj/cd:bijapur_city,Bijapur City,,,,
ocd-division/country:in/state:ka/district:bj/cd:devar_hippargi,Devar Hippargi,,,,
ocd-division/country:in/state:ka/district:bj/cd:indi,Indi,,,,
ocd-division/country:in/state:ka/district:bj/cd:muddebihal,Muddebihal,,,,
ocd-division/country:in/state:ka/district:bj/cd:nagthan,Nagthan (SC),,,,
ocd-division/country:in/state:ka/district:bj/cd:sindgi,Sindgi,,,,
ocd-division/country:in/state:ka/district:bl,Bellary,,,,
ocd-division/country:in/state:ka/district:bl/cd:bellary,Bellary (ST),,,,
ocd-division/country:in/state:ka/district:bl/cd:bellary_city,Bellary City,,,,
ocd-division/country:in/state:ka/district:bl/cd:hadagalli,Hadagalli (SC),,,,
ocd-division/country:in/state:ka/district:bl/cd:hagaribommanahalli,Hagaribommanahalli (SC),,,,
ocd-division/country:in/state:ka/district:bl/cd:kampli,Kampli (ST),,,,
ocd-division/country:in/state:ka/district:bl/cd:kudligi,Kudligi (ST),,,,
ocd-division/country:in/state:ka/district:bl/cd:sandur,Sandur (ST),,,,
ocd-division/country:in/state:ka/district:bl/cd:siruguppa,Siruguppa (ST),,,,
ocd-division/country:in/state:ka/district:bl/cd:vijayanagara,Vijayanagara,,,,
ocd-division/country:in/state:ka/district:bn,Bangalore,,,,
ocd-division/country:in/state:ka/district:br,Bangalore Rural,,,,
ocd-division/country:in/state:ka/district:br/cd:devanahalli,Devanahalli (SC),,,,
ocd-division/country:in/state:ka/district:br/cd:doddaballapur,Doddaballapur,,,,
ocd-division/country:in/state:ka/district:br/cd:hosakote,Hosakote,,,,
ocd-division/country:in/state:ka/district:br/cd:nelamangala,Nelamangala (SC),,,,
ocd-division/country:in/state:ka/district:bs,Bangalore BBMP South,,,,
ocd-division/country:in/state:ka/district:bs/cd:basavanagudi,Basavanagudi,,,,
ocd-division/country:in/state:ka/district:bs/cd:bommanahalli,Bommanahalli,,,,
ocd-division/country:in/state:ka/district:bs/cd:btmlayout,B.T.M.Layout,,,,
ocd-division/country:in/state:ka/district:bs/cd:govindraj_nagar,Govindraj Nagar,,,,
ocd-division/country:in/state:ka/district:bs/cd:jayanagar,Jayanagar,,,,
ocd-division/country:in/state:ka/district:bs/cd:padmanaba_nagar,Padmanaba Nagar,,,,
ocd-division/country:in/state:ka/district:bs/cd:vijay_nagar,Vijay Nagar,,,,
ocd-division/country:in/state:ka/district:bu,Bangalore Urban,,,,
ocd-division/country:in/state:ka/district:bu/cd:anekal,Anekal (SC),,,,
ocd-division/country:in/state:ka/district:bu/cd:bangalore_south,Bangalore South,,,,
ocd-division/country:in/state:ka/district:bu/cd:byatarayanapura,Byatarayanapura,,,,
ocd-division/country:in/state:ka/district:bu/cd:dasarahalli,Dasarahalli,,,,
ocd-division/country:in/state:ka/district:bu/cd:mahadevapura,Mahadevapura (SC),,,,
ocd-division/country:in/state:ka/district:bu/cd:yelahanka,Yelahanka,,,,
ocd-division/country:in/state:ka/district:bu/cd:yeshvanthapura,Yeshvanthapura,,,,
ocd-division/country:in/state:ka/district:ca,Chamarajanagar,,,,
ocd-division/country:in/state:ka/district:ca/cd:chamarajanagar,Chamarajanagar,,,,
ocd-division/country:in/state:ka/district:ca/cd:gundlupet,Gundlupet,,,,
ocd-division/country:in/state:ka/district:ca/cd:hanur,Hanur,,,,
ocd-division/country:in/state:ka/district:ca/cd:kollegal,Kollegal (SC),,,,
ocd-division/country:in/state:ka/district:cb,Chikkaballapur,,,,
ocd-division/country:in/state:ka/district:cb/cd:bagepalli,Bagepalli,,,,
ocd-division/country:in/state:ka/district:cb/cd:chikkaballapur,Chikkaballapur,,,,
ocd-division/country:in/state:ka/district:cb/cd:chintamani,Chintamani,,,,
ocd-division/country:in/state:ka/district:cb/cd:gauribidanur,Gauribidanur,,,,
ocd-division/country:in/state:ka/district:cb/cd:sidlaghatta,Sidlaghatta,,,,
ocd-division/country:in/state:ka/district:ch,Chitradurga,,,,
ocd-division/country:in/state:ka/district:ch/cd:challakere,Challakere (ST),,,,
ocd-division/country:in/state:ka/district:ch/cd:chitradurga,Chitradurga,,,,
ocd-division/country:in/state:ka/district:ch/cd:hiriyur,Hiriyur,,,,
ocd-division/country:in/state:ka/district:ch/cd:holalkere,Holalkere (SC),,,,
ocd-division/country:in/state:ka/district:ch/cd:hosadurga,Hosadurga,,,,
ocd-division/country:in/state:ka/district:ch/cd:molakalmuru,Molakalmuru (ST),,,,
ocd-division/country:in/state:ka/district:ci,Chickmagalur,,,,
ocd-division/country:in/state:ka/district:ci/cd:chikmagalur,Chikmagalur,,,,
ocd-division/country:in/state:ka/district:ci/cd:kadur,Kadur,,,,
ocd-division/country:in/state:ka/district:ci/cd:mudigere,Mudigere (SC),,,,
ocd-division/country:in/state:ka/district:ci/cd:sringeri,Sringeri,,,,
ocd-division/country:in/state:ka/district:ci/cd:tarikere,Tarikere,,,,
ocd-division/country:in/state:ka/district:da,Davanagere,,,,
ocd-division/country:in/state:ka/district:da/cd:channagiri,Channagiri,,,,
ocd-division/country:in/state:ka/district:da/cd:davanagere_north,Davanagere North,,,,
ocd-division/country:in/state:ka/district:da/cd:davanagere_south,Davanagere South,,,,
ocd-division/country:in/state:ka/district:da/cd:harapanahalli,Harapanahalli,,,,
ocd-division/country:in/state:ka/district:da/cd:harihar,Harihar,,,,
ocd-division/country:in/state:ka/district:da/cd:honnali,Honnali,,,,
ocd-division/country:in/state:ka/district:da/cd:jagalur,Jagalur (ST),,,,
ocd-division/country:in/state:ka/district:da/cd:mayakonda,Mayakonda (SC),,,,
ocd-division/country:in/state:ka/district:dh,Dharwad,,,,
ocd-division/country:in/state:ka/district:dh/cd:dharwad,Dharwad,,,,
ocd-division/country:in/state:ka/district:dh/cd:hubli-dharwad-_west,Hubli-Dharwad- West,,,,
ocd-division/country:in/state:ka/district:dh/cd:hubli-dharwad-east,Hubli-Dharwad-East (SC),,,,
ocd-division/country:in/state:ka/district:dh/cd:hubli-dharwad_central,Hubli-Dharwad Central,,,,
ocd-division/country:in/state:ka/district:dh/cd:kalghatgi,Kalghatgi,,,,
ocd-division/country:in/state:ka/district:dh/cd:kundgol,Kundgol,,,,
ocd-division/country:in/state:ka/district:dh/cd:navalgund,Navalgund,,,,
ocd-division/country:in/state:ka/district:dk,Dakshina Kannada,,,,
ocd-division/country:in/state:ka/district:dk/cd:bantwal,Bantwal,,,,
ocd-division/country:in/state:ka/district:dk/cd:belthangady,Belthangady,,,,
ocd-division/country:in/state:ka/district:dk/cd:mangalore,Mangalore,,,,
ocd-division/country:in/state:ka/district:dk/cd:mangalore_city_north,Mangalore City North,,,,
ocd-division/country:in/state:ka/district:dk/cd:mangalore_city_south,Mangalore City South,,,,
ocd-division/country:in/state:ka/district:dk/cd:moodabidri,Moodabidri,,,,
ocd-division/country:in/state:ka/district:dk/cd:puttur,Puttur,,,,
ocd-division/country:in/state:ka/district:dk/cd:sullia,Sullia (SC),,,,
ocd-division/country:in/state:ka/district:ga,Gadag,,,,
ocd-division/country:in/state:ka/district:ga/cd:gadag,Gadag,,,,
ocd-division/country:in/state:ka/district:ga/cd:nargund,Nargund,,,,
ocd-division/country:in/state:ka/district:ga/cd:ron,Ron,,,,
ocd-division/country:in/state:ka/district:ga/cd:shirahatti,Shirahatti (SC),,,,
ocd-division/country:in/state:ka/district:gu,Gulbarga,,,,
ocd-division/country:in/state:ka/district:gu/cd:afzalpur,Afzalpur,,,,
ocd-division/country:in/state:ka/district:gu/cd:aland,Aland,,,,
ocd-division/country:in/state:ka/district:gu/cd:chincholi,Chincholi (SC),,,,
ocd-division/country:in/state:ka/district:gu/cd:chittapur,Chittapur (SC),,,,
ocd-division/country:in/state:ka/district:gu/cd:gulbarga_dakshin,Gulbarga Dakshin,,,,
ocd-division/country:in/state:ka/district:gu/cd:gulbarga_rural,Gulbarga Rural (SC),,,,
ocd-division/country:in/state:ka/district:gu/cd:gulbarga_uttar,Gulbarga Uttar,,,,
ocd-division/country:in/state:ka/district:gu/cd:jewargi,Jewargi,,,,
ocd-division/country:in/state:ka/district:gu/cd:sedam,Sedam,,,,
ocd-division/country:in/state:ka/district:ha,Haveri,,,,
ocd-division/country:in/state:ka/district:ha/cd:byadgi,Byadgi,,,,
ocd-division/country:in/state:ka/district:ha/cd:hangal,Hangal,,,,
ocd-division/country:in/state:ka/district:ha/cd:haveri,Haveri (SC),,,,
ocd-division/country:in/state:ka/district:ha/cd:hirekerur,Hirekerur,,,,
ocd-division/country:in/state:ka/district:ha/cd:ranebennur,Ranebennur,,,,
ocd-division/country:in/state:ka/district:ha/cd:shiggaon,Shiggaon,,,,
ocd-division/country:in/state:ka/district:hs,Hassan,,,,
ocd-division/country:in/state:ka/district:hs/cd:arkalgud,Arkalgud,,,,
ocd-division/country:in/state:ka/district:hs/cd:arsikere,Arsikere,,,,
ocd-division/country:in/state:ka/district:hs/cd:belur,Belur,,,,
ocd-division/country:in/state:ka/district:hs/cd:hassan,Hassan,,,,
ocd-division/country:in/state:ka/district:hs/cd:holenarasipur,Holenarasipur,,,,
ocd-division/country:in/state:ka/district:hs/cd:sakaleshpur,Sakaleshpur (SC),,,,
ocd-division/country:in/state:ka/district:hs/cd:shravanabelagola,Shravanabelagola,,,,
ocd-division/country:in/state:ka/district:kd,Kodagu,,,,
ocd-division/country:in/state:ka/district:kd/cd:madikeri,Madikeri,,,,
ocd-division/country:in/state:ka/district:kd/cd:virajpet,Virajpet,,,,
ocd-division/country:in/state:ka/district:ko,Kolar,,,,
ocd-division/country:in/state:ka/district:ko/cd:bangarapet,Bangarapet (SC),,,,
ocd-division/country:in/state:ka/district:ko/cd:kolar,Kolar,,,,
ocd-division/country:in/state:ka/district:ko/cd:kolar_gold_field,Kolar Gold Field (SC),,,,
ocd-division/country:in/state:ka/district:ko/cd:malur,Malur,,,,
ocd-division/country:in/state:ka/district:ko/cd:mulbagal,Mulbagal (SC),,,,
ocd-division/country:in/state:ka/district:ko/cd:srinivaspur,Srinivaspur,,,,
ocd-division/country:in/state:ka/district:kp,Koppal,,,,
ocd-division/country:in/state:ka/district:kp/cd:gangawati,Gangawati,,,,
ocd-division/country:in/state:ka/district:kp/cd:kanakagiri,Kanakagiri (SC),,,,
ocd-division/country:in/state:ka/district:kp/cd:koppal,Koppal,,,,
ocd-division/country:in/state:ka/district:kp/cd:kushtagi,Kushtagi,,,,
ocd-division/country:in/state:ka/district:kp/cd:yelburga,Yelburga,,,,
ocd-division/country:in/state:ka/district:ma,Mandya,,,,
