id,state_id
ocd-division/country:us/state:hi/county:maui/precinct:13-8,13-08
ocd-division/country:us/state:hi/county:maui/precinct:13-9,13-09
ocd-division/country:us/state:hi/county:kauai/precinct:14-1,14-01
ocd-division/country:us/state:hi/county:kauai/precinct:14-2,14-02
ocd-division/country:us/state:hi/county:kauai/precinct:14-3,14-03
ocd-division/country:us/state:hi/county:kauai/precinct:14-4,14-04
ocd-division/country:us/state:hi/county:kauai/precinct:14-5,14-05
ocd-division/country:us/state:hi/county:kauai/precinct:15-1,15-01
ocd-division/country:us/state:hi/county:kauai/precinct:15-2,15-02
ocd-division/country:us/state:hi/county:kauai/precinct:15-3,15-03
ocd-division/country:us/state:hi/county:kauai/precinct:15-4,15-04
ocd-division/country:us/state:hi/county:kauai/precinct:15-5,15-05
ocd-division/country:us/state:hi/county:kauai/precinct:16-1,16-01
ocd-division/country:us/state:hi/county:kauai/precinct:16-2,16-02
ocd-division/country:us/state:hi/county:kauai/precinct:16-3,16-03
ocd-division/country:us/state:hi/county:kauai/precinct:16-4,16-04
ocd-division/country:us/state:hi/county:kauai/precinct:16-5,16-05
ocd-division/country:us/state:hi/county:kauai/precinct:16-6,16-06
ocd-division/country:us/state:hi/county:honolulu/precinct:17-1,17-01
ocd-division/country:us/state:hi/county:honolulu/precinct:17-2,17-02
ocd-division/country:us/state:hi/county:honolulu/precinct:17-3,17-03
ocd-division/country:us/state:hi/county:honolulu/precinct:17-4,17-04
ocd-division/country:us/state:hi/county:honolulu/precinct:18-1,18-01
ocd-division/country:us/state:hi/county:honolulu/precinct:18-2,18-02
ocd-division/country:us/state:hi/county:honolulu/precinct:18-3,18-03
ocd-division/country:us/state:hi/county:honolulu/precinct:18-4,18-04
ocd-division/country:us/state:hi/county:honolulu/precinct:19-1,19-01
ocd-division/country:us/state:hi/county:honolulu/precinct:19-2,19-02
ocd-division/country:us/state:hi/county:honolulu/precinct:19-3,19-03
ocd-division/country:us/state:hi/county:honolulu/precinct:19-4,19-04
ocd-division/country:us/state:hi/county:honolulu/precinct:19-5,19-05
ocd-division/country:us/state:hi/county:honolulu/precinct:20-1,20-01
ocd-division/country:us/state:hi/county:honolulu/precinct:20-2,20-02
ocd-division/country:us/state:hi/county:honolulu/precinct:20-3,20-03
ocd-division/country:us/state:hi/county:honolulu/precinct:20-4,20-04
ocd-division/country:us/state:hi/county:honolulu/precinct:21-1,21-01
ocd-division/country:us/state:hi/county:honolulu/precinct:21-2,21-02
ocd-division/country:us/state:hi/county:honolulu/precinct:21-3,21-03
ocd-division/country:us/state:hi/county:honolulu/precinct:21-4,21-04
ocd-division/country:us/state:hi/county:honolulu/precinct:22-1,22-01
ocd-division/country:us/state:hi/county:honolulu/precinct:22-2,22-02
ocd-division/country:us/state:hi/county:honolulu/precinct:22-3,22-03
ocd-division/country:us/state:hi/county:honolulu/precinct:23-1,23-01
ocd-division/country:us/state:hi/county:honolulu/precinct:23-2,23-02
ocd-division/country:us/state:hi/county:honolulu/precinct:23-3,23-03
ocd-division/country:us/state:hi/county:honolulu/precinct:23-4,23-04
ocd-division/country:us/state:hi/county:honolulu/precinct:23-5,23-05
ocd-division/country:us/state:hi/county:honolulu/precinct:24-1,24-01
ocd-division/country:us/state:hi/county:honolulu/precinct:24-2,24-02
ocd-division/country:us/state:hi/county:honolulu/precinct:24-3,24-03
ocd-division/country:us/state:hi/county:honolulu/precinct:24-4,24-04
ocd-division/country:us/state:hi/county:honolulu/precinct:25-1,25-01
ocd-division/country:us/state:hi/county:honolulu/precinct:25-2,25-02
ocd-division/country:us/state:hi/county:honolulu/precinct:25-3,25-03
ocd-division/country:us/state:hi/county:honolulu/precinct:25-4,25-04
ocd-division/country:us/state:hi/county:honolulu/precinct:25-5,25-05
ocd-division/country:us/state:hi/county:honolulu/precinct:26-1,26-01
ocd-division/country:us/state:hi/county:honolulu/precinct:26-2,26-02
ocd-division/country:us/state:hi/county:honolulu/precinct:26-3,26-03
ocd-division/country:us/state:hi/county:honolulu/precinct:26-4,26-04
ocd-division/country:us/state:hi/county:honolulu/precinct:26-5,26-05
ocd-division/country:us/state:hi/county:honolulu/precinct:26-6,26-06
ocd-division/country:us/state:hi/county:honolulu/precinct:26-7,26-07
ocd-division/country:us/state:hi/county:honolulu/precinct:27-1,27-01
ocd-division/country:us/state:hi/county:honolulu/precinct:27-2,27-02
ocd-division/country:us/state:hi/county:honolulu/precinct:27-3,27-03
ocd-division/country:us/state:hi/county:honolulu/precinct:27-4,27-04
ocd-division/country:us/state:hi/county:honolulu/precinct:27-5,27-05
ocd-division/country:us/state:hi/county:honolulu/precinct:28-1,28-01
ocd-division/country:us/state:hi/county:honolulu/precinct:28-2,28-02
ocd-division/country:us/state:hi/county:honolulu/precinct:28-3,28-03
ocd-division/country:us/state:hi/county:honolulu/precinct:28-4,28-04
ocd-division/country:us/state:hi/county:honolulu/precinct:29-1,29-01
ocd-division/country:us/state:hi/county:honolulu/precinct:29-2,29-02
ocd-division/country:us/state:hi/county:honolulu/precinct:29-3,29-03
ocd-division/country:us/state:hi/county:honolulu/precinct:29-4,29-04
ocd-division/country:us/state:hi/county:honolulu/precinct:30-1,30-01
ocd-division/country:us/state:hi/county:honolulu/precinct:30-2,30-02
ocd-division/country:us/state:hi/county:honolulu/precinct:30-3,30-03
ocd-division/country:us/state:hi/county:honolulu/precinct:30-4,30-04
ocd-division/country:us/state:hi/county:honolulu/precinct:31-1,31-01
ocd-division/country:us/state:hi/county:honolulu/precinct:31-2,31-02
ocd-division/country:us/state:hi/county:honolulu/precinct:31-3,31-03
ocd-division/country:us/state:hi/county:honolulu/precinct:31-4,31-04
ocd-division/country:us/state:hi/county:honolulu/precinct:31-5,31-05
ocd-division/country:us/state:hi/county:honolulu/precinct:31-6,31-06
ocd-division/country:us/state:hi/county:honolulu/precinct:32-1,32-01
ocd-division/country:us/state:hi/county:honolulu/precinct:32-2,32-02
ocd-division/country:us/state:hi/county:honolulu/precinct:32-3,32-03
ocd-division/country:us/state:hi/county:honolulu/precinct:33-1,33-01
ocd-division/country:us/state:hi/county:honolulu/precinct:33-2,33-02
ocd-division/country:us/state:hi/county:honolulu/precinct:33-3,33-03
ocd-division/country:us/state:hi/county:honolulu/precinct:33-4,33-04
ocd-division/country:us/state:hi/county:honolulu/precinct:33-5,33-05
ocd-division/country:us/state:hi/county:honolulu/precinct:33-6,33-06
ocd-division/country:us/state:hi/county:honolulu/precinct:34-1,34-01
ocd-division/country:us/state:hi/county:honolulu/precinct:34-2,34-02
ocd-division/country:us/state:hi/county:honolulu/precinct:34-3,34-03
ocd-division/country:us/state:hi/county:honolulu/precinct:35-1,35-01
ocd-division/country:us/state:hi/county:honolulu/precinct:35-2,35-02
ocd-division/country:us/state:hi/county:honolulu/precinct:35-3,35-03
ocd-division/country:us/state:hi/county:honolulu/precinct:35-4,35-04
ocd-division/country:us/state:hi/county:honolulu/precinct:35-5,35-05
ocd-division/country:us/state:hi/county:honolulu/precinct:35-6,35-06
ocd-division/country:us/state:hi/county:honolulu/precinct:35-7,35-07
ocd-division/country:us/state:hi/county:honolulu/precinct:36-1,36-01
ocd-division/country:us/state:hi/county:honolulu/precinct:36-2,36-02
ocd-division/country:us/state:hi/county:honolulu/precinct:36-3,36-03
ocd-division/country:us/state:hi/county:honolulu/precinct:37-1,37-01
ocd-division/country:us/state:hi/county:honolulu/precinct:37-2,37-02
ocd-division/country:us/state:hi/county:honolulu/precinct:37-3,37-03
ocd-division/country:us/state:hi/county:honolulu/precinct:37-4,37-04
ocd-division/country:us/state:hi/county:honolulu/precinct:38-1,38-01
ocd-division/country:us/state:hi/county:honolulu/precinct:38-2,38-02
ocd-division/country:us/state:hi/county:honolulu/precinct:38-3,38-03
ocd-division/country:us/state:hi/county:honolulu/precinct:38-4,38-04
ocd-division/country:us/state:hi/county:honolulu/precinct:39-1,39-01
ocd-division/country:us/state:hi/county:honolulu/precinct:39-2,39-02
ocd-division/country:us/state:hi/county:honolulu/precinct:39-3,39-03
ocd-division/country:us/state:hi/county:honolulu/precinct:39-4,39-04
ocd-division/country:us/state:hi/county:honolulu/precinct:39-5,39-05
ocd-division/country:us/state:hi/county:honolulu/precinct:40-1,40-01
ocd-division/country:us/state:hi/county:honolulu/precinct:40-2,40-02
ocd-division/country:us/state:hi/county:honolulu/precinct:40-3,40-03
ocd-division/country:us/state:hi/county:honolulu/precinct:40-4,40-04
ocd-division/country:us/state:hi/county:honolulu/precinct:41-1,41-01
ocd-division/country:us/state:hi/county:honolulu/precinct:41-2,41-02
ocd-division/country:us/state:hi/county:honolulu/precinct:41-3,41-03
ocd-division/country:us/state:hi/county:honolulu/precinct:41-4,41-04
ocd-division/country:us/state:hi/county:honolulu/precinct:42-1,42-01
ocd-division/country:us/state:hi/county:honolulu/precinct:42-2,42-02
ocd-division/country:us/state:hi/county:honolulu/precinct:42-3,42-03
ocd-division/country:us/state:hi/county:honolulu/precinct:43-1,43-01
ocd-division/country:us/state:hi/county:honolulu/precinct:43-2,43-02
ocd-division/country:us/state:hi/county:honolulu/precinct:43-3,43-03
ocd-division/country:us/state:hi/county:honolulu/precinct:43-4,43-04
ocd-division/country:us/state:hi/county:honolulu/precinct:43-5,43-05
ocd-division/country:us/state:hi/county:honolulu/precinct:44-1,44-01
ocd-division/country:us/state:hi/county:honolulu/precinct:44-2,44-02
ocd-division/country:us/state:hi/county:honolulu/precinct:45-1,45-01
ocd-division/country:us/state:hi/county:honolulu/precinct:45-2,45-02
ocd-division/country:us/state:hi/county:honolulu/precinct:45-3,45-03
ocd-division/country:us/state:hi/county:honolulu/precinct:45-4,45-04
ocd-division/country:us/state:hi/county:honolulu/precinct:45-5,45-05
ocd-division/country:us/state:hi/county:honolulu/precinct:46-1,46-01
ocd-division/country:us/state:hi/county:honolulu/precinct:46-2,46-02
ocd-division/country:us/state:hi/county:honolulu/precinct:46-3,46-03
ocd-division/country:us/state:hi/county:honolulu/precinct:46-4,46-04
ocd-division/country:us/state:hi/county:honolulu/precinct:47-1,47-01
ocd-division/country:us/state:hi/county:honolulu/precinct:47-2,47-02
ocd-division/country:us/state:hi/county:honolulu/precinct:47-3,47-03
ocd-division/country:us/state:hi/county:honolulu/precinct:47-4,47-04
ocd-division/country:us/state:hi/county:honolulu/precinct:48-1,48-01
ocd-division/country:us/state:hi/county:honolulu/precinct:48-2,48-02
ocd-division/country:us/state:hi/county:honolulu/precinct:48-3,48-03
ocd-division/country:us/state:hi/county:honolulu/precinct:48-4,48-04
ocd-division/country:us/state:hi/county:honolulu/precinct:48-5,48-05
ocd-division/country:us/state:hi/county:honolulu/precinct:48-6,48-06
ocd-division/country:us/state:hi/county:honolulu/precinct:49-1,49-01
ocd-division/country:us/state:hi/county:honolulu/precinct:49-2,49-02
ocd-division/country:us/state:hi/county:honolulu/precinct:49-3,49-03
ocd-division/country:us/state:hi/county:honolulu/precinct:49-4,49-04
ocd-division/country:us/state:hi/county:honolulu/precinct:49-5,49-05
ocd-division/country:us/state:hi/county:honolulu/precinct:49-6,49-06
ocd-division/country:us/state:hi/county:honolulu/precinct:50-1,50-01
ocd-division/country:us/state:hi/county:honolulu/precinct:50-2,50-02
ocd-division/country:us/state:hi/county:honolulu/precinct:50-3,50-03
ocd-division/country:us/state:hi/county:honolulu/precinct:50-4,50-04
ocd-division/country:us/state:hi/county:honolulu/precinct:51-1,51-01
ocd-division/country:us/state:hi/county:honolulu/precinct:51-2,51-02
ocd-division/country:us/state:hi/county:honolulu/precinct:51-3,51-03
ocd-division/country:us/state:hi/county:honolulu/precinct:51-4,51-04
ocd-division/country:us/state:hi/county:honolulu/precinct:51-5,51-05
ocd-division/country:us/state:hi/county:honolulu/precinct:51-6,51-06

