id,sameAs,sameAsNote
ocd-division/country:us/state:in/county:st_joseph/commissioner_district:1,ocd-division/country:us/state:in/county:st_joseph/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:st_joseph/commissioner_district:2,ocd-division/country:us/state:in/county:st_joseph/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:st_joseph/commissioner_district:3,ocd-division/country:us/state:in/county:st_joseph/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:starke/commissioner_district:1,ocd-division/country:us/state:in/county:starke/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:starke/commissioner_district:2,ocd-division/country:us/state:in/county:starke/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:starke/commissioner_district:3,ocd-division/country:us/state:in/county:starke/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:sullivan/commissioner_district:1,ocd-division/country:us/state:in/county:sullivan/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:sullivan/commissioner_district:2,ocd-division/country:us/state:in/county:sullivan/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:sullivan/commissioner_district:3,ocd-division/country:us/state:in/county:sullivan/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:switzerland/commissioner_district:1,ocd-division/country:us/state:in/county:switzerland/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:switzerland/commissioner_district:2,ocd-division/country:us/state:in/county:switzerland/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:switzerland/commissioner_district:3,ocd-division/country:us/state:in/county:switzerland/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:tippecanoe/commissioner_district:1,ocd-division/country:us/state:in/county:tippecanoe/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:tippecanoe/commissioner_district:2,ocd-division/country:us/state:in/county:tippecanoe/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:tippecanoe/commissioner_district:3,ocd-division/country:us/state:in/county:tippecanoe/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:tipton/commissioner_district:1,ocd-division/country:us/state:in/county:tipton/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:tipton/commissioner_district:2,ocd-division/country:us/state:in/county:tipton/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:tipton/commissioner_district:3,ocd-division/country:us/state:in/county:tipton/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:union/commissioner_district:1,ocd-division/country:us/state:in/county:union/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:union/commissioner_district:2,ocd-division/country:us/state:in/county:union/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:union/commissioner_district:3,ocd-division/country:us/state:in/county:union/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:vanderburgh/commissioner_district:1,ocd-division/country:us/state:in/county:vanderburgh/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:vanderburgh/commissioner_district:2,ocd-division/country:us/state:in/county:vanderburgh/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:vanderburgh/commissioner_district:3,ocd-division/country:us/state:in/county:vanderburgh/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:vermillion/commissioner_district:1,ocd-division/country:us/state:in/county:vermillion/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:vermillion/commissioner_district:2,ocd-division/country:us/state:in/county:vermillion/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:vermillion/commissioner_district:3,ocd-division/country:us/state:in/county:vermillion/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:vigo/commissioner_district:1,ocd-division/country:us/state:in/county:vigo/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:vigo/commissioner_district:2,ocd-division/country:us/state:in/county:vigo/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:vigo/commissioner_district:3,ocd-division/country:us/state:in/county:vigo/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:wabash/commissioner_district:1,ocd-division/country:us/state:in/county:wabash/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:wabash/commissioner_district:2,ocd-division/country:us/state:in/county:wabash/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:wabash/commissioner_district:3,ocd-division/country:us/state:in/county:wabash/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:warren/commissioner_district:1,ocd-division/country:us/state:in/county:warren/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:warren/commissioner_district:2,ocd-division/country:us/state:in/county:warren/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:warren/commissioner_district:3,ocd-division/country:us/state:in/county:warren/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:warrick/commissioner_district:1,ocd-division/country:us/state:in/county:warrick/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:warrick/commissioner_district:2,ocd-division/country:us/state:in/county:warrick/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:warrick/commissioner_district:3,ocd-division/country:us/state:in/county:warrick/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:washington/commissioner_district:1,ocd-division/country:us/state:in/county:washington/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:washington/commissioner_district:2,ocd-division/country:us/state:in/county:washington/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:washington/commissioner_district:3,ocd-division/country:us/state:in/county:washington/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:wayne/commissioner_district:1,ocd-division/country:us/state:in/county:wayne/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:wayne/commissioner_district:2,ocd-division/country:us/state:in/county:wayne/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:wayne/commissioner_district:3,ocd-division/country:us/state:in/county:wayne/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:wells/commissioner_district:1,ocd-division/country:us/state:in/county:wells/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:wells/commissioner_district:2,ocd-division/country:us/state:in/county:wells/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:wells/commissioner_district:3,ocd-division/country:us/state:in/county:wells/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:white/commissioner_district:1,ocd-division/country:us/state:in/county:white/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:white/commissioner_district:2,ocd-division/country:us/state:in/county:white/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:white/commissioner_district:3,ocd-division/country:us/state:in/county:white/executive_district:3,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:whitley/commissioner_district:1,ocd-division/country:us/state:in/county:whitley/executive_district:1,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:whitley/commissioner_district:2,ocd-division/country:us/state:in/county:whitley/executive_district:2,better type name – hope to deprecate commissioner_district
ocd-division/country:us/state:in/county:whitley/commissioner_district:3,ocd-division/country:us/state:in/county:whitley/executive_district:3,better type name – hope to deprecate commissioner_district

