@id,name,census_geoid
ocd-division/country:us/state:ma/sldu:worcester_and_middlesex,Massachusetts Worcester & Middlesex district,25009
ocd-division/country:us/state:ma/sldu:1st_worcester,Massachusetts First Worcester district,25010
ocd-division/country:us/state:ma/sldu:2nd_worcester,Massachusetts Second Worcester district,25011
ocd-division/country:us/state:ma/sldu:worcester_and_norfolk,Massachusetts Worcester & Norfolk district,25012
ocd-division/country:us/state:ma/sldu:1st_middlesex,Massachusetts First Middlesex district,25013
ocd-division/country:us/state:ma/sldu:middlesex_and_worcester,Massachusetts Middlesex & Worcester district,25014
ocd-division/country:us/state:ma/sldu:2nd_middlesex_and_norfolk,Massachusetts Second Middlesex & Norfolk district,25015
ocd-division/country:us/state:ma/sldu:3rd_middlesex,Massachusetts Third Middlesex district,25016
ocd-division/country:us/state:ma/sldu:norfolk_bristol_and_middlesex,"Massachusetts Norfolk, Bristol & Middlesex district",25017
ocd-division/country:us/state:ma/sldu:2nd_essex_and_middlesex,Massachusetts Second Essex & Middlesex district,25018
ocd-division/country:us/state:ma/sldu:1st_essex,Massachusetts First Essex district,25019
ocd-division/country:us/state:ma/sldu:1st_essex_and_middlesex,Massachusetts First Essex & Middlesex district,25020
ocd-division/country:us/state:ma/sldu:2nd_essex,Massachusetts Second Essex district,25021
ocd-division/country:us/state:ma/sldu:3rd_essex,Massachusetts Third Essex district,25022
ocd-division/country:us/state:ma/sldu:5th_middlesex,Massachusetts Fifth Middlesex district,25023
ocd-division/country:us/state:ma/sldu:4th_middlesex,Massachusetts Fourth Middlesex district,25024
ocd-division/country:us/state:ma/sldu:2nd_middlesex,Massachusetts Second Middlesex district,25025
ocd-division/country:us/state:ma/sldu:middlesex_and_suffolk,Massachusetts Middlesex & Suffolk district,25026
ocd-division/country:us/state:ma/sldu:1st_suffolk_and_middlesex,Massachusetts First Suffolk & Middlesex district,25027
ocd-division/country:us/state:ma/sldu:2nd_suffolk_and_middlesex,Massachusetts Second Suffolk & Middlesex district,25028
ocd-division/country:us/state:ma/sldu:1st_middlesex_and_norfolk,Massachusetts First Middlesex & Norfolk district,25029
ocd-division/country:us/state:ma/sldu:norfolk_and_suffolk,Massachusetts Norfolk & Suffolk district,25030
ocd-division/country:us/state:ma/sldu:bristol_and_norfolk,Massachusetts Bristol & Norfolk district,25031
ocd-division/country:us/state:ma/sldu:norfolk_bristol_and_plymouth,"Massachusetts Norfolk, Bristol & Plymouth district",25032
ocd-division/country:us/state:ma/sldu:norfolk_and_plymouth,Massachusetts Norfolk & Plymouth district,25033
ocd-division/country:us/state:ma/sldu:plymouth_and_norfolk,Massachusetts Plymouth & Norfolk district,25034
ocd-division/country:us/state:ma/sldu:2nd_plymouth_and_bristol,Massachusetts Second Plymouth & Bristol district,25035
ocd-division/country:us/state:ma/sldu:1st_plymouth_and_bristol,Massachusetts First Plymouth & Bristol district,25036
ocd-division/country:us/state:ma/sldu:1st_bristol_and_plymouth,Massachusetts First Bristol & Plymouth district,25037
ocd-division/country:us/state:ma/sldu:2nd_bristol_and_plymouth,Massachusetts Second Bristol & Plymouth district,25038
ocd-division/country:us/state:ma/sldu:plymouth_and_barnstable,Massachusetts Plymouth & Barnstable district,25039
ocd-division/country:us/state:ma/sldu:cape_and_islands,Massachusetts Cape & Islands district,25040
ocd-division/country:us/state:mi/sldu:1,Michigan State Senate district 1,26001
ocd-division/country:us/state:mi/sldu:2,Michigan State Senate district 2,26002
ocd-division/country:us/state:mi/sldu:3,Michigan State Senate district 3,26003
ocd-division/country:us/state:mi/sldu:4,Michigan State Senate district 4,26004
ocd-division/country:us/state:mi/sldu:5,Michigan State Senate district 5,26005
ocd-division/country:us/state:mi/sldu:6,Michigan State Senate district 6,26006
ocd-division/country:us/state:mi/sldu:7,Michigan State Senate district 7,26007
ocd-division/country:us/state:mi/sldu:8,Michigan State Senate district 8,26008
ocd-division/country:us/state:mi/sldu:9,Michigan State Senate district 9,26009
ocd-division/country:us/state:mi/sldu:10,Michigan State Senate district 10,26010
ocd-division/country:us/state:mi/sldu:11,Michigan State Senate district 11,26011
ocd-division/country:us/state:mi/sldu:12,Michigan State Senate district 12,26012
ocd-division/country:us/state:mi/sldu:13,Michigan State Senate district 13,26013
ocd-division/country:us/state:mi/sldu:14,Michigan State Senate district 14,26014
ocd-division/country:us/state:mi/sldu:15,Michigan State Senate district 15,26015
ocd-division/country:us/state:mi/sldu:16,Michigan State Senate district 16,26016
ocd-division/country:us/state:mi/sldu:17,Michigan State Senate district 17,26017
ocd-division/country:us/state:mi/sldu:18,Michigan State Senate district 18,26018
ocd-division/country:us/state:mi/sldu:19,Michigan State Senate district 19,26019
ocd-division/country:us/state:mi/sldu:20,Michigan State Senate district 20,26020
ocd-division/country:us/state:mi/sldu:21,Michigan State Senate district 21,26021
ocd-division/country:us/state:mi/sldu:22,Michigan State Senate district 22,26022
ocd-division/country:us/state:mi/sldu:23,Michigan State Senate district 23,26023
ocd-division/country:us/state:mi/sldu:24,Michigan State Senate district 24,26024
ocd-division/country:us/state:mi/sldu:25,Michigan State Senate district 25,26025
ocd-division/country:us/state:mi/sldu:26,Michigan State Senate district 26,26026
ocd-division/country:us/state:mi/sldu:27,Michigan State Senate district 27,26027
ocd-division/country:us/state:mi/sldu:28,Michigan State Senate district 28,26028
ocd-division/country:us/state:mi/sldu:29,Michigan State Senate district 29,26029
ocd-division/country:us/state:mi/sldu:30,Michigan State Senate district 30,26030
ocd-division/country:us/state:mi/sldu:31,Michigan State Senate district 31,26031
ocd-division/country:us/state:mi/sldu:32,Michigan State Senate district 32,26032
ocd-division/country:us/state:mi/sldu:33,Michigan State Senate district 33,26033
ocd-division/country:us/state:mi/sldu:34,Michigan State Senate district 34,26034
ocd-division/country:us/state:mi/sldu:35,Michigan State Senate district 35,26035
ocd-division/country:us/state:mi/sldu:36,Michigan State Senate district 36,26036
ocd-division/country:us/state:mi/sldu:37,Michigan State Senate district 37,26037
ocd-division/country:us/state:mi/sldu:38,Michigan State Senate district 38,26038
ocd-division/country:us/state:mn/sldu:1,Minnesota State Senate district 01,27001
ocd-division/country:us/state:mn/sldu:2,Minnesota State Senate district 02,27002
ocd-division/country:us/state:mn/sldu:3,Minnesota State Senate district 03,27003
ocd-division/country:us/state:mn/sldu:4,Minnesota State Senate district 04,27004
ocd-division/country:us/state:mn/sldu:5,Minnesota State Senate district 05,27005
ocd-division/country:us/state:mn/sldu:6,Minnesota State Senate district 06,27006
ocd-division/country:us/state:mn/sldu:7,Minnesota State Senate district 07,27007
ocd-division/country:us/state:mn/sldu:8,Minnesota State Senate district 08,27008
ocd-division/country:us/state:mn/sldu:9,Minnesota State Senate district 09,27009
ocd-division/country:us/state:mn/sldu:10,Minnesota State Senate district 10,27010
ocd-division/country:us/state:mn/sldu:11,Minnesota State Senate district 11,27011
ocd-division/country:us/state:mn/sldu:12,Minnesota State Senate district 12,27012
ocd-division/country:us/state:mn/sldu:13,Minnesota State Senate district 13,27013
ocd-division/country:us/state:mn/sldu:14,Minnesota State Senate district 14,27014
ocd-division/country:us/state:mn/sldu:15,Minnesota State Senate district 15,27015
ocd-division/country:us/state:mn/sldu:16,Minnesota State Senate district 16,27016
ocd-division/country:us/state:mn/sldu:17,Minnesota State Senate district 17,27017
ocd-division/country:us/state:mn/sldu:18,Minnesota State Senate district 18,27018
ocd-division/country:us/state:mn/sldu:19,Minnesota State Senate district 19,27019
ocd-division/country:us/state:mn/sldu:20,Minnesota State Senate district 20,27020
ocd-division/country:us/state:mn/sldu:21,Minnesota State Senate district 21,27021
ocd-division/country:us/state:mn/sldu:22,Minnesota State Senate district 22,27022
ocd-division/country:us/state:mn/sldu:23,Minnesota State Senate district 23,27023
ocd-division/country:us/state:mn/sldu:24,Minnesota State Senate district 24,27024
ocd-division/country:us/state:mn/sldu:25,Minnesota State Senate district 25,27025
ocd-division/country:us/state:mn/sldu:26,Minnesota State Senate district 26,27026
ocd-division/country:us/state:mn/sldu:27,Minnesota State Senate district 27,27027
ocd-division/country:us/state:mn/sldu:28,Minnesota State Senate district 28,27028
ocd-division/country:us/state:mn/sldu:29,Minnesota State Senate district 29,27029
ocd-division/country:us/state:mn/sldu:30,Minnesota State Senate district 30,27030
ocd-division/country:us/state:mn/sldu:31,Minnesota State Senate district 31,27031
ocd-division/country:us/state:mn/sldu:32,Minnesota State Senate district 32,27032
ocd-division/country:us/state:mn/sldu:33,Minnesota State Senate district 33,27033
ocd-division/country:us/state:mn/sldu:34,Minnesota State Senate district 34,27034
ocd-division/country:us/state:mn/sldu:35,Minnesota State Senate district 35,27035
ocd-division/country:us/state:mn/sldu:36,Minnesota State Senate district 36,27036
ocd-division/country:us/state:mn/sldu:37,Minnesota State Senate district 37,27037
ocd-division/country:us/state:mn/sldu:38,Minnesota State Senate district 38,27038
ocd-division/country:us/state:mn/sldu:39,Minnesota State Senate district 39,27039
ocd-division/country:us/state:mn/sldu:40,Minnesota State Senate district 40,27040
ocd-division/country:us/state:mn/sldu:41,Minnesota State Senate district 41,27041
ocd-division/country:us/state:mn/sldu:42,Minnesota State Senate district 42,27042
ocd-division/country:us/state:mn/sldu:43,Minnesota State Senate district 43,27043
ocd-division/country:us/state:mn/sldu:44,Minnesota State Senate district 44,27044
ocd-division/country:us/state:mn/sldu:45,Minnesota State Senate district 45,27045
ocd-division/country:us/state:mn/sldu:46,Minnesota State Senate district 46,27046
ocd-division/country:us/state:mn/sldu:47,Minnesota State Senate district 47,27047
ocd-division/country:us/state:mn/sldu:48,Minnesota State Senate district 48,27048
ocd-division/country:us/state:mn/sldu:49,Minnesota State Senate district 49,27049
ocd-division/country:us/state:mn/sldu:50,Minnesota State Senate district 50,27050
ocd-division/country:us/state:mn/sldu:51,Minnesota State Senate district 51,27051
ocd-division/country:us/state:mn/sldu:52,Minnesota State Senate district 52,27052
ocd-division/country:us/state:mn/sldu:53,Minnesota State Senate district 53,27053
ocd-division/country:us/state:mn/sldu:54,Minnesota State Senate district 54,27054
ocd-division/country:us/state:mn/sldu:55,Minnesota State Senate district 55,27055
ocd-division/country:us/state:mn/sldu:56,Minnesota State Senate district 56,27056
ocd-division/country:us/state:mn/sldu:57,Minnesota State Senate district 57,27057
ocd-division/country:us/state:mn/sldu:58,Minnesota State Senate district 58,27058
ocd-division/country:us/state:mn/sldu:59,Minnesota State Senate district 59,27059
ocd-division/country:us/state:mn/sldu:60,Minnesota State Senate district 60,27060
ocd-division/country:us/state:mn/sldu:61,Minnesota State Senate district 61,27061
ocd-division/country:us/state:mn/sldu:62,Minnesota State Senate district 62,27062
ocd-division/country:us/state:mn/sldu:63,Minnesota State Senate district 63,27063
ocd-division/country:us/state:mn/sldu:64,Minnesota State Senate district 64,27064
ocd-division/country:us/state:mn/sldu:65,Minnesota State Senate district 65,27065
ocd-division/country:us/state:mn/sldu:66,Minnesota State Senate district 66,27066
ocd-division/country:us/state:mn/sldu:67,Minnesota State Senate district 67,27067
ocd-division/country:us/state:ms/sldu:1,Mississippi State Senate district 1,28001
ocd-division/country:us/state:ms/sldu:2,Mississippi State Senate district 2,28002
ocd-division/country:us/state:ms/sldu:3,Mississippi State Senate district 3,28003
ocd-division/country:us/state:ms/sldu:4,Mississippi State Senate district 4,28004
ocd-division/country:us/state:ms/sldu:5,Mississippi State Senate district 5,28005
ocd-division/country:us/state:ms/sldu:6,Mississippi State Senate district 6,28006
ocd-division/country:us/state:ms/sldu:7,Mississippi State Senate district 7,28007
ocd-division/country:us/state:ms/sldu:8,Mississippi State Senate district 8,28008
ocd-division/country:us/state:ms/sldu:9,Mississippi State Senate district 9,28009
ocd-division/country:us/state:ms/sldu:10,Mississippi State Senate district 10,28010
ocd-division/country:us/state:ms/sldu:11,Mississippi State Senate district 11,28011
ocd-division/country:us/state:ms/sldu:12,Mississippi State Senate district 12,28012
ocd-division/country:us/state:ms/sldu:13,Mississippi State Senate district 13,28013
ocd-division/country:us/state:ms/sldu:14,Mississippi State Senate district 14,28014
ocd-division/country:us/state:ms/sldu:15,Mississippi State Senate district 15,28015
ocd-division/country:us/state:ms/sldu:16,Mississippi State Senate district 16,28016
ocd-division/country:us/state:ms/sldu:17,Mississippi State Senate district 17,28017
ocd-division/country:us/state:ms/sldu:18,Mississippi State Senate district 18,28018
ocd-division/country:us/state:ms/sldu:19,Mississippi State Senate district 19,28019
ocd-division/country:us/state:ms/sldu:20,Mississippi State Senate district 20,28020
ocd-division/country:us/state:ms/sldu:21,Mississippi State Senate district 21,28021
ocd-division/country:us/state:ms/sldu:22,Mississippi State Senate district 22,28022
ocd-division/country:us/state:ms/sldu:23,Mississippi State Senate district 23,28023
ocd-division/country:us/state:ms/sldu:24,Mississippi State Senate district 24,28024
ocd-division/country:us/state:ms/sldu:25,Mississippi State Senate district 25,28025
ocd-division/country:us/state:ms/sldu:26,Mississippi State Senate district 26,28026
ocd-division/country:us/state:ms/sldu:27,Mississippi State Senate district 27,28027
ocd-division/country:us/state:ms/sldu:28,Mississippi State Senate district 28,28028
ocd-division/country:us/state:ms/sldu:29,Mississippi State Senate district 29,28029
ocd-division/country:us/state:ms/sldu:30,Mississippi State Senate district 30,28030
ocd-division/country:us/state:ms/sldu:31,Mississippi State Senate district 31,28031
ocd-division/country:us/state:ms/sldu:32,Mississippi State Senate district 32,28032
ocd-division/country:us/state:ms/sldu:33,Mississippi State Senate district 33,28033
ocd-division/country:us/state:ms/sldu:34,Mississippi State Senate district 34,28034
ocd-division/country:us/state:ms/sldu:35,Mississippi State Senate district 35,28035
ocd-division/country:us/state:ms/sldu:36,Mississippi State Senate district 36,28036
ocd-division/country:us/state:ms/sldu:37,Mississippi State Senate district 37,28037
ocd-division/country:us/state:ms/sldu:38,Mississippi State Senate district 38,28038
ocd-division/country:us/state:ms/sldu:39,Mississippi State Senate district 39,28039
ocd-division/country:us/state:ms/sldu:40,Mississippi State Senate district 40,28040
ocd-division/country:us/state:ms/sldu:41,Mississippi State Senate district 41,28041
ocd-division/country:us/state:ms/sldu:42,Mississippi State Senate district 42,28042
ocd-division/country:us/state:ms/sldu:43,Mississippi State Senate district 43,28043
ocd-division/country:us/state:ms/sldu:44,Mississippi State Senate district 44,28044
ocd-division/country:us/state:ms/sldu:45,Mississippi State Senate district 45,28045
ocd-division/country:us/state:ms/sldu:46,Mississippi State Senate district 46,28046
ocd-division/country:us/state:ms/sldu:47,Mississippi State Senate district 47,28047
ocd-division/country:us/state:ms/sldu:48,Mississippi State Senate district 48,28048
ocd-division/country:us/state:ms/sldu:49,Mississippi State Senate district 49,28049
ocd-division/country:us/state:ms/sldu:50,Mississippi State Senate district 50,28050
ocd-division/country:us/state:ms/sldu:51,Mississippi State Senate district 51,28051
ocd-division/country:us/state:ms/sldu:52,Mississippi State Senate district 52,28052
ocd-division/country:us/state:mo/sldu:1,Missouri State Senate district 1,29001
ocd-division/country:us/state:mo/sldu:2,Missouri State Senate district 2,29002
ocd-division/country:us/state:mo/sldu:3,Missouri State Senate district 3,29003
ocd-division/country:us/state:mo/sldu:4,Missouri State Senate district 4,29004
ocd-division/country:us/state:mo/sldu:5,Missouri State Senate district 5,29005
ocd-division/country:us/state:mo/sldu:6,Missouri State Senate district 6,29006
ocd-division/country:us/state:mo/sldu:7,Missouri State Senate district 7,29007
ocd-division/country:us/state:mo/sldu:8,Missouri State Senate district 8,29008
ocd-division/country:us/state:mo/sldu:9,Missouri State Senate district 9,29009
ocd-division/country:us/state:mo/sldu:10,Missouri State Senate district 10,29010
ocd-division/country:us/state:mo/sldu:11,Missouri State Senate district 11,29011
ocd-division/country:us/state:mo/sldu:12,Missouri State Senate district 12,29012
ocd-division/country:us/state:mo/sldu:13,Missouri State Senate district 13,29013
ocd-division/country:us/state:mo/sldu:14,Missouri State Senate district 14,29014
ocd-division/country:us/state:mo/sldu:15,Missouri State Senate district 15,29015
ocd-division/country:us/state:mo/sldu:16,Missouri State Senate district 16,29016
ocd-division/country:us/state:mo/sldu:17,Missouri State Senate district 17,29017
ocd-division/country:us/state:mo/sldu:18,Missouri State Senate district 18,29018
ocd-division/country:us/state:mo/sldu:19,Missouri State Senate district 19,29019
ocd-division/country:us/state:mo/sldu:20,Missouri State Senate district 20,29020
ocd-division/country:us/state:mo/sldu:21,Missouri State Senate district 21,29021
ocd-division/country:us/state:mo/sldu:22,Missouri State Senate district 22,29022
ocd-division/country:us/state:mo/sldu:23,Missouri State Senate district 23,29023
ocd-division/country:us/state:mo/sldu:24,Missouri State Senate district 24,29024
ocd-division/country:us/state:mo/sldu:25,Missouri State Senate district 25,29025
ocd-division/country:us/state:mo/sldu:26,Missouri State Senate district 26,29026
ocd-division/country:us/state:mo/sldu:27,Missouri State Senate district 27,29027
ocd-division/country:us/state:mo/sldu:28,Missouri State Senate district 28,29028
ocd-division/country:us/state:mo/sldu:29,Missouri State Senate district 29,29029
ocd-division/country:us/state:mo/sldu:30,Missouri State Senate district 30,29030
ocd-division/country:us/state:mo/sldu:31,Missouri State Senate district 31,29031
ocd-division/country:us/state:mo/sldu:32,Missouri State Senate district 32,29032
ocd-division/country:us/state:mo/sldu:33,Missouri State Senate district 33,29033
ocd-division/country:us/state:mo/sldu:34,Missouri State Senate district 34,29034
ocd-division/country:us/state:mt/sldu:1,Montana State Senate district 1,30001
ocd-division/country:us/state:mt/sldu:2,Montana State Senate district 2,30002
ocd-division/country:us/state:mt/sldu:3,Montana State Senate district 3,30003
ocd-division/country:us/state:mt/sldu:4,Montana State Senate district 4,30004
ocd-division/country:us/state:mt/sldu:5,Montana State Senate district 5,30005
ocd-division/country:us/state:mt/sldu:6,Montana State Senate district 6,30006
ocd-division/country:us/state:mt/sldu:7,Montana State Senate district 7,30007
ocd-division/country:us/state:mt/sldu:8,Montana State Senate district 8,30008
ocd-division/country:us/state:mt/sldu:9,Montana State Senate district 9,30009
ocd-division/country:us/state:mt/sldu:10,Montana State Senate district 10,30010
ocd-division/country:us/state:mt/sldu:11,Montana State Senate district 11,30011
ocd-division/country:us/state:mt/sldu:12,Montana State Senate district 12,30012
ocd-division/country:us/state:mt/sldu:13,Montana State Senate district 13,30013
ocd-division/country:us/state:mt/sldu:14,Montana State Senate district 14,30014
ocd-division/country:us/state:mt/sldu:15,Montana State Senate district 15,30015
ocd-division/country:us/state:mt/sldu:16,Montana State Senate district 16,30016
ocd-division/country:us/state:mt/sldu:17,Montana State Senate district 17,30017
ocd-division/country:us/state:mt/sldu:18,Montana State Senate district 18,30018
ocd-division/country:us/state:mt/sldu:19,Montana State Senate district 19,30019
ocd-division/country:us/state:mt/sldu:20,Montana State Senate district 20,30020
ocd-division/country:us/state:mt/sldu:21,Montana State Senate district 21,30021
ocd-division/country:us/state:mt/sldu:22,Montana State Senate district 22,30022
ocd-division/country:us/state:mt/sldu:23,Montana State Senate district 23,30023
ocd-division/country:us/state:mt/sldu:24,Montana State Senate district 24,30024
ocd-division/country:us/state:mt/sldu:25,Montana State Senate district 25,30025
ocd-division/country:us/state:mt/sldu:26,Montana State Senate district 26,30026
ocd-division/country:us/state:mt/sldu:27,Montana State Senate district 27,30027
ocd-division/country:us/state:mt/sldu:28,Montana State Senate district 28,30028
ocd-division/country:us/state:mt/sldu:29,Montana State Senate district 29,30029
ocd-division/country:us/state:mt/sldu:30,Montana State Senate district 30,30030
ocd-division/country:us/state:mt/sldu:31,Montana State Senate district 31,30031
ocd-division/country:us/state:mt/sldu:32,Montana State Senate district 32,30032
ocd-division/country:us/state:mt/sldu:33,Montana State Senate district 33,30033
ocd-division/country:us/state:mt/sldu:34,Montana State Senate district 34,30034
ocd-division/country:us/state:mt/sldu:35,Montana State Senate district 35,30035
ocd-division/country:us/state:mt/sldu:36,Montana State Senate district 36,30036
ocd-division/country:us/state:mt/sldu:37,Montana State Senate district 37,30037
ocd-division/country:us/state:mt/sldu:38,Montana State Senate district 38,30038
ocd-division/country:us/state:mt/sldu:39,Montana State Senate district 39,30039
ocd-division/country:us/state:mt/sldu:40,Montana State Senate district 40,30040
ocd-division/country:us/state:mt/sldu:41,Montana State Senate district 41,30041
ocd-division/country:us/state:mt/sldu:42,Montana State Senate district 42,30042
ocd-division/country:us/state:mt/sldu:43,Montana State Senate district 43,30043
ocd-division/country:us/state:mt/sldu:44,Montana State Senate district 44,30044
ocd-division/country:us/state:mt/sldu:45,Montana State Senate district 45,30045
ocd-division/country:us/state:mt/sldu:46,Montana State Senate district 46,30046
ocd-division/country:us/state:mt/sldu:47,Montana State Senate district 47,30047
ocd-division/country:us/state:mt/sldu:48,Montana State Senate district 48,30048
ocd-division/country:us/state:mt/sldu:49,Montana State Senate district 49,30049
ocd-division/country:us/state:mt/sldu:50,Montana State Senate district 50,30050
ocd-division/country:us/state:ne/sldu:1,Nebraska State Senate district 1,31001
ocd-division/country:us/state:ne/sldu:2,Nebraska State Senate district 2,31002
ocd-division/country:us/state:ne/sldu:3,Nebraska State Senate district 3,31003
ocd-division/country:us/state:ne/sldu:4,Nebraska State Senate district 4,31004
ocd-division/country:us/state:ne/sldu:5,Nebraska State Senate district 5,31005
ocd-division/country:us/state:ne/sldu:6,Nebraska State Senate district 6,31006
ocd-division/country:us/state:ne/sldu:7,Nebraska State Senate district 7,31007
ocd-division/country:us/state:ne/sldu:8,Nebraska State Senate district 8,31008
ocd-division/country:us/state:ne/sldu:9,Nebraska State Senate district 9,31009
ocd-division/country:us/state:ne/sldu:10,Nebraska State Senate district 10,31010
ocd-division/country:us/state:ne/sldu:11,Nebraska State Senate district 11,31011
ocd-division/country:us/state:ne/sldu:12,Nebraska State Senate district 12,31012
ocd-division/country:us/state:ne/sldu:13,Nebraska State Senate district 13,31013
ocd-division/country:us/state:ne/sldu:14,Nebraska State Senate district 14,31014
ocd-division/country:us/state:ne/sldu:15,Nebraska State Senate district 15,31015
ocd-division/country:us/state:ne/sldu:16,Nebraska State Senate district 16,31016
ocd-division/country:us/state:ne/sldu:17,Nebraska State Senate district 17,31017
ocd-division/country:us/state:ne/sldu:18,Nebraska State Senate district 18,31018
ocd-division/country:us/state:ne/sldu:19,Nebraska State Senate district 19,31019
ocd-division/country:us/state:ne/sldu:20,Nebraska State Senate district 20,31020
ocd-division/country:us/state:ne/sldu:21,Nebraska State Senate district 21,31021
ocd-division/country:us/state:ne/sldu:22,Nebraska State Senate district 22,31022
ocd-division/country:us/state:ne/sldu:23,Nebraska State Senate district 23,31023
ocd-division/country:us/state:ne/sldu:24,Nebraska State Senate district 24,31024
ocd-division/country:us/state:ne/sldu:25,Nebraska State Senate district 25,31025
ocd-division/country:us/state:ne/sldu:26,Nebraska State Senate district 26,31026
ocd-division/country:us/state:ne/sldu:27,Nebraska State Senate district 27,31027
ocd-division/country:us/state:ne/sldu:28,Nebraska State Senate district 28,31028
ocd-division/country:us/state:ne/sldu:29,Nebraska State Senate district 29,31029
ocd-division/country:us/state:ne/sldu:30,Nebraska State Senate district 30,31030
ocd-division/country:us/state:ne/sldu:31,Nebraska State Senate district 31,31031
ocd-division/country:us/state:ne/sldu:32,Nebraska State Senate district 32,31032
ocd-division/country:us/state:ne/sldu:33,Nebraska State Senate district 33,31033
ocd-division/country:us/state:ne/sldu:34,Nebraska State Senate district 34,31034
ocd-division/country:us/state:ne/sldu:35,Nebraska State Senate district 35,31035
ocd-division/country:us/state:ne/sldu:36,Nebraska State Senate district 36,31036
ocd-division/country:us/state:ne/sldu:37,Nebraska State Senate district 37,31037
ocd-division/country:us/state:ne/sldu:38,Nebraska State Senate district 38,31038
ocd-division/country:us/state:ne/sldu:39,Nebraska State Senate district 39,31039
ocd-division/country:us/state:ne/sldu:40,Nebraska State Senate district 40,31040
ocd-division/country:us/state:ne/sldu:41,Nebraska State Senate district 41,31041
ocd-division/country:us/state:ne/sldu:42,Nebraska State Senate district 42,31042
ocd-division/country:us/state:ne/sldu:43,Nebraska State Senate district 43,31043
ocd-division/country:us/state:ne/sldu:44,Nebraska State Senate district 44,31044
ocd-division/country:us/state:ne/sldu:45,Nebraska State Senate district 45,31045
ocd-division/country:us/state:ne/sldu:46,Nebraska State Senate district 46,31046
ocd-division/country:us/state:ne/sldu:47,Nebraska State Senate district 47,31047
ocd-division/country:us/state:ne/sldu:48,Nebraska State Senate district 48,31048
ocd-division/country:us/state:ne/sldu:49,Nebraska State Senate district 49,31049
ocd-division/country:us/state:nv/sldu:1,Nevada State Senate district 1,32001
ocd-division/country:us/state:nv/sldu:2,Nevada State Senate district 2,32002
ocd-division/country:us/state:nv/sldu:3,Nevada State Senate district 3,32003
ocd-division/country:us/state:nv/sldu:4,Nevada State Senate district 4,32004
ocd-division/country:us/state:nv/sldu:5,Nevada State Senate district 5,32005
ocd-division/country:us/state:nv/sldu:6,Nevada State Senate district 6,32006
ocd-division/country:us/state:nv/sldu:7,Nevada State Senate district 7,32007
ocd-division/country:us/state:nv/sldu:8,Nevada State Senate district 8,32008
ocd-division/country:us/state:nv/sldu:9,Nevada State Senate district 9,32009
ocd-division/country:us/state:nv/sldu:10,Nevada State Senate district 10,32010
ocd-division/country:us/state:nv/sldu:11,Nevada State Senate district 11,32011
ocd-division/country:us/state:nv/sldu:12,Nevada State Senate district 12,32012
ocd-division/country:us/state:nv/sldu:13,Nevada State Senate district 13,32013
ocd-division/country:us/state:nv/sldu:14,Nevada State Senate district 14,32014
ocd-division/country:us/state:nv/sldu:15,Nevada State Senate district 15,32015
ocd-division/country:us/state:nv/sldu:16,Nevada State Senate district 16,32016
ocd-division/country:us/state:nv/sldu:17,Nevada State Senate district 17,32017
ocd-division/country:us/state:nv/sldu:18,Nevada State Senate district 18,32018
ocd-division/country:us/state:nv/sldu:19,Nevada State Senate district 19,32019
ocd-division/country:us/state:nv/sldu:20,Nevada State Senate district 20,32020
ocd-division/country:us/state:nv/sldu:21,Nevada State Senate district 21,32021
ocd-division/country:us/state:nh/sldu:1,New Hampshire State Senate district 1,33001
ocd-division/country:us/state:nh/sldu:2,New Hampshire State Senate district 2,33002
ocd-division/country:us/state:nh/sldu:3,New Hampshire State Senate district 3,33003
ocd-division/country:us/state:nh/sldu:4,New Hampshire State Senate district 4,33004
ocd-division/country:us/state:nh/sldu:5,New Hampshire State Senate district 5,33005
ocd-division/country:us/state:nh/sldu:6,New Hampshire State Senate district 6,33006
ocd-division/country:us/state:nh/sldu:7,New Hampshire State Senate district 7,33007
ocd-division/country:us/state:nh/sldu:8,New Hampshire State Senate district 8,33008
ocd-division/country:us/state:nh/sldu:9,New Hampshire State Senate district 9,33009
ocd-division/country:us/state:nh/sldu:10,New Hampshire State Senate district 10,33010
ocd-division/country:us/state:nh/sldu:11,New Hampshire State Senate district 11,33011
ocd-division/country:us/state:nh/sldu:12,New Hampshire State Senate district 12,33012
ocd-division/country:us/state:nh/sldu:13,New Hampshire State Senate district 13,33013
ocd-division/country:us/state:nh/sldu:14,New Hampshire State Senate district 14,33014
ocd-division/country:us/state:nh/sldu:15,New Hampshire State Senate district 15,33015
ocd-division/country:us/state:nh/sldu:16,New Hampshire State Senate district 16,33016
ocd-division/country:us/state:nh/sldu:17,New Hampshire State Senate district 17,33017
ocd-division/country:us/state:nh/sldu:18,New Hampshire State Senate district 18,33018
ocd-division/country:us/state:nh/sldu:19,New Hampshire State Senate district 19,33019
ocd-division/country:us/state:nh/sldu:20,New Hampshire State Senate district 20,33020
ocd-division/country:us/state:nh/sldu:21,New Hampshire State Senate district 21,33021
ocd-division/country:us/state:nh/sldu:22,New Hampshire State Senate district 22,33022
ocd-division/country:us/state:nh/sldu:23,New Hampshire State Senate district 23,33023
ocd-division/country:us/state:nh/sldu:24,New Hampshire State Senate district 24,33024
ocd-division/country:us/state:nj/sldu:1,New Jersey State Senate district 1,34001
ocd-division/country:us/state:nj/sldu:2,New Jersey State Senate district 2,34002
ocd-division/country:us/state:nj/sldu:3,New Jersey State Senate district 3,34003
