@id,name,census_geoid
ocd-division/country:us/state:id/sldu:13,Idaho State Senate district 13,16013
ocd-division/country:us/state:id/sldu:14,Idaho State Senate district 14,16014
ocd-division/country:us/state:id/sldu:15,Idaho State Senate district 15,16015
ocd-division/country:us/state:id/sldu:16,Idaho State Senate district 16,16016
ocd-division/country:us/state:id/sldu:17,Idaho State Senate district 17,16017
ocd-division/country:us/state:id/sldu:18,Idaho State Senate district 18,16018
ocd-division/country:us/state:id/sldu:19,Idaho State Senate district 19,16019
ocd-division/country:us/state:id/sldu:20,Idaho State Senate district 20,16020
ocd-division/country:us/state:id/sldu:21,Idaho State Senate district 21,16021
ocd-division/country:us/state:id/sldu:22,Idaho State Senate district 22,16022
ocd-division/country:us/state:id/sldu:23,Idaho State Senate district 23,16023
ocd-division/country:us/state:id/sldu:24,Idaho State Senate district 24,16024
ocd-division/country:us/state:id/sldu:25,Idaho State Senate district 25,16025
ocd-division/country:us/state:id/sldu:26,Idaho State Senate district 26,16026
ocd-division/country:us/state:id/sldu:27,Idaho State Senate district 27,16027
ocd-division/country:us/state:id/sldu:28,Idaho State Senate district 28,16028
ocd-division/country:us/state:id/sldu:29,Idaho State Senate district 29,16029
ocd-division/country:us/state:id/sldu:30,Idaho State Senate district 30,16030
ocd-division/country:us/state:id/sldu:31,Idaho State Senate district 31,16031
ocd-division/country:us/state:id/sldu:32,Idaho State Senate district 32,16032
ocd-division/country:us/state:id/sldu:33,Idaho State Senate district 33,16033
ocd-division/country:us/state:id/sldu:34,Idaho State Senate district 34,16034
ocd-division/country:us/state:id/sldu:35,Idaho State Senate district 35,16035
ocd-division/country:us/state:il/sldu:1,Illinois State Senate district 1,17001
ocd-division/country:us/state:il/sldu:2,Illinois State Senate district 2,17002
ocd-division/country:us/state:il/sldu:3,Illinois State Senate district 3,17003
ocd-division/country:us/state:il/sldu:4,Illinois State Senate district 4,17004
ocd-division/country:us/state:il/sldu:5,Illinois State Senate district 5,17005
ocd-division/country:us/state:il/sldu:6,Illinois State Senate district 6,17006
ocd-division/country:us/state:il/sldu:7,Illinois State Senate district 7,17007
ocd-division/country:us/state:il/sldu:8,Illinois State Senate district 8,17008
ocd-division/country:us/state:il/sldu:9,Illinois State Senate district 9,17009
ocd-division/country:us/state:il/sldu:10,Illinois State Senate district 10,17010
ocd-division/country:us/state:il/sldu:11,Illinois State Senate district 11,17011
ocd-division/country:us/state:il/sldu:12,Illinois State Senate district 12,17012
ocd-division/country:us/state:il/sldu:13,Illinois State Senate district 13,17013
ocd-division/country:us/state:il/sldu:14,Illinois State Senate district 14,17014
ocd-division/country:us/state:il/sldu:15,Illinois State Senate district 15,17015
ocd-division/country:us/state:il/sldu:16,Illinois State Senate district 16,17016
ocd-division/country:us/state:il/sldu:17,Illinois State Senate district 17,17017
ocd-division/country:us/state:il/sldu:18,Illinois State Senate district 18,17018
ocd-division/country:us/state:il/sldu:19,Illinois State Senate district 19,17019
ocd-division/country:us/state:il/sldu:20,Illinois State Senate district 20,17020
ocd-division/country:us/state:il/sldu:21,Illinois State Senate district 21,17021
ocd-division/country:us/state:il/sldu:22,Illinois State Senate district 22,17022
ocd-division/country:us/state:il/sldu:23,Illinois State Senate district 23,17023
ocd-division/country:us/state:il/sldu:24,Illinois State Senate district 24,17024
ocd-division/country:us/state:il/sldu:25,Illinois State Senate district 25,17025
ocd-division/country:us/state:il/sldu:26,Illinois State Senate district 26,17026
ocd-division/country:us/state:il/sldu:27,Illinois State Senate district 27,17027
ocd-division/country:us/state:il/sldu:28,Illinois State Senate district 28,17028
ocd-division/country:us/state:il/sldu:29,Illinois State Senate district 29,17029
ocd-division/country:us/state:il/sldu:30,Illinois State Senate district 30,17030
ocd-division/country:us/state:il/sldu:31,Illinois State Senate district 31,17031
ocd-division/country:us/state:il/sldu:32,Illinois State Senate district 32,17032
ocd-division/country:us/state:il/sldu:33,Illinois State Senate district 33,17033
ocd-division/country:us/state:il/sldu:34,Illinois State Senate district 34,17034
ocd-division/country:us/state:il/sldu:35,Illinois State Senate district 35,17035
ocd-division/country:us/state:il/sldu:36,Illinois State Senate district 36,17036
ocd-division/country:us/state:il/sldu:37,Illinois State Senate district 37,17037
ocd-division/country:us/state:il/sldu:38,Illinois State Senate district 38,17038
ocd-division/country:us/state:il/sldu:39,Illinois State Senate district 39,17039
ocd-division/country:us/state:il/sldu:40,Illinois State Senate district 40,17040
ocd-division/country:us/state:il/sldu:41,Illinois State Senate district 41,17041
ocd-division/country:us/state:il/sldu:42,Illinois State Senate district 42,17042
ocd-division/country:us/state:il/sldu:43,Illinois State Senate district 43,17043
ocd-division/country:us/state:il/sldu:44,Illinois State Senate district 44,17044
ocd-division/country:us/state:il/sldu:45,Illinois State Senate district 45,17045
ocd-division/country:us/state:il/sldu:46,Illinois State Senate district 46,17046
ocd-division/country:us/state:il/sldu:47,Illinois State Senate district 47,17047
ocd-division/country:us/state:il/sldu:48,Illinois State Senate district 48,17048
ocd-division/country:us/state:il/sldu:49,Illinois State Senate district 49,17049
ocd-division/country:us/state:il/sldu:50,Illinois State Senate district 50,17050
ocd-division/country:us/state:il/sldu:51,Illinois State Senate district 51,17051
ocd-division/country:us/state:il/sldu:52,Illinois State Senate district 52,17052
ocd-division/country:us/state:il/sldu:53,Illinois State Senate district 53,17053
ocd-division/country:us/state:il/sldu:54,Illinois State Senate district 54,17054
ocd-division/country:us/state:il/sldu:55,Illinois State Senate district 55,17055
ocd-division/country:us/state:il/sldu:56,Illinois State Senate district 56,17056
ocd-division/country:us/state:il/sldu:57,Illinois State Senate district 57,17057
ocd-division/country:us/state:il/sldu:58,Illinois State Senate district 58,17058
ocd-division/country:us/state:il/sldu:59,Illinois State Senate district 59,17059
ocd-division/country:us/state:in/sldu:1,Indiana State Senate district 1,18001
ocd-division/country:us/state:in/sldu:2,Indiana State Senate district 2,18002
ocd-division/country:us/state:in/sldu:3,Indiana State Senate district 3,18003
ocd-division/country:us/state:in/sldu:4,Indiana State Senate district 4,18004
ocd-division/country:us/state:in/sldu:5,Indiana State Senate district 5,18005
ocd-division/country:us/state:in/sldu:6,Indiana State Senate district 6,18006
ocd-division/country:us/state:in/sldu:7,Indiana State Senate district 7,18007
ocd-division/country:us/state:in/sldu:8,Indiana State Senate district 8,18008
ocd-division/country:us/state:in/sldu:9,Indiana State Senate district 9,18009
ocd-division/country:us/state:in/sldu:10,Indiana State Senate district 10,18010
ocd-division/country:us/state:in/sldu:11,Indiana State Senate district 11,18011
ocd-division/country:us/state:in/sldu:12,Indiana State Senate district 12,18012
ocd-division/country:us/state:in/sldu:13,Indiana State Senate district 13,18013
ocd-division/country:us/state:in/sldu:14,Indiana State Senate district 14,18014
ocd-division/country:us/state:in/sldu:15,Indiana State Senate district 15,18015
ocd-division/country:us/state:in/sldu:16,Indiana State Senate district 16,18016
ocd-division/country:us/state:in/sldu:17,Indiana State Senate district 17,18017
ocd-division/country:us/state:in/sldu:18,Indiana State Senate district 18,18018
ocd-division/country:us/state:in/sldu:19,Indiana State Senate district 19,18019
ocd-division/country:us/state:in/sldu:20,Indiana State Senate district 20,18020
ocd-division/country:us/state:in/sldu:21,Indiana State Senate district 21,18021
ocd-division/country:us/state:in/sldu:22,Indiana State Senate district 22,18022
ocd-division/country:us/state:in/sldu:23,Indiana State Senate district 23,18023
ocd-division/country:us/state:in/sldu:24,Indiana State Senate district 24,18024
ocd-division/country:us/state:in/sldu:25,Indiana State Senate district 25,18025
ocd-division/country:us/state:in/sldu:26,Indiana State Senate district 26,18026
ocd-division/country:us/state:in/sldu:27,Indiana State Senate district 27,18027
ocd-division/country:us/state:in/sldu:28,Indiana State Senate district 28,18028
ocd-division/country:us/state:in/sldu:29,Indiana State Senate district 29,18029
ocd-division/country:us/state:in/sldu:30,Indiana State Senate district 30,18030
ocd-division/country:us/state:in/sldu:31,Indiana State Senate district 31,18031
ocd-division/country:us/state:in/sldu:32,Indiana State Senate district 32,18032
ocd-division/country:us/state:in/sldu:33,Indiana State Senate district 33,18033
ocd-division/country:us/state:in/sldu:34,Indiana State Senate district 34,18034
ocd-division/country:us/state:in/sldu:35,Indiana State Senate district 35,18035
ocd-division/country:us/state:in/sldu:36,Indiana State Senate district 36,18036
ocd-division/country:us/state:in/sldu:37,Indiana State Senate district 37,18037
ocd-division/country:us/state:in/sldu:38,Indiana State Senate district 38,18038
ocd-division/country:us/state:in/sldu:39,Indiana State Senate district 39,18039
ocd-division/country:us/state:in/sldu:40,Indiana State Senate district 40,18040
ocd-division/country:us/state:in/sldu:41,Indiana State Senate district 41,18041
ocd-division/country:us/state:in/sldu:42,Indiana State Senate district 42,18042
ocd-division/country:us/state:in/sldu:43,Indiana State Senate district 43,18043
ocd-division/country:us/state:in/sldu:44,Indiana State Senate district 44,18044
ocd-division/country:us/state:in/sldu:45,Indiana State Senate district 45,18045
ocd-division/country:us/state:in/sldu:46,Indiana State Senate district 46,18046
ocd-division/country:us/state:in/sldu:47,Indiana State Senate district 47,18047
ocd-division/country:us/state:in/sldu:48,Indiana State Senate district 48,18048
ocd-division/country:us/state:in/sldu:49,Indiana State Senate district 49,18049
ocd-division/country:us/state:in/sldu:50,Indiana State Senate district 50,18050
ocd-division/country:us/state:ia/sldu:1,Iowa State Senate district 1,19001
ocd-division/country:us/state:ia/sldu:2,Iowa State Senate district 2,19002
ocd-division/country:us/state:ia/sldu:3,Iowa State Senate district 3,19003
ocd-division/country:us/state:ia/sldu:4,Iowa State Senate district 4,19004
ocd-division/country:us/state:ia/sldu:5,Iowa State Senate district 5,19005
ocd-division/country:us/state:ia/sldu:6,Iowa State Senate district 6,19006
ocd-division/country:us/state:ia/sldu:7,Iowa State Senate district 7,19007
ocd-division/country:us/state:ia/sldu:8,Iowa State Senate district 8,19008
ocd-division/country:us/state:ia/sldu:9,Iowa State Senate district 9,19009
ocd-division/country:us/state:ia/sldu:10,Iowa State Senate district 10,19010
ocd-division/country:us/state:ia/sldu:11,Iowa State Senate district 11,19011
ocd-division/country:us/state:ia/sldu:12,Iowa State Senate district 12,19012
ocd-division/country:us/state:ia/sldu:13,Iowa State Senate district 13,19013
ocd-division/country:us/state:ia/sldu:14,Iowa State Senate district 14,19014
ocd-division/country:us/state:ia/sldu:15,Iowa State Senate district 15,19015
ocd-division/country:us/state:ia/sldu:16,Iowa State Senate district 16,19016
ocd-division/country:us/state:ia/sldu:17,Iowa State Senate district 17,19017
ocd-division/country:us/state:ia/sldu:18,Iowa State Senate district 18,19018
ocd-division/country:us/state:ia/sldu:19,Iowa State Senate district 19,19019
ocd-division/country:us/state:ia/sldu:20,Iowa State Senate district 20,19020
ocd-division/country:us/state:ia/sldu:21,Iowa State Senate district 21,19021
ocd-division/country:us/state:ia/sldu:22,Iowa State Senate district 22,19022
ocd-division/country:us/state:ia/sldu:23,Iowa State Senate district 23,19023
ocd-division/country:us/state:ia/sldu:24,Iowa State Senate district 24,19024
ocd-division/country:us/state:ia/sldu:25,Iowa State Senate district 25,19025
ocd-division/country:us/state:ia/sldu:26,Iowa State Senate district 26,19026
ocd-division/country:us/state:ia/sldu:27,Iowa State Senate district 27,19027
ocd-division/country:us/state:ia/sldu:28,Iowa State Senate district 28,19028
ocd-division/country:us/state:ia/sldu:29,Iowa State Senate district 29,19029
ocd-division/country:us/state:ia/sldu:30,Iowa State Senate district 30,19030
ocd-division/country:us/state:ia/sldu:31,Iowa State Senate district 31,19031
ocd-division/country:us/state:ia/sldu:32,Iowa State Senate district 32,19032
ocd-division/country:us/state:ia/sldu:33,Iowa State Senate district 33,19033
ocd-division/country:us/state:ia/sldu:34,Iowa State Senate district 34,19034
ocd-division/country:us/state:ia/sldu:35,Iowa State Senate district 35,19035
ocd-division/country:us/state:ia/sldu:36,Iowa State Senate district 36,19036
ocd-division/country:us/state:ia/sldu:37,Iowa State Senate district 37,19037
ocd-division/country:us/state:ia/sldu:38,Iowa State Senate district 38,19038
ocd-division/country:us/state:ia/sldu:39,Iowa State Senate district 39,19039
ocd-division/country:us/state:ia/sldu:40,Iowa State Senate district 40,19040
ocd-division/country:us/state:ia/sldu:41,Iowa State Senate district 41,19041
ocd-division/country:us/state:ia/sldu:42,Iowa State Senate district 42,19042
ocd-division/country:us/state:ia/sldu:43,Iowa State Senate district 43,19043
ocd-division/country:us/state:ia/sldu:44,Iowa State Senate district 44,19044
ocd-division/country:us/state:ia/sldu:45,Iowa State Senate district 45,19045
ocd-division/country:us/state:ia/sldu:46,Iowa State Senate district 46,19046
ocd-division/country:us/state:ia/sldu:47,Iowa State Senate district 47,19047
ocd-division/country:us/state:ia/sldu:48,Iowa State Senate district 48,19048
ocd-division/country:us/state:ia/sldu:49,Iowa State Senate district 49,19049
ocd-division/country:us/state:ia/sldu:50,Iowa State Senate district 50,19050
ocd-division/country:us/state:ks/sldu:1,Kansas State Senate district 1,20001
ocd-division/country:us/state:ks/sldu:2,Kansas State Senate district 2,20002
ocd-division/country:us/state:ks/sldu:3,Kansas State Senate district 3,20003
ocd-division/country:us/state:ks/sldu:4,Kansas State Senate district 4,20004
ocd-division/country:us/state:ks/sldu:5,Kansas State Senate district 5,20005
ocd-division/country:us/state:ks/sldu:6,Kansas State Senate district 6,20006
ocd-division/country:us/state:ks/sldu:7,Kansas State Senate district 7,20007
ocd-division/country:us/state:ks/sldu:8,Kansas State Senate district 8,20008
ocd-division/country:us/state:ks/sldu:9,Kansas State Senate district 9,20009
ocd-division/country:us/state:ks/sldu:10,Kansas State Senate district 10,20010
ocd-division/country:us/state:ks/sldu:11,Kansas State Senate district 11,20011
ocd-division/country:us/state:ks/sldu:12,Kansas State Senate district 12,20012
ocd-division/country:us/state:ks/sldu:13,Kansas State Senate district 13,20013
ocd-division/country:us/state:ks/sldu:14,Kansas State Senate district 14,20014
ocd-division/country:us/state:ks/sldu:15,Kansas State Senate district 15,20015
ocd-division/country:us/state:ks/sldu:16,Kansas State Senate district 16,20016
ocd-division/country:us/state:ks/sldu:17,Kansas State Senate district 17,20017
ocd-division/country:us/state:ks/sldu:18,Kansas State Senate district 18,20018
ocd-division/country:us/state:ks/sldu:19,Kansas State Senate district 19,20019
ocd-division/country:us/state:ks/sldu:20,Kansas State Senate district 20,20020
ocd-division/country:us/state:ks/sldu:21,Kansas State Senate district 21,20021
ocd-division/country:us/state:ks/sldu:22,Kansas State Senate district 22,20022
ocd-division/country:us/state:ks/sldu:23,Kansas State Senate district 23,20023
ocd-division/country:us/state:ks/sldu:24,Kansas State Senate district 24,20024
ocd-division/country:us/state:ks/sldu:25,Kansas State Senate district 25,20025
ocd-division/country:us/state:ks/sldu:26,Kansas State Senate district 26,20026
ocd-division/country:us/state:ks/sldu:27,Kansas State Senate district 27,20027
ocd-division/country:us/state:ks/sldu:28,Kansas State Senate district 28,20028
ocd-division/country:us/state:ks/sldu:29,Kansas State Senate district 29,20029
ocd-division/country:us/state:ks/sldu:30,Kansas State Senate district 30,20030
ocd-division/country:us/state:ks/sldu:31,Kansas State Senate district 31,20031
ocd-division/country:us/state:ks/sldu:32,Kansas State Senate district 32,20032
ocd-division/country:us/state:ks/sldu:33,Kansas State Senate district 33,20033
ocd-division/country:us/state:ks/sldu:34,Kansas State Senate district 34,20034
ocd-division/country:us/state:ks/sldu:35,Kansas State Senate district 35,20035
ocd-division/country:us/state:ks/sldu:36,Kansas State Senate district 36,20036
ocd-division/country:us/state:ks/sldu:37,Kansas State Senate district 37,20037
ocd-division/country:us/state:ks/sldu:38,Kansas State Senate district 38,20038
ocd-division/country:us/state:ks/sldu:39,Kansas State Senate district 39,20039
ocd-division/country:us/state:ks/sldu:40,Kansas State Senate district 40,20040
ocd-division/country:us/state:ky/sldu:1,Kentucky State Senate district 1,21001
ocd-division/country:us/state:ky/sldu:2,Kentucky State Senate district 2,21002
ocd-division/country:us/state:ky/sldu:3,Kentucky State Senate district 3,21003
ocd-division/country:us/state:ky/sldu:4,Kentucky State Senate district 4,21004
ocd-division/country:us/state:ky/sldu:5,Kentucky State Senate district 5,21005
ocd-division/country:us/state:ky/sldu:6,Kentucky State Senate district 6,21006
ocd-division/country:us/state:ky/sldu:7,Kentucky State Senate district 7,21007
ocd-division/country:us/state:ky/sldu:8,Kentucky State Senate district 8,21008
ocd-division/country:us/state:ky/sldu:9,Kentucky State Senate district 9,21009
ocd-division/country:us/state:ky/sldu:10,Kentucky State Senate district 10,21010
ocd-division/country:us/state:ky/sldu:11,Kentucky State Senate district 11,21011
ocd-division/country:us/state:ky/sldu:12,Kentucky State Senate district 12,21012
ocd-division/country:us/state:ky/sldu:13,Kentucky State Senate district 13,21013
ocd-division/country:us/state:ky/sldu:14,Kentucky State Senate district 14,21014
ocd-division/country:us/state:ky/sldu:15,Kentucky State Senate district 15,21015
ocd-division/country:us/state:ky/sldu:16,Kentucky State Senate district 16,21016
ocd-division/country:us/state:ky/sldu:17,Kentucky State Senate district 17,21017
ocd-division/country:us/state:ky/sldu:18,Kentucky State Senate district 18,21018
ocd-division/country:us/state:ky/sldu:19,Kentucky State Senate district 19,21019
ocd-division/country:us/state:ky/sldu:20,Kentucky State Senate district 20,21020
ocd-division/country:us/state:ky/sldu:21,Kentucky State Senate district 21,21021
ocd-division/country:us/state:ky/sldu:22,Kentucky State Senate district 22,21022
ocd-division/country:us/state:ky/sldu:23,Kentucky State Senate district 23,21023
ocd-division/country:us/state:ky/sldu:24,Kentucky State Senate district 24,21024
ocd-division/country:us/state:ky/sldu:25,Kentucky State Senate district 25,21025
ocd-division/country:us/state:ky/sldu:26,Kentucky State Senate district 26,21026
ocd-division/country:us/state:ky/sldu:27,Kentucky State Senate district 27,21027
ocd-division/country:us/state:ky/sldu:28,Kentucky State Senate district 28,21028
ocd-division/country:us/state:ky/sldu:29,Kentucky State Senate district 29,21029
ocd-division/country:us/state:ky/sldu:30,Kentucky State Senate district 30,21030
ocd-division/country:us/state:ky/sldu:31,Kentucky State Senate district 31,21031
ocd-division/country:us/state:ky/sldu:32,Kentucky State Senate district 32,21032
ocd-division/country:us/state:ky/sldu:33,Kentucky State Senate district 33,21033
ocd-division/country:us/state:ky/sldu:34,Kentucky State Senate district 34,21034
ocd-division/country:us/state:ky/sldu:35,Kentucky State Senate district 35,21035
ocd-division/country:us/state:ky/sldu:36,Kentucky State Senate district 36,21036
ocd-division/country:us/state:ky/sldu:37,Kentucky State Senate district 37,21037
ocd-division/country:us/state:ky/sldu:38,Kentucky State Senate district 38,21038
ocd-division/country:us/state:la/sldu:1,Louisiana State Senate district 1,22001
ocd-division/country:us/state:la/sldu:2,Louisiana State Senate district 2,22002
ocd-division/country:us/state:la/sldu:3,Louisiana State Senate district 3,22003
ocd-division/country:us/state:la/sldu:4,Louisiana State Senate district 4,22004
ocd-division/country:us/state:la/sldu:5,Louisiana State Senate district 5,22005
ocd-division/country:us/state:la/sldu:6,Louisiana State Senate district 6,22006
ocd-division/country:us/state:la/sldu:7,Louisiana State Senate district 7,22007
ocd-division/country:us/state:la/sldu:8,Louisiana State Senate district 8,22008
ocd-division/country:us/state:la/sldu:9,Louisiana State Senate district 9,22009
ocd-division/country:us/state:la/sldu:10,Louisiana State Senate district 10,22010
ocd-division/country:us/state:la/sldu:11,Louisiana State Senate district 11,22011
ocd-division/country:us/state:la/sldu:12,Louisiana State Senate district 12,22012
ocd-division/country:us/state:la/sldu:13,Louisiana State Senate district 13,22013
ocd-division/country:us/state:la/sldu:14,Louisiana State Senate district 14,22014
ocd-division/country:us/state:la/sldu:15,Louisiana State Senate district 15,22015
ocd-division/country:us/state:la/sldu:16,Louisiana State Senate district 16,22016
ocd-division/country:us/state:la/sldu:17,Louisiana State Senate district 17,22017
ocd-division/country:us/state:la/sldu:18,Louisiana State Senate district 18,22018
ocd-division/country:us/state:la/sldu:19,Louisiana State Senate district 19,22019
ocd-division/country:us/state:la/sldu:20,Louisiana State Senate district 20,22020
ocd-division/country:us/state:la/sldu:21,Louisiana State Senate district 21,22021
ocd-division/country:us/state:la/sldu:22,Louisiana State Senate district 22,22022
ocd-division/country:us/state:la/sldu:23,Louisiana State Senate district 23,22023
ocd-division/country:us/state:la/sldu:24,Louisiana State Senate district 24,22024
ocd-division/country:us/state:la/sldu:25,Louisiana State Senate district 25,22025
ocd-division/country:us/state:la/sldu:26,Louisiana State Senate district 26,22026
ocd-division/country:us/state:la/sldu:27,Louisiana State Senate district 27,22027
ocd-division/country:us/state:la/sldu:28,Louisiana State Senate district 28,22028
ocd-division/country:us/state:la/sldu:29,Louisiana State Senate district 29,22029
ocd-division/country:us/state:la/sldu:30,Louisiana State Senate district 30,22030
ocd-division/country:us/state:la/sldu:31,Louisiana State Senate district 31,22031
ocd-division/country:us/state:la/sldu:32,Louisiana State Senate district 32,22032
ocd-division/country:us/state:la/sldu:33,Louisiana State Senate district 33,22033
ocd-division/country:us/state:la/sldu:34,Louisiana State Senate district 34,22034
ocd-division/country:us/state:la/sldu:35,Louisiana State Senate district 35,22035
ocd-division/country:us/state:la/sldu:36,Louisiana State Senate district 36,22036
ocd-division/country:us/state:la/sldu:37,Louisiana State Senate district 37,22037
ocd-division/country:us/state:la/sldu:38,Louisiana State Senate district 38,22038
ocd-division/country:us/state:la/sldu:39,Louisiana State Senate district 39,22039
ocd-division/country:us/state:me/sldu:1,Maine State Senate district 1,23001
ocd-division/country:us/state:me/sldu:2,Maine State Senate district 2,23002
ocd-division/country:us/state:me/sldu:3,Maine State Senate district 3,23003
ocd-division/country:us/state:me/sldu:4,Maine State Senate district 4,23004
ocd-division/country:us/state:me/sldu:5,Maine State Senate district 5,23005
ocd-division/country:us/state:me/sldu:6,Maine State Senate district 6,23006
ocd-division/country:us/state:me/sldu:7,Maine State Senate district 7,23007
ocd-division/country:us/state:me/sldu:8,Maine State Senate district 8,23008
ocd-division/country:us/state:me/sldu:9,Maine State Senate district 9,23009
ocd-division/country:us/state:me/sldu:10,Maine State Senate district 10,23010
ocd-division/country:us/state:me/sldu:11,Maine State Senate district 11,23011
ocd-division/country:us/state:me/sldu:12,Maine State Senate district 12,23012
ocd-division/country:us/state:me/sldu:13,Maine State Senate district 13,23013
ocd-division/country:us/state:me/sldu:14,Maine State Senate district 14,23014
ocd-division/country:us/state:me/sldu:15,Maine State Senate district 15,23015
ocd-division/country:us/state:me/sldu:16,Maine State Senate district 16,23016
ocd-division/country:us/state:me/sldu:17,Maine State Senate district 17,23017
ocd-division/country:us/state:me/sldu:18,Maine State Senate district 18,23018
ocd-division/country:us/state:me/sldu:19,Maine State Senate district 19,23019
ocd-division/country:us/state:me/sldu:20,Maine State Senate district 20,23020
ocd-division/country:us/state:me/sldu:21,Maine State Senate district 21,23021
ocd-division/country:us/state:me/sldu:22,Maine State Senate district 22,23022
ocd-division/country:us/state:me/sldu:23,Maine State Senate district 23,23023
ocd-division/country:us/state:me/sldu:24,Maine State Senate district 24,23024
ocd-division/country:us/state:me/sldu:25,Maine State Senate district 25,23025
ocd-division/country:us/state:me/sldu:26,Maine State Senate district 26,23026
ocd-division/country:us/state:me/sldu:27,Maine State Senate district 27,23027
ocd-division/country:us/state:me/sldu:28,Maine State Senate district 28,23028
ocd-division/country:us/state:me/sldu:29,Maine State Senate district 29,23029
ocd-division/country:us/state:me/sldu:30,Maine State Senate district 30,23030
ocd-division/country:us/state:me/sldu:31,Maine State Senate district 31,23031
ocd-division/country:us/state:me/sldu:32,Maine State Senate district 32,23032
ocd-division/country:us/state:me/sldu:33,Maine State Senate district 33,23033
ocd-division/country:us/state:me/sldu:34,Maine State Senate district 34,23034
ocd-division/country:us/state:me/sldu:35,Maine State Senate district 35,23035
ocd-division/country:us/state:md/sldu:1,Maryland State Senate district 1,24001
ocd-division/country:us/state:md/sldu:2,Maryland State Senate district 2,24002
ocd-division/country:us/state:md/sldu:3,Maryland State Senate district 3,24003
ocd-division/country:us/state:md/sldu:4,Maryland State Senate district 4,24004
ocd-division/country:us/state:md/sldu:5,Maryland State Senate district 5,24005
ocd-division/country:us/state:md/sldu:6,Maryland State Senate district 6,24006
ocd-division/country:us/state:md/sldu:7,Maryland State Senate district 7,24007
ocd-division/country:us/state:md/sldu:8,Maryland State Senate district 8,24008
ocd-division/country:us/state:md/sldu:9,Maryland State Senate district 9,24009
ocd-division/country:us/state:md/sldu:10,Maryland State Senate district 10,24010
ocd-division/country:us/state:md/sldu:11,Maryland State Senate district 11,24011
ocd-division/country:us/state:md/sldu:12,Maryland State Senate district 12,24012
ocd-division/country:us/state:md/sldu:13,Maryland State Senate district 13,24013
ocd-division/country:us/state:md/sldu:14,Maryland State Senate district 14,24014
ocd-division/country:us/state:md/sldu:15,Maryland State Senate district 15,24015
ocd-division/country:us/state:md/sldu:16,Maryland State Senate district 16,24016
ocd-division/country:us/state:md/sldu:17,Maryland State Senate district 17,24017
ocd-division/country:us/state:md/sldu:18,Maryland State Senate district 18,24018
ocd-division/country:us/state:md/sldu:19,Maryland State Senate district 19,24019
ocd-division/country:us/state:md/sldu:20,Maryland State Senate district 20,24020
ocd-division/country:us/state:md/sldu:21,Maryland State Senate district 21,24021
ocd-division/country:us/state:md/sldu:22,Maryland State Senate district 22,24022
ocd-division/country:us/state:md/sldu:23,Maryland State Senate district 23,24023
ocd-division/country:us/state:md/sldu:24,Maryland State Senate district 24,24024
ocd-division/country:us/state:md/sldu:25,Maryland State Senate district 25,24025
ocd-division/country:us/state:md/sldu:26,Maryland State Senate district 26,24026
ocd-division/country:us/state:md/sldu:27,Maryland State Senate district 27,24027
ocd-division/country:us/state:md/sldu:28,Maryland State Senate district 28,24028
ocd-division/country:us/state:md/sldu:29,Maryland State Senate district 29,24029
ocd-division/country:us/state:md/sldu:30,Maryland State Senate district 30,24030
ocd-division/country:us/state:md/sldu:31,Maryland State Senate district 31,24031
ocd-division/country:us/state:md/sldu:32,Maryland State Senate district 32,24032
ocd-division/country:us/state:md/sldu:33,Maryland State Senate district 33,24033
ocd-division/country:us/state:md/sldu:34,Maryland State Senate district 34,24034
ocd-division/country:us/state:md/sldu:35,Maryland State Senate district 35,24035
ocd-division/country:us/state:md/sldu:36,Maryland State Senate district 36,24036
ocd-division/country:us/state:md/sldu:37,Maryland State Senate district 37,24037
ocd-division/country:us/state:md/sldu:38,Maryland State Senate district 38,24038
ocd-division/country:us/state:md/sldu:39,Maryland State Senate district 39,24039
ocd-division/country:us/state:md/sldu:40,Maryland State Senate district 40,24040
ocd-division/country:us/state:md/sldu:41,Maryland State Senate district 41,24041
ocd-division/country:us/state:md/sldu:42,Maryland State Senate district 42,24042
ocd-division/country:us/state:md/sldu:43,Maryland State Senate district 43,24043
ocd-division/country:us/state:md/sldu:44,Maryland State Senate district 44,24044
ocd-division/country:us/state:md/sldu:45,Maryland State Senate district 45,24045
ocd-division/country:us/state:md/sldu:46,Maryland State Senate district 46,24046
ocd-division/country:us/state:md/sldu:47,Maryland State Senate district 47,24047
ocd-division/country:us/state:ma/sldu:1st_suffolk,Massachusetts First Suffolk district,25001
ocd-division/country:us/state:ma/sldu:2nd_suffolk,Massachusetts Second Suffolk district,25002
ocd-division/country:us/state:ma/sldu:hampden,Massachusetts Hampden district,25003
ocd-division/country:us/state:ma/sldu:berkshire_hampshire_franklin_and_hampden,"Massachusetts Berkshire, Hampshire, Franklin & Hampden district",25004
ocd-division/country:us/state:ma/sldu:2nd_hampden_and_hampshire,Massachusetts Second Hampden & Hampshire district,25005
ocd-division/country:us/state:ma/sldu:hampshire_franklin_and_worcester,"Massachusetts Hampshire, Franklin & Worcester district",25006
ocd-division/country:us/state:ma/sldu:1st_hampden_and_hampshire,Massachusetts First Hampden & Hampshire district,25007
ocd-division/country:us/state:ma/sldu:worcester_hampden_hampshire_and_middlesex,"Massachusetts Worcester, Hampden, Hampshire & Middlesex district",25008
