id,sameAs,sameAsNote
ocd-division/country:ph/cd:maguindanao_1st,ocd-division/country:ph/cd:maguindanao_del_norte,Maguindanao's 1st renamed to Maguindanao del Norte
ocd-division/country:ph/cd:maguindanao_2nd,ocd-division/country:ph/cd:maguindanao_del_sur,Maguindanao's 2nd renamed to Maguindanao del Sur
